time_s,normalized_intensity,log_intensity_db,beam_wander_x_urad,beam_wander_y_urad
1.2700,0.000000,-71.409,-0.004,-0.001
1.2800,0.000000,-66.575,-0.004,-0.001
1.2900,0.000000,-68.385,-0.004,-0.001
1.3000,0.000000,-67.498,-0.005,-0.002
1.3100,0.000000,-64.156,-0.005,-0.002
1.3200,0.000000,-68.919,-0.004,-0.002
1.3300,0.000000,-63.116,-0.004,-0.002
1.3400,0.000002,-56.131,-0.004,-0.002
1.3500,0.000001,-62.781,-0.004,-0.001
1.3600,0.000000,-70.554,-0.005,-0.002
1.3700,0.000000,-69.787,-0.005,-0.001
1.3800,0.000000,-75.065,-0.005,-0.001
1.3900,0.000000,-78.482,-0.005,-0.001
1.4000,0.000000,-76.202,-0.005,-0.001
1.4100,0.000000,-73.270,-0.004,-0.001
1.4200,0.000000,-66.348,-0.004,-0.001
1.4300,0.000000,-69.201,-0.004,-0.001
1.4400,0.000000,-71.904,-0.004,-0.002
1.4500,0.000000,-74.194,-0.005,-0.002
1.4600,0.000000,-72.414,-0.004,-0.003
1.4700,0.000000,-63.346,-0.004,-0.003
1.4800,0.000001,-62.856,-0.004,-0.002
1.4900,0.000001,-61.082,-0.004,-0.002
1.5000,0.000001,-58.761,-0.004,-0.002
1.5100,0.000001,-62.255,-0.004,-0.002
1.5200,0.000001,-62.601,-0.004,-0.002
1.5300,0.000000,-64.290,-0.004,-0.002
1.5400,0.000000,-63.420,-0.005,-0.001
1.5500,0.000000,-63.249,-0.005,-0.001
1.5600,0.000000,-66.597,-0.005,-0.002
1.5700,0.000000,-65.227,-0.005,-0.002
1.5800,0.000002,-56.416,-0.005,-0.002
1.5900,0.000002,-57.521,-0.004,-0.002
1.6000,0.000004,-54.184,-0.005,-0.001
1.6100,0.000001,-60.529,-0.005,-0.001
1.6200,0.000000,-64.615,-0.005,-0.001
1.6300,0.000000,-63.290,-0.005,-0.001
1.6400,0.000003,-55.876,-0.005,-0.000
1.6500,0.000001,-58.800,-0.005,-0.001
1.6600,0.000005,-53.167,-0.005,-0.000
1.6700,0.000004,-54.184,-0.005,0.000
1.6800,0.000002,-57.352,-0.005,-0.000
1.6900,0.000004,-53.927,-0.005,-0.000
1.7000,0.000002,-57.193,-0.005,-0.000
1.7100,0.000002,-56.660,-0.004,-0.000
1.7200,0.000001,-60.617,-0.004,-0.000
1.7300,0.000000,-63.941,-0.005,0.000
1.7400,0.000000,-66.502,-0.004,-0.000
1.7500,0.000000,-65.648,-0.005,-0.000
1.7600,0.000000,-63.028,-0.005,-0.001
1.7700,0.000001,-59.746,-0.005,-0.001
1.7800,0.000000,-64.445,-0.005,-0.001
1.7900,0.000000,-70.113,-0.006,-0.000
1.8000,0.000000,-63.019,-0.005,0.000
1.8100,0.000001,-62.397,-0.006,0.001
1.8200,0.000000,-64.439,-0.006,0.000
1.8300,0.000000,-64.505,-0.006,-0.000
1.8400,0.000001,-60.530,-0.006,-0.000
1.8500,0.000001,-62.200,-0.006,-0.001
1.8600,0.000000,-64.936,-0.006,-0.001
1.8700,0.000001,-62.859,-0.006,-0.001
1.8800,0.000000,-64.403,-0.006,-0.000
1.8900,0.000001,-62.062,-0.006,-0.001
1.9000,0.000001,-62.956,-0.006,-0.000
1.9100,0.000000,-65.600,-0.006,-0.001
1.9200,0.000000,-73.095,-0.006,-0.001
1.9300,0.000000,-72.710,-0.005,-0.001
1.9400,0.000000,-69.890,-0.005,-0.001
1.9500,0.000000,-72.794,-0.006,-0.001
1.9600,0.000000,-73.639,-0.006,-0.000
1.9700,0.000000,-76.161,-0.006,-0.001
1.9800,0.000000,-71.330,-0.006,-0.001
1.9900,0.000000,-76.607,-0.005,-0.001
2.0000,0.000000,-79.593,-0.006,-0.001
2.0100,0.000000,-67.445,-0.005,-0.001
2.0200,0.000000,-68.038,-0.005,-0.001
2.0300,0.000000,-67.916,-0.005,-0.001
2.0400,0.000001,-61.815,-0.005,-0.002
2.0500,0.000000,-70.849,-0.005,-0.002
2.0600,0.000000,-66.681,-0.005,-0.002
2.0700,0.000000,-68.738,-0.005,-0.002
2.0800,0.000000,-69.323,-0.005,-0.002
2.0900,0.000000,-66.571,-0.005,-0.002
2.1000,0.000000,-64.225,-0.005,-0.002
2.1100,0.000000,-69.550,-0.006,-0.002
2.1200,0.000000,-78.762,-0.005,-0.002
2.1300,0.000000,-75.479,-0.005,-0.002
2.1400,0.000000,-75.271,-0.006,-0.002
2.1500,0.000000,-73.469,-0.006,-0.002
2.1600,0.000000,-73.882,-0.006,-0.002
2.1700,0.000000,-77.244,-0.006,-0.002
2.1800,0.000000,-80.431,-0.005,-0.002
2.1900,0.000000,-78.299,-0.005,-0.002
2.2000,0.000000,-78.246,-0.005,-0.002
2.2100,0.000000,-79.683,-0.005,-0.002
2.2200,0.000000,-80.478,-0.005,-0.002
2.2300,0.000000,-83.322,-0.005,-0.002
2.2400,0.000000,-77.824,-0.005,-0.002
2.2500,0.000000,-79.807,-0.005,-0.002
2.2600,0.000000,-78.784,-0.006,-0.002
2.2700,0.000000,-78.140,-0.005,-0.002
2.2800,0.000000,-79.934,-0.006,-0.002
2.2900,0.000000,-76.417,-0.006,-0.001
2.3000,0.000000,-84.126,-0.006,-0.001
2.3100,0.000000,-87.396,-0.006,-0.001
2.3200,0.000000,-80.346,-0.006,-0.002
2.3300,0.000000,-79.431,-0.006,-0.002
2.3400,0.000000,-73.715,-0.005,-0.002
2.3500,0.000000,-76.053,-0.005,-0.002
2.3600,0.000000,-71.194,-0.005,-0.002
2.3700,0.000000,-69.776,-0.005,-0.002
2.3800,0.000000,-74.947,-0.005,-0.002
2.3900,0.000000,-73.609,-0.005,-0.002
2.4000,0.000000,-78.946,-0.005,-0.002
2.4100,0.000000,-75.324,-0.005,-0.002
2.4200,0.000000,-76.877,-0.005,-0.002
2.4300,0.000000,-68.237,-0.005,-0.002
2.4400,0.000001,-60.090,-0.005,-0.002
2.4500,0.000001,-61.785,-0.005,-0.001
2.4600,0.000000,-67.297,-0.005,-0.001
2.4700,0.000000,-69.291,-0.005,-0.001
2.4800,0.000000,-73.322,-0.005,-0.001
2.4900,0.000000,-75.855,-0.005,-0.001
2.5000,0.000000,-79.488,-0.005,-0.001
2.5100,0.000000,-79.067,-0.004,-0.001
2.5200,0.000000,-81.251,-0.004,-0.001
2.5300,0.000000,-79.415,-0.005,-0.001
2.5400,0.000000,-71.682,-0.005,-0.001
2.5500,0.000000,-71.936,-0.004,-0.000
2.5600,0.000000,-68.354,-0.004,-0.000
2.5700,0.000000,-67.577,-0.003,-0.001
2.5800,0.000000,-66.116,-0.003,-0.001
2.5900,0.000000,-68.809,-0.003,-0.001
2.6000,0.000000,-71.189,-0.003,-0.001
2.6100,0.000000,-74.453,-0.003,-0.000
2.6200,0.000000,-74.222,-0.003,-0.000
2.6300,0.000000,-75.749,-0.003,-0.001
2.6400,0.000000,-73.180,-0.003,-0.001
2.6500,0.000000,-73.417,-0.003,-0.001
2.6600,0.000000,-69.507,-0.003,-0.001
2.6700,0.000000,-74.455,-0.003,-0.000
2.6800,0.000000,-72.708,-0.003,0.000
2.6900,0.000000,-65.150,-0.004,0.001
2.7000,0.000000,-66.058,-0.004,0.001
2.7100,0.000001,-62.113,-0.005,0.000
2.7200,0.000003,-55.492,-0.005,0.000
2.7300,0.000000,-63.893,-0.004,0.001
2.7400,0.000000,-64.860,-0.004,0.000
2.7500,0.000000,-63.085,-0.004,0.000
2.7600,0.000001,-61.961,-0.004,0.000
2.7700,0.000002,-56.432,-0.004,-0.000
2.7800,0.000000,-66.596,-0.004,0.000
2.7900,0.000000,-68.622,-0.004,0.000
2.8000,0.000000,-66.106,-0.004,0.000
2.8100,0.000000,-67.272,-0.005,0.001
2.8200,0.000000,-69.626,-0.005,0.001
2.8300,0.000000,-71.258,-0.005,0.000
2.8400,0.000000,-73.727,-0.005,0.001
2.8500,0.000000,-67.214,-0.006,0.001
2.8600,0.000000,-66.922,-0.007,0.001
2.8700,0.000000,-64.455,-0.007,0.001
2.8800,0.000000,-66.231,-0.007,0.002
2.8900,0.000000,-68.034,-0.006,0.002
2.9000,0.000000,-73.135,-0.006,0.001
2.9100,0.000000,-74.407,-0.006,0.002
2.9200,0.000000,-73.145,-0.006,0.002
2.9300,0.000000,-68.072,-0.006,0.002
2.9400,0.000000,-64.228,-0.005,0.001
2.9500,0.000001,-62.870,-0.005,0.002
2.9600,0.000000,-67.447,-0.005,0.002
2.9700,0.000000,-68.151,-0.005,0.002
2.9800,0.000000,-66.826,-0.005,0.002
2.9900,0.000000,-69.561,-0.005,0.002
3.0000,0.000000,-69.939,-0.005,0.002
3.0100,0.000000,-69.776,-0.005,0.002
3.0200,0.000000,-73.745,-0.005,0.002
3.0300,0.000001,-62.572,-0.005,0.002
3.0400,0.000000,-66.228,-0.006,0.002
3.0500,0.000000,-65.101,-0.005,0.002
3.0600,0.000000,-65.508,-0.005,0.002
3.0700,0.000001,-62.474,-0.005,0.002
3.0800,0.000000,-64.593,-0.005,0.001
3.0900,0.000000,-69.187,-0.005,0.001
3.1000,0.000000,-71.438,-0.005,0.001
3.1100,0.000000,-64.677,-0.005,0.002
3.1200,0.000000,-65.373,-0.005,0.002
3.1300,0.000000,-66.576,-0.005,0.002
3.1400,0.000000,-65.737,-0.005,0.002
3.1500,0.000000,-63.188,-0.005,0.001
3.1600,0.000000,-63.477,-0.005,0.001
3.1700,0.000002,-57.994,-0.005,-0.000
3.1800,0.000000,-63.394,-0.006,0.000
3.1900,0.000000,-72.904,-0.006,0.000
3.2000,0.000000,-75.726,-0.006,0.000
3.2100,0.000000,-72.688,-0.006,0.001
3.2200,0.000000,-68.965,-0.006,0.000
3.2300,0.000000,-72.923,-0.006,0.000
3.2400,0.000000,-77.250,-0.007,-0.000
3.2500,0.000000,-69.168,-0.007,-0.000
3.2600,0.000000,-75.383,-0.007,-0.000
3.2700,0.000000,-75.848,-0.007,-0.001
3.2800,0.000000,-76.396,-0.007,-0.001
3.2900,0.000000,-77.484,-0.007,-0.001
3.3000,0.000000,-74.066,-0.007,-0.001
3.3100,0.000000,-70.508,-0.007,-0.001
3.3200,0.000000,-68.705,-0.007,-0.001
3.3300,0.000000,-70.737,-0.007,-0.001
3.3400,0.000000,-71.967,-0.007,-0.001
3.3500,0.000000,-74.119,-0.007,-0.001
3.3600,0.000000,-69.022,-0.007,-0.001
3.3700,0.000000,-77.164,-0.008,-0.002
3.3800,0.000000,-77.079,-0.008,-0.002
3.3900,0.000000,-76.305,-0.008,-0.002
3.4000,0.000000,-73.512,-0.008,-0.001
3.4100,0.000000,-75.128,-0.009,-0.001
3.4200,0.000000,-75.220,-0.009,-0.001
3.4300,0.000000,-73.049,-0.009,-0.001
3.4400,0.000000,-80.319,-0.009,-0.001
3.4500,0.000000,-76.427,-0.009,-0.002
3.4600,0.000000,-69.412,-0.009,-0.001
3.4700,0.000000,-78.075,-0.008,-0.001
3.4800,0.000000,-79.854,-0.008,-0.002
3.4900,0.000000,-77.185,-0.008,-0.001
3.5000,0.000000,-75.846,-0.008,-0.001
3.5100,0.000000,-76.709,-0.008,-0.001
3.5200,0.000000,-78.070,-0.008,-0.001
3.5300,0.000000,-82.126,-0.008,-0.000
3.5400,0.000000,-82.359,-0.008,-0.000
3.5500,0.000000,-78.812,-0.008,-0.000
3.5600,0.000000,-79.137,-0.008,0.000
3.5700,0.000000,-74.787,-0.009,-0.000
3.5800,0.000000,-75.317,-0.009,-0.000
3.5900,0.000000,-80.662,-0.009,-0.000
3.6000,0.000000,-85.070,-0.008,-0.000
3.6100,0.000000,-82.310,-0.008,-0.000
3.6200,0.000000,-78.660,-0.008,-0.000
3.6300,0.000000,-83.497,-0.008,-0.000
3.6400,0.000000,-79.225,-0.008,-0.000
3.6500,0.000000,-81.553,-0.008,-0.001
3.6600,0.000000,-78.931,-0.008,-0.000
3.6700,0.000000,-72.623,-0.008,-0.001
3.6800,0.000000,-76.693,-0.008,0.000
3.6900,0.000000,-67.545,-0.008,0.000
3.7000,0.000000,-68.510,-0.008,0.000
3.7100,0.000000,-66.894,-0.008,0.000
3.7200,0.000000,-65.301,-0.008,0.000
3.7300,0.000000,-64.108,-0.008,0.000
3.7400,0.000000,-65.815,-0.008,0.000
3.7500,0.000000,-71.752,-0.009,0.000
3.7600,0.000000,-72.665,-0.008,0.001
3.7700,0.000000,-71.666,-0.008,0.001
3.7800,0.000000,-75.306,-0.008,0.001
3.7900,0.000000,-70.936,-0.008,0.001
3.8000,0.000001,-60.625,-0.008,0.001
3.8100,0.000001,-58.274,-0.008,0.000
3.8200,0.000000,-70.319,-0.008,0.001
3.8300,0.000000,-66.808,-0.008,0.001
3.8400,0.000000,-64.014,-0.008,0.001
3.8500,0.000000,-65.772,-0.009,0.001
3.8600,0.000000,-64.740,-0.008,0.001
3.8700,0.000000,-69.454,-0.008,0.000
3.8800,0.000000,-79.583,-0.009,0.000
3.8900,0.000000,-85.472,-0.009,0.000
3.9000,0.000000,-84.469,-0.008,-0.000
3.9100,0.000000,-73.465,-0.008,-0.000
3.9200,0.000000,-76.115,-0.008,-0.001
3.9300,0.000000,-79.063,-0.009,-0.000
3.9400,0.000000,-78.239,-0.008,-0.000
3.9500,0.000000,-73.269,-0.009,-0.000
3.9600,0.000000,-68.600,-0.009,-0.001
3.9700,0.000000,-68.705,-0.009,-0.000
3.9800,0.000000,-71.186,-0.009,-0.001
3.9900,0.000000,-73.917,-0.008,-0.001
4.0000,0.000000,-69.789,-0.009,-0.002
4.0100,0.000001,-58.339,-0.009,-0.001
4.0200,0.000011,-49.655,-0.008,-0.002
4.0300,0.000004,-54.094,-0.008,-0.001
4.0400,0.000001,-60.240,-0.008,-0.002
4.0500,0.000002,-58.026,-0.008,-0.002
4.0600,0.000001,-59.987,-0.008,-0.002
4.0700,0.000002,-56.556,-0.008,-0.002
4.0800,0.000001,-62.087,-0.007,-0.002
4.0900,0.000000,-63.694,-0.007,-0.003
4.1000,0.000000,-64.617,-0.007,-0.002
4.1100,0.000000,-63.853,-0.007,-0.003
4.1200,0.000000,-65.742,-0.006,-0.003
4.1300,0.000001,-62.910,-0.006,-0.003
4.1400,0.000000,-70.758,-0.006,-0.003
4.1500,0.000000,-67.135,-0.006,-0.003
4.1600,0.000000,-64.013,-0.006,-0.003
4.1700,0.000000,-70.324,-0.006,-0.003
4.1800,0.000000,-70.138,-0.007,-0.003
4.1900,0.000000,-65.179,-0.006,-0.003
4.2000,0.000000,-64.009,-0.006,-0.003
4.2100,0.000001,-61.041,-0.006,-0.003
4.2200,0.000001,-60.081,-0.007,-0.003
4.2300,0.000002,-56.108,-0.006,-0.003
4.2400,0.000004,-53.664,-0.006,-0.003
4.2500,0.000002,-56.140,-0.006,-0.002
4.2600,0.000004,-53.551,-0.005,-0.002
4.2700,0.000002,-56.713,-0.005,-0.002
4.2800,0.000001,-59.132,-0.005,-0.002
4.2900,0.000004,-53.771,-0.005,-0.002
4.3000,0.000002,-56.291,-0.005,-0.002
4.3100,0.000000,-63.507,-0.004,-0.002
4.3200,0.000000,-69.499,-0.005,-0.002
4.3300,0.000000,-64.620,-0.004,-0.001
4.3400,0.000000,-64.705,-0.004,-0.001
4.3500,0.000000,-64.764,-0.004,-0.001
4.3600,0.000000,-64.166,-0.004,-0.000
4.3700,0.000000,-66.536,-0.004,-0.000
4.3800,0.000000,-63.501,-0.004,-0.001
4.3900,0.000001,-60.445,-0.004,-0.001
4.4000,0.000002,-56.478,-0.003,-0.001
4.4100,0.000001,-58.670,-0.004,-0.001
4.4200,0.000011,-49.710,-0.003,-0.001
4.4300,0.000002,-56.922,-0.003,-0.001
4.4400,0.000000,-63.655,-0.003,-0.001
4.4500,0.000000,-70.158,-0.004,-0.001
4.4600,0.000000,-69.722,-0.004,-0.001
4.4700,0.000000,-73.749,-0.004,-0.001
4.4800,0.000000,-67.240,-0.004,-0.001
4.4900,0.000000,-63.309,-0.004,-0.001
4.5000,0.000000,-70.180,-0.003,-0.001
4.5100,0.000000,-74.483,-0.003,-0.001
4.5200,0.000000,-73.020,-0.004,-0.001
4.5300,0.000000,-74.272,-0.003,-0.001
4.5400,0.000000,-72.455,-0.003,-0.001
4.5500,0.000000,-75.767,-0.004,-0.001
4.5600,0.000000,-79.839,-0.004,-0.001
4.5700,0.000000,-80.114,-0.003,-0.001
4.5800,0.000000,-73.309,-0.004,-0.001
4.5900,0.000000,-76.549,-0.004,-0.001
4.6000,0.000000,-78.544,-0.004,-0.001
4.6100,0.000000,-78.143,-0.004,-0.001
4.6200,0.000000,-68.957,-0.004,-0.001
4.6300,0.000000,-68.117,-0.003,-0.001
4.6400,0.000000,-67.923,-0.003,-0.001
4.6500,0.000001,-58.419,-0.003,-0.000
4.6600,0.000002,-56.188,-0.003,-0.000
4.6700,0.000002,-57.964,-0.003,-0.000
4.6800,0.000001,-62.338,-0.004,-0.000
4.6900,0.000000,-64.620,-0.004,0.000
4.7000,0.000000,-66.045,-0.003,0.000
4.7100,0.000000,-64.248,-0.003,-0.000
4.7200,0.000000,-69.582,-0.004,-0.000
4.7300,0.000000,-64.455,-0.004,-0.000
4.7400,0.000002,-56.390,-0.004,-0.000
4.7500,0.000002,-56.135,-0.004,0.000
4.7600,0.000001,-60.354,-0.005,0.000
4.7700,0.000000,-64.489,-0.005,-0.000
4.7800,0.000001,-61.502,-0.005,-0.000
4.7900,0.000000,-69.324,-0.005,-0.000
4.8000,0.000001,-62.029,-0.004,-0.000
4.8100,0.000001,-61.145,-0.004,-0.000
4.8200,0.000000,-64.446,-0.004,-0.000
4.8300,0.000000,-66.891,-0.004,0.000
4.8400,0.000000,-68.759,-0.004,0.000
4.8500,0.000000,-70.731,-0.003,0.000
4.8600,0.000000,-78.443,-0.003,0.001
4.8700,0.000000,-78.538,-0.003,0.001
4.8800,0.000000,-74.764,-0.003,0.001
4.8900,0.000000,-69.008,-0.003,0.001
4.9000,0.000000,-63.101,-0.003,0.001
4.9100,0.000001,-59.024,-0.003,0.001
4.9200,0.000001,-60.360,-0.003,0.001
4.9300,0.000000,-66.486,-0.003,0.001
4.9400,0.000000,-74.187,-0.003,0.001
4.9500,0.000000,-74.507,-0.003,0.001
4.9600,0.000000,-75.522,-0.002,0.001
4.9700,0.000000,-70.955,-0.003,0.002
4.9800,0.000000,-75.207,-0.003,0.002
4.9900,0.000000,-75.264,-0.003,0.002
5.0000,0.000000,-71.030,-0.003,0.002
5.0100,0.000000,-73.109,-0.002,0.002
5.0200,0.000000,-69.069,-0.003,0.002
5.0300,0.000001,-62.857,-0.003,0.003
5.0400,0.000000,-63.111,-0.003,0.002
5.0500,0.000001,-62.974,-0.003,0.002
5.0600,0.000000,-67.820,-0.003,0.002
5.0700,0.000000,-70.693,-0.003,0.002
5.0800,0.000000,-76.109,-0.004,0.002
5.0900,0.000000,-79.421,-0.003,0.002
5.1000,0.000000,-77.516,-0.004,0.002
5.1100,0.000000,-73.201,-0.003,0.002
5.1200,0.000000,-74.543,-0.003,0.003
5.1300,0.000000,-74.422,-0.003,0.003
5.1400,0.000000,-71.039,-0.003,0.003
5.1500,0.000000,-65.865,-0.003,0.002
5.1600,0.000000,-66.593,-0.002,0.003
5.1700,0.000000,-78.435,-0.002,0.002
5.1800,0.000000,-77.357,-0.002,0.002
5.1900,0.000000,-79.311,-0.002,0.003
5.2000,0.000000,-76.048,-0.002,0.003
5.2100,0.000000,-78.858,-0.003,0.004
5.2200,0.000000,-84.024,-0.002,0.003
5.2300,0.000000,-78.389,-0.003,0.003
5.2400,0.000000,-76.319,-0.003,0.004
5.2500,0.000000,-79.769,-0.003,0.004
5.2600,0.000000,-82.116,-0.003,0.004
5.2700,0.000000,-85.088,-0.004,0.005
5.2800,0.000000,-84.438,-0.004,0.005
5.2900,0.000000,-83.858,-0.004,0.005
5.3000,0.000000,-83.644,-0.004,0.005
5.3100,0.000000,-76.691,-0.004,0.005
5.3200,0.000000,-79.580,-0.004,0.005
5.3300,0.000000,-70.986,-0.004,0.005
5.3400,0.000000,-71.580,-0.004,0.006
5.3500,0.000000,-63.845,-0.004,0.006
5.3600,0.000000,-66.777,-0.004,0.006
5.3700,0.000000,-70.875,-0.004,0.006
5.3800,0.000000,-66.827,-0.004,0.006
5.3900,0.000001,-62.445,-0.004,0.006
5.4000,0.000001,-62.445,-0.004,0.007
5.4100,0.000001,-61.171,-0.005,0.007
5.4200,0.000002,-58.177,-0.005,0.007
5.4300,0.000002,-57.227,-0.005,0.008
5.4400,0.000004,-54.218,-0.005,0.008
5.4500,0.000001,-59.741,-0.005,0.008
5.4600,0.000002,-56.285,-0.005,0.008
5.4700,0.000003,-55.406,-0.005,0.009
5.4800,0.000002,-57.986,-0.005,0.008
5.4900,0.000000,-64.734,-0.004,0.008
5.5000,0.000001,-59.939,-0.005,0.007
5.5100,0.000000,-67.939,-0.005,0.007
5.5200,0.000001,-62.958,-0.005,0.007
5.5300,0.000000,-65.631,-0.005,0.007
5.5400,0.000000,-68.894,-0.005,0.008
5.5500,0.000000,-70.346,-0.005,0.007
5.5600,0.000000,-67.986,-0.006,0.008
5.5700,0.000000,-66.922,-0.006,0.008
5.5800,0.000000,-70.022,-0.006,0.008
5.5900,0.000000,-67.541,-0.006,0.008
5.6000,0.000001,-60.489,-0.006,0.008
5.6100,0.000001,-61.992,-0.007,0.008
5.6200,0.000000,-67.749,-0.007,0.008
5.6300,0.000000,-71.691,-0.006,0.008
5.6400,0.000000,-70.066,-0.006,0.007
5.6500,0.000000,-71.990,-0.006,0.008
