time_s,normalized_intensity,log_intensity_db,beam_wander_x_urad,beam_wander_y_urad
1.6900,0.357078,-4.472,0.001,0.001
1.7000,0.359036,-4.449,0.001,0.001
1.7100,0.314471,-5.024,0.001,0.001
1.7200,0.370010,-4.318,0.001,0.001
1.7300,0.334191,-4.760,0.001,0.001
1.7400,0.267104,-5.733,0.001,0.001
1.7500,0.310591,-5.078,0.001,0.001
1.7600,0.318718,-4.966,0.001,0.001
1.7700,0.567901,-2.457,0.001,0.001
1.7800,0.512844,-2.900,0.001,0.001
1.7900,0.812537,-0.902,0.001,0.001
1.8000,0.922788,-0.349,0.001,0.001
1.8100,0.674317,-1.711,0.001,0.001
1.8200,0.548198,-2.611,0.001,0.002
1.8300,0.841720,-0.748,0.001,0.002
1.8400,0.754906,-1.221,0.001,0.002
1.8500,0.630751,-2.001,0.001,0.002
1.8600,0.449537,-3.472,0.001,0.002
1.8700,0.581780,-2.352,0.001,0.002
1.8800,0.484000,-3.152,0.001,0.002
1.8900,0.437203,-3.593,0.001,0.002
1.9000,0.508918,-2.934,0.001,0.002
1.9100,0.777262,-1.094,0.001,0.001
1.9200,0.760012,-1.192,0.001,0.001
1.9300,0.516560,-2.869,0.001,0.001
1.9400,0.654517,-1.841,0.001,0.001
1.9500,0.500200,-3.009,0.001,0.001
1.9600,0.901659,-0.450,0.001,0.001
1.9700,1.063283,0.266,0.002,0.001
1.9800,1.005274,0.023,0.002,0.001
1.9900,1.011602,0.050,0.001,0.001
2.0000,1.144998,0.588,0.002,0.001
2.0100,1.635675,2.137,0.002,0.001
2.0200,1.767270,2.473,0.002,0.001
2.0300,2.264921,3.551,0.002,0.001
2.0400,2.058698,3.136,0.002,0.001
2.0500,4.711204,6.731,0.002,0.001
2.0600,2.451806,3.895,0.002,0.001
2.0700,2.475123,3.936,0.002,0.001
2.0800,1.822327,2.606,0.002,0.001
2.0900,1.358308,1.330,0.002,0.001
2.1000,1.290946,1.109,0.002,0.001
2.1100,1.705332,2.318,0.002,0.001
2.1200,0.712761,-1.471,0.002,0.001
2.1300,1.036431,0.155,0.002,0.001
2.1400,1.286968,1.096,0.002,0.001
2.1500,1.509764,1.789,0.002,0.001
2.1600,1.881321,2.745,0.002,0.001
2.1700,1.594197,2.025,0.002,0.001
2.1800,2.488965,3.960,0.002,0.001
2.1900,2.688148,4.295,0.002,0.001
2.2000,2.007045,3.026,0.002,0.001
2.2100,1.538957,1.872,0.002,0.001
2.2200,1.062282,0.262,0.002,0.001
2.2300,1.220871,0.867,0.002,0.001
2.2400,0.877884,-0.566,0.002,0.001
2.2500,0.624983,-2.041,0.002,0.001
2.2600,0.457564,-3.395,0.002,0.001
2.2700,0.689401,-1.615,0.002,0.001
2.2800,0.806974,-0.931,0.002,0.001
2.2900,1.088652,0.369,0.002,0.001
2.3000,0.576002,-2.396,0.002,0.001
2.3100,0.691632,-1.601,0.002,0.001
2.3200,0.606646,-2.171,0.002,0.001
2.3300,0.548064,-2.612,0.002,0.001
2.3400,0.920234,-0.361,0.002,0.001
2.3500,0.951376,-0.216,0.002,0.001
2.3600,1.607370,2.061,0.002,0.001
2.3700,1.565816,1.947,0.002,0.001
2.3800,1.754238,2.441,0.002,0.001
2.3900,0.879839,-0.556,0.002,0.001
2.4000,0.884949,-0.531,0.002,0.001
2.4100,0.792411,-1.010,0.002,0.001
2.4200,0.951101,-0.218,0.002,0.001
2.4300,0.690323,-1.609,0.002,0.001
2.4400,1.074267,0.311,0.002,0.001
2.4500,0.683872,-1.650,0.002,0.001
2.4600,0.635950,-1.966,0.002,0.001
2.4700,0.606630,-2.171,0.002,0.001
2.4800,0.672981,-1.720,0.002,0.001
2.4900,0.547581,-2.616,0.002,0.001
2.5000,0.350769,-4.550,0.003,0.001
2.5100,0.381545,-4.185,0.002,0.001
2.5200,0.452753,-3.441,0.003,0.001
2.5300,0.418200,-3.786,0.002,0.001
2.5400,0.519631,-2.843,0.003,0.001
2.5500,0.393609,-4.049,0.003,0.002
2.5600,0.436561,-3.600,0.003,0.002
2.5700,0.768259,-1.145,0.003,0.002
2.5800,1.009543,0.041,0.003,0.002
2.5900,1.516502,1.808,0.003,0.002
2.6000,1.730163,2.381,0.003,0.002
2.6100,0.864169,-0.634,0.003,0.002
2.6200,0.703303,-1.529,0.003,0.002
2.6300,0.487677,-3.119,0.003,0.002
2.6400,0.470514,-3.274,0.002,0.002
2.6500,0.539574,-2.679,0.003,0.002
2.6600,0.577626,-2.384,0.003,0.002
2.6700,0.757474,-1.206,0.003,0.002
2.6800,0.892413,-0.494,0.003,0.002
2.6900,0.711002,-1.481,0.003,0.002
2.7000,0.610512,-2.143,0.003,0.002
2.7100,0.524366,-2.804,0.003,0.002
2.7200,0.693232,-1.591,0.003,0.002
2.7300,0.495192,-3.052,0.003,0.002
2.7400,0.387639,-4.116,0.003,0.002
2.7500,0.286478,-5.429,0.003,0.002
2.7600,0.284182,-5.464,0.003,0.002
2.7700,0.306140,-5.141,0.003,0.002
2.7800,0.977957,-0.097,0.003,0.002
2.7900,1.228002,0.892,0.003,0.002
2.8000,1.007491,0.032,0.003,0.002
2.8100,0.840429,-0.755,0.003,0.002
2.8200,0.693074,-1.592,0.003,0.002
2.8300,0.536637,-2.703,0.003,0.002
2.8400,0.445860,-3.508,0.003,0.002
2.8500,0.367412,-4.348,0.003,0.002
2.8600,0.355242,-4.495,0.003,0.002
2.8700,0.392637,-4.060,0.003,0.002
2.8800,0.441134,-3.554,0.003,0.002
2.8900,0.671143,-1.732,0.003,0.002
2.9000,0.789735,-1.025,0.003,0.002
2.9100,0.451245,-3.456,0.003,0.002
2.9200,0.616571,-2.100,0.003,0.002
2.9300,0.974862,-0.111,0.003,0.002
2.9400,0.912227,-0.399,0.003,0.002
2.9500,0.983508,-0.072,0.003,0.002
2.9600,0.891131,-0.501,0.003,0.002
2.9700,0.533172,-2.731,0.002,0.002
2.9800,0.772660,-1.120,0.003,0.002
2.9900,1.156602,0.632,0.003,0.002
3.0000,0.817239,-0.877,0.003,0.002
3.0100,1.116771,0.480,0.003,0.002
3.0200,1.063650,0.268,0.003,0.002
3.0300,1.157344,0.635,0.003,0.002
3.0400,1.216413,0.851,0.003,0.002
3.0500,1.377737,1.392,0.003,0.002
3.0600,1.596361,2.031,0.003,0.002
3.0700,0.930713,-0.312,0.003,0.002
3.0800,0.796851,-0.986,0.003,0.002
3.0900,0.638775,-1.947,0.003,0.002
3.1000,1.053935,0.228,0.003,0.002
3.1100,1.257787,0.996,0.003,0.002
3.1200,1.188807,0.751,0.003,0.002
3.1300,1.057796,0.244,0.003,0.002
3.1400,1.163651,0.658,0.003,0.002
3.1500,1.548522,1.899,0.003,0.002
3.1600,1.335159,1.255,0.003,0.002
3.1700,1.072137,0.303,0.003,0.002
3.1800,1.054247,0.229,0.003,0.002
3.1900,1.081497,0.340,0.003,0.002
3.2000,0.790952,-1.018,0.003,0.002
3.2100,0.587751,-2.308,0.003,0.002
3.2200,0.807983,-0.926,0.003,0.002
3.2300,0.837936,-0.768,0.003,0.002
3.2400,0.894969,-0.482,0.003,0.002
3.2500,1.041365,0.176,0.003,0.002
3.2600,0.485097,-3.142,0.003,0.002
3.2700,0.361427,-4.420,0.003,0.002
3.2800,0.360530,-4.431,0.003,0.002
3.2900,0.489614,-3.101,0.003,0.002
3.3000,0.354793,-4.500,0.003,0.002
3.3100,0.349657,-4.564,0.003,0.002
3.3200,0.442597,-3.540,0.003,0.002
3.3300,0.639439,-1.942,0.003,0.001
3.3400,0.690430,-1.609,0.003,0.001
3.3500,0.510886,-2.917,0.003,0.001
3.3600,0.550461,-2.593,0.003,0.001
3.3700,0.587260,-2.312,0.003,0.001
3.3800,0.882229,-0.544,0.003,0.001
3.3900,1.060473,0.255,0.003,0.001
3.4000,1.437696,1.577,0.004,0.001
3.4100,1.297078,1.130,0.004,0.001
3.4200,3.175423,5.018,0.004,0.002
3.4300,3.330386,5.225,0.004,0.001
3.4400,2.051885,3.122,0.004,0.001
3.4500,1.161581,0.650,0.003,0.002
3.4600,1.087092,0.363,0.003,0.002
3.4700,1.597656,2.035,0.003,0.002
3.4800,1.489162,1.729,0.003,0.002
3.4900,2.023826,3.062,0.003,0.002
3.5000,1.449126,1.611,0.003,0.002
3.5100,1.714335,2.341,0.003,0.002
3.5200,1.804716,2.564,0.003,0.002
3.5300,0.834579,-0.785,0.003,0.002
3.5400,0.606847,-2.169,0.003,0.001
3.5500,0.811678,-0.906,0.003,0.001
3.5600,0.670476,-1.736,0.003,0.001
3.5700,0.580414,-2.363,0.003,0.001
3.5800,0.349921,-4.560,0.003,0.001
3.5900,0.275363,-5.601,0.003,0.001
3.6000,0.259330,-5.861,0.003,0.001
3.6100,0.170189,-7.691,0.003,0.001
3.6200,0.236117,-6.269,0.003,0.001
3.6300,0.259128,-5.865,0.003,0.001
3.6400,0.573157,-2.417,0.003,0.001
3.6500,0.412923,-3.841,0.003,0.001
3.6600,0.373661,-4.275,0.003,0.001
3.6700,0.364025,-4.389,0.003,0.001
3.6800,0.460470,-3.368,0.003,0.001
3.6900,0.605399,-2.180,0.003,0.001
3.7000,0.947385,-0.235,0.003,0.001
3.7100,0.739940,-1.308,0.003,0.001
3.7200,1.020781,0.089,0.003,0.001
3.7300,1.128352,0.524,0.003,0.001
3.7400,1.085211,0.355,0.003,0.001
3.7500,1.521304,1.822,0.003,0.001
3.7600,2.365500,3.739,0.003,0.001
3.7700,1.752052,2.435,0.003,0.001
3.7800,1.063785,0.269,0.003,0.001
3.7900,0.962837,-0.164,0.003,0.001
3.8000,1.923958,2.842,0.003,0.001
3.8100,2.343921,3.699,0.003,0.001
3.8200,1.728885,2.378,0.003,0.001
3.8300,2.641448,4.218,0.003,0.001
3.8400,3.886367,5.895,0.003,0.001
3.8500,2.197615,3.420,0.003,0.001
3.8600,1.111133,0.458,0.003,0.001
3.8700,1.481911,1.708,0.003,0.001
3.8800,1.080139,0.335,0.003,0.001
3.8900,1.018746,0.081,0.003,0.001
3.9000,1.179038,0.715,0.003,0.000
3.9100,1.488725,1.728,0.003,0.001
3.9200,1.332914,1.248,0.003,0.001
3.9300,1.006789,0.029,0.003,0.001
3.9400,0.792047,-1.012,0.003,0.001
3.9500,1.092019,0.382,0.003,0.001
3.9600,0.643880,-1.912,0.003,0.001
3.9700,0.780792,-1.075,0.003,0.001
3.9800,1.164054,0.660,0.003,0.001
3.9900,1.263420,1.015,0.003,0.001
4.0000,1.066996,0.282,0.003,0.001
4.0100,0.788558,-1.032,0.003,0.001
4.0200,1.243122,0.945,0.003,0.001
4.0300,0.815243,-0.887,0.003,0.001
4.0400,0.889232,-0.510,0.003,0.000
4.0500,0.741263,-1.300,0.003,0.000
4.0600,0.901778,-0.449,0.003,0.000
4.0700,1.172653,0.692,0.003,0.001
4.0800,0.937853,-0.279,0.003,0.001
4.0900,0.778391,-1.088,0.003,0.001
4.1000,1.113766,0.468,0.003,0.001
4.1100,0.757137,-1.208,0.003,0.001
4.1200,1.335606,1.257,0.003,0.000
4.1300,1.052277,0.221,0.003,0.000
4.1400,1.487237,1.724,0.003,0.000
4.1500,1.696341,2.295,0.003,0.000
4.1600,1.585845,2.003,0.003,0.000
4.1700,1.884597,2.752,0.003,0.000
4.1800,2.200729,3.426,0.003,0.000
4.1900,1.879357,2.740,0.003,0.000
4.2000,2.038841,3.094,0.003,0.001
4.2100,1.724457,2.367,0.003,0.000
4.2200,2.115170,3.253,0.003,0.001
4.2300,2.347555,3.706,0.003,0.001
4.2400,2.886668,4.604,0.003,0.001
4.2500,4.404921,6.439,0.003,0.001
4.2600,2.707734,4.326,0.003,0.001
4.2700,2.130514,3.285,0.003,0.001
4.2800,1.799101,2.551,0.003,0.001
4.2900,1.068815,0.289,0.003,0.001
4.3000,1.214509,0.844,0.003,0.001
4.3100,0.904206,-0.437,0.003,0.001
4.3200,0.773343,-1.116,0.003,0.001
4.3300,0.834142,-0.788,0.003,0.001
4.3400,0.940751,-0.265,0.003,0.001
4.3500,0.719418,-1.430,0.003,0.001
4.3600,0.602745,-2.199,0.003,0.001
4.3700,0.531722,-2.743,0.003,0.001
4.3800,0.924053,-0.343,0.003,0.001
4.3900,0.541253,-2.666,0.003,0.001
4.4000,0.377339,-4.233,0.003,0.001
4.4100,0.300693,-5.219,0.003,0.001
4.4200,0.484108,-3.151,0.003,0.001
4.4300,0.641467,-1.928,0.003,0.001
4.4400,1.187936,0.748,0.003,0.002
4.4500,1.094751,0.393,0.003,0.001
4.4600,1.325688,1.224,0.002,0.002
4.4700,1.192815,0.766,0.002,0.001
4.4800,1.098339,0.407,0.002,0.001
4.4900,1.226343,0.886,0.002,0.002
4.5000,1.188324,0.749,0.002,0.002
4.5100,1.047967,0.203,0.002,0.002
4.5200,0.781936,-1.068,0.003,0.001
4.5300,0.560736,-2.512,0.003,0.002
4.5400,0.593456,-2.266,0.003,0.002
4.5500,0.535704,-2.711,0.003,0.002
4.5600,0.831065,-0.804,0.003,0.002
4.5700,1.158133,0.638,0.003,0.002
4.5800,1.733926,2.390,0.003,0.002
4.5900,1.600408,2.042,0.003,0.002
4.6000,1.654970,2.188,0.003,0.002
4.6100,1.402578,1.469,0.003,0.002
4.6200,1.223218,0.875,0.003,0.002
4.6300,1.018346,0.079,0.003,0.002
4.6400,1.507671,1.783,0.003,0.002
4.6500,1.068324,0.287,0.003,0.002
4.6600,0.797397,-0.983,0.004,0.002
4.6700,0.896853,-0.473,0.004,0.002
4.6800,1.184318,0.735,0.004,0.002
4.6900,1.560156,1.932,0.004,0.002
4.7000,0.977164,-0.100,0.003,0.002
4.7100,0.949583,-0.225,0.003,0.002
4.7200,0.763186,-1.174,0.003,0.002
4.7300,0.848476,-0.714,0.003,0.002
4.7400,1.436865,1.574,0.003,0.002
4.7500,0.901369,-0.451,0.003,0.002
4.7600,0.794269,-1.000,0.003,0.002
4.7700,1.916888,2.826,0.003,0.002
4.7800,0.781828,-1.069,0.003,0.002
4.7900,0.968065,-0.141,0.003,0.003
4.8000,0.715828,-1.452,0.003,0.003
4.8100,0.587419,-2.311,0.003,0.003
4.8200,0.409188,-3.881,0.003,0.003
4.8300,0.346506,-4.603,0.003,0.003
4.8400,0.304275,-5.167,0.003,0.002
4.8500,0.285583,-5.443,0.003,0.003
4.8600,0.359736,-4.440,0.003,0.003
4.8700,0.373905,-4.272,0.004,0.002
4.8800,0.404720,-3.928,0.004,0.002
4.8900,0.373761,-4.274,0.004,0.002
4.9000,0.377815,-4.227,0.004,0.002
4.9100,0.356456,-4.480,0.004,0.003
4.9200,0.384150,-4.155,0.004,0.003
4.9300,0.613508,-2.122,0.004,0.003
4.9400,0.719431,-1.430,0.004,0.003
4.9500,0.898879,-0.463,0.004,0.003
4.9600,1.086560,0.361,0.004,0.003
4.9700,1.118660,0.487,0.004,0.003
4.9800,0.899009,-0.462,0.004,0.003
4.9900,0.908764,-0.415,0.004,0.003
5.0000,1.363243,1.346,0.003,0.003
5.0100,1.901540,2.791,0.004,0.003
5.0200,1.851147,2.674,0.004,0.003
5.0300,1.400230,1.462,0.004,0.003
5.0400,1.233424,0.911,0.004,0.003
5.0500,1.046958,0.199,0.004,0.003
5.0600,1.142667,0.579,0.004,0.003
5.0700,1.530002,1.847,0.004,0.003
5.0800,0.881012,-0.550,0.004,0.003
5.0900,0.784292,-1.055,0.004,0.003
5.1000,1.007524,0.033,0.004,0.003
5.1100,0.705800,-1.513,0.004,0.003
5.1200,0.579365,-2.370,0.004,0.003
5.1300,0.429444,-3.671,0.004,0.003
5.1400,0.479856,-3.189,0.004,0.003
5.1500,0.489531,-3.102,0.004,0.003
5.1600,0.540127,-2.675,0.004,0.003
5.1700,0.446587,-3.501,0.004,0.004
5.1800,0.355107,-4.496,0.004,0.004
5.1900,0.364153,-4.387,0.004,0.004
5.2000,0.837256,-0.771,0.004,0.004
5.2100,1.121906,0.500,0.004,0.004
5.2200,1.220009,0.864,0.004,0.004
5.2300,1.828077,2.620,0.004,0.004
5.2400,2.039666,3.096,0.004,0.004
5.2500,1.476706,1.693,0.004,0.004
5.2600,1.084257,0.351,0.004,0.004
5.2700,1.637348,2.141,0.004,0.004
5.2800,1.077330,0.323,0.004,0.004
5.2900,2.416750,3.832,0.004,0.004
5.3000,1.472138,1.679,0.004,0.004
5.3100,0.835743,-0.779,0.004,0.004
5.3200,0.954990,-0.200,0.004,0.004
5.3300,1.060757,0.256,0.004,0.004
5.3400,0.871141,-0.599,0.004,0.004
5.3500,0.546849,-2.621,0.004,0.004
5.3600,0.906017,-0.429,0.004,0.004
5.3700,1.499864,1.761,0.004,0.004
5.3800,1.336821,1.261,0.004,0.004
5.3900,1.287157,1.096,0.004,0.004
5.4000,0.994118,-0.026,0.004,0.004
5.4100,1.238301,0.928,0.004,0.004
5.4200,1.653804,2.185,0.004,0.004
5.4300,1.897210,2.781,0.004,0.004
5.4400,1.388773,1.426,0.004,0.003
5.4500,1.074106,0.310,0.004,0.004
5.4600,1.183309,0.731,0.004,0.004
5.4700,0.644427,-1.908,0.004,0.004
5.4800,0.888489,-0.513,0.004,0.004
5.4900,1.145487,0.590,0.004,0.004
5.5000,0.979210,-0.091,0.004,0.004
5.5100,0.900104,-0.457,0.004,0.004
5.5200,1.082105,0.343,0.004,0.003
5.5300,0.945244,-0.245,0.004,0.003
5.5400,0.792746,-1.009,0.004,0.004
5.5500,0.865433,-0.628,0.004,0.004
5.5600,0.721774,-1.416,0.004,0.004
5.5700,0.471372,-3.266,0.004,0.004
5.5800,0.529319,-2.763,0.004,0.004
5.5900,0.343368,-4.642,0.004,0.004
5.6000,0.333035,-4.775,0.004,0.004
5.6100,0.673026,-1.720,0.004,0.004
5.6200,0.762621,-1.177,0.004,0.004
5.6300,0.626064,-2.034,0.004,0.004
5.6400,0.358027,-4.461,0.004,0.004
5.6500,0.376680,-4.240,0.004,0.004
5.6600,0.206126,-6.859,0.004,0.004
5.6700,0.401268,-3.966,0.003,0.004
5.6800,0.534710,-2.719,0.003,0.004
5.6900,0.495229,-3.052,0.003,0.004
5.7000,0.542017,-2.660,0.003,0.004
5.7100,0.576537,-2.392,0.003,0.004
5.7200,0.453680,-3.433,0.003,0.004
5.7300,0.677764,-1.689,0.003,0.004
5.7400,0.846611,-0.723,0.003,0.004
5.7500,0.903629,-0.440,0.003,0.004
5.7600,1.300226,1.140,0.003,0.004
5.7700,1.098001,0.406,0.003,0.004
5.7800,0.971438,-0.126,0.003,0.004
5.7900,0.512466,-2.903,0.003,0.004
5.8000,0.327336,-4.850,0.003,0.004
5.8100,0.369589,-4.323,0.003,0.004
5.8200,0.465384,-3.322,0.003,0.004
5.8300,0.660916,-1.799,0.003,0.004
5.8400,0.911751,-0.401,0.003,0.004
5.8500,0.540477,-2.672,0.003,0.004
5.8600,0.422294,-3.744,0.003,0.004
5.8700,0.380775,-4.193,0.002,0.004
5.8800,0.665683,-1.767,0.002,0.004
5.8900,0.538698,-2.687,0.002,0.004
5.9000,0.315498,-5.010,0.002,0.004
5.9100,0.333090,-4.774,0.002,0.004
5.9200,0.350781,-4.550,0.002,0.004
5.9300,0.281478,-5.506,0.002,0.004
5.9400,0.321672,-4.926,0.002,0.004
5.9500,0.506670,-2.953,0.002,0.004
5.9600,0.735934,-1.332,0.002,0.004
5.9700,0.426779,-3.698,0.002,0.004
5.9800,0.731180,-1.360,0.002,0.003
5.9900,1.016182,0.070,0.002,0.003
6.0000,0.756964,-1.209,0.002,0.003
6.0100,0.985990,-0.061,0.002,0.004
6.0200,0.974898,-0.110,0.002,0.003
6.0300,1.159793,0.644,0.002,0.004
6.0400,1.127002,0.519,0.002,0.004
6.0500,0.574057,-2.410,0.002,0.004
6.0600,0.619639,-2.079,0.002,0.004
6.0700,0.644762,-1.906,0.002,0.004
