hour,visibility_km,rain_rate_mmhr,temperature_c,wind_speed_mps
144,15.25,0.0,-0.9,10.6
145,7.40,0.0,-3.1,34.0
146,10.31,0.0,1.3,2.9
147,8.21,0.0,-2.7,6.4
148,0.07,0.0,-0.6,4.1
149,0.07,0.0,1.9,5.8
150,0.07,0.0,3.1,8.5
151,7.00,0.0,3.3,2.3
152,25.02,0.0,3.9,3.4
153,15.58,0.0,6.2,9.2
154,23.34,0.0,8.8,6.1
155,20.16,0.0,8.3,5.5
156,6.28,0.0,6.4,6.1
157,7.78,0.0,5.7,6.5
158,22.15,0.0,5.7,9.0
159,19.85,0.0,4.0,7.0
160,11.98,0.0,5.1,4.3
161,13.38,0.0,4.9,5.5
162,33.86,0.0,2.3,4.3
163,7.59,0.0,3.7,2.9
164,18.87,0.0,2.5,4.3
165,10.36,0.0,-0.7,4.2
166,10.24,0.0,-0.9,1.6
167,29.34,0.0,-3.8,7.1
168,23.58,0.0,-3.1,7.9
169,23.35,0.0,-0.5,6.2
170,34.62,0.0,-2.8,7.6
171,12.39,0.0,1.1,4.0
172,21.02,0.0,1.6,3.3
173,9.50,0.0,2.2,7.9
174,15.79,0.0,0.6,2.4
175,10.98,0.0,3.2,2.3
176,13.17,0.0,5.9,5.9
177,19.61,0.0,4.5,5.8
178,6.33,0.0,6.5,7.8
179,50.00,0.0,8.4,1.6
180,5.45,0.0,6.6,4.2
181,4.61,0.0,6.0,2.3
182,30.77,0.0,4.0,7.5
183,22.95,0.0,5.4,10.0
184,20.07,0.0,6.1,6.1
185,20.14,0.0,2.4,3.2
186,12.06,0.0,2.5,2.9
187,5.94,0.0,0.8,3.5
188,12.94,0.0,-1.1,2.7
189,7.09,0.0,0.2,4.1
190,26.58,0.0,0.6,2.9
191,10.83,0.0,-0.9,2.0
192,6.29,0.0,-3.6,5.6
193,9.42,0.0,0.6,5.9
194,16.95,0.0,-0.4,12.4
195,7.76,0.0,-1.8,3.5
196,0.37,0.0,-1.2,1.4
197,0.37,0.0,2.8,7.3
198,0.37,0.0,2.7,7.8
199,0.37,0.0,2.5,8.9
200,0.37,0.0,4.7,10.8
201,14.67,0.0,5.4,10.9
202,3.82,0.0,5.5,2.5
203,3.95,0.0,8.8,11.3
204,6.86,0.0,8.6,3.7
205,10.27,0.0,8.5,7.2
206,15.62,0.0,8.0,5.2
207,39.66,0.0,4.6,2.5
208,24.19,0.0,4.1,9.0
209,10.72,0.0,5.9,3.4
210,12.00,0.0,2.6,13.7
211,5.46,0.0,-1.0,2.8
212,12.00,0.0,0.3,2.5
213,9.67,0.0,-0.1,3.0
214,15.77,0.0,-1.1,11.0
215,6.29,0.0,-3.8,1.8
216,18.46,0.0,0.3,7.8
217,41.52,0.0,-4.6,13.5
218,11.17,0.0,-1.7,4.0
219,16.80,0.0,1.6,3.5
220,21.16,0.0,0.9,4.7
221,8.84,0.0,2.5,2.3
222,14.57,0.0,0.9,22.0
223,12.31,0.0,4.3,6.7
224,13.17,0.0,4.9,2.2
225,6.56,0.0,4.3,2.8
226,12.42,0.0,8.1,5.0
227,18.15,0.0,6.1,2.1
228,38.90,0.0,6.5,1.8
229,26.24,0.0,8.0,5.3
230,50.00,0.0,6.6,8.2
231,6.59,0.0,6.3,7.8
232,24.48,0.0,4.7,4.3
233,14.11,0.0,5.9,3.8
234,50.00,0.0,1.1,4.6
235,6.38,0.0,0.5,8.1
236,6.22,0.0,0.7,2.1
237,7.54,0.0,-2.5,2.8
238,2.23,0.0,-3.4,3.6
239,8.00,0.0,-2.1,3.9
240,6.64,0.0,-1.2,4.3
241,13.74,0.0,-0.8,4.4
242,16.01,0.0,-1.7,6.7
243,50.00,0.0,-2.0,1.6
244,26.06,0.0,0.5,1.7
245,7.68,0.0,2.1,3.0
246,5.94,0.0,2.9,7.5
247,18.06,0.0,5.7,3.0
248,4.24,0.0,3.5,4.4
249,50.00,0.0,5.0,4.8
250,31.30,0.0,8.5,5.4
251,8.37,0.0,5.2,11.5
252,3.09,0.0,6.7,6.8
253,35.98,0.0,6.3,8.2
254,11.12,0.0,4.5,4.2
255,32.79,0.0,5.8,10.8
256,3.40,0.0,6.2,4.7
257,7.54,0.0,4.1,1.4
258,12.23,0.0,3.8,19.6
259,12.65,0.2,3.1,4.6
260,8.50,0.0,-0.5,6.2
261,20.05,0.0,3.0,2.4
262,5.19,0.0,-2.3,16.7
263,10.87,0.0,-2.6,2.8
264,13.41,0.0,-3.5,3.6
265,18.39,0.0,-1.4,1.8
266,21.53,0.0,-2.2,5.6
267,4.95,0.0,-1.1,3.8
268,3.57,0.0,-0.2,1.8
269,33.86,0.0,1.0,4.3
270,15.89,0.0,2.8,4.7
271,6.69,0.0,3.2,3.9
272,42.14,0.0,4.5,1.5
273,13.36,0.0,7.7,5.3
274,31.29,0.0,6.5,2.1
275,12.86,0.0,8.0,7.6
276,50.00,0.0,6.3,3.2
277,49.61,0.0,6.8,7.8
278,9.98,0.3,5.1,4.5
279,26.50,0.3,8.9,4.7
280,20.42,0.0,7.2,9.6
281,36.41,0.0,4.8,2.7
282,5.63,0.0,5.8,2.3
283,21.09,0.0,2.5,6.3
284,28.41,0.0,-0.1,2.0
285,2.98,0.0,-0.4,2.8
286,4.73,0.0,0.3,1.7
287,2.38,0.0,-3.5,8.9
288,9.82,0.0,-4.1,2.5
289,21.63,0.0,-1.6,3.0
290,40.52,0.0,-2.6,2.1
291,12.93,0.0,-4.3,3.6
292,44.83,0.0,-1.7,4.1
293,4.04,0.0,0.9,7.4
294,3.12,0.0,2.7,2.0
295,11.65,0.0,4.1,3.1
296,16.56,0.0,8.2,10.5
297,11.87,0.0,5.9,8.4
298,2.33,0.0,7.4,3.0
299,11.34,0.0,5.0,4.4
300,4.29,0.0,7.6,14.6
301,20.82,0.0,8.0,2.2
302,16.33,0.0,4.9,1.4
303,5.74,0.0,4.8,3.2
304,8.08,0.0,5.9,4.3
305,5.22,0.0,3.1,2.8
306,11.59,0.0,2.5,8.1
307,26.16,0.0,2.2,5.1
308,5.54,0.0,3.2,3.1
309,18.23,0.0,-1.2,3.2
310,7.97,0.0,1.0,2.9
311,6.46,0.0,-5.1,7.4
312,11.18,0.0,-2.1,3.4
313,5.32,0.0,-2.6,2.2
314,7.82,0.0,-2.4,8.0
315,4.67,0.0,0.1,3.8
316,0.43,0.0,-0.1,2.0
317,0.43,0.0,-1.6,12.5
318,6.96,0.0,0.3,6.5
319,14.46,0.0,5.1,4.6
320,11.14,0.0,2.7,3.9
321,10.21,0.0,7.4,3.8
322,19.91,0.0,7.2,3.7
323,22.33,0.0,7.3,3.8
324,7.97,0.0,7.6,3.1
325,7.69,0.0,8.3,4.2
326,9.78,0.0,5.3,3.1
327,1.93,0.0,6.3,5.1
328,3.62,0.0,3.5,4.4
329,36.36,0.0,4.3,2.9
330,45.42,0.0,3.7,4.3
331,9.98,0.0,1.7,6.2
332,19.32,0.0,1.1,1.2
333,15.63,0.0,-1.8,6.3
334,50.00,0.0,-1.7,2.1
335,29.83,0.0,-2.4,3.4
336,11.00,0.0,-2.7,0.8
337,5.67,0.0,-3.3,6.3
338,3.37,0.0,-2.2,2.9
339,14.34,1.2,-2.5,3.3
340,6.65,1.2,-2.3,4.7
341,3.90,1.2,0.4,1.4
342,7.26,1.2,3.7,4.7
343,5.13,1.2,4.4,6.6
344,46.98,0.0,3.4,5.0
345,24.66,0.0,5.7,3.5
346,12.11,0.0,8.1,4.6
347,39.80,0.0,6.9,4.3
348,12.96,0.0,5.6,7.1
349,6.12,0.0,11.0,9.5
350,41.20,0.0,6.9,3.5
351,18.75,0.0,4.6,5.1
352,5.31,0.0,5.5,3.0
353,10.46,0.0,4.0,5.8
354,6.05,0.0,0.5,5.9
355,4.03,0.0,1.6,4.1
356,25.56,0.0,1.8,6.1
357,50.00,0.0,-1.1,4.5
358,3.98,0.0,-4.6,4.4
359,19.11,0.0,-1.5,2.6
360,7.24,0.0,-1.3,5.0
361,8.25,0.0,-2.9,3.2
362,7.58,0.0,-2.4,7.6
363,6.10,0.0,2.7,2.7
364,12.66,0.0,-0.7,5.3
365,6.27,0.0,-0.2,3.8
366,15.13,0.0,2.9,5.3
367,11.70,0.0,5.0,4.3
368,10.06,0.0,6.1,2.7
369,5.89,0.0,2.7,8.6
370,7.68,0.0,6.2,2.6
371,22.29,0.0,9.4,6.6
372,18.19,0.0,8.3,1.6
373,5.57,0.0,5.8,3.8
374,13.19,0.0,9.0,11.2
375,22.22,0.0,7.8,3.8
376,3.20,0.0,4.9,4.7
377,18.82,0.0,5.5,11.7
378,7.17,0.0,5.8,4.1
379,19.23,0.0,-0.0,5.2
380,6.62,0.0,1.2,6.4
381,2.88,0.0,2.3,2.0
382,3.31,0.0,-0.5,3.3
383,12.66,0.0,-3.1,4.8
384,15.00,0.0,-1.8,1.7
385,5.91,0.0,0.1,10.2
386,20.31,0.0,-3.0,7.1
387,3.22,0.0,-0.7,6.5
388,11.56,0.0,0.0,9.9
389,4.62,0.0,0.6,6.9
390,7.23,0.0,3.2,3.9
391,12.65,0.0,4.0,1.7
392,6.12,0.0,6.4,3.0
393,8.96,0.0,8.1,3.0
394,27.25,0.0,5.3,6.5
395,7.68,0.0,7.8,4.7
396,23.77,0.0,7.8,1.8
397,4.93,0.0,8.0,7.5
398,18.61,0.0,7.2,10.0
399,38.60,0.0,5.0,10.9
400,1.69,0.0,7.6,2.3
401,6.44,0.0,7.0,5.4
402,19.33,0.0,3.7,2.5
403,10.36,0.0,2.5,14.3
404,16.39,0.0,0.6,4.6
405,7.51,0.0,0.8,3.6
406,13.06,0.0,-5.1,3.2
407,10.76,0.0,-1.9,5.5
408,31.01,0.0,-2.9,6.1
409,14.93,0.0,-1.7,1.7
410,15.96,0.0,0.2,10.4
411,8.76,0.0,-0.6,5.9
412,0.30,0.0,-0.1,10.3
413,0.30,0.0,-0.5,12.5
414,0.30,0.0,2.8,4.2
415,0.30,0.0,5.2,7.5
416,0.30,0.0,4.2,3.2
417,50.00,0.0,3.5,3.4
418,24.46,0.0,10.7,11.5
419,9.39,0.0,8.3,2.9
420,31.85,0.0,7.6,5.0
421,8.79,0.0,9.9,2.6
422,2.39,0.0,7.5,3.0
423,5.44,0.0,8.5,3.3
424,2.73,0.0,7.3,10.7
425,9.20,0.0,2.4,6.1
426,12.36,0.0,3.7,7.4
427,46.58,0.0,4.3,1.5
428,15.82,0.0,-1.0,4.6
429,10.22,0.0,-2.0,3.6
430,23.65,0.0,-2.6,6.0
431,2.08,0.0,-0.5,19.0
432,14.71,0.0,-1.6,1.1
433,22.57,0.0,-4.7,5.7
434,3.73,0.0,-0.8,16.8
435,30.42,0.0,-0.9,3.3
436,0.07,0.0,0.3,4.9
437,0.07,0.0,0.5,6.7
438,0.07,0.0,3.5,1.2
439,0.07,0.0,5.9,5.3
440,0.07,0.0,4.6,2.8
441,0.07,0.0,4.0,15.3
442,0.07,0.0,6.9,4.0
443,6.17,0.0,9.0,2.9
444,23.67,0.0,7.4,7.4
445,6.14,0.0,5.6,6.0
446,12.90,0.0,8.5,7.7
447,8.31,0.0,8.7,14.1
448,17.87,0.0,5.6,3.2
449,15.91,0.0,1.9,12.6
450,27.94,0.0,2.6,13.8
451,8.10,0.0,2.0,2.8
452,9.82,0.0,-0.7,3.0
453,5.57,0.0,0.4,4.6
454,8.54,0.0,-2.6,4.0
455,16.47,0.0,-1.7,12.5
456,22.32,0.0,-2.3,2.7
457,5.83,0.0,-0.8,5.2
458,24.43,0.0,-1.3,2.8
459,36.04,0.0,-0.8,4.8
460,16.96,0.0,-0.6,16.2
461,50.00,0.0,1.8,13.4
462,6.56,0.0,2.7,5.6
463,4.50,0.0,3.1,6.5
464,2.94,0.0,5.8,5.9
465,40.32,0.0,7.2,3.7
466,20.56,0.0,6.9,14.2
467,11.65,0.0,9.3,9.9
468,15.24,0.0,8.5,5.2
469,4.95,0.0,6.0,3.9
470,50.00,0.0,9.4,4.1
471,13.51,0.0,7.8,5.5
472,13.30,0.0,7.1,4.4
473,21.77,0.0,5.0,8.9
474,17.90,0.0,-0.4,6.0
475,14.57,0.0,3.5,2.5
476,6.47,0.0,0.7,2.3
477,17.76,0.0,0.1,8.1
478,50.00,0.0,-0.4,2.2
479,35.74,0.0,1.2,3.6
480,43.58,0.0,-2.7,3.4
481,8.09,0.0,-2.5,2.1
482,5.52,0.0,-2.5,5.4
483,11.02,0.0,-2.0,4.2
484,0.08,0.0,-0.9,3.1
485,0.08,0.0,-0.9,15.7
486,0.08,0.0,3.8,1.0
487,0.08,0.0,7.4,2.7
488,0.08,0.0,8.7,3.2
489,0.08,0.0,5.4,2.0
490,0.08,0.0,7.1,17.4
491,3.24,0.0,9.8,17.3
492,23.54,0.0,8.8,3.0
493,12.92,0.0,8.2,9.6
494,4.34,0.0,7.1,6.4
495,4.32,0.0,8.5,12.1
496,9.31,0.0,4.1,4.2
497,46.30,0.0,5.2,5.8
498,9.90,0.0,3.7,10.4
499,3.66,0.0,2.0,9.5
500,10.01,0.0,1.9,4.9
501,9.79,0.0,-0.3,2.5
502,1.41,0.0,-1.9,2.8
503,11.66,0.0,-1.5,1.5
504,10.13,0.0,-4.2,7.2
505,21.26,0.0,-0.7,5.1
506,50.00,0.0,0.2,5.3
507,30.00,0.0,-1.3,4.4
508,0.26,0.0,-0.6,2.3
509,0.26,0.0,1.0,5.4
510,0.26,0.0,3.1,6.4
511,0.26,0.0,4.8,2.7
512,0.26,0.0,8.1,4.4
513,0.26,0.0,9.0,3.0
514,14.27,0.0,8.8,3.9
515,10.85,0.0,8.2,2.3
516,7.70,0.0,6.8,3.8
517,7.87,0.0,10.6,11.9
518,11.87,0.0,7.2,3.3
519,7.89,0.0,7.2,3.0
520,6.89,0.0,6.7,3.1
521,13.27,0.0,4.6,4.0
522,9.93,0.0,5.0,13.1
523,40.58,0.0,2.6,10.4
524,1.46,0.0,2.2,4.1
525,29.17,0.0,0.4,3.0
526,33.01,0.0,-1.1,1.6
527,2.32,0.0,-1.4,2.6
528,9.26,0.0,-1.8,1.4
529,9.05,0.0,-3.5,7.0
530,3.95,0.0,-2.6,10.0
531,6.54,0.0,0.9,3.6
532,5.01,0.0,-1.1,5.6
533,49.49,0.0,1.4,2.3
534,25.75,0.0,1.7,1.4
535,33.69,0.0,3.9,4.6
536,21.70,0.0,5.6,5.6
537,4.94,0.0,6.2,12.5
538,8.01,0.0,5.5,15.5
539,18.02,0.0,7.9,3.8
540,4.58,1.4,6.9,7.7
541,21.55,1.4,7.2,5.4
542,10.05,1.4,8.8,4.5
543,9.03,0.0,8.3,4.4
544,21.52,0.0,3.9,4.1
545,17.38,0.0,7.0,4.2
546,9.13,0.0,2.6,12.1
547,30.80,0.0,1.1,5.1
548,5.13,0.0,-0.5,12.7
549,19.94,0.0,-0.1,2.6
550,19.58,0.0,2.0,0.8
551,9.51,0.0,-3.8,3.4
552,15.81,0.0,-4.7,2.7
553,4.48,0.0,-1.1,1.8
554,25.51,0.0,-0.1,9.8
555,10.51,0.0,-0.1,2.0
556,8.02,0.0,1.8,6.4
557,28.20,0.0,0.4,15.0
558,6.93,0.0,2.0,2.2
559,3.95,0.0,4.9,3.9
560,3.51,0.0,8.5,10.1
561,19.78,0.0,7.8,3.5
562,4.37,0.0,8.6,5.5
563,49.59,0.0,6.6,6.6
564,2.30,0.0,9.0,5.0
565,47.33,0.0,6.4,3.4
566,14.42,0.0,10.4,2.8
567,11.28,0.0,5.4,2.3
568,7.88,0.0,4.7,6.4
569,16.77,0.0,2.5,3.0
570,11.82,0.0,3.5,9.2
571,29.45,0.0,2.2,11.6
572,13.35,0.0,3.2,2.2
573,13.74,0.0,1.0,7.0
574,9.11,0.0,-2.1,15.4
575,11.64,0.0,-0.1,2.7
576,15.58,0.0,-3.4,9.2
577,3.10,0.0,-2.5,6.3
578,4.14,0.0,-0.7,8.0
579,22.08,0.0,-1.8,2.8
580,13.97,0.0,2.5,14.1
581,10.52,0.0,5.6,3.0
582,12.36,0.0,3.0,6.6
583,16.09,0.0,3.8,4.3
584,7.91,0.0,5.8,6.2
585,6.54,0.0,6.2,2.5
586,14.25,0.0,8.2,2.1
587,5.57,0.0,6.3,5.3
588,16.89,0.0,8.9,3.6
589,3.12,0.0,11.2,3.5
590,27.75,0.0,4.8,6.2
591,17.78,0.0,5.3,1.8
592,14.95,0.0,5.3,9.2
593,26.74,0.0,5.6,4.8
594,46.17,0.0,4.8,7.1
595,27.43,0.0,3.4,6.1
596,2.79,0.0,-1.5,6.4
597,4.38,0.0,-1.0,2.2
598,7.39,0.0,-2.2,9.0
599,12.44,0.0,-1.4,5.3
600,18.43,0.0,-1.5,3.4
601,6.82,0.0,-3.4,4.2
602,14.15,0.0,-1.5,5.6
603,6.66,0.0,0.9,5.0
604,7.47,0.0,0.1,6.4
605,3.95,0.0,1.9,12.1
606,5.82,0.0,6.1,2.4
607,4.13,0.0,7.8,7.0
608,5.58,0.0,2.8,4.2
609,28.30,0.0,7.2,8.9
610,5.70,0.0,12.2,11.9
611,50.00,0.0,9.1,5.0
612,18.08,0.0,8.6,6.5
613,14.12,0.0,10.4,9.3
614,6.13,0.1,8.2,8.2
615,21.33,0.1,8.2,9.5
616,7.69,0.1,5.7,3.7
617,13.43,0.1,5.2,3.3
618,50.00,0.0,4.2,2.3
619,11.28,0.0,3.6,4.0
620,30.55,0.0,0.4,4.3
621,6.94,0.0,-0.6,4.1
622,11.85,0.0,-3.6,6.0
623,50.00,0.0,-1.8,6.1
624,7.38,0.0,0.0,4.3
625,50.00,0.0,-0.5,5.5
626,21.46,0.0,-2.2,7.4
627,7.77,0.0,-2.8,2.8
628,20.20,0.0,0.9,7.8
629,26.52,0.0,3.7,3.1
630,20.03,0.0,2.9,10.6
631,3.47,0.0,2.7,5.0
632,6.81,0.0,5.2,4.7
633,9.99,0.0,7.6,1.5
634,11.48,0.0,9.8,6.7
635,20.02,0.0,8.1,4.7
636,14.04,0.0,10.2,5.0
637,4.19,0.0,9.9,4.2
638,16.51,1.4,6.2,6.5
639,19.86,1.4,9.1,7.4
640,19.06,0.0,6.6,6.0
641,28.92,0.0,3.1,9.9
642,23.74,0.0,6.3,2.9
643,17.59,0.0,2.2,3.1
644,11.52,0.0,-1.8,5.7
645,3.23,0.0,-0.9,6.7
646,17.18,0.0,-2.1,6.1
647,14.38,0.0,-2.2,2.1
648,15.14,0.0,-2.0,2.2
649,4.39,0.0,-1.5,4.0
650,5.13,0.0,-1.1,1.5
651,28.29,0.0,0.0,5.2
652,11.80,0.0,2.1,4.3
653,21.01,0.0,1.3,2.6
654,12.46,0.0,5.5,3.2
655,12.48,1.1,3.2,4.8
656,25.81,1.1,7.1,1.8
657,8.06,0.0,9.7,3.1
658,13.16,0.0,7.8,3.8
659,8.42,0.0,8.8,3.7
660,8.61,0.0,7.3,3.8
661,9.51,0.0,7.8,10.1
662,14.55,0.0,10.4,7.9
663,8.31,0.0,8.4,3.0
664,33.27,0.0,6.9,2.4
665,5.96,0.0,2.1,3.5
666,10.49,0.0,2.7,9.4
667,8.57,0.0,5.1,1.3
668,38.77,0.0,1.9,4.7
669,14.26,0.0,1.0,3.7
670,27.81,0.0,-0.3,9.2
671,3.71,0.0,-2.0,8.1
672,15.08,0.0,-0.7,1.9
673,24.82,0.0,-3.4,9.2
674,13.01,0.0,-3.0,1.1
675,28.57,0.0,-0.9,6.5
676,8.05,0.0,1.6,6.8
677,37.62,0.0,0.1,12.3
678,50.00,0.0,4.0,5.1
679,9.11,0.0,3.6,3.0
680,8.53,0.0,5.0,2.4
681,38.97,0.0,9.3,10.8
682,43.11,0.0,8.2,12.4
683,8.02,4.1,7.3,3.4
684,8.70,4.1,9.1,4.5
685,9.72,4.1,6.4,10.2
686,4.16,4.1,8.7,7.1
687,5.84,4.1,9.0,4.0
688,5.46,0.0,7.3,2.8
689,6.59,0.0,8.3,2.7
690,11.85,0.0,0.9,7.9
691,14.69,0.0,2.7,3.6
692,42.11,0.0,-0.7,3.5
693,5.48,0.0,0.0,6.5
694,26.77,0.0,-0.5,4.7
695,10.27,0.0,2.4,5.7
696,11.71,0.0,-1.2,3.7
697,20.90,0.0,-1.1,3.6
698,4.96,0.0,1.0,2.9
699,16.54,0.0,0.2,6.9
700,13.92,0.0,4.1,4.7
701,18.06,0.0,3.6,5.3
702,15.35,0.0,5.1,2.4
703,50.00,0.0,2.4,6.8
704,7.31,0.0,9.4,5.4
705,7.97,0.0,6.4,6.9
706,7.40,0.0,8.2,5.5
707,7.81,0.0,7.7,5.3
708,7.32,0.0,7.4,1.5
709,31.54,0.0,6.9,8.9
710,37.96,0.0,8.4,2.0
711,7.72,0.0,4.5,8.3
712,6.26,0.0,6.0,4.3
713,17.76,0.0,6.8,1.7
714,7.83,0.0,4.9,4.3
715,20.21,0.0,3.3,1.8
716,14.33,0.0,0.1,8.7
717,3.62,0.0,-2.0,3.3
718,42.01,0.0,1.2,2.4
719,50.00,0.0,-1.6,6.7
720,7.46,0.0,-1.2,4.4
721,8.93,0.0,-1.2,6.1
722,15.31,0.0,0.6,4.2
723,15.92,0.0,3.2,9.0
724,20.63,0.0,3.6,3.5
725,50.00,0.0,-0.8,1.7
726,10.57,0.0,3.5,2.3
727,6.43,0.0,3.2,5.8
728,4.04,0.0,7.9,3.0
729,6.79,0.0,7.5,9.7
730,11.86,0.0,9.2,2.2
731,50.00,0.0,8.2,8.3
732,8.05,0.0,7.4,3.5
733,14.57,0.0,7.5,9.8
734,12.02,0.0,6.0,6.1
735,31.52,0.0,5.6,5.0
736,50.00,0.0,4.3,6.7
737,7.97,0.0,3.7,9.4
738,8.24,0.0,2.4,4.3
739,28.09,0.0,3.3,1.5
740,21.02,0.0,2.0,9.2
741,50.00,0.0,1.1,3.8
742,19.44,0.0,1.4,20.8
743,9.14,0.0,-0.9,3.1
744,19.54,0.0,-2.1,3.6
745,29.58,0.0,2.5,7.0
746,23.49,0.0,1.1,7.1
747,18.28,0.0,0.7,5.8
748,28.60,0.0,1.7,3.2
749,31.04,0.0,3.2,2.2
750,36.81,0.0,3.7,3.0
751,20.47,0.0,5.5,1.8
752,10.66,0.0,7.3,15.5
753,13.70,0.0,6.5,2.4
754,31.98,0.0,5.9,3.8
755,6.34,0.0,5.8,6.8
756,16.36,0.0,10.4,4.5
757,8.89,0.0,6.5,3.1
758,12.47,0.0,9.1,4.1
759,33.88,0.0,5.9,3.1
760,14.19,0.0,4.9,3.8
