hour,visibility_km,rain_rate_mmhr,temperature_c,wind_speed_mps
151,35.95,0.0,12.1,5.0
152,23.61,0.0,12.3,2.9
153,20.72,0.0,12.2,9.6
154,25.28,0.0,16.3,2.3
155,15.71,0.0,17.0,5.9
156,25.65,0.0,14.6,3.8
157,95.30,0.0,14.9,4.6
158,40.89,0.0,15.0,5.4
159,35.81,0.0,13.9,8.9
160,21.79,0.0,11.7,3.0
161,22.86,0.0,14.4,2.3
162,30.16,0.0,10.0,5.8
163,13.17,0.0,10.1,2.6
164,36.20,0.0,7.4,5.9
165,26.84,0.0,6.1,4.1
166,99.44,0.0,5.9,2.6
167,58.88,0.0,4.4,2.4
168,43.13,0.0,3.4,7.1
169,27.27,0.0,5.6,4.1
170,64.46,0.0,6.9,2.6
171,21.20,0.0,8.0,4.3
172,43.66,0.0,8.2,2.7
173,26.39,0.0,8.8,5.2
174,40.02,0.0,11.3,5.7
175,30.27,0.0,10.6,4.7
176,20.92,0.0,15.3,3.5
177,31.23,0.0,14.3,2.3
178,50.79,0.0,16.5,4.9
179,76.70,0.0,16.4,2.6
180,54.72,0.0,15.6,3.2
181,29.27,0.0,15.9,4.4
182,21.65,0.0,13.4,5.6
183,30.21,0.0,14.7,11.4
184,88.88,0.0,12.1,2.9
185,9.82,1.0,11.0,3.2
186,32.75,0.0,12.6,1.5
187,22.02,0.0,8.6,4.9
188,13.70,0.0,10.0,2.2
189,77.29,0.0,6.0,7.5
190,34.33,0.0,7.9,5.4
191,41.64,0.0,4.7,2.2
192,34.57,0.0,5.8,4.4
193,46.38,0.0,6.4,4.5
194,50.02,0.0,7.2,9.1
195,23.52,0.0,7.3,5.8
196,75.88,0.0,6.5,2.8
197,61.34,0.0,7.1,12.9
198,40.74,0.0,10.7,2.3
199,22.70,0.0,15.0,12.6
200,22.63,0.0,12.6,4.7
201,19.23,0.0,16.5,2.0
202,33.13,0.0,16.8,2.9
203,49.68,0.0,16.8,6.0
204,39.85,0.0,14.1,9.8
205,27.36,0.0,16.5,2.7
206,19.70,0.0,16.0,3.3
207,55.53,0.0,14.4,2.4
208,25.24,0.0,13.8,3.1
209,16.70,0.0,11.3,2.9
210,37.01,0.0,11.9,3.0
211,29.05,0.0,11.2,5.2
212,45.70,0.0,5.4,2.7
213,26.63,0.0,7.5,4.6
214,34.33,0.0,4.3,11.7
215,33.74,0.0,5.0,2.1
216,29.64,0.0,6.4,7.2
217,24.67,0.0,6.5,2.2
218,49.27,0.0,5.8,4.0
219,37.99,0.0,10.3,5.5
220,33.89,0.0,8.8,4.7
221,32.39,0.0,8.7,6.4
222,32.53,0.0,11.4,2.5
223,24.51,0.0,9.7,4.5
224,23.04,0.0,14.0,2.6
225,34.81,0.0,14.0,4.8
226,40.64,0.0,17.3,8.3
227,40.72,0.0,14.2,9.5
228,49.86,0.0,17.2,7.1
229,45.80,0.0,15.8,5.6
230,28.10,0.0,16.5,5.3
231,92.58,0.0,16.0,5.0
232,66.52,0.0,14.1,8.5
233,22.45,0.0,13.7,1.3
234,37.07,0.0,11.5,4.6
235,24.61,0.0,8.7,5.1
236,24.11,0.0,11.1,2.4
237,29.42,0.0,4.4,1.0
238,53.80,0.0,4.9,2.8
239,21.21,0.0,5.7,10.1
240,85.00,0.0,4.9,19.8
241,42.17,0.0,6.1,1.1
242,19.67,0.0,6.7,6.7
243,42.23,0.0,6.5,3.9
244,26.97,0.0,9.2,3.5
245,26.56,0.0,8.0,2.2
246,49.67,0.0,11.8,4.6
247,33.87,0.0,11.5,1.1
248,29.20,0.0,13.3,7.6
249,37.06,0.0,12.9,15.2
250,20.51,0.0,18.8,3.2
251,33.57,0.0,14.9,1.8
252,70.03,0.0,18.6,1.9
253,15.77,0.0,14.3,3.5
254,37.76,0.0,14.7,2.0
255,18.54,5.0,15.1,4.3
256,15.61,5.0,13.9,5.9
257,11.63,0.0,11.6,3.5
258,27.27,0.0,11.0,4.1
259,42.18,0.0,11.5,6.6
260,60.75,0.0,6.4,3.5
261,26.33,0.0,8.9,10.1
262,20.28,0.0,7.2,7.0
263,42.03,0.0,6.9,5.1
264,43.98,0.0,3.6,4.4
265,26.56,0.0,7.4,5.4
266,45.19,0.0,4.2,8.6
267,22.64,0.0,6.8,4.2
268,34.55,0.0,7.7,7.2
269,36.53,0.0,9.7,6.6
270,22.45,0.0,10.8,1.8
271,33.27,0.0,12.0,10.0
272,30.01,0.0,13.5,4.0
273,18.59,0.0,16.0,2.2
274,25.19,0.0,19.5,8.1
275,33.13,0.0,13.2,4.3
276,39.93,0.0,14.8,2.5
277,29.10,0.0,16.0,7.2
278,43.77,0.0,14.7,4.2
279,48.68,0.0,14.4,4.3
280,32.87,0.0,13.4,5.8
281,78.16,0.0,12.9,1.6
282,48.50,0.0,13.4,5.7
283,35.25,0.0,12.1,7.4
284,24.97,0.0,7.3,4.9
285,44.31,0.0,6.2,4.8
286,29.23,0.0,5.0,11.0
287,26.07,0.0,4.3,1.8
288,21.01,0.0,3.6,6.5
289,28.13,0.0,8.5,5.6
290,19.16,0.0,8.1,1.9
291,63.95,0.0,6.9,4.5
292,34.95,0.0,8.5,7.3
293,23.41,0.0,8.6,6.5
294,35.74,0.0,9.4,4.1
295,34.63,0.0,13.7,3.1
296,67.72,0.0,14.3,4.8
297,49.41,0.0,13.4,4.1
298,23.96,0.0,18.0,5.7
299,22.87,0.0,18.1,3.0
300,50.06,0.0,14.6,4.1
301,30.19,0.0,14.0,8.0
302,17.95,0.0,16.2,9.3
303,28.44,0.0,18.2,2.5
304,31.04,0.0,12.4,2.1
305,45.01,0.0,13.7,1.2
306,34.30,0.0,10.6,3.6
307,23.92,0.0,11.0,12.7
308,39.76,0.0,5.6,6.2
309,34.84,0.0,6.5,7.6
310,10.85,0.0,7.4,4.6
311,40.53,0.0,6.9,6.6
312,21.97,0.0,3.3,3.4
313,29.33,0.0,5.2,5.0
314,26.64,0.0,6.0,6.4
315,13.36,0.0,8.7,9.8
316,38.60,0.0,8.6,6.0
317,18.77,0.0,10.6,4.4
318,28.23,0.0,13.4,2.4
319,29.44,0.0,12.4,3.8
320,16.83,0.0,14.8,5.9
321,48.04,0.0,16.3,3.9
322,28.33,0.0,15.2,2.4
323,29.27,0.0,15.5,6.5
324,35.37,0.0,17.4,4.4
325,28.68,0.0,16.8,2.9
326,22.78,0.0,17.4,1.2
327,20.89,0.0,15.5,4.6
328,67.33,0.0,13.4,3.5
329,32.60,0.0,13.0,20.2
330,24.23,0.0,10.6,10.2
331,37.84,0.0,7.0,2.3
332,47.56,0.0,10.2,9.2
333,100.92,0.0,6.1,4.7
334,32.87,0.0,7.6,8.4
335,26.98,0.0,6.6,22.8
336,13.03,0.0,6.8,3.3
337,32.03,0.0,4.6,3.4
338,26.39,0.0,4.8,2.5
339,34.35,0.0,7.9,7.5
340,34.09,0.0,9.1,7.3
341,53.86,0.0,10.6,12.9
342,35.87,0.0,10.4,6.6
343,34.41,0.0,11.1,1.9
344,35.55,0.0,15.0,11.0
345,29.15,0.0,17.7,5.4
346,58.06,0.0,16.5,3.8
347,38.93,0.0,17.8,2.6
348,45.01,0.0,13.7,7.9
349,30.05,0.0,17.6,1.9
350,21.49,0.0,14.9,13.4
351,22.34,0.0,14.6,4.4
352,60.31,0.0,16.0,1.2
353,70.08,0.0,12.1,5.6
354,24.43,0.0,12.4,5.2
355,21.37,0.0,9.6,4.0
356,45.14,0.0,6.5,13.3
357,27.36,0.0,9.1,8.6
358,17.49,0.0,7.3,2.0
359,20.11,0.0,6.9,6.4
360,32.14,0.0,7.0,7.7
361,82.29,0.0,8.8,3.4
362,65.33,0.0,7.2,3.7
363,26.05,0.0,4.3,4.4
364,18.90,0.0,11.3,1.8
365,27.76,0.0,10.7,3.6
366,30.93,0.0,10.1,4.6
367,34.40,0.0,14.2,8.9
368,25.72,0.0,12.1,3.0
369,26.11,0.0,11.8,4.7
370,42.18,0.0,17.5,2.5
371,28.66,0.0,18.1,2.8
372,29.66,0.0,18.3,2.8
373,36.65,0.0,15.7,3.3
374,45.52,0.0,15.4,4.9
375,35.78,0.0,14.4,6.0
376,41.87,0.0,11.9,7.9
377,61.89,0.0,12.3,2.1
378,29.13,0.0,11.1,5.7
379,43.87,0.0,8.5,1.8
380,23.61,0.0,11.3,0.9
381,33.05,0.0,7.0,5.6
382,26.90,0.0,9.6,5.1
383,35.21,0.0,8.2,8.3
384,48.82,0.0,6.9,2.4
385,23.32,0.0,4.7,3.4
386,52.95,0.0,8.4,5.7
387,30.50,0.0,11.2,3.7
388,33.24,0.0,8.2,3.8
389,24.79,0.0,11.0,5.4
390,18.29,0.0,11.2,8.2
391,25.68,0.0,10.3,10.1
392,42.85,0.0,14.3,7.0
393,21.66,0.0,14.8,2.7
394,40.94,0.0,14.1,2.3
395,20.53,0.0,18.0,24.3
396,18.92,0.0,15.5,3.4
397,26.05,0.0,15.6,3.7
398,26.17,0.0,16.9,4.6
399,54.10,0.0,13.5,1.8
400,48.29,0.0,15.3,2.5
401,26.65,0.0,13.3,6.1
402,49.79,0.0,12.1,1.7
403,34.80,0.0,12.3,3.0
404,20.47,0.0,8.5,2.2
405,29.39,0.0,6.8,3.0
406,25.60,0.0,3.5,3.6
407,41.94,0.0,5.7,7.4
408,22.27,0.0,6.5,7.5
409,28.46,0.0,6.1,4.6
410,38.17,0.0,7.9,4.0
411,30.83,0.0,6.3,1.8
412,44.86,0.0,8.6,1.7
413,35.88,0.0,11.4,5.2
414,20.88,0.0,13.1,9.4
415,39.96,0.0,15.4,5.0
416,56.49,0.0,13.4,4.8
417,33.49,0.0,13.4,15.0
418,37.50,0.0,17.4,6.8
419,21.96,0.0,16.8,2.1
420,24.43,0.0,16.0,2.1
421,65.05,0.0,15.0,3.3
422,54.23,0.0,14.6,2.3
423,35.19,0.0,14.9,3.1
424,34.10,0.0,18.3,4.4
425,42.26,0.0,13.2,2.1
426,21.88,0.0,13.1,4.4
427,53.19,0.0,9.0,5.0
428,44.80,0.0,6.1,17.5
429,29.10,0.0,9.3,4.0
430,32.09,0.0,6.0,3.4
431,31.73,0.0,5.5,13.7
432,27.56,0.0,6.8,1.8
433,29.84,0.0,9.3,19.8
434,43.19,0.0,8.9,5.4
435,36.95,0.0,7.3,8.8
436,32.24,0.0,9.9,3.6
437,45.99,0.0,11.3,1.9
438,54.21,0.0,12.7,2.1
439,24.26,0.0,12.7,5.9
440,65.73,0.0,15.2,14.3
441,49.76,0.0,16.2,2.3
442,55.78,0.0,16.9,5.0
443,109.22,0.0,15.0,1.8
444,46.70,0.0,16.9,9.3
445,17.03,0.0,18.2,5.4
446,23.83,0.0,13.0,1.7
447,19.53,0.0,17.3,5.2
448,58.58,0.0,15.7,5.9
449,57.12,0.0,13.9,8.8
450,67.90,0.0,12.7,5.8
451,45.46,0.0,10.7,0.7
452,65.40,0.0,8.0,1.2
453,17.54,0.0,8.1,6.0
454,32.63,0.0,7.7,1.4
455,22.95,0.0,6.8,32.7
456,17.31,0.0,7.6,5.1
457,67.85,0.0,7.7,6.3
458,20.51,0.0,7.7,3.2
459,31.13,0.0,9.3,5.0
460,40.32,0.0,10.5,20.2
461,23.94,0.0,9.1,3.8
462,15.81,0.0,13.8,6.3
463,35.22,0.0,12.4,7.2
464,26.75,0.0,15.1,2.5
465,70.38,0.0,15.2,4.8
466,37.38,0.0,16.4,5.5
467,41.98,0.0,18.7,9.9
468,9.92,0.0,16.8,3.4
469,40.05,0.0,17.4,1.6
470,31.72,0.0,18.0,10.4
471,59.43,0.0,16.8,4.9
472,25.14,0.0,15.3,7.1
473,40.72,0.0,16.5,6.6
474,21.62,0.0,12.2,13.9
475,18.42,0.0,12.3,5.5
476,26.77,0.0,13.6,8.7
477,28.36,0.0,7.7,6.1
478,21.50,0.0,10.2,4.6
479,29.87,0.0,8.0,13.9
480,38.04,0.0,9.7,9.5
481,47.31,0.0,7.6,2.9
482,14.78,0.0,9.1,5.3
483,33.83,0.0,6.6,4.7
484,14.72,0.0,7.9,4.3
485,59.48,0.0,11.8,6.1
486,53.56,0.0,13.2,5.5
487,31.56,0.0,12.3,1.9
488,23.46,0.0,15.8,3.7
489,31.86,0.0,16.3,3.8
490,19.93,0.0,17.4,3.1
491,65.17,0.0,18.6,2.3
492,21.78,0.0,15.2,3.5
493,43.84,0.0,18.3,3.8
494,25.64,0.0,17.3,4.3
495,40.68,0.0,14.7,3.2
496,29.60,0.0,12.9,4.5
497,44.39,0.0,12.8,1.3
498,51.63,0.0,11.7,3.4
499,28.65,0.0,10.3,10.3
500,36.86,0.0,10.0,4.3
501,71.59,0.0,10.4,3.7
502,33.38,0.0,8.5,4.4
503,41.61,0.0,5.9,15.3
504,45.36,0.0,7.8,9.6
505,21.16,0.0,6.9,4.8
506,18.58,0.0,7.3,3.3
507,33.92,0.0,8.0,2.9
508,28.11,0.0,10.2,6.7
509,22.35,0.0,11.1,6.0
510,14.76,0.0,11.4,4.0
511,28.98,0.0,14.1,9.8
512,31.13,0.0,14.5,3.8
513,41.42,0.0,15.3,2.7
514,31.53,0.0,16.9,4.7
515,17.86,0.0,16.9,1.5
516,28.60,0.0,16.6,5.8
517,21.74,0.0,18.7,2.4
518,42.93,0.0,18.2,5.1
519,60.80,0.0,15.1,12.3
520,33.10,0.0,15.4,4.1
521,29.40,0.0,13.1,6.0
522,36.79,0.0,11.9,3.1
523,55.99,0.0,10.2,7.7
524,12.31,0.0,8.3,5.1
525,23.46,0.0,8.9,3.5
526,24.16,0.0,7.8,1.5
527,34.03,0.0,7.1,5.0
528,38.98,0.0,9.3,3.4
529,37.98,0.0,8.1,11.2
530,37.46,0.0,8.6,1.3
531,33.91,0.0,11.4,7.9
532,27.77,0.0,10.6,4.9
533,33.80,0.0,14.2,3.6
534,12.99,0.0,11.9,11.9
535,23.62,0.0,13.8,7.9
536,35.25,0.0,16.5,2.7
537,19.04,0.0,12.9,2.4
538,19.94,0.0,17.1,7.7
539,30.88,0.0,21.1,8.4
540,54.99,0.0,16.0,3.2
541,33.42,0.0,19.4,8.4
542,18.11,0.0,16.6,11.9
543,33.78,0.0,20.2,6.4
544,45.18,0.0,13.9,6.8
545,38.71,0.0,12.7,12.1
546,26.36,0.0,11.1,4.5
547,30.50,0.0,11.5,6.4
548,36.63,0.0,9.4,3.8
549,41.67,0.0,8.1,4.0
550,30.79,0.0,8.7,5.4
551,21.99,0.0,8.7,2.3
552,31.58,0.0,4.5,8.8
553,28.88,0.0,9.1,6.8
554,37.07,0.0,6.4,2.5
555,59.05,0.0,8.6,1.9
556,53.20,0.0,9.5,3.5
557,31.31,0.0,11.8,5.6
558,35.24,0.0,11.4,3.5
559,19.67,0.0,15.0,6.9
560,42.26,0.0,13.9,1.8
561,36.03,0.0,17.7,3.9
562,40.59,0.0,16.7,5.8
563,23.78,0.0,17.7,3.1
564,34.27,0.0,19.1,3.1
565,26.28,0.0,17.2,8.5
566,49.63,0.0,20.2,5.3
567,39.35,0.0,15.9,6.6
568,53.31,0.0,15.5,9.2
569,21.62,0.0,16.3,4.7
570,31.37,0.0,13.4,5.2
571,30.58,0.0,12.7,8.0
572,38.00,0.0,9.6,12.6
573,36.45,0.0,6.1,7.2
574,34.44,0.0,7.4,13.8
575,18.39,0.0,7.8,12.0
576,21.96,0.0,6.6,1.7
577,29.11,0.0,7.9,7.8
578,37.84,0.0,6.1,2.9
579,59.87,0.0,9.3,9.7
580,35.91,0.0,9.1,9.9
581,51.83,0.0,9.0,7.5
582,28.53,0.0,12.9,1.8
583,18.57,0.0,14.1,5.4
584,39.56,0.0,14.7,9.6
585,32.90,0.0,14.9,5.4
586,28.02,0.0,15.5,5.2
587,17.58,0.0,19.8,3.1
588,14.64,0.0,18.8,5.4
589,52.85,0.0,16.7,2.8
590,25.68,0.0,16.3,6.3
591,45.35,0.0,14.7,3.7
592,64.52,0.0,15.1,1.7
593,28.53,0.0,15.9,1.9
594,51.67,0.0,13.5,4.5
595,40.18,0.0,12.8,3.3
596,51.13,0.0,8.5,7.1
597,33.85,0.0,8.4,4.8
598,38.57,0.0,8.9,11.1
599,44.05,0.0,4.6,13.5
600,17.99,0.0,6.9,7.3
601,29.48,0.0,6.7,6.7
602,18.19,0.0,10.5,2.1
603,31.39,0.0,10.6,4.2
604,28.04,0.0,11.1,4.0
605,59.03,0.0,11.5,5.1
606,72.18,0.0,13.7,4.4
607,39.23,0.0,13.8,4.7
608,63.42,0.0,16.8,4.7
609,35.42,0.0,15.1,5.0
610,25.18,0.0,15.6,8.7
611,44.90,0.0,17.6,6.7
612,29.13,0.0,18.3,3.3
613,31.23,0.0,19.5,2.1
614,41.14,0.0,16.0,2.2
615,27.51,0.0,16.4,3.6
616,74.77,0.0,15.6,11.7
617,13.86,0.0,13.2,5.7
618,20.73,0.0,13.8,7.5
619,35.64,0.0,10.1,2.6
620,37.19,0.0,10.3,3.4
621,31.75,0.0,10.0,6.2
622,32.49,0.0,9.2,4.6
623,19.85,0.0,8.5,7.7
624,44.57,0.0,6.2,3.4
625,35.28,0.0,9.8,7.2
626,32.90,0.0,8.6,1.6
627,43.36,0.0,7.2,6.6
628,42.32,0.0,8.8,19.9
629,23.98,0.0,9.6,5.8
630,36.73,0.0,11.4,8.9
631,33.30,0.0,14.0,2.9
632,42.93,0.0,12.0,8.8
633,51.91,0.0,17.8,2.5
634,29.90,0.0,19.3,6.1
635,42.88,0.0,19.5,9.3
636,35.54,0.0,16.1,2.2
637,20.09,0.0,18.8,2.7
638,24.34,0.0,19.0,2.2
639,24.51,0.0,19.6,1.3
640,51.03,0.0,13.6,12.3
641,20.53,0.0,15.5,7.7
642,17.82,0.0,12.6,2.6
643,47.23,0.0,12.5,3.8
644,36.16,0.0,9.8,1.3
645,29.45,0.0,10.1,2.6
646,15.71,0.0,11.8,10.0
647,15.92,0.0,7.1,1.2
648,12.35,0.0,6.2,1.9
649,23.54,0.0,7.3,5.1
650,83.12,0.0,9.7,7.1
651,36.37,0.0,10.4,2.5
652,39.20,0.0,7.8,2.4
653,32.31,0.0,11.6,3.2
654,19.45,0.0,14.0,3.4
655,27.36,0.0,14.9,0.7
656,51.84,0.0,16.1,4.1
657,39.05,0.0,18.8,1.9
658,12.60,0.0,17.2,2.9
659,66.49,0.0,18.6,6.2
660,31.88,0.0,16.7,2.8
661,24.36,0.0,20.3,3.8
662,29.59,0.0,15.7,3.7
663,27.74,0.0,15.9,1.9
664,24.83,0.0,15.8,4.5
665,41.38,0.0,13.9,6.8
666,23.80,0.0,14.0,7.1
667,23.39,0.0,9.8,3.4
668,34.89,0.0,8.1,2.8
669,38.20,0.0,8.3,5.0
670,43.87,0.0,10.7,16.3
671,42.97,0.0,5.6,6.2
672,35.09,0.0,9.0,4.6
673,16.27,0.0,9.9,3.6
674,54.64,0.0,9.2,3.0
675,49.23,0.0,8.3,1.2
676,36.81,0.0,9.7,4.5
677,30.36,0.0,13.6,2.5
678,26.18,0.0,13.2,4.0
679,45.32,0.0,14.8,5.5
680,15.98,0.0,15.7,11.3
681,38.71,0.0,17.1,2.2
682,41.27,0.0,17.9,2.6
683,13.74,0.0,19.6,8.5
684,35.49,1.2,17.5,2.6
685,42.34,1.2,16.8,3.6
686,77.54,0.0,17.7,2.3
687,43.67,0.0,16.8,9.9
688,69.18,0.0,15.9,5.5
689,29.81,0.0,17.6,2.5
690,83.77,0.0,12.4,9.4
691,35.40,0.0,13.4,11.8
692,14.67,0.0,10.4,2.0
693,24.64,0.0,10.9,8.6
694,38.85,0.0,9.3,5.1
695,35.75,0.0,9.3,1.8
696,20.76,0.0,9.4,4.3
697,55.94,0.0,7.6,5.0
698,51.66,0.0,5.6,1.5
699,25.42,0.0,11.3,16.7
700,15.55,0.0,7.4,3.1
701,43.46,0.0,11.2,5.8
702,27.25,0.0,12.0,4.3
703,26.36,0.0,16.1,3.8
704,21.17,0.0,18.5,3.2
705,56.82,0.0,17.2,4.8
706,17.95,0.0,17.2,2.3
707,24.41,0.0,17.2,4.5
708,27.62,0.0,19.1,1.7
709,27.75,0.0,16.3,7.7
710,14.07,0.0,15.3,3.2
711,26.91,0.0,15.8,4.0
712,39.56,0.0,15.4,6.1
713,37.18,0.0,11.6,10.2
714,12.12,0.0,16.1,13.3
715,48.80,0.0,11.3,7.8
716,41.69,0.0,9.7,2.2
717,16.47,0.0,11.2,10.0
718,29.45,0.0,7.1,2.5
719,19.48,0.0,8.2,2.4
720,51.52,0.0,8.9,3.4
721,56.23,0.0,7.3,5.8
722,44.25,0.0,9.1,18.2
723,64.66,0.0,10.8,3.9
724,39.90,0.0,10.4,24.5
725,34.20,0.0,15.3,7.5
726,42.47,0.0,13.3,3.4
727,23.34,0.0,14.9,7.9
728,21.38,0.0,15.9,2.5
729,30.54,0.0,17.2,3.4
730,27.76,0.0,17.2,2.8
731,24.25,0.0,20.3,6.7
732,62.73,0.0,20.7,9.0
733,24.38,0.0,19.4,4.7
734,18.04,0.0,18.1,3.8
735,18.17,0.0,16.6,3.9
736,35.02,0.0,15.5,1.5
737,63.72,0.0,18.3,3.5
738,14.52,0.0,13.2,4.7
739,41.37,0.0,9.6,16.7
740,54.94,0.0,13.6,2.2
741,22.98,0.0,8.0,5.5
742,22.53,0.0,7.8,2.0
743,72.55,0.0,8.8,5.7
744,55.30,0.0,8.7,5.5
745,26.95,0.0,8.9,9.2
746,38.93,0.0,9.7,4.7
747,33.09,0.0,9.3,4.9
748,47.97,0.0,8.9,5.8
749,32.25,0.0,12.0,3.9
750,25.13,0.0,12.1,5.0
751,25.37,0.0,16.3,4.4
752,55.58,0.0,15.5,2.5
753,36.40,0.0,17.1,6.7
754,33.99,0.0,20.3,12.0
755,42.68,0.0,19.0,2.4
756,41.55,0.0,17.7,5.6
757,20.21,0.0,18.2,10.3
758,27.66,0.0,18.2,4.1
759,20.12,0.0,18.4,12.5
760,23.15,0.0,16.4,8.1
761,60.48,0.0,13.9,2.4
762,105.44,0.0,15.7,3.3
763,22.20,0.0,10.9,7.9
764,26.19,0.0,12.3,1.5
765,30.30,0.0,10.9,2.7
766,10.99,0.0,9.5,5.8
767,88.79,0.0,7.7,3.2
768,19.82,0.0,5.0,2.1
769,29.38,0.0,6.7,4.6
770,38.69,0.0,10.2,9.6
771,33.46,0.0,11.1,2.8
772,33.90,0.0,13.8,3.0
