time_s,atm_loss_db_km,visibility_km,rain_rate_mmhr,cn2
640,0.0215,19.38,0.9,1.33e-15
650,0.0210,21.38,0.0,1.10e-15
660,0.0210,18.27,0.0,1.43e-15
670,0.0214,19.51,0.0,1.09e-15
680,0.0214,23.25,0.4,1.29e-15
690,0.0215,18.60,0.0,1.46e-15
700,0.0216,15.98,0.0,1.31e-15
710,0.0219,22.48,0.0,1.35e-15
720,0.0210,21.43,0.5,1.51e-15
730,0.0222,18.61,0.5,7.47e-16
740,0.0222,17.51,0.0,1.16e-15
750,0.0227,22.18,0.0,7.43e-16
760,0.0219,21.74,0.1,1.44e-15
770,0.0216,19.48,0.5,1.13e-15
780,0.0217,20.45,0.1,9.66e-16
790,0.0225,19.58,0.0,1.53e-15
800,0.0211,20.38,0.0,8.22e-16
810,0.0214,20.32,0.0,5.42e-16
820,0.0212,21.29,0.0,1.24e-15
830,0.0205,20.56,0.3,1.20e-15
840,0.0214,17.13,0.0,9.35e-16
850,0.0212,13.55,0.0,1.34e-15
860,0.0219,18.30,0.0,1.52e-15
870,0.0210,18.52,0.0,6.61e-16
880,0.0197,18.61,0.0,7.57e-16
890,0.0203,23.64,0.4,9.85e-16
900,0.0196,17.27,0.2,4.74e-16
910,0.0198,15.91,0.0,1.03e-15
920,0.0195,23.26,0.0,1.37e-15
930,0.0198,18.66,0.6,8.51e-16
940,0.0192,20.70,0.5,9.63e-16
950,0.0194,22.68,0.0,6.90e-16
960,0.0187,18.37,1.0,1.22e-15
970,0.0192,21.82,0.0,1.13e-15
980,0.0183,17.80,0.0,8.17e-16
990,0.0182,17.39,0.7,1.22e-15
1000,0.0190,17.11,0.3,2.96e-16
1010,0.0182,20.76,0.0,1.27e-15
1020,0.0181,19.32,0.0,7.90e-16
1030,0.0183,18.29,0.0,1.20e-15
1040,0.0181,20.10,0.0,5.13e-16
1050,0.0182,23.89,0.5,4.10e-16
1060,0.0181,21.14,0.0,1.01e-15
1070,0.0179,21.83,0.0,9.82e-16
1080,0.0181,17.03,0.0,9.54e-16
1090,0.0183,22.31,0.4,1.32e-15
1100,0.0189,21.42,0.6,8.09e-16
1110,0.0181,19.30,0.0,1.19e-15
1120,0.0187,18.60,0.0,9.76e-16
1130,0.0175,15.46,0.2,1.56e-15
1140,0.0194,21.42,0.0,1.02e-15
1150,0.0191,19.60,0.0,7.08e-16
1160,0.0193,20.57,0.0,6.10e-16
1170,0.0191,22.18,0.0,1.07e-15
1180,0.0196,23.24,0.0,1.32e-15
1190,0.0199,19.76,0.2,1.33e-15
1200,0.0198,17.76,0.0,1.28e-15
1210,0.0204,18.81,0.5,1.10e-15
1220,0.0205,15.96,0.0,8.94e-16
1230,0.0206,20.06,0.0,5.96e-16
1240,0.0208,19.44,0.6,1.48e-15
1250,0.0204,21.88,0.0,7.68e-16
1260,0.0209,19.06,0.6,1.30e-15
1270,0.0212,20.12,0.4,7.25e-16
1280,0.0210,20.87,0.0,7.45e-16
1290,0.0216,18.29,0.1,9.84e-16
1300,0.0218,18.11,0.0,8.69e-16
1310,0.0219,23.90,0.1,1.06e-15
1320,0.0215,21.61,0.4,1.14e-15
1330,0.0217,14.26,0.4,5.81e-16
1340,0.0219,18.68,0.9,4.59e-16
1350,0.0217,17.13,0.0,8.61e-16
1360,0.0212,18.57,0.0,1.05e-15
1370,0.0221,16.78,0.0,8.24e-16
1380,0.0211,22.98,0.5,4.69e-16
1390,0.0220,17.73,0.0,1.46e-15
1400,0.0221,16.38,0.0,1.00e-15
1410,0.0214,20.67,0.0,9.36e-16
1420,0.0221,20.49,0.1,7.49e-16
1430,0.0209,16.43,0.1,1.29e-15
1440,0.0210,19.54,0.0,1.06e-15
1450,0.0208,21.37,1.0,9.68e-16
1460,0.0206,21.15,0.0,5.52e-16
1470,0.0209,19.25,0.1,7.64e-16
1480,0.0208,19.96,0.0,1.04e-15
1490,0.0197,17.66,0.0,8.46e-16
1500,0.0196,16.01,0.4,1.32e-15
1510,0.0199,21.39,0.0,1.20e-15
1520,0.0190,18.00,0.2,1.36e-15
1530,0.0192,21.25,0.0,5.38e-16
1540,0.0194,21.76,0.4,6.63e-16
1550,0.0190,15.64,0.6,7.08e-16
1560,0.0185,19.24,0.0,9.81e-16
1570,0.0186,23.39,0.1,4.73e-16
1580,0.0176,21.00,0.0,1.25e-15
1590,0.0188,22.04,0.0,6.39e-16
1600,0.0189,19.78,0.7,8.54e-16
1610,0.0179,19.91,0.0,6.42e-16
1620,0.0182,20.08,0.0,1.11e-15
1630,0.0177,20.56,0.0,1.02e-15
1640,0.0175,21.93,0.8,6.45e-16
1650,0.0182,22.65,0.0,8.85e-16
1660,0.0189,19.14,0.0,1.01e-15
1670,0.0185,19.73,0.8,1.26e-15
1680,0.0180,18.50,0.0,1.56e-15
1690,0.0182,21.13,0.3,1.29e-15
1700,0.0185,23.30,1.0,9.15e-16
1710,0.0180,21.82,0.3,1.19e-15
1720,0.0179,22.46,0.5,8.21e-16
1730,0.0185,20.22,0.0,1.00e-15
1740,0.0185,18.37,0.0,7.61e-16
1750,0.0192,19.98,0.1,1.24e-15
1760,0.0191,21.77,0.0,8.88e-16
1770,0.0191,21.06,0.0,8.58e-16
1780,0.0203,16.72,0.0,8.52e-16
1790,0.0196,23.58,0.0,5.58e-16
1800,0.0203,20.08,0.2,7.86e-16
1810,0.0202,15.86,0.0,8.11e-16
1820,0.0208,19.65,0.1,1.07e-15
1830,0.0209,15.33,0.0,9.56e-16
1840,0.0203,23.39,0.0,7.02e-16
1850,0.0209,21.04,0.2,7.68e-16
1860,0.0211,18.19,0.6,1.13e-15
1870,0.0209,19.88,0.0,1.06e-15
1880,0.0217,22.33,0.1,6.01e-16
1890,0.0216,18.02,0.0,9.21e-16
1900,0.0220,18.90,0.3,4.31e-16
1910,0.0217,18.07,0.0,1.43e-15
1920,0.0218,19.79,1.1,7.04e-16
1930,0.0218,18.84,0.0,1.39e-15
1940,0.0229,18.17,0.0,1.10e-15
1950,0.0221,20.85,0.3,1.08e-15
1960,0.0214,22.77,0.0,1.22e-15
1970,0.0224,22.22,0.0,1.21e-15
1980,0.0224,24.11,0.0,1.36e-15
1990,0.0217,19.91,0.0,9.61e-16
2000,0.0211,21.15,0.0,1.39e-15
2010,0.0220,18.04,1.1,8.09e-16
2020,0.0216,19.64,0.0,8.78e-16
2030,0.0204,24.26,0.0,5.61e-16
2040,0.0214,20.15,0.0,8.38e-16
2050,0.0213,16.92,0.3,1.00e-15
2060,0.0206,21.05,0.0,9.72e-16
2070,0.0201,23.31,0.7,7.01e-16
2080,0.0207,21.98,0.4,1.26e-15
2090,0.0204,20.51,0.0,1.35e-15
2100,0.0201,17.46,0.0,1.42e-15
2110,0.0198,21.36,0.0,8.53e-16
2120,0.0194,22.97,0.0,7.45e-16
2130,0.0197,22.72,0.5,1.13e-15
2140,0.0190,20.99,0.3,1.19e-15
2150,0.0187,18.48,0.0,6.51e-16
2160,0.0190,19.66,0.0,7.85e-16
2170,0.0187,20.80,0.0,1.05e-15
2180,0.0182,23.59,0.0,1.18e-15
2190,0.0185,17.72,0.3,1.06e-15
2200,0.0185,19.88,0.1,3.93e-16
2210,0.0185,17.01,0.0,1.20e-15
2220,0.0182,19.94,0.0,1.25e-15
2230,0.0173,20.46,0.5,1.08e-15
2240,0.0181,20.09,0.3,1.23e-15
2250,0.0178,24.47,0.0,7.96e-16
2260,0.0178,18.04,0.2,9.45e-16
2270,0.0166,19.18,0.1,1.29e-15
2280,0.0184,20.69,0.0,9.88e-16
2290,0.0183,18.59,0.1,1.01e-15
2300,0.0177,19.05,1.1,1.24e-15
2310,0.0179,19.36,0.0,1.56e-15
2320,0.0184,18.88,0.2,9.47e-16
2330,0.0188,20.93,0.0,7.52e-16
2340,0.0176,20.49,0.0,9.26e-16
2350,0.0184,16.21,0.0,1.03e-15
2360,0.0195,21.16,0.0,1.04e-15
2370,0.0198,17.97,0.0,1.21e-15
2380,0.0198,22.62,0.0,6.17e-16
2390,0.0198,22.30,0.0,1.26e-15
2400,0.0202,20.79,0.0,1.66e-15
2410,0.0203,20.99,0.2,7.94e-16
2420,0.0199,15.59,0.0,1.11e-15
2430,0.0198,18.85,0.8,9.09e-16
2440,0.0205,20.99,0.0,4.51e-16
2450,0.0205,20.50,0.0,1.22e-15
2460,0.0205,23.04,0.0,7.57e-16
2470,0.0209,23.82,0.5,1.32e-15
2480,0.0214,22.54,0.0,1.00e-15
2490,0.0217,17.26,0.1,1.15e-15
2500,0.0217,19.99,0.9,1.14e-15
2510,0.0217,20.59,1.1,1.19e-15
2520,0.0214,21.34,0.1,7.03e-16
2530,0.0223,20.42,0.4,1.05e-15
2540,0.0213,23.18,0.0,3.70e-16
2550,0.0218,19.69,0.0,8.93e-16
2560,0.0225,23.94,0.0,7.89e-16
2570,0.0227,16.89,0.4,1.20e-15
2580,0.0218,20.90,0.4,1.42e-15
2590,0.0214,21.63,0.0,9.68e-16
2600,0.0215,18.33,0.5,3.64e-16
2610,0.0217,18.22,0.6,9.54e-16
2620,0.0221,20.72,0.0,8.78e-16
2630,0.0216,17.86,1.7,1.61e-15
2640,0.0210,17.66,0.0,6.61e-16
2650,0.0208,17.95,0.6,1.08e-15
2660,0.0207,21.37,0.0,8.96e-16
2670,0.0205,21.63,0.5,7.93e-16
2680,0.0207,19.51,0.6,7.97e-16
2690,0.0202,21.98,0.1,8.07e-16
2700,0.0196,20.13,0.0,1.27e-15
2710,0.0193,20.55,0.0,7.68e-16
2720,0.0199,17.13,0.0,1.06e-15
2730,0.0196,18.97,0.1,9.43e-16
2740,0.0192,18.20,0.3,6.94e-16
2750,0.0193,20.20,0.0,1.23e-15
2760,0.0191,19.33,0.0,1.08e-15
2770,0.0186,21.67,0.0,1.13e-15
2780,0.0182,21.08,0.0,6.00e-16
2790,0.0182,20.15,0.0,9.92e-16
2800,0.0183,17.25,0.0,6.65e-16
2810,0.0187,18.71,0.0,7.82e-16
2820,0.0174,24.43,0.7,1.14e-15
2830,0.0174,22.07,0.3,1.07e-15
2840,0.0178,19.21,0.0,1.12e-15
2850,0.0175,18.71,0.2,6.15e-16
2860,0.0182,23.68,0.2,6.18e-16
2870,0.0180,17.65,0.0,6.88e-16
2880,0.0181,21.72,0.0,4.99e-16
2890,0.0184,22.13,0.0,7.95e-16
2900,0.0178,21.95,0.2,1.41e-15
2910,0.0186,19.94,0.0,7.02e-16
2920,0.0178,18.07,0.0,1.09e-15
2930,0.0193,20.89,0.1,1.37e-15
2940,0.0185,18.60,0.0,1.16e-15
2950,0.0187,20.22,1.2,9.52e-16
2960,0.0193,25.89,0.0,1.07e-16
2970,0.0198,17.46,0.0,7.44e-16
2980,0.0193,20.59,0.9,9.26e-16
2990,0.0193,18.71,0.1,1.29e-15
3000,0.0193,19.54,0.0,1.49e-15
3010,0.0204,19.27,0.2,8.24e-16
3020,0.0207,20.02,0.0,6.87e-16
3030,0.0215,21.33,0.3,1.25e-15
3040,0.0211,15.68,0.0,6.10e-16
3050,0.0203,17.08,0.0,1.20e-15
3060,0.0207,18.70,0.0,5.25e-16
3070,0.0212,18.30,0.1,1.08e-15
3080,0.0220,21.77,0.0,1.05e-15
3090,0.0217,21.87,0.1,1.23e-15
3100,0.0216,21.57,0.0,1.11e-15
3110,0.0221,19.33,0.6,1.26e-15
3120,0.0217,21.69,0.0,1.22e-15
3130,0.0215,18.11,0.1,1.09e-15
3140,0.0227,22.00,0.2,1.13e-15
3150,0.0220,20.48,0.3,1.18e-15
3160,0.0223,18.52,0.6,1.05e-15
3170,0.0219,17.40,0.2,9.62e-16
3180,0.0219,19.82,0.0,1.06e-15
3190,0.0221,20.18,0.0,1.23e-15
3200,0.0222,19.33,0.0,1.24e-15
3210,0.0213,20.73,0.7,9.14e-16
3220,0.0211,21.11,0.4,8.02e-16
3230,0.0213,19.37,0.0,1.17e-15
3240,0.0211,18.96,0.5,7.56e-16
3250,0.0212,23.56,0.0,8.16e-16
3260,0.0210,22.92,0.6,4.59e-16
3270,0.0210,14.88,0.9,1.02e-15
3280,0.0204,15.52,0.5,1.81e-15
3290,0.0198,22.61,0.0,1.36e-15
3300,0.0197,17.87,0.0,6.44e-16
3310,0.0198,20.27,0.0,9.82e-16
3320,0.0199,19.58,0.6,9.27e-16
3330,0.0190,20.74,0.2,1.05e-15
3340,0.0199,18.75,0.7,1.19e-15
3350,0.0189,21.97,0.0,8.63e-16
3360,0.0191,20.58,0.0,1.24e-15
3370,0.0177,20.97,0.4,9.04e-16
3380,0.0184,21.59,0.0,1.02e-15
3390,0.0185,21.68,0.1,7.47e-16
3400,0.0181,23.32,0.0,8.73e-16
3410,0.0173,20.50,0.0,5.27e-16
3420,0.0193,22.10,0.3,1.16e-15
3430,0.0178,20.22,0.0,1.48e-15
3440,0.0187,22.77,0.0,9.04e-16
3450,0.0183,17.82,0.0,7.12e-16
3460,0.0181,18.67,0.0,4.71e-16
3470,0.0189,21.56,0.0,8.64e-16
3480,0.0184,22.70,0.0,3.12e-16
3490,0.0182,20.85,0.0,1.26e-15
3500,0.0189,19.48,0.0,5.68e-16
3510,0.0184,21.26,0.1,1.09e-15
3520,0.0183,21.06,0.4,4.48e-16
3530,0.0191,22.36,0.6,1.34e-15
3540,0.0191,21.51,0.1,7.68e-16
3550,0.0187,19.88,0.6,5.02e-16
3560,0.0195,20.05,0.1,1.43e-15
3570,0.0197,17.95,0.0,1.33e-15
3580,0.0191,16.30,0.0,9.46e-16
3590,0.0202,19.67,0.4,6.77e-16
