time_s,ppg_clean_ua,ppg_with_ambient_ua,ambient_ua,photodiode_total_ua
0.0380,1.001719,1.454210,0.452447,1.454210
0.0390,1.001779,1.472420,0.470611,1.472420
0.0400,1.001839,1.501833,0.500000,1.501833
0.0410,1.001901,1.531319,0.529389,1.531319
0.0420,1.001964,1.549506,0.547553,1.549506
0.0430,1.002028,1.549591,0.547553,1.549591
0.0440,1.002092,1.531474,0.529389,1.531474
0.0450,1.002158,1.502153,0.500000,1.502153
0.0460,1.002224,1.472815,0.470611,1.472815
0.0470,1.002291,1.454750,0.452447,1.454750
0.0480,1.002359,1.454833,0.452447,1.454833
0.0490,1.002428,1.473034,0.470611,1.473034
0.0500,1.002497,1.502494,0.500000,1.502494
0.0510,1.002566,1.531991,0.529389,1.531991
0.0520,1.002636,1.550177,0.547553,1.550177
0.0530,1.002707,1.550279,0.547553,1.550279
0.0540,1.002778,1.532219,0.529389,1.532219
0.0550,1.002849,1.502826,0.500000,1.502826
0.0560,1.002920,1.473576,0.470611,1.473576
0.0570,1.002992,1.455447,0.452447,1.455447
0.0580,1.003063,1.455504,0.452447,1.455504
0.0590,1.003135,1.473759,0.470611,1.473759
0.0600,1.003206,1.503211,0.500000,1.503211
0.0610,1.003277,1.532665,0.529389,1.532665
0.0620,1.003348,1.550903,0.547553,1.550903
0.0630,1.003418,1.550976,0.547553,1.550976
0.0640,1.003488,1.532864,0.529389,1.532864
0.0650,1.003558,1.503569,0.500000,1.503569
0.0660,1.003627,1.474257,0.470611,1.474257
0.0670,1.003695,1.456118,0.452447,1.456118
0.0680,1.003762,1.456269,0.452447,1.456269
0.0690,1.003829,1.474462,0.470611,1.474462
0.0700,1.003894,1.503885,0.500000,1.503885
0.0710,1.003958,1.533335,0.529389,1.533335
0.0720,1.004021,1.551608,0.547553,1.551608
0.0730,1.004083,1.551658,0.547553,1.551658
0.0740,1.004144,1.533536,0.529389,1.533536
0.0750,1.004203,1.504229,0.500000,1.504229
0.0760,1.004261,1.474879,0.470611,1.474879
0.0770,1.004317,1.456778,0.452447,1.456778
0.0780,1.004371,1.456822,0.452447,1.456822
0.0790,1.004423,1.474988,0.470611,1.474988
0.0800,1.004474,1.504425,0.500000,1.504425
0.0810,1.004523,1.533939,0.529389,1.533939
0.0820,1.004570,1.552131,0.547553,1.552131
0.0830,1.004614,1.552187,0.547553,1.552187
0.0840,1.004657,1.534085,0.529389,1.534085
0.0850,1.004697,1.504703,0.500000,1.504703
0.0860,1.004735,1.475387,0.470611,1.475387
0.0870,1.004771,1.457214,0.452447,1.457214
0.0880,1.004804,1.457224,0.452447,1.457224
0.0890,1.004835,1.475457,0.470611,1.475457
0.0900,1.004863,1.504861,0.500000,1.504861
0.0910,1.004889,1.534293,0.529389,1.534293
0.0920,1.004912,1.552471,0.547553,1.552471
0.0930,1.004932,1.552523,0.547553,1.552523
0.0940,1.004950,1.534324,0.529389,1.534324
0.0950,1.004965,1.504965,0.500000,1.504965
0.0960,1.004978,1.475605,0.470611,1.475605
0.0970,1.004987,1.457441,0.452447,1.457441
0.0980,1.004994,1.457425,0.452447,1.457425
0.0990,1.004999,1.475615,0.470611,1.475615
0.1000,1.005000,1.505023,0.500000,1.505023
0.1010,1.004999,1.534413,0.529389,1.534413
0.1020,1.004994,1.552563,0.547553,1.552563
0.1030,1.004988,1.552520,0.547553,1.552520
0.1040,1.004978,1.534352,0.529389,1.534352
0.1050,1.004965,1.504989,0.500000,1.504989
0.1060,1.004950,1.475585,0.470611,1.475585
0.1070,1.004932,1.457338,0.452447,1.457338
0.1080,1.004912,1.457316,0.452447,1.457316
0.1090,1.004889,1.475493,0.470611,1.475493
0.1100,1.004863,1.504894,0.500000,1.504894
0.1110,1.004835,1.534251,0.529389,1.534251
0.1120,1.004804,1.552327,0.547553,1.552327
0.1130,1.004771,1.552344,0.547553,1.552344
0.1140,1.004735,1.534105,0.529389,1.534105
0.1150,1.004697,1.504730,0.500000,1.504730
0.1160,1.004657,1.475255,0.470611,1.475255
0.1170,1.004615,1.457063,0.452447,1.457063
0.1180,1.004570,1.456999,0.452447,1.456999
0.1190,1.004523,1.475136,0.470611,1.475136
0.1200,1.004475,1.504479,0.500000,1.504479
0.1210,1.004424,1.533791,0.529389,1.533791
0.1220,1.004371,1.551936,0.547553,1.551936
0.1230,1.004317,1.551877,0.547553,1.551877
0.1240,1.004261,1.533642,0.529389,1.533642
0.1250,1.004204,1.504223,0.500000,1.504223
0.1260,1.004145,1.474746,0.470611,1.474746
0.1270,1.004084,1.456526,0.452447,1.456526
0.1280,1.004022,1.456458,0.452447,1.456458
0.1290,1.003959,1.474570,0.470611,1.474570
0.1300,1.003895,1.503887,0.500000,1.503887
0.1310,1.003829,1.533220,0.529389,1.533220
0.1320,1.003763,1.551335,0.547553,1.551335
0.1330,1.003696,1.551274,0.547553,1.551274
0.1340,1.003628,1.533005,0.529389,1.533005
0.1350,1.003559,1.503557,0.500000,1.503557
0.1360,1.003489,1.474120,0.470611,1.474120
0.1370,1.003420,1.455862,0.452447,1.455862
0.1380,1.003349,1.455784,0.452447,1.455784
0.1390,1.003278,1.473899,0.470611,1.473899
0.1400,1.003207,1.503184,0.500000,1.503184
0.1410,1.003136,1.532578,0.529389,1.532578
0.1420,1.003065,1.550616,0.547553,1.550616
0.1430,1.002993,1.550547,0.547553,1.550547
0.1440,1.002922,1.532256,0.529389,1.532256
0.1450,1.002851,1.502829,0.500000,1.502829
0.1460,1.002780,1.473369,0.470611,1.473369
0.1470,1.002709,1.455143,0.452447,1.455143
0.1480,1.002639,1.455066,0.452447,1.455066
0.1490,1.002569,1.473171,0.470611,1.473171
0.1500,1.002500,1.502489,0.500000,1.502489
0.1510,1.002431,1.531819,0.529389,1.531819
0.1520,1.002362,1.549960,0.547553,1.549960
0.1530,1.002295,1.549855,0.547553,1.549855
0.1540,1.002228,1.531599,0.529389,1.531599
0.1550,1.002162,1.502171,0.500000,1.502171
0.1560,1.002097,1.472714,0.470611,1.472714
0.1570,1.002032,1.454491,0.452447,1.454491
0.1580,1.001969,1.454418,0.452447,1.454418
0.1590,1.001906,1.472541,0.470611,1.472541
0.1600,1.001845,1.501864,0.500000,1.501864
0.1610,1.001784,1.531161,0.529389,1.531161
0.1620,1.001725,1.549302,0.547553,1.549302
0.1630,1.001667,1.549274,0.547553,1.549274
0.1640,1.001609,1.530973,0.529389,1.530973
0.1650,1.001553,1.501546,0.500000,1.501546
0.1660,1.001499,1.472141,0.470611,1.472141
0.1670,1.001445,1.453900,0.452447,1.453900
0.1680,1.001392,1.453823,0.452447,1.453823
0.1690,1.001341,1.471955,0.470611,1.471955
0.1700,1.001291,1.501259,0.500000,1.501259
0.1710,1.001243,1.530624,0.529389,1.530624
0.1720,1.001195,1.548772,0.547553,1.548772
0.1730,1.001149,1.548701,0.547553,1.548701
0.1740,1.001104,1.530502,0.529389,1.530502
0.1750,1.001061,1.501023,0.500000,1.501023
0.1760,1.001018,1.471639,0.470611,1.471639
0.1770,1.000977,1.453414,0.452447,1.453414
0.1780,1.000937,1.453391,0.452447,1.453391
0.1790,1.000899,1.471515,0.470611,1.471515
0.1800,1.000861,1.500824,0.500000,1.500824
0.1810,1.000825,1.530223,0.529389,1.530223
0.1820,1.000791,1.548367,0.547553,1.548367
0.1830,1.000757,1.548326,0.547553,1.548326
0.1840,1.000725,1.530159,0.529389,1.530159
0.1850,1.000693,1.500731,0.500000,1.500731
0.1860,1.000663,1.471277,0.470611,1.471277
0.1870,1.000634,1.453092,0.452447,1.453092
0.1880,1.000607,1.453073,0.452447,1.453073
0.1890,1.000580,1.471217,0.470611,1.471217
0.1900,1.000554,1.500541,0.500000,1.500541
0.1910,1.000530,1.529912,0.529389,1.529912
0.1920,1.000507,1.548044,0.547553,1.548044
0.1930,1.000484,1.548016,0.547553,1.548016
0.1940,1.000463,1.529849,0.529389,1.529849
0.1950,1.000443,1.500445,0.500000,1.500445
0.1960,1.000423,1.471059,0.470611,1.471059
0.1970,1.000405,1.452847,0.452447,1.452847
0.1980,1.000388,1.452862,0.452447,1.452862
0.1990,1.000371,1.470974,0.470611,1.470974
0.2000,1.000355,1.500381,0.500000,1.500381
0.2010,1.000341,1.529743,0.529389,1.529743
0.2020,1.000327,1.547839,0.547553,1.547839
0.2030,1.000314,1.547866,0.547553,1.547866
0.2040,1.000301,1.529707,0.529389,1.529707
0.2050,1.000290,1.500297,0.500000,1.500297
0.2060,1.000279,1.470873,0.470611,1.470873
0.2070,1.000269,1.452688,0.452447,1.452688
0.2080,1.000260,1.452670,0.452447,1.452670
0.2090,1.000252,1.470855,0.470611,1.470855
0.2100,1.000244,1.500222,0.500000,1.500222
0.2110,1.000236,1.529615,0.529389,1.529615
0.2120,1.000230,1.547784,0.547553,1.547784
0.2130,1.000224,1.547758,0.547553,1.547758
0.2140,1.000219,1.529645,0.529389,1.529645
0.2150,1.000214,1.500156,0.500000,1.500156
0.2160,1.000210,1.470819,0.470611,1.470819
0.2170,1.000206,1.452623,0.452447,1.452623
0.2180,1.000203,1.452658,0.452447,1.452658
0.2190,1.000201,1.470811,0.470611,1.470811
0.2200,1.000199,1.500196,0.500000,1.500196
0.2210,1.000197,1.529606,0.529389,1.529606
0.2220,1.000196,1.547743,0.547553,1.547743
0.2230,1.000195,1.547746,0.547553,1.547746
0.2240,1.000195,1.529591,0.529389,1.529591
0.2250,1.000196,1.500190,0.500000,1.500190
0.2260,1.000197,1.470767,0.470611,1.470767
0.2270,1.000198,1.452621,0.452447,1.452621
0.2280,1.000199,1.452684,0.452447,1.452684
0.2290,1.000201,1.470813,0.470611,1.470813
0.2300,1.000204,1.500188,0.500000,1.500188
0.2310,1.000207,1.529546,0.529389,1.529546
0.2320,1.000210,1.547796,0.547553,1.547796
0.2330,1.000213,1.547757,0.547553,1.547757
0.2340,1.000217,1.529572,0.529389,1.529572
0.2350,1.000222,1.500247,0.500000,1.500247
0.2360,1.000226,1.470823,0.470611,1.470823
0.2370,1.000231,1.452651,0.452447,1.452651
0.2380,1.000236,1.452678,0.452447,1.452678
0.2390,1.000242,1.470871,0.470611,1.470871
0.2400,1.000248,1.500227,0.500000,1.500227
0.2410,1.000254,1.529647,0.529389,1.529647
0.2420,1.000261,1.547794,0.547553,1.547794
0.2430,1.000268,1.547813,0.547553,1.547813
0.2440,1.000275,1.529640,0.529389,1.529640
0.2450,1.000282,1.500304,0.500000,1.500304
0.2460,1.000290,1.470930,0.470611,1.470930
0.2470,1.000298,1.452752,0.452447,1.452752
0.2480,1.000307,1.452726,0.452447,1.452726
0.2490,1.000315,1.470941,0.470611,1.470941
0.2500,1.000324,1.500313,0.500000,1.500313
0.2510,1.000333,1.529701,0.529389,1.529701
0.2520,1.000343,1.547892,0.547553,1.547892
0.2530,1.000352,1.547900,0.547553,1.547900
0.2540,1.000362,1.529744,0.529389,1.529744
0.2550,1.000372,1.500324,0.500000,1.500324
0.2560,1.000383,1.470958,0.470611,1.470958
0.2570,1.000394,1.452806,0.452447,1.452806
0.2580,1.000405,1.452873,0.452447,1.452873
0.2590,1.000416,1.471072,0.470611,1.471072
0.2600,1.000427,1.500420,0.500000,1.500420
0.2610,1.000439,1.529838,0.529389,1.529838
0.2620,1.000451,1.547995,0.547553,1.547995
0.2630,1.000463,1.548027,0.547553,1.548027
0.2640,1.000475,1.529869,0.529389,1.529869
0.2650,1.000488,1.500490,0.500000,1.500490
0.2660,1.000500,1.471121,0.470611,1.471121
0.2670,1.000513,1.452951,0.452447,1.452951
0.2680,1.000527,1.452983,0.452447,1.452983
0.2690,1.000540,1.471186,0.470611,1.471186
0.2700,1.000553,1.500545,0.500000,1.500545
0.2710,1.000567,1.529958,0.529389,1.529958
0.2720,1.000581,1.548161,0.547553,1.548161
0.2730,1.000595,1.548173,0.547553,1.548173
0.2740,1.000609,1.529966,0.529389,1.529966
0.2750,1.000624,1.500641,0.500000,1.500641
0.2760,1.000638,1.471253,0.470611,1.471253
0.2770,1.000653,1.453081,0.452447,1.453081
0.2780,1.000668,1.453100,0.452447,1.453100
0.2790,1.000683,1.471307,0.470611,1.471307
0.2800,1.000698,1.500696,0.500000,1.500696
0.2810,1.000713,1.530100,0.529389,1.530100
0.2820,1.000729,1.548344,0.547553,1.548344
0.2830,1.000744,1.548293,0.547553,1.548293
0.2840,1.000760,1.530171,0.529389,1.530171
0.2850,1.000776,1.500753,0.500000,1.500753
0.2860,1.000791,1.471417,0.470611,1.471417
0.2870,1.000807,1.453254,0.452447,1.453254
0.2880,1.000823,1.453298,0.452447,1.453298
0.2890,1.000839,1.471426,0.470611,1.471426
0.2900,1.000855,1.500806,0.500000,1.500806
0.2910,1.000871,1.530260,0.529389,1.530260
0.2920,1.000887,1.548429,0.547553,1.548429
0.2930,1.000903,1.548451,0.547553,1.548451
0.2940,1.000919,1.530270,0.529389,1.530270
0.2950,1.000935,1.500945,0.500000,1.500945
0.2960,1.000951,1.471535,0.470611,1.471535
0.2970,1.000967,1.453393,0.452447,1.453393
0.2980,1.000983,1.453413,0.452447,1.453413
0.2990,1.000999,1.471603,0.470611,1.471603
0.3000,1.001015,1.500997,0.500000,1.500997
0.3010,1.001031,1.530429,0.529389,1.530429
0.3020,1.001047,1.548603,0.547553,1.548603
0.3030,1.001062,1.548643,0.547553,1.548643
0.3040,1.001078,1.530487,0.529389,1.530487
0.3050,1.001093,1.501104,0.500000,1.501104
0.3060,1.001108,1.471769,0.470611,1.471769
0.3070,1.001124,1.453554,0.452447,1.453554
0.3080,1.001139,1.453618,0.452447,1.453618
0.3090,1.001154,1.471736,0.470611,1.471736
0.3100,1.001168,1.501159,0.500000,1.501159
0.3110,1.001183,1.530623,0.529389,1.530623
0.3120,1.001197,1.548739,0.547553,1.548739
0.3130,1.001211,1.548731,0.547553,1.548731
0.3140,1.001225,1.530609,0.529389,1.530609
0.3150,1.001239,1.501233,0.500000,1.501233
0.3160,1.001252,1.471866,0.470611,1.471866
0.3170,1.001265,1.453721,0.452447,1.453721
0.3180,1.001278,1.453723,0.452447,1.453723
0.3190,1.001291,1.471906,0.470611,1.471906
0.3200,1.001303,1.501275,0.500000,1.501275
0.3210,1.001315,1.530699,0.529389,1.530699
0.3220,1.001327,1.548865,0.547553,1.548865
0.3230,1.001338,1.548885,0.547553,1.548885
0.3240,1.001350,1.530760,0.529389,1.530760
0.3250,1.001360,1.501396,0.500000,1.501396
0.3260,1.001371,1.471995,0.470611,1.471995
0.3270,1.001381,1.453861,0.452447,1.453861
0.3280,1.001391,1.453825,0.452447,1.453825
0.3290,1.001400,1.472013,0.470611,1.472013
0.3300,1.001409,1.501435,0.500000,1.501435
0.3310,1.001418,1.530820,0.529389,1.530820
0.3320,1.001426,1.548971,0.547553,1.548971
0.3330,1.001434,1.549018,0.547553,1.549018
0.3340,1.001441,1.530856,0.529389,1.530856
0.3350,1.001448,1.501440,0.500000,1.501440
0.3360,1.001455,1.472081,0.470611,1.472081
0.3370,1.001461,1.453916,0.452447,1.453916
0.3380,1.001467,1.453914,0.452447,1.453914
0.3390,1.001472,1.472109,0.470611,1.472109
0.3400,1.001477,1.501477,0.500000,1.501477
0.3410,1.001481,1.530875,0.529389,1.530875
0.3420,1.001485,1.548976,0.547553,1.548976
0.3430,1.001489,1.549083,0.547553,1.549083
0.3440,1.001492,1.530897,0.529389,1.530897
0.3450,1.001494,1.501542,0.500000,1.501542
0.3460,1.001496,1.472138,0.470611,1.472138
0.3470,1.001498,1.453936,0.452447,1.453936
0.3480,1.001499,1.453940,0.452447,1.453940
0.3490,1.001500,1.472085,0.470611,1.472085
0.3500,1.001500,1.501510,0.500000,1.501510
0.3510,1.001500,1.530898,0.529389,1.530898
0.3520,1.001499,1.549045,0.547553,1.549045
0.3530,1.001498,1.549073,0.547553,1.549073
0.3540,1.001496,1.530876,0.529389,1.530876
0.3550,1.001494,1.501493,0.500000,1.501493
0.3560,1.001492,1.472063,0.470611,1.472063
0.3570,1.001489,1.453884,0.452447,1.453884
0.3580,1.001485,1.453895,0.452447,1.453895
0.3590,1.001481,1.472080,0.470611,1.472080
0.3600,1.001477,1.501487,0.500000,1.501487
0.3610,1.001472,1.530850,0.529389,1.530850
0.3620,1.001467,1.549035,0.547553,1.549035
0.3630,1.001461,1.548986,0.547553,1.548986
0.3640,1.001455,1.530859,0.529389,1.530859
0.3650,1.001448,1.501450,0.500000,1.501450
0.3660,1.001441,1.472079,0.470611,1.472079
0.3670,1.001434,1.453867,0.452447,1.453867
0.3680,1.001426,1.453864,0.452447,1.453864
0.3690,1.001418,1.472059,0.470611,1.472059
0.3700,1.001409,1.501413,0.500000,1.501413
0.3710,1.001400,1.530773,0.529389,1.530773
0.3720,1.001391,1.548943,0.547553,1.548943
0.3730,1.001381,1.548897,0.547553,1.548897
0.3740,1.001371,1.530744,0.529389,1.530744
0.3750,1.001360,1.501365,0.500000,1.501365
0.3760,1.001350,1.471992,0.470611,1.471992
0.3770,1.001338,1.453757,0.452447,1.453757
0.3780,1.001327,1.453812,0.452447,1.453812
0.3790,1.001315,1.471899,0.470611,1.471899
0.3800,1.001303,1.501323,0.500000,1.501323
0.3810,1.001291,1.530699,0.529389,1.530699
0.3820,1.001278,1.548816,0.547553,1.548816
0.3830,1.001265,1.548851,0.547553,1.548851
0.3840,1.001252,1.530668,0.529389,1.530668
0.3850,1.001239,1.501218,0.500000,1.501218
0.3860,1.001225,1.471800,0.470611,1.471800
0.3870,1.001211,1.453663,0.452447,1.453663
0.3880,1.001197,1.453663,0.452447,1.453663
0.3890,1.001183,1.471790,0.470611,1.471790
0.3900,1.001168,1.501192,0.500000,1.501192
0.3910,1.001153,1.530574,0.529389,1.530574
0.3920,1.001139,1.548681,0.547553,1.548681
0.3930,1.001124,1.548615,0.547553,1.548615
0.3940,1.001108,1.530528,0.529389,1.530528
0.3950,1.001093,1.501050,0.500000,1.501050
0.3960,1.001078,1.471671,0.470611,1.471671
0.3970,1.001062,1.453490,0.452447,1.453490
0.3980,1.001046,1.453490,0.452447,1.453490
0.3990,1.001031,1.471624,0.470611,1.471624
0.4000,1.001015,1.501041,0.500000,1.501041
0.4010,1.000999,1.530389,0.529389,1.530389
0.4020,1.000983,1.548584,0.547553,1.548584
0.4030,1.000967,1.548510,0.547553,1.548510
0.4040,1.000951,1.530314,0.529389,1.530314
0.4050,1.000935,1.500945,0.500000,1.500945
0.4060,1.000919,1.471559,0.470611,1.471559
0.4070,1.000903,1.453332,0.452447,1.453332
0.4080,1.000887,1.453364,0.452447,1.453364
0.4090,1.000871,1.471462,0.470611,1.471462
0.4100,1.000855,1.500855,0.500000,1.500855
0.4110,1.000839,1.530237,0.529389,1.530237
0.4120,1.000823,1.548375,0.547553,1.548375
0.4130,1.000807,1.548370,0.547553,1.548370
0.4140,1.000791,1.530181,0.529389,1.530181
0.4150,1.000775,1.500774,0.500000,1.500774
0.4160,1.000759,1.471371,0.470611,1.471371
0.4170,1.000744,1.453174,0.452447,1.453174
0.4180,1.000728,1.453181,0.452447,1.453181
0.4190,1.000713,1.471308,0.470611,1.471308
0.4200,1.000698,1.500720,0.500000,1.500720
0.4210,1.000682,1.530090,0.529389,1.530090
0.4220,1.000667,1.548207,0.547553,1.548207
0.4230,1.000652,1.548227,0.547553,1.548227
0.4240,1.000638,1.529993,0.529389,1.529993
0.4250,1.000623,1.500593,0.500000,1.500593
0.4260,1.000608,1.471249,0.470611,1.471249
0.4270,1.000594,1.453064,0.452447,1.453064
0.4280,1.000580,1.453039,0.452447,1.453039
0.4290,1.000566,1.471176,0.470611,1.471176
0.4300,1.000552,1.500539,0.500000,1.500539
0.4310,1.000538,1.529912,0.529389,1.529912
0.4320,1.000525,1.548093,0.547553,1.548093
0.4330,1.000511,1.548034,0.547553,1.548034
0.4340,1.000498,1.529866,0.529389,1.529866
0.4350,1.000485,1.500494,0.500000,1.500494
0.4360,1.000472,1.471061,0.470611,1.471061
0.4370,1.000460,1.452916,0.452447,1.452916
0.4380,1.000447,1.452860,0.452447,1.452860
0.4390,1.000435,1.471069,0.470611,1.471069
0.4400,1.000423,1.500399,0.500000,1.500399
0.4410,1.000411,1.529808,0.529389,1.529808
0.4420,1.000400,1.547940,0.547553,1.547940
0.4430,1.000388,1.547958,0.547553,1.547958
0.4440,1.000377,1.529704,0.529389,1.529704
0.4450,1.000366,1.500351,0.500000,1.500351
0.4460,1.000355,1.470955,0.470611,1.470955
0.4470,1.000345,1.452799,0.452447,1.452799
0.4480,1.000334,1.452782,0.452447,1.452782
0.4490,1.000324,1.470950,0.470611,1.470950
0.4500,1.000314,1.500320,0.500000,1.500320
0.4510,1.000305,1.529728,0.529389,1.529728
0.4520,1.000295,1.547875,0.547553,1.547875
0.4530,1.000286,1.547849,0.547553,1.547849
0.4540,1.000277,1.529679,0.529389,1.529679
0.4550,1.000268,1.500255,0.500000,1.500255
0.4560,1.000259,1.470899,0.470611,1.470899
0.4570,1.000251,1.452647,0.452447,1.452647
0.4580,1.000242,1.452690,0.452447,1.452690
0.4590,1.000234,1.470842,0.470611,1.470842
0.4600,1.000226,1.500251,0.500000,1.500251
0.4610,1.000219,1.529652,0.529389,1.529652
0.4620,1.000211,1.547748,0.547553,1.547748
0.4630,1.000204,1.547722,0.547553,1.547722
0.4640,1.000197,1.529646,0.529389,1.529646
0.4650,1.000190,1.500198,0.500000,1.500198
0.4660,1.000183,1.470802,0.470611,1.470802
0.4670,1.000177,1.452654,0.452447,1.452654
0.4680,1.000170,1.452616,0.452447,1.452616
0.4690,1.000164,1.470785,0.470611,1.470785
0.4700,1.000158,1.500145,0.500000,1.500145
0.4710,1.000152,1.529522,0.529389,1.529522
0.4720,1.000147,1.547692,0.547553,1.547692
0.4730,1.000141,1.547698,0.547553,1.547698
0.4740,1.000136,1.529516,0.529389,1.529516
0.4750,1.000131,1.500092,0.500000,1.500092
0.4760,1.000126,1.470752,0.470611,1.470752
0.4770,1.000121,1.452552,0.452447,1.452552
0.4780,1.000116,1.452559,0.452447,1.452559
0.4790,1.000111,1.470727,0.470611,1.470727
0.4800,1.000107,1.500115,0.500000,1.500115
0.4810,1.000103,1.529499,0.529389,1.529499
0.4820,1.000099,1.547649,0.547553,1.547649
0.4830,1.000095,1.547551,0.547553,1.547551
0.4840,1.000091,1.529499,0.529389,1.529499
0.4850,1.000087,1.500044,0.500000,1.500044
0.4860,1.000083,1.470734,0.470611,1.470734
0.4870,1.000080,1.452520,0.452447,1.452520
0.4880,1.000077,1.452561,0.452447,1.452561
0.4890,1.000073,1.470677,0.470611,1.470677
0.4900,1.000070,1.500052,0.500000,1.500052
0.4910,1.000067,1.529472,0.529389,1.529472
0.4920,1.000064,1.547643,0.547553,1.547643
0.4930,1.000061,1.547614,0.547553,1.547614
0.4940,1.000059,1.529446,0.529389,1.529446
0.4950,1.000056,1.500062,0.500000,1.500062
0.4960,1.000054,1.470651,0.470611,1.470651
0.4970,1.000051,1.452488,0.452447,1.452488
0.4980,1.000049,1.452499,0.452447,1.452499
0.4990,1.000047,1.470670,0.470611,1.470670
0.5000,1.000045,1.500024,0.500000,1.500024
0.5010,1.000043,1.529444,0.529389,1.529444
0.5020,1.000041,1.547581,0.547553,1.547581
0.5030,1.000039,1.547549,0.547553,1.547549
0.5040,1.000037,1.529402,0.529389,1.529402
0.5050,1.000035,1.500010,0.500000,1.500010
0.5060,1.000033,1.470638,0.470611,1.470638
0.5070,1.000032,1.452470,0.452447,1.452470
0.5080,1.000030,1.452411,0.452447,1.452411
0.5090,1.000029,1.470659,0.470611,1.470659
0.5100,1.000027,1.500027,0.500000,1.500027
0.5110,1.000026,1.529444,0.529389,1.529444
0.5120,1.000025,1.547617,0.547553,1.547617
0.5130,1.000024,1.547561,0.547553,1.547561
0.5140,1.000022,1.529426,0.529389,1.529426
0.5150,1.000021,1.500052,0.500000,1.500052
0.5160,1.000020,1.470620,0.470611,1.470620
0.5170,1.000019,1.452503,0.452447,1.452503
0.5180,1.000018,1.452463,0.452447,1.452463
0.5190,1.000017,1.470632,0.470611,1.470632
0.5200,1.000016,1.500084,0.500000,1.500084
0.5210,1.000016,1.529367,0.529389,1.529367
0.5220,1.000015,1.547556,0.547553,1.547556
0.5230,1.000014,1.547555,0.547553,1.547555
0.5240,1.000013,1.529419,0.529389,1.529419
0.5250,1.000013,1.499994,0.500000,1.499994
0.5260,1.000012,1.470612,0.470611,1.470612
0.5270,1.000011,1.452462,0.452447,1.452462
0.5280,1.000011,1.452454,0.452447,1.452454
0.5290,1.000010,1.470603,0.470611,1.470603
0.5300,1.000009,1.500017,0.500000,1.500017
0.5310,1.000009,1.529363,0.529389,1.529363
0.5320,1.000008,1.547577,0.547553,1.547577
0.5330,1.000008,1.547595,0.547553,1.547595
0.5340,1.000008,1.529405,0.529389,1.529405
0.5350,1.000007,1.500042,0.500000,1.500042
0.5360,1.000007,1.470613,0.470611,1.470613
0.5370,1.000006,1.452475,0.452447,1.452475
0.5380,1.000006,1.452429,0.452447,1.452429
0.5390,1.000006,1.470655,0.470611,1.470655
0.5400,1.000005,1.500011,0.500000,1.500011
0.5410,1.000005,1.529398,0.529389,1.529398
0.5420,1.000005,1.547583,0.547553,1.547583
0.5430,1.000004,1.547557,0.547553,1.547557
0.5440,1.000004,1.529410,0.529389,1.529410
0.5450,1.000004,1.500034,0.500000,1.500034
0.5460,1.000004,1.470606,0.470611,1.470606
0.5470,1.000003,1.452468,0.452447,1.452468
0.5480,1.000003,1.452435,0.452447,1.452435
0.5490,1.000003,1.470584,0.470611,1.470584
0.5500,1.000003,1.500007,0.500000,1.500007
0.5510,1.000003,1.529416,0.529389,1.529416
0.5520,1.000003,1.547530,0.547553,1.547530
0.5530,1.000002,1.547554,0.547553,1.547554
0.5540,1.000002,1.529393,0.529389,1.529393
0.5550,1.000002,1.500000,0.500000,1.500000
