time_s,ppg_clean_ua,ppg_with_ambient_ua,ambient_ua,photodiode_total_ua
0.0590,2.002590,3.885009,1.882443,3.885009
0.0600,2.002669,4.002648,2.000000,4.002648
0.0610,2.002750,4.120397,2.117557,4.120397
0.0620,2.002831,4.193044,2.190211,4.193044
0.0630,2.002913,4.193084,2.190211,4.193084
0.0640,2.002996,4.120595,2.117557,4.120595
0.0650,2.003080,4.003041,2.000000,4.003041
0.0660,2.003164,3.885585,1.882443,3.885585
0.0670,2.003248,3.813052,1.809789,3.813052
0.0680,2.003333,3.813098,1.809789,3.813098
0.0690,2.003419,3.885874,1.882443,3.885874
0.0700,2.003504,4.003502,2.000000,4.003502
0.0710,2.003590,4.121206,2.117557,4.121206
0.0720,2.003676,4.193889,2.190211,4.193889
0.0730,2.003761,4.193928,2.190211,4.193928
0.0740,2.003847,4.121396,2.117557,4.121396
0.0750,2.003932,4.003898,2.000000,4.003898
0.0760,2.004017,3.886416,1.882443,3.886416
0.0770,2.004102,3.813936,1.809789,3.813936
0.0780,2.004186,3.813949,1.809789,3.813949
0.0790,2.004269,3.886744,1.882443,3.886744
0.0800,2.004352,4.004329,2.000000,4.004329
0.0810,2.004434,4.122001,2.117557,4.122001
0.0820,2.004515,4.194780,2.190211,4.194780
0.0830,2.004594,4.194841,2.190211,4.194841
0.0840,2.004673,4.122206,2.117557,4.122206
0.0850,2.004750,4.004776,2.000000,4.004776
0.0860,2.004826,3.887237,1.882443,3.887237
0.0870,2.004900,3.814700,1.809789,3.814700
0.0880,2.004973,3.814771,1.809789,3.814771
0.0890,2.005044,3.887436,1.882443,3.887436
0.0900,2.005113,4.005114,2.000000,4.005114
0.0910,2.005180,4.122737,2.117557,4.122737
0.0920,2.005245,4.195479,2.190211,4.195479
0.0930,2.005308,4.195485,2.190211,4.195485
0.0940,2.005369,4.122975,2.117557,4.122975
0.0950,2.005427,4.005458,2.000000,4.005458
0.0960,2.005484,3.887907,1.882443,3.887907
0.0970,2.005537,3.815361,1.809789,3.815361
0.0980,2.005588,3.815449,1.809789,3.815449
0.0990,2.005636,3.888073,1.882443,3.888073
0.1000,2.005682,4.005710,2.000000,4.005710
0.1010,2.005725,4.123335,2.117557,4.123335
0.1020,2.005765,4.195924,2.190211,4.195924
0.1030,2.005802,4.196031,2.190211,4.196031
0.1040,2.005836,4.123324,2.117557,4.123324
0.1050,2.005866,4.005836,2.000000,4.005836
0.1060,2.005894,3.888345,1.882443,3.888345
0.1070,2.005919,3.815634,1.809789,3.815634
0.1080,2.005940,3.815823,1.809789,3.815823
0.1090,2.005958,3.888395,1.882443,3.888395
0.1100,2.005973,4.005944,2.000000,4.005944
0.1110,2.005985,4.123562,2.117557,4.123562
0.1120,2.005993,4.196192,2.190211,4.196192
0.1130,2.005998,4.196189,2.190211,4.196189
0.1140,2.006000,4.123571,2.117557,4.123571
0.1150,2.005998,4.006044,2.000000,4.006044
0.1160,2.005993,3.888428,1.882443,3.888428
0.1170,2.005985,3.815727,1.809789,3.815727
0.1180,2.005973,3.815833,1.809789,3.815833
0.1190,2.005959,3.888413,1.882443,3.888413
0.1200,2.005940,4.005883,2.000000,4.005883
0.1210,2.005919,4.123484,2.117557,4.123484
0.1220,2.005894,4.196159,2.190211,4.196159
0.1230,2.005867,4.196110,2.190211,4.196110
0.1240,2.005836,4.123384,2.117557,4.123384
0.1250,2.005802,4.005798,2.000000,4.005798
0.1260,2.005765,3.888170,1.882443,3.888170
0.1270,2.005725,3.815469,1.809789,3.815469
0.1280,2.005682,3.815458,1.809789,3.815458
0.1290,2.005637,3.888086,1.882443,3.888086
0.1300,2.005588,4.005602,2.000000,4.005602
0.1310,2.005537,4.123069,2.117557,4.123069
0.1320,2.005484,4.195703,2.190211,4.195703
0.1330,2.005428,4.195649,2.190211,4.195649
0.1340,2.005369,4.122860,2.117557,4.122860
0.1350,2.005309,4.005347,2.000000,4.005347
0.1360,2.005246,3.887675,1.882443,3.887675
0.1370,2.005181,3.814916,1.809789,3.814916
0.1380,2.005113,3.814917,1.809789,3.814917
0.1390,2.005044,3.887526,1.882443,3.887526
0.1400,2.004973,4.004970,2.000000,4.004970
0.1410,2.004901,4.122388,2.117557,4.122388
0.1420,2.004827,4.195090,2.190211,4.195090
0.1430,2.004751,4.194950,2.190211,4.194950
0.1440,2.004674,4.122255,2.117557,4.122255
0.1450,2.004595,4.004557,2.000000,4.004557
0.1460,2.004516,3.886881,1.882443,3.886881
0.1470,2.004435,3.814200,1.809789,3.814200
0.1480,2.004353,3.814085,1.809789,3.814085
0.1490,2.004271,3.886778,1.882443,3.886778
0.1500,2.004187,4.004164,2.000000,4.004164
0.1510,2.004103,4.121665,2.117557,4.121665
0.1520,2.004019,4.194272,2.190211,4.194272
0.1530,2.003934,4.194071,2.190211,4.194071
0.1540,2.003849,4.121415,2.117557,4.121415
0.1550,2.003763,4.003815,2.000000,4.003815
0.1560,2.003678,3.886124,1.882443,3.886124
0.1570,2.003592,3.813307,1.809789,3.813307
0.1580,2.003507,3.813270,1.809789,3.813270
0.1590,2.003421,3.885897,1.882443,3.885897
0.1600,2.003336,4.003346,2.000000,4.003346
0.1610,2.003251,4.120787,2.117557,4.120787
0.1620,2.003167,4.193405,2.190211,4.193405
0.1630,2.003083,4.193280,2.190211,4.193280
0.1640,2.003000,4.120492,2.117557,4.120492
0.1650,2.002917,4.002869,2.000000,4.002869
0.1660,2.002835,3.885302,1.882443,3.885302
0.1670,2.002754,3.812590,1.809789,3.812590
0.1680,2.002674,3.812448,1.809789,3.812448
0.1690,2.002594,3.885016,1.882443,3.885016
0.1700,2.002516,4.002472,2.000000,4.002472
0.1710,2.002439,4.119989,2.117557,4.119989
0.1720,2.002362,4.192586,2.190211,4.192586
0.1730,2.002287,4.192546,2.190211,4.192546
0.1740,2.002214,4.119745,2.117557,4.119745
0.1750,2.002141,4.002100,2.000000,4.002100
0.1760,2.002070,3.884536,1.882443,3.884536
0.1770,2.002000,3.811841,1.809789,3.811841
0.1780,2.001931,3.811713,1.809789,3.811713
0.1790,2.001864,3.884306,1.882443,3.884306
0.1800,2.001798,4.001753,2.000000,4.001753
0.1810,2.001734,4.119275,2.117557,4.119275
0.1820,2.001671,4.191775,2.190211,4.191775
0.1830,2.001610,4.191799,2.190211,4.191799
0.1840,2.001550,4.119125,2.117557,4.119125
0.1850,2.001491,4.001470,2.000000,4.001470
0.1860,2.001434,3.883937,1.882443,3.883937
0.1870,2.001379,3.811114,1.809789,3.811114
0.1880,2.001325,3.811124,1.809789,3.811124
0.1890,2.001273,3.883664,1.882443,3.883664
0.1900,2.001222,4.001187,2.000000,4.001187
0.1910,2.001173,4.118770,2.117557,4.118770
0.1920,2.001125,4.191394,2.190211,4.191394
0.1930,2.001079,4.191311,2.190211,4.191311
0.1940,2.001034,4.118643,2.117557,4.118643
0.1950,2.000990,4.001020,2.000000,4.001020
0.1960,2.000949,3.883417,1.882443,3.883417
0.1970,2.000908,3.810682,1.809789,3.810682
0.1980,2.000869,3.810713,1.809789,3.810713
0.1990,2.000832,3.883267,1.882443,3.883267
0.2000,2.000796,4.000780,2.000000,4.000780
0.2010,2.000761,4.118314,2.117557,4.118314
0.2020,2.000728,4.190996,2.190211,4.190996
0.2030,2.000696,4.190937,2.190211,4.190937
0.2040,2.000665,4.118210,2.117557,4.118210
0.2050,2.000636,4.000638,2.000000,4.000638
0.2060,2.000608,3.883120,1.882443,3.883120
0.2070,2.000581,3.810377,1.809789,3.810377
0.2080,2.000556,3.810336,1.809789,3.810336
0.2090,2.000531,3.882957,1.882443,3.882957
0.2100,2.000508,4.000514,2.000000,4.000514
0.2110,2.000486,4.118068,2.117557,4.118068
0.2120,2.000465,4.190722,2.190211,4.190722
0.2130,2.000445,4.190597,2.190211,4.190597
0.2140,2.000427,4.118001,2.117557,4.118001
0.2150,2.000409,4.000378,2.000000,4.000378
0.2160,2.000392,3.882806,1.882443,3.882806
0.2170,2.000376,3.810140,1.809789,3.810140
0.2180,2.000362,3.810124,1.809789,3.810124
0.2190,2.000348,3.882815,1.882443,3.882815
0.2200,2.000335,4.000364,2.000000,4.000364
0.2210,2.000323,4.117867,2.117557,4.117867
0.2220,2.000312,4.190539,2.190211,4.190539
0.2230,2.000302,4.190553,2.190211,4.190553
0.2240,2.000292,4.117848,2.117557,4.117848
0.2250,2.000284,4.000302,2.000000,4.000302
0.2260,2.000276,3.882733,1.882443,3.882733
0.2270,2.000269,3.810019,1.809789,3.810019
0.2280,2.000262,3.810033,1.809789,3.810033
0.2290,2.000257,3.882689,1.882443,3.882689
0.2300,2.000252,4.000215,2.000000,4.000215
0.2310,2.000247,4.117868,2.117557,4.117868
0.2320,2.000244,4.190420,2.190211,4.190420
0.2330,2.000241,4.190436,2.190211,4.190436
0.2340,2.000238,4.117773,2.117557,4.117773
0.2350,2.000236,4.000204,2.000000,4.000204
0.2360,2.000235,3.882722,1.882443,3.882722
0.2370,2.000235,3.810006,1.809789,3.810006
0.2380,2.000234,3.810071,1.809789,3.810071
0.2390,2.000235,3.882653,1.882443,3.882653
0.2400,2.000236,4.000265,2.000000,4.000265
0.2410,2.000237,4.117798,2.117557,4.117798
0.2420,2.000239,4.190387,2.190211,4.190387
0.2430,2.000242,4.190413,2.190211,4.190413
0.2440,2.000245,4.117805,2.117557,4.117805
0.2450,2.000248,4.000268,2.000000,4.000268
0.2460,2.000252,3.882721,1.882443,3.882721
0.2470,2.000256,3.810105,1.809789,3.810105
0.2480,2.000261,3.810072,1.809789,3.810072
0.2490,2.000266,3.882692,1.882443,3.882692
0.2500,2.000271,4.000341,2.000000,4.000341
0.2510,2.000277,4.117851,2.117557,4.117851
0.2520,2.000284,4.190426,2.190211,4.190426
0.2530,2.000291,4.190547,2.190211,4.190547
0.2540,2.000298,4.117843,2.117557,4.117843
0.2550,2.000305,4.000267,2.000000,4.000267
0.2560,2.000313,3.882690,1.882443,3.882690
0.2570,2.000321,3.810085,1.809789,3.810085
0.2580,2.000330,3.810087,1.809789,3.810087
0.2590,2.000339,3.882821,1.882443,3.882821
0.2600,2.000348,4.000352,2.000000,4.000352
0.2610,2.000358,4.117905,2.117557,4.117905
0.2620,2.000368,4.190615,2.190211,4.190615
0.2630,2.000378,4.190586,2.190211,4.190586
0.2640,2.000389,4.117965,2.117557,4.117965
0.2650,2.000400,4.000401,2.000000,4.000401
0.2660,2.000411,3.882828,1.882443,3.882828
0.2670,2.000423,3.810189,1.809789,3.810189
0.2680,2.000435,3.810202,1.809789,3.810202
0.2690,2.000447,3.882920,1.882443,3.882920
0.2700,2.000460,4.000432,2.000000,4.000432
0.2710,2.000472,4.118082,2.117557,4.118082
0.2720,2.000485,4.190691,2.190211,4.190691
0.2730,2.000499,4.190690,2.190211,4.190690
0.2740,2.000513,4.118024,2.117557,4.118024
0.2750,2.000527,4.000504,2.000000,4.000504
0.2760,2.000541,3.883065,1.882443,3.883065
0.2770,2.000555,3.810259,1.809789,3.810259
0.2780,2.000570,3.810356,1.809789,3.810356
0.2790,2.000585,3.883015,1.882443,3.883015
0.2800,2.000601,4.000629,2.000000,4.000629
0.2810,2.000616,4.118240,2.117557,4.118240
0.2820,2.000632,4.190847,2.190211,4.190847
0.2830,2.000648,4.190918,2.190211,4.190918
0.2840,2.000664,4.118156,2.117557,4.118156
0.2850,2.000681,4.000619,2.000000,4.000619
0.2860,2.000697,3.883109,1.882443,3.883109
0.2870,2.000714,3.810515,1.809789,3.810515
0.2880,2.000731,3.810555,1.809789,3.810555
0.2890,2.000749,3.883185,1.882443,3.883185
0.2900,2.000766,4.000783,2.000000,4.000783
0.2910,2.000784,4.118333,2.117557,4.118333
0.2920,2.000802,4.190993,2.190211,4.190993
0.2930,2.000820,4.191059,2.190211,4.191059
0.2940,2.000838,4.118380,2.117557,4.118380
0.2950,2.000856,4.000832,2.000000,4.000832
0.2960,2.000875,3.883288,1.882443,3.883288
0.2970,2.000893,3.810662,1.809789,3.810662
0.2980,2.000912,3.810639,1.809789,3.810639
0.2990,2.000931,3.883444,1.882443,3.883444
0.3000,2.000950,4.000965,2.000000,4.000965
0.3010,2.000968,4.118606,2.117557,4.118606
0.3020,2.000988,4.191217,2.190211,4.191217
0.3030,2.001007,4.191233,2.190211,4.191233
0.3040,2.001026,4.118567,2.117557,4.118567
0.3050,2.001045,4.001069,2.000000,4.001069
0.3060,2.001064,3.883430,1.882443,3.883430
0.3070,2.001084,3.810879,1.809789,3.810879
0.3080,2.001103,3.810902,1.809789,3.810902
0.3090,2.001122,3.883574,1.882443,3.883574
0.3100,2.001141,4.001153,2.000000,4.001153
0.3110,2.001161,4.118742,2.117557,4.118742
0.3120,2.001180,4.191385,2.190211,4.191385
0.3130,2.001199,4.191425,2.190211,4.191425
0.3140,2.001218,4.118709,2.117557,4.118709
0.3150,2.001237,4.001243,2.000000,4.001243
0.3160,2.001256,3.883671,1.882443,3.883671
0.3170,2.001275,3.811102,1.809789,3.811102
0.3180,2.001293,3.811105,1.809789,3.811105
0.3190,2.001312,3.883804,1.882443,3.883804
0.3200,2.001330,4.001285,2.000000,4.001285
0.3210,2.001348,4.118923,2.117557,4.118923
0.3220,2.001366,4.191602,2.190211,4.191602
0.3230,2.001384,4.191648,2.190211,4.191648
0.3240,2.001402,4.118942,2.117557,4.118942
0.3250,2.001419,4.001434,2.000000,4.001434
0.3260,2.001436,3.883855,1.882443,3.883855
0.3270,2.001453,3.811250,1.809789,3.811250
0.3280,2.001470,3.811219,1.809789,3.811219
0.3290,2.001486,3.883904,1.882443,3.883904
0.3300,2.001503,4.001532,2.000000,4.001532
0.3310,2.001518,4.119102,2.117557,4.119102
0.3320,2.001534,4.191755,2.190211,4.191755
0.3330,2.001549,4.191749,2.190211,4.191749
0.3340,2.001564,4.119056,2.117557,4.119056
0.3350,2.001578,4.001607,2.000000,4.001607
0.3360,2.001592,3.884035,1.882443,3.884035
0.3370,2.001606,3.811435,1.809789,3.811435
0.3380,2.001620,3.811409,1.809789,3.811409
0.3390,2.001633,3.884092,1.882443,3.884092
0.3400,2.001645,4.001656,2.000000,4.001656
0.3410,2.001657,4.119204,2.117557,4.119204
0.3420,2.001669,4.191860,2.190211,4.191860
0.3430,2.001680,4.191902,2.190211,4.191902
0.3440,2.001691,4.119272,2.117557,4.119272
0.3450,2.001701,4.001685,2.000000,4.001685
0.3460,2.001711,3.884170,1.882443,3.884170
0.3470,2.001720,3.811493,1.809789,3.811493
0.3480,2.001729,3.811510,1.809789,3.811510
0.3490,2.001738,3.884215,1.882443,3.884215
0.3500,2.001746,4.001745,2.000000,4.001745
0.3510,2.001753,4.119346,2.117557,4.119346
0.3520,2.001760,4.192071,2.190211,4.192071
0.3530,2.001766,4.191990,2.190211,4.191990
0.3540,2.001772,4.119330,2.117557,4.119330
0.3550,2.001777,4.001782,2.000000,4.001782
0.3560,2.001782,3.884219,1.882443,3.884219
0.3570,2.001786,3.811519,1.809789,3.811519
0.3580,2.001790,3.811567,1.809789,3.811567
0.3590,2.001793,3.884264,1.882443,3.884264
0.3600,2.001795,4.001773,2.000000,4.001773
0.3610,2.001797,4.119361,2.117557,4.119361
0.3620,2.001799,4.191957,2.190211,4.191957
0.3630,2.001800,4.191998,2.190211,4.191998
0.3640,2.001800,4.119389,2.117557,4.119389
0.3650,2.001800,4.001818,2.000000,4.001818
0.3660,2.001799,3.884272,1.882443,3.884272
0.3670,2.001797,3.811635,1.809789,3.811635
0.3680,2.001795,3.811628,1.809789,3.811628
0.3690,2.001793,3.884247,1.882443,3.884247
0.3700,2.001790,4.001715,2.000000,4.001715
0.3710,2.001786,4.119318,2.117557,4.119318
0.3720,2.001782,4.191977,2.190211,4.191977
0.3730,2.001777,4.192003,2.190211,4.192003
0.3740,2.001772,4.119343,2.117557,4.119343
0.3750,2.001766,4.001791,2.000000,4.001791
0.3760,2.001760,3.884228,1.882443,3.884228
0.3770,2.001753,3.811522,1.809789,3.811522
0.3780,2.001746,3.811544,1.809789,3.811544
0.3790,2.001738,3.884190,1.882443,3.884190
0.3800,2.001729,4.001726,2.000000,4.001726
0.3810,2.001720,4.119228,2.117557,4.119228
0.3820,2.001711,4.191937,2.190211,4.191937
0.3830,2.001701,4.191915,2.190211,4.191915
0.3840,2.001691,4.119237,2.117557,4.119237
0.3850,2.001680,4.001681,2.000000,4.001681
0.3860,2.001669,3.884106,1.882443,3.884106
0.3870,2.001657,3.811477,1.809789,3.811477
0.3880,2.001645,3.811397,1.809789,3.811397
0.3890,2.001633,3.884074,1.882443,3.884074
0.3900,2.001620,4.001596,2.000000,4.001596
0.3910,2.001606,4.119185,2.117557,4.119185
0.3920,2.001592,4.191819,2.190211,4.191819
0.3930,2.001578,4.191809,2.190211,4.191809
0.3940,2.001564,4.119080,2.117557,4.119080
0.3950,2.001549,4.001556,2.000000,4.001556
0.3960,2.001534,3.883962,1.882443,3.883962
0.3970,2.001518,3.811330,1.809789,3.811330
0.3980,2.001503,3.811241,1.809789,3.811241
0.3990,2.001486,3.883951,1.882443,3.883951
0.4000,2.001470,4.001501,2.000000,4.001501
0.4010,2.001453,4.118977,2.117557,4.118977
0.4020,2.001436,4.191717,2.190211,4.191717
0.4030,2.001419,4.191586,2.190211,4.191586
0.4040,2.001402,4.118969,2.117557,4.118969
0.4050,2.001384,4.001327,2.000000,4.001327
0.4060,2.001366,3.883751,1.882443,3.883751
0.4070,2.001348,3.811114,1.809789,3.811114
0.4080,2.001330,3.811177,1.809789,3.811177
0.4090,2.001312,3.883744,1.882443,3.883744
0.4100,2.001293,4.001315,2.000000,4.001315
0.4110,2.001275,4.118838,2.117557,4.118838
0.4120,2.001256,4.191405,2.190211,4.191405
0.4130,2.001237,4.191384,2.190211,4.191384
0.4140,2.001218,4.118813,2.117557,4.118813
0.4150,2.001199,4.001222,2.000000,4.001222
0.4160,2.001180,3.883565,1.882443,3.883565
0.4170,2.001161,3.810931,1.809789,3.810931
0.4180,2.001141,3.810967,1.809789,3.810967
0.4190,2.001122,3.883622,1.882443,3.883622
0.4200,2.001103,4.001083,2.000000,4.001083
0.4210,2.001083,4.118666,2.117557,4.118666
0.4220,2.001064,4.191306,2.190211,4.191306
0.4230,2.001045,4.191249,2.190211,4.191249
0.4240,2.001026,4.118568,2.117557,4.118568
0.4250,2.001006,4.001083,2.000000,4.001083
0.4260,2.000987,3.883426,1.882443,3.883426
0.4270,2.000968,3.810803,1.809789,3.810803
0.4280,2.000949,3.810723,1.809789,3.810723
0.4290,2.000930,3.883343,1.882443,3.883343
0.4300,2.000911,4.000935,2.000000,4.000935
0.4310,2.000893,4.118458,2.117557,4.118458
0.4320,2.000874,4.191116,2.190211,4.191116
0.4330,2.000855,4.191079,2.190211,4.191079
0.4340,2.000837,4.118373,2.117557,4.118373
0.4350,2.000819,4.000764,2.000000,4.000764
0.4360,2.000801,3.883273,1.882443,3.883273
0.4370,2.000783,3.810550,1.809789,3.810550
0.4380,2.000765,3.810533,1.809789,3.810533
0.4390,2.000747,3.883197,1.882443,3.883197
0.4400,2.000730,4.000708,2.000000,4.000708
0.4410,2.000713,4.118262,2.117557,4.118262
0.4420,2.000696,4.190925,2.190211,4.190925
0.4430,2.000679,4.190843,2.190211,4.190843
0.4440,2.000662,4.118236,2.117557,4.118236
0.4450,2.000646,4.000639,2.000000,4.000639
0.4460,2.000629,3.883064,1.882443,3.883064
0.4470,2.000613,3.810376,1.809789,3.810376
0.4480,2.000598,3.810348,1.809789,3.810348
0.4490,2.000582,3.882971,1.882443,3.882971
0.4500,2.000567,4.000619,2.000000,4.000619
0.4510,2.000552,4.118161,2.117557,4.118161
0.4520,2.000537,4.190803,2.190211,4.190803
0.4530,2.000522,4.190802,2.190211,4.190802
0.4540,2.000508,4.118054,2.117557,4.118054
0.4550,2.000494,4.000515,2.000000,4.000515
0.4560,2.000480,3.882926,1.882443,3.882926
0.4570,2.000466,3.810196,1.809789,3.810196
0.4580,2.000453,3.810225,1.809789,3.810225
0.4590,2.000439,3.882857,1.882443,3.882857
0.4600,2.000426,4.000438,2.000000,4.000438
0.4610,2.000414,4.117937,2.117557,4.117937
0.4620,2.000401,4.190659,2.190211,4.190659
0.4630,2.000389,4.190560,2.190211,4.190560
0.4640,2.000377,4.117972,2.117557,4.117972
0.4650,2.000366,4.000347,2.000000,4.000347
0.4660,2.000354,3.882733,1.882443,3.882733
0.4670,2.000343,3.810156,1.809789,3.810156
0.4680,2.000332,3.810145,1.809789,3.810145
0.4690,2.000321,3.882774,1.882443,3.882774
0.4700,2.000311,4.000280,2.000000,4.000280
0.4710,2.000301,4.117861,2.117557,4.117861
0.4720,2.000291,4.190523,2.190211,4.190523
0.4730,2.000281,4.190505,2.190211,4.190505
0.4740,2.000272,4.117777,2.117557,4.117777
0.4750,2.000263,4.000228,2.000000,4.000228
0.4760,2.000254,3.882741,1.882443,3.882741
0.4770,2.000245,3.809998,1.809789,3.809998
0.4780,2.000236,3.810018,1.809789,3.810018
0.4790,2.000228,3.882650,1.882443,3.882650
0.4800,2.000220,4.000249,2.000000,4.000249
0.4810,2.000212,4.117751,2.117557,4.117751
0.4820,2.000204,4.190423,2.190211,4.190423
0.4830,2.000197,4.190411,2.190211,4.190411
0.4840,2.000190,4.117764,2.117557,4.117764
0.4850,2.000183,4.000150,2.000000,4.000150
0.4860,2.000176,3.882615,1.882443,3.882615
0.4870,2.000169,3.809910,1.809789,3.809910
0.4880,2.000163,3.809983,1.809789,3.809983
0.4890,2.000157,3.882598,1.882443,3.882598
0.4900,2.000151,4.000133,2.000000,4.000133
0.4910,2.000145,4.117660,2.117557,4.117660
0.4920,2.000139,4.190324,2.190211,4.190324
0.4930,2.000134,4.190354,2.190211,4.190354
0.4940,2.000128,4.117802,2.117557,4.117802
0.4950,2.000123,4.000162,2.000000,4.000162
0.4960,2.000118,3.882609,1.882443,3.882609
0.4970,2.000113,3.809944,1.809789,3.809944
0.4980,2.000109,3.809840,1.809789,3.809840
0.4990,2.000104,3.882544,1.882443,3.882544
0.5000,2.000100,4.000106,2.000000,4.000106
0.5010,2.000096,4.117654,2.117557,4.117654
0.5020,2.000092,4.190342,2.190211,4.190342
0.5030,2.000088,4.190287,2.190211,4.190287
0.5040,2.000084,4.117676,2.117557,4.117676
0.5050,2.000081,4.000072,2.000000,4.000072
0.5060,2.000077,3.882537,1.882443,3.882537
0.5070,2.000074,3.809842,1.809789,3.809842
0.5080,2.000070,3.809789,1.809789,3.809789
0.5090,2.000067,3.882529,1.882443,3.882529
0.5100,2.000064,4.000104,2.000000,4.000104
0.5110,2.000062,4.117587,2.117557,4.117587
0.5120,2.000059,4.190302,2.190211,4.190302
0.5130,2.000056,4.190295,2.190211,4.190295
0.5140,2.000054,4.117568,2.117557,4.117568
0.5150,2.000051,4.000058,2.000000,4.000058
0.5160,2.000049,3.882524,1.882443,3.882524
0.5170,2.000046,3.809777,1.809789,3.809777
0.5180,2.000044,3.809799,1.809789,3.809799
0.5190,2.000042,3.882464,1.882443,3.882464
0.5200,2.000040,4.000037,2.000000,4.000037
0.5210,2.000038,4.117605,2.117557,4.117605
0.5220,2.000036,4.190210,2.190211,4.190210
0.5230,2.000035,4.190221,2.190211,4.190221
0.5240,2.000033,4.117614,2.117557,4.117614
0.5250,2.000031,4.000016,2.000000,4.000016
0.5260,2.000030,3.882473,1.882443,3.882473
0.5270,2.000028,3.809781,1.809789,3.809781
0.5280,2.000027,3.809776,1.809789,3.809776
0.5290,2.000026,3.882510,1.882443,3.882510
0.5300,2.000024,3.999968,2.000000,3.999968
0.5310,2.000023,4.117537,2.117557,4.117537
0.5320,2.000022,4.190247,2.190211,4.190247
0.5330,2.000021,4.190263,2.190211,4.190263
0.5340,2.000020,4.117555,2.117557,4.117555
0.5350,2.000019,4.000033,2.000000,4.000033
0.5360,2.000018,3.882470,1.882443,3.882470
0.5370,2.000017,3.809811,1.809789,3.809811
0.5380,2.000016,3.809787,1.809789,3.809787
0.5390,2.000015,3.882403,1.882443,3.882403
0.5400,2.000014,4.000040,2.000000,4.000040
0.5410,2.000013,4.117633,2.117557,4.117633
0.5420,2.000013,4.190225,2.190211,4.190225
0.5430,2.000012,4.190193,2.190211,4.190193
0.5440,2.000011,4.117596,2.117557,4.117596
0.5450,2.000011,4.000021,2.000000,4.000021
0.5460,2.000010,3.882405,1.882443,3.882405
0.5470,2.000010,3.809780,1.809789,3.809780
0.5480,2.000009,3.809769,1.809789,3.809769
0.5490,2.000009,3.882443,1.882443,3.882443
0.5500,2.000008,3.999977,2.000000,3.999977
0.5510,2.000008,4.117601,2.117557,4.117601
0.5520,2.000007,4.190166,2.190211,4.190166
0.5530,2.000007,4.190201,2.190211,4.190201
0.5540,2.000006,4.117551,2.117557,4.117551
0.5550,2.000006,4.000010,2.000000,4.000010
