time_s,ppg_clean_ua,ppg_with_ambient_ua,ambient_ua,photodiode_total_ua
0.2950,5.000000,5.895949,1.000000,5.895949
0.2960,5.000000,5.830224,0.941221,5.830224
0.2970,5.000000,5.786845,0.904894,5.786845
0.2980,5.000000,5.779673,0.904894,5.779673
0.2990,5.000000,5.808765,0.941221,5.808765
0.3000,5.000000,5.860030,1.000000,5.860030
0.3010,5.000000,5.911147,1.058779,5.911147
0.3020,5.000000,5.939673,1.095106,5.939673
0.3030,5.000000,5.931701,1.095106,5.931701
0.3040,5.000000,5.887089,1.058779,5.887089
0.3050,5.000000,5.820013,1.000000,5.820013
0.3060,5.000000,5.752601,0.941221,5.752601
0.3070,5.000000,5.707558,0.904894,5.707558
0.3080,5.000000,5.698496,0.904894,5.698496
0.3090,5.000000,5.725661,0.941221,5.725661
0.3100,5.000000,5.774928,1.000000,5.774928
0.3110,5.000000,5.824152,1.058779,5.824152
0.3120,5.000000,5.850560,1.095106,5.850560
0.3130,5.000000,5.840462,1.095106,5.840462
0.3140,5.000000,5.793742,1.058779,5.793742
0.3150,5.000000,5.724303,1.000000,5.724303
0.3160,5.000000,5.654642,0.941221,5.654642
0.3170,5.000000,5.607169,0.904894,5.607169
0.3180,5.000000,5.595803,0.904894,5.595803
0.3190,5.000000,5.620472,0.941221,5.620472
0.3200,5.000000,5.667406,1.000000,5.667406
0.3210,5.000000,5.714032,1.058779,5.714032
0.3220,5.000000,5.737897,1.095106,5.737897
0.3230,5.000000,5.725189,1.095106,5.725189
0.3240,5.000000,5.675727,1.058779,5.675727
0.3250,5.000000,5.603731,1.000000,5.603731
0.3260,5.000000,5.531303,0.941221,5.531303
0.3270,5.000000,5.481129,0.904894,5.481129
0.3280,5.000000,5.466941,0.904894,5.466941
0.3290,5.000000,5.488847,0.941221,5.488847
0.3300,5.000000,5.532906,1.000000,5.532906
0.3310,5.000000,5.576751,1.058779,5.576751
0.3320,5.000000,5.597616,1.095106,5.597616
0.3330,5.000000,5.582008,1.095106,5.582008
0.3340,5.000000,5.529675,1.058779,5.529675
0.3350,5.000000,5.454696,1.000000,5.454696
0.3360,5.000000,5.379408,0.941221,5.379408
0.3370,5.000000,5.326225,0.904894,5.326225
0.3380,5.000000,5.309007,0.904894,5.309007
0.3390,5.000000,5.327906,0.941221,5.327906
0.3400,5.000000,5.369045,1.000000,5.369045
0.3410,5.000000,5.409827,1.058779,5.409827
0.3420,5.000000,5.427844,1.095106,5.427844
0.3430,5.000000,5.409152,1.095106,5.409152
0.3440,5.000000,5.353907,1.058779,5.353907
0.3450,5.000000,5.275956,1.000000,5.275956
0.3460,5.000000,5.197667,0.941221,5.197667
0.3470,5.000000,5.141487,0.904894,5.141487
0.3480,5.000000,5.121514,0.904894,5.121514
0.3490,5.000000,5.137606,0.941221,5.137606
0.3500,5.000000,5.175581,1.000000,5.175581
0.3510,5.000000,5.213441,1.058779,5.213441
0.3520,5.000000,5.228606,1.095106,5.228606
0.3530,5.000000,5.207106,1.095106,5.207106
0.3540,5.000000,5.149064,1.058779,5.149064
0.3550,5.000000,5.068393,1.000000,5.068393
0.3560,5.000000,4.987256,0.941221,4.987256
0.3570,5.000000,4.928511,0.904894,4.928511
0.3580,5.000000,4.905715,0.904894,4.905715
0.3590,5.000000,4.919089,0.941221,4.919089
0.3600,5.000000,4.954646,1.000000,4.954646
0.3610,5.000000,4.989941,1.058779,4.989941
0.3620,5.000000,5.002552,1.095106,5.002552
0.3630,5.000000,4.978595,1.095106,4.978595
0.3640,5.000000,4.918130,1.058779,4.918130
0.3650,5.000000,4.835124,1.000000,4.835124
0.3660,5.000000,4.751681,0.941221,4.751681
0.3670,5.000000,4.690703,0.904894,4.690703
0.3680,5.000000,4.665650,0.904894,4.665650
0.3690,5.000000,4.676885,0.941221,4.676885
0.3700,5.000000,4.710372,1.000000,4.710372
0.3710,5.000000,4.743704,1.058779,4.743704
0.3720,5.000000,4.754418,1.095106,4.754418
0.3730,5.000000,4.728574,1.095106,4.728574
0.3740,5.000000,4.666319,1.058779,4.666319
0.3750,5.000000,4.581498,1.000000,4.581498
0.3760,5.000000,4.496505,0.941221,4.496505
0.3770,5.000000,4.433907,0.904894,4.433907
0.3780,5.000000,4.407473,0.904894,4.407473
0.3790,5.000000,4.417280,0.941221,4.417280
0.3800,5.000000,4.449394,1.000000,4.449394
0.3810,5.000000,4.481478,1.058779,4.481478
0.3820,5.000000,4.491072,1.095106,4.491072
0.3830,5.000000,4.464174,1.095106,4.464174
0.3840,5.000000,4.400981,1.058779,4.400981
0.3850,5.000000,4.315220,1.000000,4.315220
0.3860,5.000000,4.229490,0.941221,4.229490
0.3870,5.000000,4.166110,0.904894,4.166110
0.3880,5.000000,4.139197,0.904894,4.139197
0.3890,5.000000,4.148363,0.941221,4.148363
0.3900,5.000000,4.180160,1.000000,4.180160
0.3910,5.000000,4.211844,1.058779,4.211844
0.3920,5.000000,4.221159,1.095106,4.221159
0.3930,5.000000,4.194192,1.095106,4.194192
0.3940,5.000000,4.130956,1.058779,4.130956
0.3950,5.000000,4.045372,1.000000,4.045372
0.3960,5.000000,3.959752,0.941221,3.959752
0.3970,5.000000,3.896783,0.904894,3.896783
0.3980,5.000000,3.870197,0.904894,3.870197
0.3990,5.000000,3.880028,0.941221,3.880028
0.4000,5.000000,3.912453,1.000000,3.912453
0.4010,5.000000,3.944874,1.058779,3.944874
0.4020,5.000000,3.955130,1.095106,3.955130
0.4030,5.000000,3.929060,1.095106,3.929060
0.4040,5.000000,3.867009,1.058779,3.867009
0.4050,5.000000,3.782574,1.000000,3.782574
0.4060,5.000000,3.698255,0.941221,3.698255
0.4070,5.000000,3.636684,0.904894,3.636684
0.4080,5.000000,3.611670,0.904894,3.611670
0.4090,5.000000,3.623163,0.941221,3.623163
0.4100,5.000000,3.657312,1.000000,3.657312
0.4110,5.000000,3.691735,1.058779,3.691735
0.4120,5.000000,3.703964,1.095106,3.703964
0.4130,5.000000,3.680128,1.095106,3.680128
0.4140,5.000000,3.620222,1.058779,3.620222
0.4150,5.000000,3.538176,1.000000,3.538176
0.4160,5.000000,3.456315,0.941221,3.456315
0.4170,5.000000,3.397292,0.904894,3.397292
0.4180,5.000000,3.375010,0.904894,3.375010
0.4190,5.000000,3.389431,0.941221,3.389431
0.4200,5.000000,3.426422,1.000000,3.426422
0.4210,5.000000,3.463910,1.058779,3.463910
0.4220,5.000000,3.479285,1.095106,3.479285
0.4230,5.000000,3.458712,1.095106,3.458712
0.4240,5.000000,3.402264,1.058779,3.402264
0.4250,5.000000,3.323702,1.000000,3.323702
0.4260,5.000000,3.245582,0.941221,3.245582
0.4270,5.000000,3.190307,0.904894,3.190307
0.4280,5.000000,3.171893,0.904894,3.171893
0.4290,5.000000,3.190106,0.941221,3.190106
0.4300,5.000000,3.231401,1.000000,3.231401
0.4310,5.000000,3.272973,1.058779,3.272973
0.4320,5.000000,3.292690,1.095106,3.292690
0.4330,5.000000,3.276521,1.095106,3.276521
0.4340,5.000000,3.224598,1.058779,3.224598
0.4350,5.000000,3.150676,1.000000,3.150676
0.4360,5.000000,3.077249,0.941221,3.077249
0.4370,5.000000,3.026876,0.904894,3.026876
0.4380,5.000000,3.013262,0.904894,3.013262
0.4390,5.000000,3.036564,0.941221,3.036564
0.4400,5.000000,3.083011,1.000000,3.083011
0.4410,5.000000,3.129763,1.058779,3.129763
0.4420,5.000000,3.154792,1.095106,3.154792
0.4430,5.000000,3.144199,1.095106,3.144199
0.4440,5.000000,3.097648,1.058779,3.097648
0.4450,5.000000,3.029421,1.000000,3.029421
0.4460,5.000000,2.961647,0.941221,2.961647
0.4470,5.000000,2.917007,0.904894,2.917007
0.4480,5.000000,2.909425,0.904894,2.909425
0.4490,5.000000,2.938694,0.941221,2.938694
0.4500,5.000000,2.990968,1.000000,2.990968
0.4510,5.000000,3.044023,1.058779,3.044023
0.4520,5.000000,3.075272,1.095106,3.075272
0.4530,5.000000,3.070868,1.095106,3.070868
0.4540,5.000000,3.030692,1.058779,3.030692
0.4550,5.000000,2.968783,1.000000,2.968783
0.4560,5.000000,2.907615,0.941221,2.907615
0.4570,5.000000,2.869557,0.904894,2.869557
0.4580,5.000000,2.868526,0.904894,2.868526
0.4590,5.000000,2.904535,0.941221,2.904535
0.4600,5.000000,2.963674,1.000000,2.963674
0.4610,5.000000,3.023563,1.058779,3.023563
0.4620,5.000000,3.061648,1.095106,3.061648
0.4630,5.000000,3.064110,1.095106,3.064110
0.4640,5.000000,3.031014,1.058779,3.031014
0.4650,5.000000,2.976136,1.000000,2.976136
0.4660,5.000000,2.922059,0.941221,2.922059
0.4670,5.000000,2.891167,0.904894,2.891167
0.4680,5.000000,2.897275,0.904894,2.897275
0.4690,5.000000,2.940424,0.941221,2.940424
0.4700,5.000000,3.006845,1.000000,3.006845
0.4710,5.000000,3.073922,1.058779,3.073922
0.4720,5.000000,3.119342,1.095106,3.119342
0.4730,5.000000,3.129185,1.095106,3.129185
0.4740,5.000000,3.103421,1.058779,3.103421
0.4750,5.000000,3.055989,1.000000,3.055989
0.4760,5.000000,3.009251,0.941221,3.009251
0.4770,5.000000,2.985859,0.904894,2.985859
0.4780,5.000000,2.999408,0.904894,2.999408
0.4790,5.000000,3.050032,0.941221,3.050032
0.4800,5.000000,3.123917,1.000000,3.123917
0.4810,5.000000,3.198521,1.058779,3.198521
0.4820,5.000000,3.251434,1.095106,3.251434
0.4830,5.000000,3.268696,1.095106,3.268696
0.4840,5.000000,3.250452,1.058779,3.250452
0.4850,5.000000,3.210488,1.000000,3.210488
0.4860,5.000000,3.171241,0.941221,3.171241
0.4870,5.000000,3.155194,0.904894,3.155194
0.4880,5.000000,3.176243,0.904894,3.176243
0.4890,5.000000,3.234265,0.941221,3.234265
0.4900,5.000000,3.315491,1.000000,3.315491
0.4910,5.000000,3.397447,1.058779,3.397447
0.4920,5.000000,3.457729,1.095106,3.457729
0.4930,5.000000,3.482472,1.095106,3.482472
0.4940,5.000000,3.471412,1.058779,3.471412
0.4950,5.000000,3.438668,1.000000,3.438668
0.4960,5.000000,3.406706,0.941221,3.406706
0.4970,5.000000,3.397831,0.904894,3.397831
0.4980,5.000000,3.425984,0.904894,3.425984
0.4990,5.000000,3.491157,0.941221,3.491157
0.5000,5.000000,3.579436,1.000000,3.579436
0.5010,5.000000,3.668452,1.058779,3.668452
0.5020,5.000000,3.735636,1.095106,3.735636
0.5030,5.000000,3.767261,1.095106,3.767261
0.5040,5.000000,3.763077,1.058779,3.763077
0.5050,5.000000,3.737137,1.000000,3.737137
0.5060,5.000000,3.711821,0.941221,3.711821
0.5070,5.000000,3.709464,0.904894,3.709464
0.5080,5.000000,3.744316,0.904894,3.744316
0.5090,5.000000,3.815950,0.941221,3.815950
0.5100,5.000000,3.910660,1.000000,3.910660
0.5110,5.000000,4.006004,1.058779,4.006004
0.5120,5.000000,4.079455,1.095106,4.079455
0.5130,5.000000,4.117117,1.095106,4.117117
0.5140,5.000000,4.119114,1.058779,4.119114
0.5150,5.000000,4.099080,1.000000,4.099080
0.5160,5.000000,4.079771,0.941221,4.079771
0.5170,5.000000,4.083359,0.904894,4.083359
0.5180,5.000000,4.123727,0.904894,4.123727
0.5190,5.000000,4.201011,0.941221,4.201011
0.5200,5.000000,4.301263,1.000000,4.301263
0.5210,5.000000,4.402077,1.058779,4.402077
0.5220,5.000000,4.480741,1.095106,4.480741
0.5230,5.000000,4.523627,1.095106,4.523627
0.5240,5.000000,4.530717,1.058779,4.530717
0.5250,5.000000,4.515743,1.000000,4.515743
0.5260,5.000000,4.501182,0.941221,4.501182
0.5270,5.000000,4.509570,0.904894,4.509570
0.5280,5.000000,4.554530,0.904894,4.554530
0.5290,5.000000,4.636404,0.941221,4.636404
0.5300,5.000000,4.741099,1.000000,4.741099
0.5310,5.000000,4.846103,1.058779,4.846103
0.5320,5.000000,4.929032,1.095106,4.929032
0.5330,5.000000,4.975946,1.095106,4.975946
0.5340,5.000000,4.986874,1.058779,4.986874
0.5350,5.000000,4.975651,1.000000,4.975651
0.5360,5.000000,4.964753,0.941221,4.964753
0.5370,5.000000,4.976519,0.904894,4.976519
0.5380,5.000000,5.025047,0.904894,5.025047
0.5390,5.000000,5.110044,0.941221,5.110044
0.5400,5.000000,5.217861,1.000000,5.217861
0.5410,5.000000,5.325720,1.058779,5.325720
0.5420,5.000000,5.411522,1.095106,5.411522
0.5430,5.000000,5.461189,1.095106,5.461189
0.5440,5.000000,5.474683,1.058779,5.474683
0.5450,5.000000,5.465737,1.000000,5.465737
0.5460,5.000000,5.457132,0.941221,5.457132
0.5470,5.000000,5.471080,0.904894,5.471080
0.5480,5.000000,5.521466,0.904894,5.521466
0.5490,5.000000,5.608269,0.941221,5.608269
0.5500,5.000000,5.717653,1.000000,5.717653
0.5510,5.000000,5.827235,1.058779,5.827235
0.5520,5.000000,5.914317,1.095106,5.914317
0.5530,5.000000,5.965066,1.095106,5.965066
0.5540,5.000000,5.979624,1.058779,5.979624
0.5550,5.000000,5.971721,1.000000,5.971721
