time_s,ecg_clean_mv,ecg_noisy_mv
0.1270,300.000000,300.031770
0.1280,300.000000,300.045371
0.1290,300.000000,300.034475
0.1300,299.979209,300.011781
0.1310,299.959326,299.996650
0.1320,299.941221,299.951733
0.1330,299.925686,299.926874
0.1340,299.913397,299.910572
0.1350,299.904894,299.902012
0.1360,299.900548,299.906216
0.1370,299.918863,299.931740
0.1380,299.939591,299.956432
0.1390,299.975574,300.003680
0.1400,300.031085,300.057413
0.1410,300.110235,300.157333
0.1420,300.215702,300.251378
0.1430,300.347088,300.417222
0.1440,300.499352,300.551565
0.1450,300.641180,300.679729
0.1460,300.778801,300.814417
0.1470,300.894839,300.943332
0.1480,300.972604,301.009797
0.1490,301.000000,301.041176
0.1500,300.972604,301.005377
0.1510,300.894839,300.916154
0.1520,300.778801,300.786984
0.1530,300.641180,300.638442
0.1540,300.499352,300.504640
0.1550,300.367879,300.385401
0.1560,300.256376,300.268637
0.1570,300.169013,300.169700
0.1580,300.105399,300.124883
0.1590,300.062177,300.089541
0.1600,300.034697,300.055733
0.1610,300.000000,300.037775
0.1620,300.000000,300.042579
0.1630,300.000000,300.035174
0.1640,300.000000,300.053206
0.1650,300.000000,300.056398
0.1660,300.000000,300.060824
0.1670,300.000000,300.057874
0.1680,300.000000,300.029317
0.1690,299.850000,299.878323
0.1700,299.870894,299.907747
0.1710,299.888877,299.919720
0.1720,299.904356,299.929818
0.1730,299.917678,299.972275
0.1740,299.929145,299.948265
0.1750,299.939015,299.962985
0.1760,299.947509,299.970825
0.1770,299.954821,299.978133
0.1780,299.961114,299.979366
0.1790,299.966530,300.001282
0.1800,299.971193,299.996989
0.1810,299.975205,300.012723
0.1820,299.978659,300.019449
0.1830,299.981632,300.032700
0.1840,299.984190,300.060609
0.1850,299.986392,300.022152
0.1860,299.988288,300.048785
0.1870,299.989919,300.024767
0.1880,299.991323,300.033336
0.1890,300.000000,300.052227
0.1900,300.000000,300.035981
0.1910,300.000000,300.018561
0.1920,300.000000,300.016791
0.1930,300.000000,300.026497
0.1940,300.000000,300.009737
0.1950,300.000000,300.018407
0.1960,300.000000,300.017857
0.1970,300.000000,300.013907
0.1980,300.000000,300.046468
0.1990,300.000000,300.037123
0.2000,300.000000,300.016893
0.2010,300.000000,300.045369
0.2020,300.000000,300.042642
0.2030,300.000000,300.062389
0.2040,300.000000,300.048960
0.2050,300.000000,300.056897
0.2060,300.000000,300.062295
0.2070,300.000000,300.063242
0.2080,300.000000,300.038336
0.2090,300.000000,300.041598
0.2100,300.000000,300.034193
0.2110,300.000000,300.026408
0.2120,300.000000,300.045200
0.2130,300.000000,300.027349
0.2140,300.000000,300.008029
0.2150,300.000000,300.029017
0.2160,300.000000,300.042217
0.2170,300.000000,300.034340
0.2180,300.000000,300.013425
0.2190,300.000000,300.029530
0.2200,300.000000,300.053401
0.2210,300.000000,300.040014
0.2220,300.000000,300.057282
0.2230,300.000000,300.065193
0.2240,300.000000,300.051197
0.2250,300.000000,300.061028
0.2260,300.000000,300.028409
0.2270,300.000000,300.047915
0.2280,300.000000,300.051387
0.2290,300.005495,300.041531
0.2300,300.006069,300.064905
0.2310,300.006694,300.028902
0.2320,300.007375,300.034086
0.2330,300.008116,300.036287
0.2340,300.008919,300.047532
0.2350,300.009789,300.018829
0.2360,300.010731,300.046917
0.2370,300.011749,300.039424
0.2380,300.012848,300.035206
0.2390,300.014031,300.056578
0.2400,300.015305,300.061578
0.2410,300.016673,300.061310
0.2420,300.018141,300.075230
0.2430,300.019713,300.076853
0.2440,300.021395,300.086540
0.2450,300.023191,300.094977
0.2460,300.025107,300.105329
0.2470,300.027147,300.076466
0.2480,300.029317,300.108095
0.2490,300.031620,300.064148
0.2500,300.034061,300.078587
0.2510,300.036645,300.082568
0.2520,300.039376,300.076825
0.2530,300.042258,300.066421
0.2540,300.045293,300.070937
0.2550,300.048486,300.070477
0.2560,300.051840,300.074021
0.2570,300.055356,300.094942
0.2580,300.059037,300.098297
0.2590,300.062883,300.097394
0.2600,300.066897,300.123688
0.2610,300.071078,300.128301
0.2620,300.075426,300.143455
0.2630,300.079940,300.150736
0.2640,300.084619,300.143843
0.2650,300.089459,300.152524
0.2660,300.094458,300.169793
0.2670,300.099612,300.170911
0.2680,300.104916,300.165651
0.2690,300.110364,300.167080
0.2700,300.115950,300.178262
0.2710,300.121666,300.159279
0.2720,300.127505,300.171103
0.2730,300.133457,300.165311
0.2740,300.139513,300.168544
0.2750,300.145661,300.187051
0.2760,300.151890,300.191698
0.2770,300.158188,300.200890
0.2780,300.164541,300.216760
0.2790,300.170935,300.216057
0.2800,300.177356,300.235441
0.2810,300.183788,300.238303
0.2820,300.190215,300.256823
0.2830,300.196622,300.263283
0.2840,300.202990,300.274935
0.2850,300.209303,300.287380
0.2860,300.215542,300.278679
0.2870,300.221691,300.311264
0.2880,300.227729,300.282066
0.2890,300.233640,300.280491
0.2900,300.239405,300.303970
0.2910,300.245006,300.299897
0.2920,300.250424,300.298236
0.2930,300.255643,300.299243
0.2940,300.260645,300.295169
0.2950,300.265412,300.290278
0.2960,300.269929,300.305675
0.2970,300.274179,300.305407
0.2980,300.278149,300.330495
0.2990,300.281824,300.328693
0.3000,300.285191,300.331626
0.3010,300.288237,300.346064
0.3020,300.290952,300.361867
0.3030,300.293325,300.359069
0.3040,300.295349,300.361518
0.3050,300.297015,300.374991
0.3060,300.298317,300.375497
0.3070,300.299251,300.366240
0.3080,300.299813,300.362905
0.3090,300.300000,300.364717
0.3100,300.299813,300.341717
0.3110,300.299251,300.335550
0.3120,300.298317,300.336100
0.3130,300.297015,300.335591
0.3140,300.295349,300.336497
0.3150,300.293325,300.345307
0.3160,300.290952,300.337903
0.3170,300.288237,300.328021
0.3180,300.285191,300.330977
0.3190,300.281824,300.323518
0.3200,300.278149,300.336032
0.3210,300.274179,300.335708
0.3220,300.269929,300.343314
0.3230,300.265412,300.331890
0.3240,300.260645,300.343596
0.3250,300.255643,300.349875
0.3260,300.250424,300.327429
0.3270,300.245006,300.324441
0.3280,300.239405,300.317467
0.3290,300.233640,300.295379
0.3300,300.227729,300.289707
0.3310,300.221691,300.275540
0.3320,300.215542,300.264833
0.3330,300.209303,300.245628
0.3340,300.202990,300.244616
0.3350,300.196622,300.242169
0.3360,300.190215,300.246439
0.3370,300.183788,300.238099
0.3380,300.177356,300.248195
0.3390,300.170935,300.218310
0.3400,300.164541,300.234658
0.3410,300.158188,300.227760
0.3420,300.151890,300.247267
0.3430,300.145661,300.215647
0.3440,300.139513,300.212190
0.3450,300.133457,300.209681
0.3460,300.127505,300.187669
0.3470,300.121666,300.195135
0.3480,300.115950,300.182824
0.3490,300.110364,300.180921
0.3500,300.104916,300.171370
0.3510,300.099612,300.175394
0.3520,300.094458,300.155571
0.3530,300.089459,300.131037
0.3540,300.084619,300.120304
0.3550,300.079940,300.128713
0.3560,300.075426,300.107219
0.3570,300.071078,300.137392
0.3580,300.066897,300.131278
0.3590,300.062883,300.116516
0.3600,300.059037,300.106572
0.3610,300.055356,300.139904
0.3620,300.051840,300.127441
0.3630,300.048486,300.142197
0.3640,300.045293,300.113684
0.3650,300.042258,300.121740
0.3660,300.039376,300.124087
0.3670,300.036645,300.119094
0.3680,300.034061,300.107276
0.3690,300.031620,300.110150
0.3700,300.029317,300.084922
0.3710,300.027147,300.085986
0.3720,300.025107,300.081158
0.3730,300.023191,300.078919
0.3740,300.021395,300.076414
0.3750,300.019713,300.055551
0.3760,300.018141,300.051023
0.3770,300.016673,300.080673
0.3780,300.015305,300.074436
0.3790,300.014031,300.068089
0.3800,300.012848,300.096242
0.3810,300.011749,300.087128
0.3820,300.010731,300.102481
0.3830,300.009789,300.095005
0.3840,300.008919,300.117066
0.3850,300.008116,300.114347
0.3860,300.007375,300.092743
0.3870,300.006694,300.101585
0.3880,300.006069,300.093431
0.3890,300.000000,300.089178
0.3900,300.000000,300.059820
0.3910,300.000000,300.070307
0.3920,300.000000,300.068613
0.3930,300.000000,300.036174
0.3940,300.000000,300.039245
0.3950,300.000000,300.029864
0.3960,300.000000,300.048698
0.3970,300.000000,300.061565
0.3980,300.000000,300.073995
0.3990,300.000000,300.065444
0.4000,300.000000,300.087326
0.4010,300.000000,300.063575
0.4020,300.000000,300.066074
0.4030,300.000000,300.087133
0.4040,300.000000,300.094526
0.4050,300.000000,300.091493
0.4060,300.000000,300.070322
0.4070,300.000000,300.087419
0.4080,300.000000,300.070997
0.4090,300.000000,300.085318
0.4100,300.000000,300.076261
0.4110,300.000000,300.057171
0.4120,300.000000,300.056010
0.4130,300.000000,300.046287
0.4140,300.000000,300.053565
0.4150,300.000000,300.062919
0.4160,300.000000,300.044643
0.4170,300.000000,300.062535
0.4180,300.000000,300.056770
0.4190,300.000000,300.059873
0.4200,300.000000,300.073065
0.4210,300.000000,300.070116
0.4220,300.000000,300.080660
0.4230,300.000000,300.078796
0.4240,300.000000,300.113415
0.4250,300.000000,300.095252
0.4260,300.000000,300.087075
0.4270,300.000000,300.093524
0.4280,300.000000,300.085988
0.4290,300.000000,300.079478
0.4300,300.000000,300.081801
0.4310,300.000000,300.077205
0.4320,300.000000,300.058901
0.4330,300.000000,300.054174
0.4340,300.000000,300.054492
0.4350,300.000000,300.033395
0.4360,300.000000,300.042392
0.4370,300.000000,300.074204
0.4380,300.000000,300.081560
0.4390,300.000000,300.068346
0.4400,300.000000,300.082932
0.4410,300.000000,300.086609
0.4420,300.000000,300.120010
0.4430,300.000000,300.104991
0.4440,300.000000,300.095507
0.4450,300.000000,300.088358
0.4460,300.000000,300.081019
0.4470,300.000000,300.096427
0.4480,300.000000,300.082552
0.4490,300.000000,300.070466
0.4500,300.000000,300.072191
0.4510,300.000000,300.061809
0.4520,300.000000,300.084069
0.4530,300.000000,300.071737
0.4540,300.000000,300.060148
0.4550,300.000000,300.074195
0.4560,300.000000,300.061296
0.4570,300.000000,300.054897
0.4580,300.000000,300.083313
0.4590,300.000000,300.079193
0.4600,300.000000,300.069758
0.4610,300.000000,300.084554
0.4620,300.000000,300.083423
0.4630,300.000000,300.082922
0.4640,300.000000,300.108998
0.4650,300.000000,300.119955
0.4660,300.000000,300.086042
0.4670,300.000000,300.102962
0.4680,300.000000,300.086547
0.4690,300.000000,300.082751
0.4700,300.000000,300.075663
0.4710,300.000000,300.066912
0.4720,300.000000,300.070606
0.4730,300.000000,300.057531
0.4740,300.000000,300.065848
0.4750,300.000000,300.061806
0.4760,300.000000,300.061042
0.4770,300.000000,300.057340
0.4780,300.000000,300.065216
0.4790,300.000000,300.084256
0.4800,300.000000,300.088035
0.4810,300.000000,300.079574
0.4820,300.000000,300.096061
0.4830,300.000000,300.107148
0.4840,300.000000,300.085924
0.4850,300.000000,300.109172
0.4860,300.000000,300.096276
0.4870,300.000000,300.105909
0.4880,300.000000,300.088287
0.4890,300.000000,300.072437
0.4900,300.000000,300.068172
0.4910,300.000000,300.078889
0.4920,300.000000,300.075571
0.4930,300.000000,300.059646
0.4940,300.000000,300.072375
0.4950,300.000000,300.048536
0.4960,300.000000,300.065609
0.4970,300.000000,300.057140
0.4980,300.000000,300.067297
0.4990,300.000000,300.080004
0.5000,300.000000,300.077246
0.5010,300.000000,300.088324
0.5020,300.000000,300.107947
0.5030,300.000000,300.096679
0.5040,300.000000,300.113784
0.5050,300.000000,300.095247
0.5060,300.000000,300.111002
0.5070,300.000000,300.117417
0.5080,300.000000,300.073998
0.5090,300.000000,300.085308
0.5100,300.000000,300.093005
0.5110,300.000000,300.079161
0.5120,300.000000,300.079465
0.5130,300.000000,300.065426
0.5140,300.000000,300.069628
0.5150,300.000000,300.066363
0.5160,300.000000,300.080713
0.5170,300.000000,300.074556
0.5180,300.000000,300.079949
0.5190,300.000000,300.078165
0.5200,300.000000,300.083724
0.5210,300.000000,300.090590
0.5220,300.000000,300.104571
0.5230,300.000000,300.100977
0.5240,300.000000,300.111060
0.5250,300.000000,300.130030
0.5260,300.000000,300.117143
0.5270,300.000000,300.102465
0.5280,300.000000,300.113447
0.5290,300.000000,300.091913
0.5300,300.000000,300.069566
0.5310,300.000000,300.073819
0.5320,300.000000,300.059751
0.5330,300.000000,300.070652
0.5340,300.000000,300.071644
0.5350,300.000000,300.087378
0.5360,300.000000,300.074994
0.5370,300.000000,300.072507
0.5380,300.000000,300.087549
0.5390,300.000000,300.062851
0.5400,300.000000,300.093631
0.5410,300.000000,300.105295
0.5420,300.000000,300.088508
0.5430,300.000000,300.119287
0.5440,300.000000,300.114206
0.5450,300.000000,300.107778
0.5460,300.000000,300.117411
0.5470,300.000000,300.131080
0.5480,300.000000,300.105897
0.5490,300.000000,300.101116
0.5500,300.000000,300.087989
0.5510,300.000000,300.078034
0.5520,300.000000,300.089390
0.5530,300.000000,300.068230
0.5540,300.000000,300.074795
0.5550,300.000000,300.068453
0.5560,300.000000,300.079127
0.5570,300.000000,300.080643
0.5580,300.000000,300.092235
0.5590,300.000000,300.082463
0.5600,300.000000,300.091173
0.5610,300.000000,300.090392
0.5620,300.000000,300.101440
0.5630,300.000000,300.114208
0.5640,300.000000,300.120972
0.5650,300.000000,300.105287
0.5660,300.000000,300.122352
0.5670,300.000000,300.124498
0.5680,300.000000,300.110778
0.5690,300.000000,300.119962
0.5700,300.000000,300.087402
0.5710,300.000000,300.076639
0.5720,300.000000,300.065849
0.5730,300.000000,300.094297
0.5740,300.000000,300.083164
0.5750,300.000000,300.075211
0.5760,300.000000,300.079670
0.5770,300.000000,300.068581
0.5780,300.000000,300.108842
0.5790,300.000000,300.091376
0.5800,300.000000,300.097483
0.5810,300.000000,300.109950
0.5820,300.000000,300.113202
0.5830,300.000000,300.115178
0.5840,300.000000,300.107999
0.5850,300.000000,300.121720
0.5860,300.000000,300.134969
0.5870,300.000000,300.126885
0.5880,300.000000,300.125060
0.5890,300.000000,300.098563
0.5900,300.000000,300.087721
0.5910,300.000000,300.090300
0.5920,300.000000,300.086661
0.5930,300.000000,300.092743
0.5940,300.000000,300.062156
0.5950,300.000000,300.093518
0.5960,300.000000,300.077742
0.5970,300.000000,300.078015
0.5980,300.000000,300.076707
0.5990,300.000000,300.075975
0.6000,300.000000,300.107056
0.6010,300.000000,300.105857
0.6020,300.000000,300.097919
0.6030,300.000000,300.102412
0.6040,300.000000,300.114964
0.6050,300.000000,300.136110
0.6060,300.000000,300.115964
0.6070,300.000000,300.100806
0.6080,300.000000,300.109073
0.6090,300.000000,300.103346
0.6100,300.000000,300.073042
0.6110,300.000000,300.093405
0.6120,300.000000,300.086180
0.6130,300.000000,300.091144
0.6140,300.000000,300.099948
0.6150,300.000000,300.091862
0.6160,300.000000,300.079002
0.6170,300.000000,300.073583
0.6180,300.000000,300.114923
0.6190,300.000000,300.095472
0.6200,300.000000,300.101315
0.6210,300.000000,300.107231
0.6220,300.000000,300.115143
0.6230,300.000000,300.116258
0.6240,300.000000,300.114921
0.6250,300.000000,300.116282
0.6260,300.000000,300.120559
0.6270,300.000000,300.112726
0.6280,300.000000,300.106721
0.6290,300.000000,300.109452
0.6300,300.000000,300.099771
0.6310,300.000000,300.111293
0.6320,300.000000,300.064281
0.6330,300.000000,300.097394
0.6340,300.000000,300.096212
0.6350,300.000000,300.062151
0.6360,300.000000,300.080549
0.6370,300.000000,300.083214
0.6380,300.000000,300.077390
0.6390,300.000000,300.089374
0.6400,300.000000,300.092338
0.6410,300.000000,300.127257
0.6420,300.000000,300.124778
0.6430,300.000000,300.132672
0.6440,300.000000,300.130124
0.6450,300.000000,300.112706
0.6460,300.000000,300.117883
0.6470,300.000000,300.125291
0.6480,300.000000,300.103860
0.6490,300.000000,300.117746
0.6500,300.000000,300.102141
0.6510,300.000000,300.094725
0.6520,300.000000,300.100116
0.6530,300.000000,300.093133
0.6540,300.000000,300.082348
0.6550,300.000000,300.096680
0.6560,300.000000,300.075363
0.6570,300.000000,300.095281
0.6580,300.000000,300.099585
0.6590,300.000000,300.096241
0.6600,300.000000,300.108885
0.6610,300.000000,300.099400
0.6620,300.000000,300.126833
0.6630,300.000000,300.120275
0.6640,300.000000,300.119843
0.6650,300.000000,300.136646
0.6660,300.000000,300.118239
0.6670,300.000000,300.108462
0.6680,300.000000,300.102661
0.6690,300.000000,300.118817
0.6700,300.000000,300.093877
0.6710,300.000000,300.118153
0.6720,300.000000,300.074315
0.6730,300.000000,300.107778
0.6740,300.000000,300.090187
0.6750,300.000000,300.086235
0.6760,300.000000,300.082835
0.6770,300.000000,300.095219
0.6780,300.000000,300.095379
0.6790,300.000000,300.112467
0.6800,300.000000,300.108859
0.6810,300.000000,300.115502
0.6820,300.000000,300.116041
0.6830,300.000000,300.123634
0.6840,300.000000,300.130224
0.6850,300.000000,300.111124
0.6860,300.000000,300.113866
0.6870,300.000000,300.132041
0.6880,300.000000,300.121993
0.6890,300.000000,300.112970
0.6900,300.000000,300.108914
0.6910,300.000000,300.106125
0.6920,300.000000,300.091776
0.6930,300.000000,300.085066
0.6940,300.000000,300.092066
0.6950,300.000000,300.079444
0.6960,300.000000,300.094388
0.6970,300.000000,300.076219
0.6980,300.000000,300.108059
0.6990,300.000000,300.108167
0.7000,300.000000,300.112280
0.7010,300.000000,300.125825
0.7020,300.000000,300.138326
0.7030,300.000000,300.136337
0.7040,300.000000,300.110722
0.7050,300.000000,300.117411
0.7060,300.000000,300.123076
0.7070,300.000000,300.126841
0.7080,300.000000,300.127428
0.7090,300.000000,300.109515
0.7100,300.000000,300.112555
0.7110,300.000000,300.097049
0.7120,300.000000,300.093008
0.7130,300.000000,300.080727
0.7140,300.000000,300.082815
0.7150,300.000000,300.077646
0.7160,300.000000,300.082477
0.7170,300.000000,300.105708
0.7180,300.000000,300.090196
0.7190,300.000000,300.131683
0.7200,300.000000,300.116566
0.7210,300.000000,300.119754
0.7220,300.000000,300.114991
0.7230,300.000000,300.135095
0.7240,300.000000,300.125269
0.7250,300.000000,300.133317
0.7260,300.000000,300.156810
0.7270,300.000000,300.127500
0.7280,300.000000,300.135620
0.7290,300.000000,300.111612
0.7300,300.000000,300.112205
0.7310,300.000000,300.124173
0.7320,300.000000,300.094711
0.7330,300.000000,300.114771
0.7340,300.000000,300.100973
0.7350,300.000000,300.087382
0.7360,300.000000,300.100400
0.7370,300.000000,300.106731
0.7380,300.000000,300.107738
0.7390,300.000000,300.091482
0.7400,300.000000,300.106182
0.7410,300.000000,300.117247
0.7420,300.000000,300.124642
0.7430,300.000000,300.136106
0.7440,300.000000,300.134605
0.7450,300.000000,300.120541
0.7460,300.000000,300.136805
0.7470,300.000000,300.136355
0.7480,300.000000,300.131510
0.7490,300.000000,300.131231
0.7500,300.000000,300.122668
0.7510,300.000000,300.112827
0.7520,300.000000,300.102044
0.7530,300.000000,300.081797
0.7540,300.000000,300.099948
0.7550,300.000000,300.096835
0.7560,300.000000,300.098538
0.7570,300.000000,300.085981
0.7580,300.000000,300.092447
0.7590,300.000000,300.119449
0.7600,300.000000,300.114786
0.7610,300.000000,300.128261
0.7620,300.000000,300.127388
0.7630,300.000000,300.131911
0.7640,300.000000,300.143920
0.7650,300.000000,300.130439
0.7660,300.000000,300.135664
0.7670,300.000000,300.127322
0.7680,300.000000,300.123257
0.7690,300.000000,300.119017
0.7700,300.000000,300.118232
0.7710,300.000000,300.105124
0.7720,300.000000,300.116975
0.7730,300.000000,300.091128
0.7740,300.000000,300.095446
0.7750,300.000000,300.092019
0.7760,300.000000,300.111945
0.7770,300.000000,300.102362
0.7780,300.000000,300.115220
0.7790,300.000000,300.095701
0.7800,300.000000,300.119487
0.7810,300.000000,300.131972
0.7820,300.000000,300.129553
0.7830,300.000000,300.143888
0.7840,300.000000,300.130980
0.7850,300.000000,300.151303
0.7860,300.000000,300.159298
0.7870,300.000000,300.129918
0.7880,300.000000,300.124744
0.7890,300.000000,300.138235
0.7900,300.000000,300.133394
0.7910,300.000000,300.106266
0.7920,300.000000,300.101794
0.7930,300.000000,300.098830
0.7940,300.000000,300.085438
0.7950,300.000000,300.088793
0.7960,300.000000,300.088993
0.7970,300.000000,300.094273
0.7980,300.000000,300.106104
0.7990,300.000000,300.114443
0.8000,300.000000,300.133861
0.8010,300.000000,300.114627
0.8020,300.000000,300.140104
0.8030,300.000000,300.132619
0.8040,300.000000,300.137179
0.8050,300.000000,300.145474
0.8060,300.000000,300.126593
0.8070,300.000000,300.138877
0.8080,300.000000,300.132366
0.8090,300.000000,300.130123
0.8100,300.000000,300.121982
0.8110,300.000000,300.137535
0.8120,300.000000,300.101101
0.8130,300.000000,300.097816
0.8140,300.000000,300.094125
0.8150,300.000000,300.093894
0.8160,300.000000,300.094124
0.8170,300.000000,300.115300
0.8180,300.000000,300.122110
0.8190,300.000000,300.107843
0.8200,300.000000,300.111477
0.8210,300.000000,300.130765
0.8220,300.000000,300.126173
0.8230,300.000000,300.142519
0.8240,300.000000,300.141129
0.8250,300.000000,300.124990
0.8260,300.000000,300.154712
0.8270,300.000000,300.154423
0.8280,300.000000,300.125980
0.8290,300.000000,300.122723
0.8300,300.000000,300.123346
0.8310,300.000000,300.117719
0.8320,300.000000,300.115451
0.8330,300.000000,300.124610
0.8340,300.000000,300.099964
0.8350,300.000000,300.092838
0.8360,300.000000,300.088073
0.8370,300.000000,300.097464
0.8380,300.000000,300.108932
0.8390,300.000000,300.132850
0.8400,300.000000,300.115974
0.8410,300.000000,300.129633
0.8420,300.000000,300.132871
0.8430,300.000000,300.149408
0.8440,300.000000,300.165698
0.8450,300.000000,300.136163
0.8460,300.000000,300.135662
0.8470,300.000000,300.148221
0.8480,300.000000,300.140237
0.8490,300.000000,300.146373
0.8500,300.000000,300.127627
0.8510,300.000000,300.112077
0.8520,300.000000,300.116064
0.8530,300.000000,300.116881
0.8540,300.000000,300.111220
0.8550,300.000000,300.107171
0.8560,300.000000,300.113805
0.8570,300.000000,300.117733
0.8580,300.000000,300.124347
0.8590,300.000000,300.122649
0.8600,300.001832,300.122563
0.8610,300.002231,300.132341
0.8620,300.002705,300.149048
0.8630,300.003263,300.133856
0.8640,300.003916,300.149265
0.8650,300.004677,300.143444
0.8660,300.005558,300.147625
0.8670,300.006571,300.158354
0.8680,300.007730,300.144273
0.8690,300.009049,300.138628
0.8700,300.010540,300.119934
0.8710,300.012215,300.136547
0.8720,300.014086,300.131892
0.8730,300.016162,300.144779
0.8740,300.018452,300.119574
0.8750,300.020961,300.126431
0.8760,300.023693,300.130500
0.8770,300.026647,300.149632
0.8780,300.029820,300.140558
0.8790,300.033204,300.153316
0.8800,300.036788,300.166425
0.8810,300.040555,300.172215
0.8820,300.044486,300.175445
0.8830,300.048554,300.190398
0.8840,300.052729,300.206264
0.8850,300.056978,300.190545
0.8860,300.061263,300.205499
0.8870,300.065541,300.198659
0.8880,300.069768,300.217467
0.8890,300.073897,300.188892
0.8900,300.077880,300.196390
0.8910,300.081669,300.203413
0.8920,300.085214,300.213319
0.8930,300.088471,300.195890
0.8940,300.091393,300.191129
0.8950,300.093941,300.217114
0.8960,300.096079,300.186991
0.8970,300.097775,300.184071
0.8980,300.099005,300.216165
0.8990,300.099750,300.213116
0.9000,300.100000,300.214405
0.9010,300.099750,300.237681
0.9020,300.099005,300.237916
0.9030,300.097775,300.233082
0.9040,300.096079,300.227114
0.9050,300.093941,300.247532
0.9060,300.091393,300.241832
0.9070,300.088471,300.228624
0.9080,300.085214,300.240450
0.9090,300.081669,300.202210
0.9100,300.077880,300.187735
0.9110,300.073897,300.185955
0.9120,300.069768,300.182762
0.9130,300.065541,300.177047
0.9140,300.061263,300.165129
0.9150,300.056978,300.165846
0.9160,300.052729,300.146587
0.9170,300.048554,300.172251
0.9180,300.044486,300.157395
0.9190,300.040555,300.171081
0.9200,300.036788,300.165794
0.9210,300.033204,300.169576
0.9220,300.029820,300.172942
0.9230,300.026647,300.173019
0.9240,300.023693,300.174900
0.9250,300.020961,300.180056
0.9260,300.018452,300.165286
0.9270,300.016162,300.165325
0.9280,300.014086,300.150880
0.9290,300.012215,300.158776
