time_us,current_A,voltage_V,di_dt_A_us
62.00,201.5,400.0,-12.0
63.00,203.7,400.0,-56.5
64.00,196.8,400.0,35.3
65.00,198.5,400.0,0.9
66.00,200.5,400.0,37.8
67.00,200.9,400.0,16.1
68.00,198.8,400.0,45.1
69.00,197.2,400.0,29.8
70.00,198.2,400.0,14.0
71.00,199.6,400.0,-13.0
72.00,200.6,400.0,0.5
73.00,201.1,400.0,1.0
74.00,197.9,400.0,41.7
75.00,202.6,400.0,-38.0
76.00,197.7,400.0,17.7
77.00,201.3,400.0,-31.8
78.00,200.0,400.0,28.5
79.00,199.8,400.0,58.5
80.00,199.6,400.0,22.2
81.00,200.0,400.0,18.1
82.00,202.0,400.0,-0.4
83.00,203.2,400.0,-76.0
84.00,197.1,400.0,32.9
85.00,201.3,400.0,-3.1
86.00,201.0,400.0,-14.9
87.00,199.0,400.0,-3.4
88.00,201.0,400.0,-13.8
89.00,197.7,400.0,31.5
90.00,202.6,400.0,-47.4
91.00,198.2,400.0,-8.1
92.00,203.1,400.0,-42.7
93.00,197.8,400.0,-5.8
94.00,200.9,400.0,-21.0
95.00,198.9,400.0,18.7
96.00,200.5,400.0,14.7
97.00,198.5,400.0,10.8
98.00,198.3,400.0,-7.4
99.00,199.8,400.0,-23.1
100.00,1130.9,400.0,12.8
101.00,1127.0,398.1,-14.3
102.00,1124.6,396.2,26.7
103.00,1116.9,394.3,13.1
104.00,1116.9,392.5,-31.7
105.00,1108.3,390.6,3.5
106.00,1109.0,388.7,-15.9
107.00,1105.2,386.9,24.5
108.00,1102.9,385.0,-0.9
109.00,1092.7,383.2,44.7
110.00,1094.1,381.4,10.5
111.00,1089.3,379.6,25.7
112.00,1085.8,377.8,-16.1
113.00,1081.0,376.0,-26.9
114.00,1077.6,374.2,16.5
115.00,1077.4,372.4,-25.0
116.00,1069.7,370.7,-26.5
117.00,1065.5,368.9,11.6
118.00,1059.0,367.1,52.5
119.00,1061.2,365.4,-50.3
120.00,1054.3,363.7,21.4
121.00,1049.8,361.9,39.3
122.00,1048.1,360.2,6.8
123.00,1042.8,358.5,28.3
124.00,1044.3,356.8,-27.9
125.00,1038.8,355.1,-9.4
126.00,1037.3,353.4,-17.5
127.00,1035.2,351.7,-60.8
128.00,1030.4,350.1,-18.3
129.00,1021.9,348.4,13.7
130.00,1022.1,346.8,-11.7
131.00,1018.8,345.1,-29.2
132.00,1013.0,343.5,30.1
133.00,1008.8,341.8,15.1
134.00,1005.8,340.2,2.7
135.00,1002.6,338.6,40.4
136.00,1002.1,337.0,25.0
137.00,997.9,335.4,10.0
138.00,992.2,333.8,1.5
139.00,994.1,332.2,-25.3
140.00,990.3,330.6,-4.6
141.00,986.7,329.1,-46.1
142.00,985.3,327.5,-58.9
143.00,973.2,325.9,52.3
144.00,978.2,324.4,-39.9
145.00,971.5,322.8,37.1
146.00,970.3,321.3,-9.3
147.00,965.6,319.8,14.0
148.00,960.4,318.3,13.4
149.00,960.3,316.8,-29.8
150.00,958.0,315.3,-12.3
151.00,957.2,313.8,-4.3
152.00,951.6,312.3,15.7
153.00,948.7,310.8,-20.9
154.00,944.4,309.3,12.9
155.00,944.0,307.8,25.3
156.00,936.3,306.4,44.9
157.00,942.5,304.9,-42.1
158.00,935.7,303.5,-15.5
159.00,935.7,302.0,-43.3
160.00,934.5,300.6,-25.7
161.00,925.8,299.2,1.0
162.00,924.2,297.7,15.4
163.00,924.2,296.3,-7.9
164.00,918.4,294.9,34.6
165.00,915.5,293.5,-16.2
166.00,911.9,292.1,-22.3
167.00,917.8,290.7,-14.7
168.00,909.0,289.4,-39.8
169.00,905.5,288.0,-9.1
170.00,906.0,286.6,14.1
171.00,897.9,285.3,-6.3
172.00,898.3,283.9,20.1
173.00,899.2,282.5,-8.1
174.00,891.0,281.2,1.1
175.00,889.8,279.9,-16.8
176.00,892.7,278.5,-55.1
177.00,890.1,277.2,-75.2
178.00,888.9,275.9,-51.4
179.00,881.2,274.6,22.8
180.00,879.4,273.3,-36.0
181.00,877.3,272.0,-0.2
182.00,873.7,270.7,-4.7
183.00,865.0,269.4,54.2
184.00,870.0,268.1,-22.6
185.00,869.4,266.9,-41.2
186.00,866.7,265.6,-61.2
187.00,864.2,264.3,-9.7
188.00,862.1,263.1,-46.0
189.00,856.0,261.8,-17.1
190.00,852.3,260.6,-17.1
191.00,855.3,259.3,33.6
192.00,851.3,258.1,-17.4
193.00,848.5,256.9,-7.4
194.00,848.0,255.7,4.5
195.00,845.0,254.4,6.3
196.00,842.8,253.2,30.4
197.00,843.9,252.0,-46.6
198.00,837.4,250.8,-31.4
199.00,838.1,249.6,14.9
200.00,833.3,248.5,24.2
201.00,831.6,247.3,12.0
202.00,832.9,246.1,-50.7
203.00,828.1,244.9,-26.0
204.00,825.4,243.8,-16.8
205.00,822.9,242.6,-26.0
206.00,818.4,241.5,46.4
207.00,818.8,240.3,18.4
208.00,818.6,239.2,18.6
209.00,816.6,238.0,-9.9
210.00,815.5,236.9,0.2
211.00,812.2,235.8,-2.9
212.00,812.3,234.7,-45.8
213.00,810.3,233.5,36.3
214.00,807.6,232.4,30.7
215.00,808.5,231.3,-44.5
216.00,801.1,230.2,59.5
217.00,802.0,229.1,3.3
218.00,804.8,228.0,-68.7
219.00,794.4,227.0,53.3
220.00,800.4,225.9,-15.0
221.00,792.5,224.8,26.5
222.00,789.9,223.7,68.1
223.00,786.9,222.7,16.5
224.00,788.5,221.6,-0.6
225.00,784.3,220.6,-5.7
226.00,783.3,219.5,-21.7
227.00,780.5,218.5,26.6
228.00,781.7,217.4,45.2
229.00,779.9,216.4,-14.0
230.00,776.8,215.4,12.8
231.00,777.9,214.4,14.0
232.00,777.1,213.3,12.6
233.00,777.4,212.3,-26.0
234.00,775.6,211.3,-33.3
235.00,774.6,210.3,-40.5
236.00,772.4,209.3,-12.4
237.00,770.6,208.3,-4.8
238.00,768.9,207.3,-34.8
239.00,764.9,206.3,26.7
240.00,761.3,205.4,30.1
241.00,762.3,204.4,-13.9
242.00,758.7,203.4,16.5
243.00,756.9,202.5,1.7
244.00,753.7,201.5,-32.3
245.00,754.3,200.5,22.9
246.00,751.4,199.6,20.9
247.00,750.1,198.6,5.3
248.00,751.5,197.7,-37.0
249.00,750.3,196.8,-41.2
250.00,749.8,195.8,-3.1
251.00,750.7,194.9,-39.9
252.00,749.4,194.0,-11.0
253.00,748.3,193.0,-2.5
254.00,749.0,192.1,-35.4
255.00,750.2,191.2,-74.9
256.00,745.8,190.3,-35.9
257.00,739.9,189.4,0.0
258.00,740.6,188.5,4.7
259.00,738.2,187.6,12.7
260.00,739.9,186.7,-37.1
261.00,732.4,185.8,-22.1
262.00,732.6,184.9,11.5
263.00,729.5,184.1,-25.3
264.00,727.1,183.2,24.4
265.00,725.9,182.3,-1.7
266.00,729.2,181.5,-47.2
267.00,724.5,180.6,-4.1
268.00,725.7,179.7,-13.1
269.00,725.8,178.9,-37.0
270.00,721.0,178.0,55.1
271.00,726.1,177.2,-22.1
272.00,723.5,176.3,2.1
273.00,722.6,175.5,12.8
274.00,721.6,174.7,32.2
275.00,722.2,173.8,13.7
276.00,724.2,173.0,-50.8
277.00,717.5,172.2,-6.7
278.00,716.4,171.4,-28.0
279.00,721.5,170.6,-80.4
280.00,714.5,169.7,-9.1
281.00,709.2,168.9,30.1
282.00,709.6,168.1,-29.8
283.00,708.9,167.3,-5.4
284.00,705.5,166.5,-15.8
285.00,704.9,165.8,11.9
286.00,702.8,165.0,9.0
287.00,702.7,164.2,27.9
288.00,702.1,163.4,-14.2
289.00,703.3,162.6,-22.2
290.00,700.4,161.9,22.9
291.00,702.1,161.1,18.9
292.00,704.3,160.3,18.3
293.00,702.5,159.6,-6.5
294.00,700.4,158.8,-2.0
295.00,704.1,158.0,32.2
296.00,699.7,157.3,35.9
297.00,699.2,156.5,1.9
298.00,700.3,155.8,-22.8
299.00,692.7,155.1,21.0
300.00,692.9,154.3,-12.1
301.00,694.3,153.6,-34.7
302.00,694.1,152.9,-42.2
303.00,692.4,152.1,-6.2
304.00,686.5,151.4,5.6
305.00,688.7,150.7,-25.6
306.00,687.2,150.0,14.5
307.00,684.2,149.3,-3.9
308.00,685.2,148.6,23.6
309.00,684.5,147.9,13.4
310.00,688.0,147.2,-1.3
311.00,684.0,146.5,46.1
312.00,685.2,145.8,42.4
313.00,687.5,145.1,14.0
314.00,688.7,144.4,-0.1
315.00,688.5,143.7,4.4
316.00,686.0,143.0,37.1
317.00,688.5,142.3,-51.2
318.00,685.5,141.7,-19.8
319.00,681.6,141.0,47.6
320.00,679.6,140.3,16.7
321.00,677.7,139.6,9.8
322.00,680.5,139.0,-51.2
323.00,674.4,138.3,-43.4
324.00,670.1,137.7,13.2
325.00,675.1,137.0,-75.9
326.00,672.1,136.4,2.3
327.00,672.6,135.7,6.3
328.00,671.9,135.1,0.8
329.00,669.9,134.4,35.5
330.00,672.2,133.8,2.5
331.00,676.0,133.1,-19.0
332.00,673.6,132.5,-17.6
333.00,677.1,131.9,-4.9
334.00,676.8,131.3,11.7
335.00,677.6,130.6,-12.3
336.00,674.1,130.0,6.8
337.00,675.4,129.4,-10.4
338.00,671.1,128.8,20.6
339.00,671.8,128.2,-17.6
340.00,667.3,127.6,7.8
341.00,662.0,127.0,39.9
342.00,662.7,126.4,35.5
343.00,659.6,125.8,0.1
344.00,660.3,125.2,-3.9
345.00,656.6,124.6,63.0
346.00,662.1,124.0,-27.3
347.00,660.3,123.4,-28.0
348.00,660.5,122.8,27.0
349.00,665.5,122.2,-2.7
350.00,665.3,121.6,-50.8
351.00,665.7,121.1,13.2
352.00,666.8,120.5,-24.2
353.00,665.8,119.9,35.6
354.00,668.9,119.3,35.6
355.00,670.3,118.8,24.8
356.00,664.9,118.2,-8.7
357.00,667.5,117.6,-19.6
358.00,665.4,117.1,-37.1
359.00,663.0,116.5,-34.2
360.00,662.4,116.0,-25.5
361.00,655.2,115.4,-14.4
362.00,656.7,114.9,-49.5
363.00,653.1,114.3,-16.5
364.00,653.8,113.8,-45.3
365.00,642.1,113.2,47.4
366.00,652.9,112.7,-40.9
367.00,654.7,112.2,-31.8
368.00,653.5,111.6,-17.1
369.00,658.7,111.1,-50.9
370.00,656.9,110.6,-2.7
371.00,663.5,110.1,-36.1
372.00,659.0,109.5,22.1
373.00,666.6,109.0,-53.1
374.00,662.8,108.5,13.2
375.00,663.3,108.0,-23.6
376.00,659.0,107.5,35.3
377.00,663.8,107.0,-26.5
378.00,656.8,106.4,41.2
379.00,658.9,105.9,-26.8
380.00,656.3,105.4,-12.5
381.00,652.4,104.9,-28.1
382.00,650.3,104.4,-3.6
383.00,643.8,103.9,27.1
384.00,646.2,103.4,-1.5
385.00,645.2,103.0,-24.4
386.00,643.3,102.5,11.0
387.00,646.8,102.0,14.3
388.00,645.7,101.5,11.5
389.00,649.8,101.0,11.2
390.00,651.9,100.5,-10.5
391.00,651.5,100.1,59.7
392.00,657.4,99.6,30.3
393.00,658.4,99.1,10.6
394.00,662.2,98.6,-8.5
395.00,664.5,98.2,-11.8
396.00,660.8,97.7,-32.4
397.00,658.8,97.2,-4.7
398.00,658.0,96.8,-1.1
399.00,654.2,96.3,13.9
400.00,652.2,95.9,12.6
401.00,648.5,95.4,-22.1
402.00,649.0,95.0,-41.6
403.00,645.1,94.5,-16.9
404.00,642.5,94.1,1.5
405.00,636.6,93.6,15.4
406.00,641.3,93.2,4.4
407.00,641.8,92.7,2.7
408.00,644.3,92.3,-6.4
409.00,645.4,91.8,15.4
410.00,648.8,91.4,11.8
411.00,657.4,91.0,-28.6
412.00,656.7,90.5,13.1
413.00,658.4,90.1,-33.7
414.00,661.3,89.7,6.1
415.00,661.7,89.3,-18.6
416.00,660.9,88.8,-22.9
417.00,661.3,88.4,-16.3
418.00,656.2,88.0,-32.4
419.00,652.1,87.6,24.2
420.00,651.6,87.2,-5.6
421.00,646.4,86.7,-7.0
422.00,644.2,86.3,-12.3
423.00,642.6,85.9,-0.7
424.00,641.8,85.5,-29.3
425.00,638.4,85.1,11.1
426.00,641.6,84.7,-42.4
427.00,640.4,84.3,25.9
428.00,642.3,83.9,-0.7
429.00,648.6,83.5,-18.8
430.00,649.2,83.1,9.7
431.00,651.6,82.7,26.8
432.00,652.6,82.3,44.1
433.00,659.5,81.9,-6.3
434.00,661.1,81.5,39.5
435.00,664.4,81.1,2.7
436.00,664.0,80.8,-21.5
437.00,659.3,80.4,11.7
438.00,660.9,80.0,-31.5
439.00,657.6,79.6,-30.7
440.00,653.4,79.2,-16.2
441.00,648.4,78.9,9.3
442.00,647.3,78.5,7.8
443.00,642.2,78.1,-5.6
444.00,641.6,77.7,3.8
445.00,640.4,77.4,26.0
446.00,640.9,77.0,-3.7
447.00,643.6,76.6,-3.1
448.00,649.0,76.3,-9.9
449.00,649.1,75.9,24.3
450.00,657.2,75.6,-35.0
451.00,656.6,75.2,-10.5
452.00,662.3,74.8,-31.4
453.00,661.5,74.5,0.6
454.00,664.2,74.1,17.4
455.00,667.1,73.8,-29.1
456.00,669.5,73.4,-58.8
457.00,667.3,73.1,-34.2
458.00,660.0,72.7,34.8
459.00,655.1,72.4,7.7
460.00,656.0,72.0,6.3
461.00,652.8,71.7,0.5
462.00,648.4,71.4,-1.7
463.00,641.2,71.0,21.3
464.00,642.9,70.7,-13.2
465.00,644.4,70.3,-9.9
466.00,640.1,70.0,17.0
467.00,642.3,69.7,52.8
468.00,647.7,69.3,44.1
469.00,654.5,69.0,-9.8
470.00,659.0,68.7,-6.1
471.00,660.2,68.4,8.0
472.00,666.0,68.0,-9.0
473.00,668.2,67.7,-7.9
474.00,669.4,67.4,51.1
475.00,673.0,67.1,-1.5
476.00,673.7,66.8,13.0
477.00,670.2,66.4,-2.7
478.00,669.1,66.1,9.2
479.00,663.0,65.8,5.3
480.00,662.3,65.5,-29.6
481.00,653.2,65.2,33.5
482.00,653.7,64.9,-37.4
483.00,646.7,64.6,4.9
484.00,646.2,64.3,23.6
485.00,645.4,64.0,-3.5
486.00,644.9,63.6,7.6
487.00,649.1,63.3,-2.8
488.00,653.5,63.0,26.7
489.00,659.7,62.7,-0.4
490.00,659.7,62.4,30.4
491.00,669.7,62.2,3.5
492.00,670.2,61.9,-8.4
493.00,676.4,61.6,5.4
494.00,679.9,61.3,9.9
495.00,679.9,61.0,-10.8
496.00,678.8,60.7,20.9
497.00,683.2,60.4,-95.9
498.00,672.2,60.1,19.6
499.00,670.6,59.8,-1.5
500.00,668.3,59.5,-41.3
501.00,663.8,59.3,-52.3
502.00,657.3,59.0,-17.7
503.00,652.9,58.7,17.2
504.00,650.9,58.4,-7.1
505.00,650.7,58.1,24.7
506.00,653.8,57.9,47.0
507.00,654.8,57.6,34.4
508.00,659.7,57.3,19.6
509.00,666.7,57.0,-23.7
510.00,668.0,56.8,23.6
511.00,676.0,56.5,6.0
512.00,681.5,56.2,15.5
513.00,683.9,56.0,21.9
514.00,685.3,55.7,16.6
515.00,692.6,55.4,-39.2
516.00,691.7,55.2,-14.2
517.00,687.1,54.9,7.4
518.00,685.3,54.7,-19.0
519.00,678.5,54.4,17.1
520.00,673.8,54.1,-40.5
521.00,669.9,53.9,-16.6
522.00,664.7,53.6,8.6
523.00,661.4,53.4,-30.3
524.00,656.7,53.1,34.5
525.00,658.4,52.9,-34.0
526.00,658.2,52.6,52.7
527.00,662.4,52.4,16.5
528.00,666.0,52.1,23.7
529.00,671.1,51.9,-9.2
530.00,678.4,51.6,-7.2
531.00,686.6,51.4,-26.2
532.00,688.5,51.1,43.2
533.00,692.2,50.9,13.2
534.00,699.8,50.6,-9.5
535.00,701.4,50.4,10.6
536.00,698.9,50.2,27.3
537.00,698.5,49.9,-19.1
538.00,691.8,49.7,13.8
539.00,690.9,49.5,-22.3
540.00,685.2,49.2,-41.6
541.00,678.8,49.0,-71.7
542.00,670.3,48.7,-14.6
543.00,668.2,48.5,17.1
544.00,667.5,48.3,-5.5
545.00,669.6,48.1,-60.5
546.00,666.0,47.8,-5.6
547.00,670.5,47.6,-1.8
548.00,675.0,47.4,25.3
549.00,677.7,47.2,37.6
550.00,684.5,46.9,25.0
551.00,695.3,46.7,-20.8
552.00,699.3,46.5,23.5
553.00,701.3,46.3,46.3
554.00,711.1,46.0,-31.3
555.00,711.2,45.8,19.9
556.00,710.7,45.6,-18.3
557.00,709.5,45.4,-33.3
558.00,700.8,45.2,10.9
559.00,698.5,45.0,24.1
560.00,691.1,44.7,8.3
561.00,685.6,44.5,4.9
562.00,683.4,44.3,-40.8
563.00,675.5,44.1,-6.3
564.00,676.3,43.9,-12.4
565.00,678.9,43.7,-20.3
566.00,675.5,43.5,7.0
567.00,682.3,43.3,-38.6
568.00,685.7,43.1,-30.0
569.00,691.4,42.9,7.1
570.00,698.4,42.7,-0.3
571.00,708.3,42.5,26.2
572.00,711.0,42.3,25.1
573.00,717.5,42.1,-21.1
574.00,725.6,41.9,-37.1
575.00,725.9,41.7,-20.0
576.00,723.2,41.5,5.7
577.00,719.3,41.3,22.1
578.00,716.3,41.1,-10.7
579.00,715.2,40.9,-69.6
580.00,702.6,40.7,3.5
581.00,697.6,40.5,-6.0
582.00,696.8,40.3,-17.6
583.00,689.1,40.1,-48.5
584.00,686.0,39.9,38.3
585.00,682.6,39.7,43.2
586.00,685.1,39.5,23.4
587.00,688.9,39.3,15.9
588.00,697.9,39.2,1.6
589.00,704.2,39.0,-13.0
590.00,711.3,38.8,18.5
591.00,719.7,38.6,4.9
592.00,726.0,38.4,27.9
593.00,732.2,38.2,33.5
594.00,734.1,38.1,41.1
595.00,739.4,37.9,2.4
596.00,735.1,37.7,28.7
597.00,736.3,37.5,-38.7
598.00,731.2,37.3,-36.6
599.00,723.2,37.2,-9.6
600.00,717.3,37.0,-14.6
601.00,706.1,36.8,35.3
602.00,701.5,36.6,9.0
603.00,696.9,36.5,8.7
604.00,693.2,36.3,23.2
605.00,699.1,36.1,-17.7
606.00,696.4,35.9,-15.3
607.00,697.3,35.8,47.0
608.00,709.4,35.6,-54.3
609.00,712.6,35.4,40.6
610.00,722.9,35.3,26.1
611.00,731.6,35.1,10.1
612.00,742.8,34.9,-29.4
613.00,744.0,34.8,46.3
614.00,753.2,34.6,-10.9
615.00,752.9,34.4,-0.8
616.00,752.0,34.3,-9.5
617.00,745.0,34.1,19.6
618.00,739.6,33.9,37.4
619.00,738.7,33.8,5.3
620.00,728.5,33.6,-15.9
621.00,722.2,33.5,-37.3
622.00,716.0,33.3,28.6
623.00,711.2,33.1,-47.7
624.00,707.1,33.0,-6.9
625.00,707.5,32.8,6.6
626.00,708.4,32.7,11.0
627.00,706.8,32.5,67.6
628.00,716.8,32.4,7.9
629.00,726.0,32.2,21.5
630.00,736.6,32.1,13.3
631.00,745.1,31.9,20.5
632.00,754.2,31.8,15.8
633.00,760.2,31.6,2.0
634.00,760.7,31.5,23.4
635.00,768.1,31.3,-24.4
636.00,769.0,31.2,-45.6
637.00,761.0,31.0,37.0
638.00,757.7,30.9,18.4
639.00,752.0,30.7,-18.1
640.00,741.9,30.6,-15.9
641.00,738.3,30.4,-43.4
642.00,729.8,30.3,-30.4
643.00,724.0,30.1,1.7
644.00,717.2,30.0,-13.8
645.00,721.1,29.9,-15.1
646.00,720.2,29.7,-17.1
647.00,722.5,29.6,2.4
648.00,731.8,29.4,-11.5
649.00,738.7,29.3,37.2
650.00,750.3,29.1,6.5
651.00,760.0,29.0,-9.6
652.00,774.3,28.9,-75.0
653.00,775.9,28.7,17.9
654.00,785.5,28.6,-20.5
655.00,784.1,28.5,18.0
656.00,784.5,28.3,-55.7
657.00,777.4,28.2,5.9
658.00,772.6,28.1,-4.7
659.00,766.6,27.9,-55.3
660.00,755.1,27.8,17.2
661.00,748.3,27.7,-22.9
662.00,743.2,27.5,-27.5
663.00,736.2,27.4,-15.4
664.00,728.6,27.3,-12.6
665.00,728.9,27.1,46.1
666.00,732.2,27.0,42.0
667.00,739.4,26.9,-27.3
668.00,744.2,26.8,0.0
669.00,753.3,26.6,-21.0
670.00,765.7,26.5,-1.0
671.00,776.4,26.4,-20.1
672.00,783.8,26.2,-11.3
673.00,788.7,26.1,39.0
674.00,799.4,26.0,-32.6
675.00,799.4,25.9,23.1
676.00,800.8,25.8,-21.1
677.00,793.5,25.6,-3.1
678.00,790.4,25.5,-43.0
679.00,781.7,25.4,-14.3
680.00,770.5,25.3,-3.3
681.00,760.5,25.1,9.0
682.00,753.9,25.0,-31.6
683.00,747.5,24.9,-19.4
684.00,743.4,24.8,17.2
685.00,744.2,24.7,8.3
686.00,744.9,24.6,-1.9
687.00,751.1,24.4,7.7
688.00,757.9,24.3,13.6
689.00,767.8,24.2,5.0
690.00,773.0,24.1,88.9
691.00,792.0,24.0,-17.6
692.00,800.6,23.9,-20.3
693.00,811.5,23.8,-37.9
694.00,818.5,23.6,-39.3
695.00,818.7,23.5,4.3
696.00,815.7,23.4,3.3
697.00,811.7,23.3,-31.3
698.00,808.5,23.2,-88.6
699.00,794.4,23.1,-2.0
700.00,784.5,23.0,26.2
701.00,775.4,22.9,-9.9
702.00,768.6,22.8,-47.6
703.00,759.8,22.6,16.2
704.00,756.5,22.5,28.2
705.00,758.6,22.4,-53.4
706.00,758.4,22.3,0.4
707.00,765.1,22.2,11.2
708.00,772.5,22.1,-14.6
709.00,780.9,22.0,4.1
710.00,792.1,21.9,17.0
711.00,803.7,21.8,42.2
712.00,814.8,21.7,59.7
713.00,825.2,21.6,24.5
714.00,835.9,21.5,2.4
715.00,837.9,21.4,-63.3
716.00,834.0,21.3,19.4
717.00,829.3,21.2,15.6
718.00,825.3,21.1,-54.7
719.00,809.0,21.0,10.7
720.00,801.5,20.9,-42.9
721.00,794.0,20.8,-54.7
722.00,777.9,20.7,16.5
723.00,776.1,20.6,-14.8
724.00,772.7,20.5,13.9
725.00,767.0,20.4,20.2
726.00,770.5,20.3,-18.4
727.00,777.2,20.2,10.9
728.00,785.2,20.1,35.5
729.00,797.9,20.0,7.9
730.00,810.9,19.9,11.4
731.00,822.6,19.8,11.9
732.00,830.9,19.7,31.6
733.00,844.7,19.6,39.0
734.00,853.6,19.5,-16.6
735.00,856.4,19.4,-23.7
736.00,854.6,19.4,-18.3
737.00,847.7,19.3,-25.5
738.00,839.3,19.2,-2.5
739.00,829.4,19.1,-41.6
740.00,817.4,19.0,-28.7
741.00,806.1,18.9,18.8
742.00,793.6,18.8,9.3
743.00,787.1,18.7,6.1
744.00,784.5,18.6,-21.6
745.00,784.0,18.5,2.1
746.00,789.0,18.5,-29.0
747.00,790.6,18.4,25.1
748.00,801.6,18.3,-23.0
749.00,812.4,18.2,16.7
750.00,828.7,18.1,-18.0
751.00,839.8,18.0,10.9
752.00,853.4,17.9,-20.1
753.00,861.6,17.8,36.3
754.00,872.0,17.8,-18.8
755.00,872.1,17.7,20.8
756.00,876.2,17.6,-45.3
757.00,864.0,17.5,19.3
758.00,855.3,17.4,12.8
759.00,847.3,17.3,-28.8
760.00,834.7,17.3,-22.0
761.00,821.5,17.2,43.5
762.00,809.9,17.1,22.4
763.00,806.1,17.0,-31.0
764.00,802.0,16.9,-29.4
765.00,804.0,16.9,-52.4
766.00,798.5,16.8,31.8
767.00,807.8,16.7,10.4
768.00,818.5,16.6,-14.1
769.00,827.5,16.5,19.3
770.00,845.4,16.5,25.6
771.00,853.5,16.4,71.3
772.00,872.0,16.3,14.7
773.00,881.6,16.2,30.7
774.00,887.0,16.2,-1.5
775.00,888.5,16.1,49.9
776.00,890.8,16.0,-31.5
777.00,884.7,15.9,-3.2
778.00,877.4,15.8,-10.8
779.00,863.9,15.8,-11.4
780.00,853.1,15.7,-59.8
781.00,839.9,15.6,9.1
782.00,829.4,15.5,-37.2
783.00,815.8,15.5,19.2
784.00,817.6,15.4,-44.4
785.00,816.1,15.3,-41.7
786.00,816.4,15.3,-16.4
787.00,823.4,15.2,-9.5
788.00,829.7,15.1,28.8
789.00,844.4,15.0,39.5
790.00,862.5,15.0,0.7
791.00,869.3,14.9,83.8
792.00,883.4,14.8,29.3
793.00,898.6,14.8,23.1
794.00,906.0,14.7,-4.5
795.00,909.3,14.6,14.5
796.00,907.0,14.5,-15.0
797.00,901.7,14.5,-15.2
798.00,894.1,14.4,7.3
799.00,879.1,14.3,-4.0
800.00,869.4,14.3,-40.4
801.00,856.5,14.2,-2.5
802.00,843.8,14.1,-46.9
803.00,835.4,14.1,2.2
804.00,832.4,14.0,-50.5
805.00,828.7,13.9,10.3
806.00,829.9,13.9,-1.2
807.00,838.1,13.8,-22.2
808.00,846.2,13.7,21.3
809.00,861.1,13.7,36.7
810.00,879.4,13.6,5.2
811.00,894.1,13.5,-8.9
812.00,907.4,13.5,-5.2
813.00,922.6,13.4,-13.9
814.00,926.8,13.3,20.6
815.00,934.6,13.3,-46.8
816.00,929.0,13.2,-18.4
817.00,922.0,13.2,-38.5
818.00,910.0,13.1,9.3
819.00,899.8,13.0,-31.6
820.00,886.9,13.0,-8.4
821.00,870.0,12.9,-9.8
822.00,856.2,12.9,27.8
823.00,849.0,12.8,22.2
824.00,844.3,12.7,-13.7
825.00,841.3,12.7,53.3
826.00,846.3,12.6,-6.1
827.00,852.1,12.5,4.7
828.00,861.7,12.5,12.8
829.00,876.0,12.4,46.8
830.00,895.0,12.4,-4.1
831.00,907.2,12.3,38.4
832.00,925.2,12.3,14.4
833.00,939.4,12.2,-39.5
834.00,944.2,12.1,56.9
835.00,947.5,12.1,20.6
836.00,949.5,12.0,-2.3
837.00,940.0,12.0,44.7
838.00,928.2,11.9,36.9
839.00,916.8,11.9,-29.9
840.00,903.3,11.8,0.5
841.00,887.4,11.7,-14.8
842.00,874.6,11.7,-18.9
