time_us,current_A,voltage_V,di_dt_A_us
105.00,11340.0,263.7,-909.4
106.00,10447.2,242.6,-927.3
107.00,9622.2,223.2,-775.4
108.00,8864.7,205.4,-722.4
109.00,8169.5,188.9,-663.3
110.00,7532.2,173.8,-688.2
111.00,6942.1,159.9,-552.7
112.00,6404.6,147.2,-513.7
113.00,5906.8,135.4,-471.5
114.00,5449.7,124.6,-401.6
115.00,5029.4,114.6,-422.8
116.00,4641.7,105.4,-271.2
117.00,4294.9,97.0,-346.6
118.00,3969.3,89.3,-285.2
119.00,3671.3,82.1,-312.9
120.00,3397.9,75.6,-271.8
121.00,3144.3,69.5,-228.2
122.00,2914.2,64.0,-189.5
123.00,2704.3,58.8,-217.5
124.00,2511.0,54.1,-181.0
125.00,2334.9,49.8,-159.1
126.00,2172.7,45.8,-164.6
127.00,2024.7,42.2,-151.6
128.00,1886.3,38.8,-135.7
129.00,1761.8,35.7,-76.9
130.00,1645.4,32.8,-75.6
131.00,1542.1,30.2,-82.6
132.00,1446.8,27.8,-81.4
133.00,1362.4,25.6,-89.2
134.00,1280.0,23.5,-78.9
135.00,1204.7,21.6,-81.7
136.00,1140.8,19.9,-51.0
137.00,1080.2,18.3,-19.5
138.00,1027.1,16.9,-75.3
139.00,976.9,15.5,-70.0
140.00,928.7,14.3,-11.1
141.00,892.5,13.1,-54.2
142.00,853.9,12.1,-24.3
143.00,820.0,11.1,-21.4
144.00,790.6,10.2,-18.2
145.00,762.8,9.4,2.4
146.00,737.6,8.7,-44.5
147.00,718.6,8.0,-56.5
148.00,698.3,7.3,-40.0
149.00,678.6,6.7,46.2
150.00,666.1,6.2,-40.7
151.00,649.0,5.7,6.6
152.00,642.1,5.2,-23.5
153.00,629.9,4.8,-47.4
154.00,621.0,4.4,28.1
155.00,613.6,4.1,-8.7
156.00,607.7,3.8,-19.9
157.00,604.3,3.5,-45.3
158.00,599.2,3.2,15.6
159.00,593.7,2.9,-39.5
160.00,593.4,2.7,29.5
161.00,591.9,2.5,-26.3
162.00,592.2,2.3,-31.2
163.00,593.0,2.1,-26.1
164.00,592.9,1.9,28.8
165.00,595.3,1.8,-3.5
166.00,598.6,1.6,-26.6
167.00,597.8,1.5,0.0
168.00,601.9,1.4,-5.5
169.00,605.5,1.3,-17.8
170.00,608.6,1.2,6.5
171.00,614.0,1.1,-20.4
172.00,617.0,1.0,-11.0
173.00,620.1,0.9,2.2
174.00,625.1,0.8,3.7
175.00,625.0,0.8,72.8
176.00,639.0,0.7,-12.6
177.00,641.3,0.7,38.6
178.00,644.0,0.6,32.3
179.00,649.0,0.6,45.8
180.00,662.6,0.5,-33.1
181.00,664.0,0.5,18.9
182.00,671.0,0.4,10.6
183.00,679.1,0.4,-3.0
184.00,684.0,0.4,-28.4
185.00,689.6,0.3,55.2
186.00,697.4,0.3,25.7
187.00,702.3,0.3,24.7
188.00,713.4,0.3,20.0
189.00,719.6,0.2,-3.7
190.00,727.0,0.2,-13.5
191.00,736.2,0.2,17.2
192.00,736.0,0.2,61.8
193.00,744.8,0.2,41.8
194.00,755.2,0.2,-6.6
195.00,758.4,0.1,68.1
196.00,769.2,0.1,14.2
197.00,778.0,0.1,-63.2
198.00,782.3,0.1,-0.7
199.00,793.4,0.1,6.6
200.00,798.0,0.1,18.2
201.00,803.7,0.1,24.5
202.00,814.6,0.1,12.0
203.00,823.8,0.1,-28.0
204.00,828.4,0.1,13.4
205.00,839.1,0.1,-26.2
206.00,846.8,0.1,-12.1
207.00,854.8,0.1,13.1
208.00,860.5,0.0,19.7
209.00,868.9,0.0,7.2
210.00,876.8,0.0,-17.8
211.00,882.7,0.0,15.4
212.00,896.3,0.0,-24.8
213.00,900.2,0.0,-0.6
214.00,907.4,0.0,5.5
215.00,914.5,0.0,44.5
216.00,920.4,0.0,35.0
217.00,932.4,0.0,-13.5
218.00,937.9,0.0,4.5
219.00,942.9,0.0,49.0
220.00,957.5,0.0,-32.1
221.00,959.2,0.0,44.9
222.00,968.8,0.0,2.0
223.00,976.0,0.0,37.3
224.00,985.4,0.0,17.4
225.00,992.8,0.0,40.6
226.00,1001.8,0.0,7.2
227.00,1009.4,0.0,-8.9
228.00,1013.1,0.0,28.8
229.00,1027.9,0.0,-7.4
230.00,1034.4,0.0,-33.2
231.00,1039.5,0.0,50.2
232.00,1048.8,0.0,14.6
233.00,1055.2,0.0,12.3
234.00,1065.1,0.0,2.3
235.00,1073.6,0.0,-1.0
236.00,1077.3,0.0,1.4
237.00,1086.9,0.0,0.0
238.00,1093.2,0.0,8.0
239.00,1099.2,0.0,26.2
240.00,1109.3,0.0,25.8
241.00,1120.3,0.0,22.2
242.00,1128.6,0.0,10.3
243.00,1135.5,0.0,-23.8
244.00,1145.7,0.0,0.5
245.00,1148.2,0.0,9.5
246.00,1158.1,0.0,21.2
247.00,1167.9,0.0,33.7
248.00,1172.4,0.0,54.4
249.00,1181.4,0.0,-5.7
250.00,1190.5,0.0,15.8
251.00,1198.1,0.0,9.2
252.00,1205.4,0.0,64.1
253.00,1213.8,0.0,-20.1
254.00,1219.3,0.0,-3.1
255.00,1225.4,0.0,2.0
256.00,1234.4,0.0,29.8
257.00,1244.4,0.0,-21.9
258.00,1252.9,0.0,8.2
259.00,1262.4,0.0,-26.0
260.00,1264.1,0.0,57.8
261.00,1277.0,0.0,-27.9
262.00,1284.9,0.0,9.5
263.00,1291.9,0.0,11.2
264.00,1302.8,0.0,-32.7
265.00,1305.2,0.0,56.4
266.00,1312.5,0.0,13.5
267.00,1321.3,0.0,33.4
268.00,1331.9,0.0,-11.8
269.00,1336.4,0.0,23.3
270.00,1347.0,0.0,21.9
271.00,1352.4,0.0,54.9
272.00,1365.8,0.0,-41.4
273.00,1372.2,0.0,16.9
274.00,1378.4,0.0,8.8
275.00,1388.9,0.0,4.2
276.00,1394.5,0.0,-20.8
277.00,1400.7,0.0,-3.0
278.00,1410.7,0.0,-22.7
279.00,1417.9,0.0,-15.2
280.00,1424.9,0.0,58.0
281.00,1432.2,0.0,-2.5
282.00,1439.7,0.0,30.3
283.00,1444.6,0.0,23.4
284.00,1456.5,0.0,-28.4
285.00,1462.6,0.0,35.5
286.00,1470.5,0.0,28.1
287.00,1478.1,0.0,29.7
288.00,1482.7,0.0,10.2
289.00,1495.3,0.0,-37.6
290.00,1502.7,0.0,0.2
291.00,1509.6,0.0,25.7
292.00,1517.0,0.0,37.1
293.00,1528.0,0.0,-18.7
294.00,1536.1,0.0,-21.4
295.00,1544.3,0.0,-0.8
296.00,1548.1,0.0,12.1
297.00,1553.7,0.0,44.7
298.00,1565.9,0.0,28.0
299.00,1576.2,0.0,-10.5
300.00,1577.1,0.0,28.8
301.00,1588.6,0.0,36.2
302.00,1599.0,0.0,-25.5
303.00,1599.4,0.0,44.4
304.00,1613.4,0.0,-1.3
305.00,1617.2,0.0,21.1
306.00,1628.4,0.0,-5.2
307.00,1633.1,0.0,67.2
308.00,1645.8,0.0,-13.4
309.00,1647.6,0.0,59.4
310.00,1657.6,0.0,39.0
311.00,1664.5,0.0,25.4
312.00,1673.6,0.0,5.2
313.00,1682.2,0.0,8.8
314.00,1691.9,0.0,-51.7
315.00,1699.7,0.0,-16.4
316.00,1704.6,0.0,29.0
317.00,1711.7,0.0,38.9
318.00,1723.3,0.0,-1.3
319.00,1728.4,0.0,30.2
320.00,1737.3,0.0,12.6
321.00,1747.1,0.0,-39.4
322.00,1750.5,0.0,43.9
323.00,1759.5,0.0,-24.4
324.00,1768.2,0.0,64.9
325.00,1777.1,0.0,1.7
326.00,1783.2,0.0,13.5
327.00,1791.1,0.0,-5.4
328.00,1797.6,0.0,25.6
329.00,1809.9,0.0,-70.3
330.00,1815.5,0.0,-17.7
331.00,1820.3,0.0,40.4
332.00,1830.8,0.0,-14.2
333.00,1840.0,0.0,-41.4
334.00,1847.4,0.0,-11.2
335.00,1852.7,0.0,11.3
336.00,1859.2,0.0,-2.9
337.00,1869.1,0.0,-14.6
338.00,1881.4,0.0,-11.7
339.00,1881.7,0.0,23.3
340.00,1893.6,0.0,9.3
341.00,1899.0,0.0,13.2
342.00,1906.9,0.0,18.4
343.00,1916.9,0.0,25.4
344.00,1924.0,0.0,-7.4
345.00,1930.5,0.0,-7.8
346.00,1942.6,0.0,11.8
347.00,1946.8,0.0,8.0
348.00,1954.2,0.0,-38.3
349.00,1961.9,0.0,10.0
350.00,1972.7,0.0,-28.4
351.00,1980.5,0.0,-34.2
352.00,1986.8,0.0,-52.2
353.00,1996.6,0.0,15.0
354.00,2002.0,0.0,30.2
355.00,2008.0,0.0,-13.0
356.00,2017.3,0.0,-12.0
357.00,2024.0,0.0,39.9
358.00,2036.6,0.0,-8.1
359.00,2042.3,0.0,-1.5
360.00,2046.2,0.0,9.9
361.00,2055.7,0.0,9.3
362.00,2060.6,0.0,42.2
363.00,2072.3,0.0,-16.9
364.00,2077.9,0.0,14.0
365.00,2087.5,0.0,10.6
366.00,2093.7,0.0,0.4
367.00,2104.2,0.0,4.6
368.00,2107.7,0.0,22.3
369.00,2118.7,0.0,13.9
370.00,2127.5,0.0,15.5
371.00,2130.3,0.0,10.1
372.00,2142.9,0.0,21.9
373.00,2150.3,0.0,-26.0
374.00,2154.9,0.0,32.5
375.00,2162.9,0.0,26.0
376.00,2172.5,0.0,1.1
377.00,2181.6,0.0,-22.2
378.00,2187.0,0.0,4.2
379.00,2196.2,0.0,-12.2
380.00,2200.0,0.0,3.5
381.00,2208.5,0.0,36.0
382.00,2217.5,0.0,21.1
383.00,2225.6,0.0,1.2
384.00,2232.5,0.0,5.8
385.00,2240.4,0.0,28.1
386.00,2248.3,0.0,1.0
387.00,2254.1,0.0,38.7
388.00,2265.2,0.0,5.2
389.00,2273.8,0.0,5.5
390.00,2279.0,0.0,16.2
391.00,2285.0,0.0,40.4
392.00,2299.3,0.0,-24.9
393.00,2304.6,0.0,24.9
394.00,2311.8,0.0,24.7
395.00,2319.7,0.0,-19.3
396.00,2325.0,0.0,60.2
397.00,2333.4,0.0,-6.4
398.00,2344.6,0.0,13.3
399.00,2346.2,0.0,32.1
400.00,2355.6,0.0,24.4
401.00,2365.1,0.0,-20.8
402.00,2377.1,0.0,-64.2
403.00,2382.2,0.0,-37.9
404.00,2388.6,0.0,18.9
405.00,2394.4,0.0,26.1
406.00,2405.1,0.0,-1.7
407.00,2412.5,0.0,-17.8
408.00,2420.3,0.0,-18.9
409.00,2424.5,0.0,58.1
410.00,2431.4,0.0,22.1
411.00,2444.4,0.0,-30.8
412.00,2448.6,0.0,17.1
413.00,2457.1,0.0,12.6
414.00,2466.5,0.0,28.1
415.00,2472.8,0.0,31.5
416.00,2480.7,0.0,17.0
417.00,2485.3,0.0,35.3
418.00,2496.6,0.0,-8.1
419.00,2504.6,0.0,5.1
420.00,2512.0,0.0,-19.0
421.00,2518.7,0.0,2.1
422.00,2522.1,0.0,72.4
423.00,2531.4,0.0,66.2
424.00,2538.6,0.0,62.4
425.00,2552.1,0.0,-9.6
426.00,2559.6,0.0,-18.0
427.00,2565.1,0.0,-0.1
428.00,2577.2,0.0,-64.4
429.00,2581.7,0.0,-11.1
430.00,2587.6,0.0,-11.2
431.00,2596.2,0.0,-28.1
432.00,2603.7,0.0,5.9
433.00,2612.8,0.0,-29.0
434.00,2621.0,0.0,-7.3
435.00,2622.8,0.0,49.4
436.00,2635.1,0.0,-15.0
437.00,2638.7,0.0,31.6
438.00,2650.2,0.0,8.1
439.00,2658.6,0.0,13.8
440.00,2666.2,0.0,19.4
441.00,2671.6,0.0,19.8
442.00,2683.4,0.0,-41.4
443.00,2684.7,0.0,-1.3
444.00,2693.3,0.0,39.3
445.00,2702.7,0.0,7.6
446.00,2713.7,0.0,20.9
447.00,2719.6,0.0,26.9
448.00,2724.3,0.0,37.3
449.00,2735.1,0.0,-19.4
450.00,2740.1,0.0,-0.2
451.00,2747.3,0.0,52.6
452.00,2756.4,0.0,38.9
453.00,2765.4,0.0,23.2
454.00,2770.6,0.0,67.4
455.00,2783.1,0.0,-3.4
456.00,2785.9,0.0,63.5
457.00,2794.5,0.0,13.6
458.00,2803.8,0.0,-16.2
459.00,2809.8,0.0,23.9
460.00,2818.2,0.0,30.7
461.00,2826.5,0.0,-34.1
462.00,2833.1,0.0,51.3
463.00,2838.6,0.0,27.8
464.00,2850.9,0.0,-6.0
465.00,2856.5,0.0,25.2
466.00,2867.6,0.0,-27.6
467.00,2873.6,0.0,-38.0
468.00,2879.5,0.0,0.8
469.00,2887.4,0.0,14.2
470.00,2893.3,0.0,-1.4
471.00,2901.7,0.0,31.7
472.00,2912.6,0.0,-2.1
473.00,2915.8,0.0,30.4
474.00,2926.9,0.0,7.2
475.00,2935.7,0.0,-19.6
476.00,2938.6,0.0,46.4
477.00,2948.8,0.0,-12.2
478.00,2957.0,0.0,7.9
479.00,2963.6,0.0,5.0
480.00,2972.7,0.0,-3.6
481.00,2980.9,0.0,-45.8
482.00,2986.7,0.0,7.1
483.00,2996.4,0.0,-33.5
484.00,3000.7,0.0,25.3
485.00,3004.7,0.0,111.1
486.00,3016.6,0.0,0.6
487.00,3031.4,0.0,-26.7
488.00,3034.8,0.0,15.2
489.00,3038.8,0.0,-0.3
490.00,3047.3,0.0,-4.9
491.00,3054.7,0.0,44.5
492.00,3066.7,0.0,-19.5
493.00,3073.2,0.0,-58.1
494.00,3079.8,0.0,-8.2
495.00,3086.8,0.0,27.9
496.00,3093.3,0.0,-6.6
497.00,3104.6,0.0,-24.6
498.00,3106.8,0.0,49.3
499.00,3112.6,0.0,63.3
500.00,3123.6,0.0,7.0
501.00,3135.2,0.0,-9.7
502.00,3139.5,0.0,-5.9
503.00,3144.8,0.0,57.4
504.00,3155.9,0.0,-36.2
505.00,3164.0,0.0,0.1
506.00,3169.5,0.0,34.7
507.00,3175.4,0.0,26.8
508.00,3183.4,0.0,30.2
509.00,3189.4,0.0,29.9
510.00,3202.7,0.0,-2.9
511.00,3207.3,0.0,68.0
512.00,3213.1,0.0,26.5
513.00,3224.3,0.0,15.8
514.00,3229.9,0.0,29.8
515.00,3243.2,0.0,-54.9
516.00,3246.8,0.0,-39.3
517.00,3254.5,0.0,-24.1
518.00,3262.0,0.0,-5.7
519.00,3267.9,0.0,19.5
520.00,3276.1,0.0,4.0
521.00,3284.6,0.0,-16.1
522.00,3295.5,0.0,-27.8
523.00,3303.2,0.0,-18.4
524.00,3306.9,0.0,-7.2
525.00,3312.8,0.0,16.1
526.00,3324.9,0.0,-33.0
527.00,3332.5,0.0,33.5
528.00,3336.3,0.0,33.6
529.00,3348.3,0.0,-14.7
530.00,3352.3,0.0,5.5
531.00,3359.8,0.0,37.7
532.00,3368.4,0.0,-20.8
533.00,3374.5,0.0,13.3
534.00,3381.0,0.0,37.2
535.00,3392.0,0.0,2.8
536.00,3398.2,0.0,10.8
537.00,3403.4,0.0,9.9
538.00,3412.3,0.0,6.9
539.00,3419.7,0.0,24.8
540.00,3426.3,0.0,23.4
541.00,3435.2,0.0,7.6
542.00,3443.9,0.0,-16.9
543.00,3450.1,0.0,9.0
544.00,3457.8,0.0,7.0
545.00,3465.7,0.0,18.6
546.00,3474.1,0.0,21.5
547.00,3484.8,0.0,-15.1
548.00,3493.3,0.0,-22.6
549.00,3496.1,0.0,36.2
550.00,3505.9,0.0,4.2
551.00,3512.4,0.0,19.4
552.00,3518.2,0.0,9.3
553.00,3529.8,0.0,-33.2
554.00,3538.2,0.0,7.2
555.00,3540.5,0.0,35.2
556.00,3547.9,0.0,28.0
557.00,3557.6,0.0,-3.0
558.00,3568.9,0.0,-10.0
559.00,3571.6,0.0,13.6
560.00,3579.9,0.0,9.3
561.00,3589.2,0.0,29.7
562.00,3594.8,0.0,-21.6
563.00,3601.5,0.0,39.7
564.00,3612.1,0.0,-19.4
565.00,3617.8,0.0,12.7
566.00,3625.6,0.0,-9.8
567.00,3638.2,0.0,-41.5
568.00,3638.9,0.0,19.8
569.00,3648.5,0.0,-28.7
570.00,3655.9,0.0,3.7
571.00,3663.7,0.0,-14.9
572.00,3670.2,0.0,50.7
573.00,3678.3,0.0,11.3
574.00,3686.8,0.0,-19.1
575.00,3693.6,0.0,-16.2
576.00,3701.3,0.0,17.3
577.00,3712.6,0.0,-33.5
578.00,3713.9,0.0,18.5
579.00,3720.7,0.0,-10.1
580.00,3732.1,0.0,-3.1
581.00,3741.3,0.0,14.3
582.00,3746.7,0.0,12.2
583.00,3753.7,0.0,9.9
584.00,3762.4,0.0,-23.5
585.00,3769.7,0.0,-6.7
586.00,3779.3,0.0,7.2
587.00,3783.1,0.0,24.4
588.00,3787.1,0.0,83.5
589.00,3799.0,0.0,26.4
590.00,3806.8,0.0,-41.5
591.00,3815.5,0.0,-4.3
592.00,3824.6,0.0,-14.3
593.00,3827.7,0.0,11.0
594.00,3834.5,0.0,49.4
595.00,3845.0,0.0,5.3
596.00,3850.6,0.0,65.9
597.00,3861.7,0.0,-12.0
598.00,3865.3,0.0,60.0
599.00,3875.9,0.0,2.9
600.00,3880.1,0.0,17.2
601.00,3889.8,0.0,17.6
602.00,3897.9,0.0,10.5
603.00,3901.7,0.0,31.7
604.00,3914.4,0.0,12.8
605.00,3922.8,0.0,0.4
606.00,3927.7,0.0,21.0
607.00,3936.2,0.0,-34.2
608.00,3945.7,0.0,-17.0
609.00,3951.6,0.0,-5.5
610.00,3956.5,0.0,23.9
611.00,3967.3,0.0,-38.6
612.00,3972.5,0.0,12.8
613.00,3980.8,0.0,-9.5
614.00,3986.8,0.0,16.3
615.00,3999.1,0.0,-48.0
616.00,4003.1,0.0,22.1
617.00,4008.5,0.0,27.8
618.00,4019.8,0.0,-17.9
619.00,4027.5,0.0,-35.7
620.00,4031.8,0.0,-3.4
621.00,4042.3,0.0,-9.6
622.00,4050.3,0.0,-17.1
623.00,4056.0,0.0,-5.6
624.00,4062.5,0.0,-6.9
625.00,4069.3,0.0,11.7
626.00,4080.8,0.0,-5.4
627.00,4084.7,0.0,29.6
628.00,4093.2,0.0,9.0
629.00,4100.0,0.0,41.7
630.00,4107.5,0.0,-16.9
631.00,4115.1,0.0,35.5
632.00,4125.5,0.0,-17.3
633.00,4133.1,0.0,-46.0
634.00,4136.2,0.0,23.7
635.00,4151.1,0.0,-68.9
636.00,4154.8,0.0,12.0
637.00,4160.0,0.0,8.9
638.00,4172.1,0.0,-62.4
639.00,4171.6,0.0,46.3
640.00,4183.7,0.0,-15.4
641.00,4191.4,0.0,-3.3
642.00,4195.7,0.0,13.8
643.00,4204.2,0.0,-32.3
644.00,4209.2,0.0,42.9
645.00,4219.9,0.0,32.4
646.00,4227.2,0.0,-10.3
647.00,4235.5,0.0,0.4
648.00,4244.3,0.0,-46.9
649.00,4250.7,0.0,-12.8
650.00,4260.4,0.0,-41.3
651.00,4268.5,0.0,-5.9
652.00,4272.2,0.0,13.0
653.00,4281.6,0.0,5.1
654.00,4288.5,0.0,-51.6
655.00,4295.3,0.0,30.9
656.00,4302.3,0.0,40.5
657.00,4310.1,0.0,-16.3
658.00,4317.3,0.0,18.1
659.00,4324.9,0.0,-11.8
660.00,4330.2,0.0,34.4
661.00,4341.6,0.0,13.1
662.00,4343.0,0.0,58.9
663.00,4352.1,0.0,48.0
664.00,4360.5,0.0,65.4
665.00,4370.7,0.0,-4.6
666.00,4379.3,0.0,-21.8
667.00,4385.6,0.0,-10.7
668.00,4392.0,0.0,19.1
669.00,4401.0,0.0,-16.0
670.00,4409.9,0.0,-19.3
671.00,4417.2,0.0,14.6
672.00,4423.6,0.0,17.8
673.00,4433.3,0.0,-43.8
674.00,4434.0,0.0,33.8
675.00,4446.7,0.0,-25.7
676.00,4454.0,0.0,-12.8
677.00,4459.8,0.0,8.8
678.00,4469.7,0.0,-16.4
679.00,4474.6,0.0,0.2
680.00,4480.3,0.0,8.3
681.00,4490.6,0.0,-30.0
682.00,4501.1,0.0,4.3
683.00,4505.5,0.0,-16.4
684.00,4510.8,0.0,8.9
685.00,4517.3,0.0,14.8
686.00,4525.3,0.0,60.9
687.00,4535.2,0.0,12.6
688.00,4542.3,0.0,2.8
689.00,4551.4,0.0,57.8
690.00,4558.7,0.0,-10.4
691.00,4560.0,0.0,76.4
692.00,4572.2,0.0,-10.3
693.00,4577.6,0.0,40.2
694.00,4585.7,0.0,35.3
695.00,4591.4,0.0,57.5
696.00,4603.7,0.0,-10.2
697.00,4606.8,0.0,27.7
698.00,4613.8,0.0,59.9
699.00,4625.0,0.0,14.9
700.00,4632.8,0.0,-43.8
701.00,4639.3,0.0,2.3
702.00,4650.3,0.0,-66.0
703.00,4650.9,0.0,24.1
704.00,4662.6,0.0,-16.2
705.00,4670.4,0.0,-3.9
706.00,4679.0,0.0,-11.3
707.00,4685.8,0.0,-35.4
708.00,4691.5,0.0,25.4
709.00,4697.3,0.0,50.5
710.00,4705.2,0.0,9.3
711.00,4711.1,0.0,30.3
712.00,4719.7,0.0,-0.7
713.00,4727.8,0.0,5.2
714.00,4729.0,0.0,79.8
715.00,4744.2,0.0,8.5
716.00,4750.8,0.0,0.8
717.00,4756.7,0.0,12.2
718.00,4765.8,0.0,-6.0
719.00,4772.9,0.0,4.9
720.00,4780.3,0.0,5.9
721.00,4792.1,0.0,-47.5
722.00,4797.0,0.0,-60.2
723.00,4800.2,0.0,62.0
724.00,4811.1,0.0,-15.2
725.00,4817.8,0.0,-14.0
726.00,4828.5,0.0,-32.0
727.00,4828.5,0.0,46.5
728.00,4837.8,0.0,50.3
729.00,4840.9,0.0,53.7
730.00,4852.9,0.0,10.3
731.00,4860.7,0.0,1.3
732.00,4870.3,0.0,-7.6
733.00,4882.3,0.0,-37.0
734.00,4882.7,0.0,27.6
735.00,4889.4,0.0,28.3
736.00,4897.2,0.0,35.9
737.00,4906.5,0.0,4.4
738.00,4915.4,0.0,-3.3
739.00,4923.5,0.0,-16.7
740.00,4927.1,0.0,31.5
741.00,4937.8,0.0,-11.7
742.00,4942.3,0.0,15.8
743.00,4950.6,0.0,-21.8
744.00,4961.5,0.0,28.0
745.00,4964.4,0.0,26.1
746.00,4971.6,0.0,18.9
747.00,4982.1,0.0,-17.7
748.00,4987.1,0.0,17.8
749.00,4994.4,0.0,-2.8
750.00,5005.8,0.0,-24.7
751.00,5013.3,0.0,20.6
752.00,5019.1,0.0,-44.0
753.00,5027.1,0.0,-5.5
754.00,5033.2,0.0,-5.6
755.00,5040.0,0.0,38.9
756.00,5043.7,0.0,15.5
757.00,5052.0,0.0,29.7
758.00,5063.9,0.0,-3.0
759.00,5067.2,0.0,36.5
760.00,5076.1,0.0,-0.2
761.00,5084.2,0.0,-71.1
762.00,5089.5,0.0,13.3
763.00,5100.6,0.0,-31.1
764.00,5101.7,0.0,50.5
765.00,5115.5,0.0,-22.4
766.00,5123.4,0.0,-17.2
767.00,5129.5,0.0,-47.9
768.00,5136.5,0.0,-19.4
769.00,5143.6,0.0,-12.8
770.00,5152.0,0.0,-32.7
771.00,5158.2,0.0,-25.9
772.00,5164.6,0.0,39.6
773.00,5175.4,0.0,-18.6
774.00,5181.1,0.0,-9.6
775.00,5187.1,0.0,13.3
776.00,5197.1,0.0,-4.6
777.00,5203.6,0.0,-14.5
778.00,5208.4,0.0,35.4
779.00,5216.8,0.0,-10.8
780.00,5222.3,0.0,10.4
781.00,5232.5,0.0,-7.7
782.00,5239.9,0.0,12.5
783.00,5245.7,0.0,26.1
784.00,5253.3,0.0,-0.3
785.00,5264.8,0.0,-38.8
786.00,5272.3,0.0,-30.8
787.00,5278.6,0.0,14.9
788.00,5280.3,0.0,29.0
789.00,5290.6,0.0,25.2
790.00,5294.7,0.0,14.6
791.00,5305.7,0.0,12.0
792.00,5315.0,0.0,4.6
793.00,5321.0,0.0,22.1
794.00,5323.2,0.0,52.6
795.00,5331.6,0.0,55.2
796.00,5340.6,0.0,52.7
797.00,5352.4,0.0,-11.7
798.00,5354.7,0.0,15.9
799.00,5366.3,0.0,-17.3
800.00,5371.2,0.0,-2.1
801.00,5378.0,0.0,21.7
802.00,5381.2,0.0,43.8
803.00,5392.5,0.0,45.7
804.00,5400.3,0.0,7.7
805.00,5405.9,0.0,5.4
806.00,5415.6,0.0,8.3
807.00,5424.6,0.0,1.9
808.00,5428.7,0.0,44.1
809.00,5435.3,0.0,45.3
