time_s,x_m,y_m,z_m,range_m,v_radial_mps,azimuth_deg,elevation_deg,rcs_m2
4.800,355.170,30.901,38.005,358.532,0.349,4.972,6.085,0.001172
4.900,355.128,31.588,38.067,358.557,-0.716,5.083,6.094,0.020512
5.000,355.140,32.438,37.999,358.637,-3.893,5.219,6.082,0.013700
5.100,355.080,32.883,38.017,358.620,3.421,5.291,6.085,0.017575
5.200,355.203,33.585,38.014,358.807,-13.703,5.401,6.082,0.005383
5.300,355.023,34.070,37.969,358.670,-4.000,5.482,6.077,0.019343
5.400,355.006,34.873,38.006,358.734,-9.232,5.610,6.082,0.010280
5.500,354.955,35.508,38.050,358.750,1.457,5.713,6.088,0.005266
5.600,354.888,36.147,37.963,358.738,-1.884,5.816,6.075,0.018349
5.700,355.149,36.711,38.060,359.064,5.804,5.902,6.085,0.050071
5.800,355.053,37.453,37.979,359.037,1.895,6.022,6.072,0.013316
5.900,355.352,37.906,38.007,359.384,-7.867,6.089,6.071,0.022821
6.000,355.018,38.460,38.089,359.121,-3.182,6.183,6.088,0.007099
6.100,355.142,39.450,38.026,359.344,-11.279,6.339,6.075,0.004508
6.200,355.142,39.968,38.097,359.409,7.431,6.421,6.085,0.032578
6.300,355.267,40.640,38.010,359.598,-4.554,6.526,6.068,0.008684
6.400,355.101,41.273,38.035,359.509,-1.574,6.630,6.073,0.005412
6.500,355.282,41.940,37.974,359.759,-11.920,6.732,6.059,0.016320
6.600,355.217,42.573,38.023,359.774,7.046,6.834,6.067,0.007387
6.700,355.168,42.987,38.025,359.775,1.862,6.901,6.067,0.003017
6.800,355.130,43.921,38.091,359.857,-6.646,7.050,6.076,0.004482
6.900,355.093,44.449,38.063,359.882,-7.537,7.135,6.071,0.009833
7.000,355.084,45.224,37.983,359.962,11.962,7.258,6.057,0.002425
7.100,355.287,45.856,38.084,360.253,-0.430,7.354,6.068,0.004830
7.200,355.167,46.519,38.131,360.224,4.533,7.462,6.076,0.007143
7.300,355.141,47.208,38.061,360.281,-2.754,7.572,6.064,0.014960
7.400,355.019,47.746,37.992,360.224,5.915,7.660,6.054,0.003795
7.500,355.316,48.241,38.042,360.588,7.532,7.732,6.056,0.011235
7.600,355.223,48.964,38.092,360.599,3.441,7.848,6.064,0.003712
7.700,355.222,49.605,38.049,360.681,-1.199,7.950,6.055,0.008990
7.800,355.166,50.419,38.066,360.741,-6.628,8.080,6.057,0.004457
7.900,354.875,51.056,38.060,360.544,-12.673,8.187,6.060,0.021969
8.000,354.954,51.682,37.962,360.700,7.588,8.284,6.041,0.004863
8.100,355.068,52.300,38.078,360.913,9.349,8.379,6.056,0.009226
8.200,355.140,52.915,38.017,361.068,0.507,8.475,6.044,0.002161
8.300,355.225,53.516,38.104,361.249,5.738,8.567,6.055,0.016015
8.400,355.129,54.016,38.006,361.219,6.562,8.648,6.040,0.000195
8.500,355.173,54.773,37.983,361.373,-0.103,8.767,6.033,0.001829
8.600,355.308,55.709,38.109,361.662,-2.572,8.911,6.049,0.009523
8.700,355.099,56.291,38.079,361.544,0.140,9.008,6.046,0.019061
8.800,354.934,56.852,38.075,361.469,-4.781,9.100,6.046,0.000171
8.900,355.215,57.415,38.087,361.836,7.205,9.182,6.042,0.001460
9.000,355.131,58.236,38.027,361.877,4.396,9.313,6.032,0.000837
9.100,355.152,58.636,37.976,361.957,-12.322,9.375,6.022,0.003756
9.200,355.151,59.411,38.021,362.087,-0.423,9.497,6.028,0.013933
9.300,355.187,60.046,38.065,362.232,5.554,9.595,6.032,0.000284
9.400,355.179,60.391,38.069,362.282,-6.323,9.650,6.032,0.007383
9.500,355.293,61.325,38.038,362.548,6.302,9.793,6.023,0.001708
9.600,355.214,61.972,38.053,362.582,-2.742,9.896,6.024,0.000290
9.700,355.058,62.690,38.016,362.549,6.670,10.013,6.019,0.011275
9.800,354.981,63.243,38.078,362.575,5.286,10.102,6.028,0.010669
9.900,355.157,63.869,38.080,362.858,0.331,10.195,6.024,0.015146
10.000,355.094,64.646,38.036,362.929,-8.271,10.318,6.016,0.009401
10.100,355.079,65.171,38.074,363.013,8.374,10.400,6.021,0.022472
10.200,355.163,65.700,38.055,363.188,-4.033,10.480,6.015,0.009377
10.300,355.039,66.417,38.002,363.192,8.730,10.596,6.006,0.014980
10.400,355.156,67.217,38.090,363.463,6.860,10.717,6.016,0.000186
10.500,355.185,67.724,38.047,363.581,3.584,10.795,6.007,0.009955
10.600,355.169,68.427,38.029,363.694,3.984,10.905,6.002,0.011482
10.700,355.193,69.079,38.091,363.847,-7.125,11.006,6.009,0.016347
10.800,355.092,69.749,38.061,363.873,-8.831,11.113,6.004,0.010659
10.900,354.965,70.342,37.931,363.850,6.319,11.209,5.984,0.006106
11.000,355.224,71.000,38.012,364.239,-7.077,11.303,5.990,0.004346
11.100,355.046,71.504,38.105,364.173,0.057,11.387,6.006,0.004251
11.200,355.256,72.336,38.094,364.541,-0.231,11.509,5.998,0.004613
11.300,355.047,72.885,38.048,364.442,6.851,11.601,5.993,0.002320
11.400,355.044,73.421,38.037,364.545,1.693,11.684,5.989,0.018828
11.500,355.121,73.965,38.088,364.736,6.834,11.765,5.994,0.008338
11.600,355.035,75.023,38.082,364.867,12.167,11.932,5.991,0.018673
11.700,355.136,75.505,38.001,365.057,1.040,12.003,5.975,0.023304
11.800,355.086,76.390,38.013,365.193,7.376,12.141,5.975,0.004153
11.900,355.093,76.712,38.101,365.278,-2.474,12.191,5.987,0.032994
12.000,355.045,77.435,38.177,365.391,-3.312,12.304,5.997,0.013401
12.100,355.203,78.094,38.003,365.667,-13.430,12.400,5.965,0.002062
12.200,355.356,78.661,38.019,365.938,-3.703,12.482,5.963,0.012127
12.300,355.047,79.262,38.054,365.771,0.172,12.585,5.972,0.011253
12.400,354.967,79.924,38.107,365.844,-17.881,12.689,5.979,0.001313
12.500,355.153,80.658,38.026,366.176,-11.499,12.795,5.961,0.001804
12.600,355.151,81.404,38.089,366.346,11.183,12.910,5.968,0.000688
12.700,355.304,81.762,38.090,366.574,11.442,12.959,5.964,0.000520
12.800,354.977,82.455,37.953,366.398,2.472,13.077,5.946,0.013580
12.900,354.999,83.024,37.986,366.552,4.831,13.163,5.948,0.040977
13.000,355.115,83.799,38.039,366.846,6.649,13.278,5.952,0.010341
13.100,355.259,84.548,38.067,367.160,8.092,13.387,5.951,0.013791
13.200,355.029,85.006,38.051,367.041,-3.753,13.465,5.951,0.009967
13.300,355.106,85.802,38.047,367.301,2.896,13.584,5.946,0.013200
13.400,355.054,86.431,38.005,367.394,-11.965,13.681,5.938,0.010145
13.500,355.123,87.186,37.956,367.633,5.872,13.794,5.926,0.022868
13.600,354.993,87.698,38.105,367.645,-10.138,13.877,5.949,0.008811
13.700,355.103,88.437,38.060,367.924,-2.183,13.985,5.938,0.014367
13.800,355.288,89.013,38.045,368.239,4.784,14.065,5.930,0.009380
13.900,355.188,89.884,38.044,368.355,12.052,14.201,5.928,0.001627
14.000,354.954,90.262,38.044,368.221,-2.775,14.267,5.930,0.003665
14.100,355.174,91.008,38.132,368.626,-5.593,14.372,5.938,0.003542
14.200,355.137,91.421,38.050,368.684,-7.875,14.436,5.924,0.031836
14.300,355.202,92.171,38.138,368.943,7.000,14.547,5.933,0.000920
14.400,355.098,93.017,38.086,369.050,6.446,14.679,5.924,0.018692
14.500,355.121,93.602,38.077,369.218,-0.363,14.766,5.919,0.000478
14.600,355.130,93.955,38.048,369.313,9.829,14.819,5.913,0.009194
14.700,355.164,94.963,38.061,369.605,-3.552,14.969,5.911,0.003856
14.800,355.081,95.583,38.032,369.682,3.762,15.066,5.905,0.000631
14.900,354.930,96.351,38.112,369.745,-4.936,15.188,5.916,0.001958
15.000,355.326,96.723,38.003,370.211,6.133,15.227,5.892,0.022997
15.100,354.889,97.531,38.174,370.022,3.422,15.367,5.922,0.014875
15.200,355.128,98.115,38.032,370.390,13.020,15.444,5.894,0.020447
15.300,355.046,98.892,38.067,370.522,5.054,15.564,5.897,0.009758
15.400,355.233,99.524,38.025,370.866,4.492,15.651,5.885,0.004346
15.500,355.127,100.069,37.976,370.906,0.723,15.737,5.877,0.024426
15.600,355.168,100.645,38.093,371.113,-3.624,15.821,5.892,0.002014
15.700,355.110,101.228,37.970,371.204,3.999,15.911,5.871,0.006066
15.800,355.144,102.041,38.013,371.463,1.601,16.031,5.874,0.003856
15.900,355.134,102.636,37.970,371.613,-0.619,16.120,5.864,0.000374
16.000,355.194,103.285,38.065,371.860,-2.897,16.214,5.875,0.002356
16.100,355.021,104.000,38.076,371.895,-0.411,16.327,5.876,0.032479
16.200,354.927,104.579,38.028,371.962,-7.480,16.418,5.868,0.013722
16.300,354.974,105.042,37.910,372.126,-23.791,16.484,5.847,0.002600
16.400,355.111,105.936,38.102,372.530,2.058,16.611,5.870,0.019046
16.500,355.149,106.529,38.040,372.728,-3.935,16.697,5.858,0.001079
16.600,355.001,106.976,37.946,372.706,12.366,16.770,5.843,0.009739
16.700,355.115,107.764,38.066,373.053,5.052,16.881,5.857,0.002568
16.800,355.110,108.474,38.070,373.255,12.775,16.986,5.854,0.007151
16.900,355.246,109.204,38.103,373.600,-3.820,17.088,5.854,0.005572
17.000,355.175,109.501,38.063,373.616,-5.232,17.135,5.847,0.001511
17.100,355.299,110.309,38.088,373.973,-3.442,17.248,5.845,0.001828
17.200,355.183,111.084,38.101,374.094,-8.069,17.367,5.846,0.000623
17.300,355.363,111.609,38.030,374.414,7.993,17.436,5.830,0.014559
17.400,355.073,112.089,38.060,374.285,-10.303,17.520,5.836,0.019204
17.500,355.066,112.959,38.028,374.536,-0.026,17.648,5.828,0.002417
17.600,355.225,113.575,38.121,374.883,-1.627,17.731,5.836,0.000413
17.700,355.143,114.342,38.027,375.029,-8.146,17.847,5.820,0.004561
17.800,355.141,114.826,38.071,375.180,5.816,17.917,5.824,0.002198
17.900,355.108,115.626,38.106,375.397,-2.103,18.036,5.826,0.000594
18.000,355.082,116.085,38.056,375.509,1.075,18.104,5.817,0.003697
18.100,355.229,116.700,37.984,375.832,6.050,18.186,5.801,0.008269
18.200,354.957,117.306,38.006,375.765,2.732,18.288,5.805,0.000120
18.300,355.060,118.169,38.003,376.133,7.834,18.408,5.799,0.010366
18.400,355.080,118.652,38.135,376.317,1.577,18.477,5.816,0.000609
18.500,355.158,119.414,38.080,376.625,13.261,18.584,5.803,0.004178
18.600,355.094,119.872,37.989,376.702,1.360,18.653,5.788,0.004613
18.700,355.107,120.783,38.101,377.016,4.013,18.785,5.800,0.007119
18.800,355.227,121.275,38.045,377.281,1.990,18.850,5.788,0.011222
18.900,354.900,121.944,37.984,377.183,1.284,18.963,5.780,0.015460
19.000,354.916,122.560,38.096,377.409,-1.132,19.051,5.793,0.004538
19.100,355.012,123.427,38.075,377.779,-1.636,19.171,5.784,0.023931
19.200,355.142,123.991,38.084,378.087,-15.000,19.246,5.781,0.023790
19.300,355.140,124.592,37.982,378.273,3.815,19.332,5.763,0.000477
19.400,355.048,125.216,38.039,378.397,3.846,19.426,5.769,0.010903
19.500,355.010,126.014,38.090,378.632,-12.070,19.543,5.774,0.011010
19.600,355.151,126.515,38.130,378.936,7.091,19.607,5.775,0.012597
19.700,355.181,127.275,38.072,379.212,17.386,19.715,5.762,0.011518
19.800,354.919,127.688,38.049,379.103,-7.438,19.787,5.760,0.033501
19.900,355.055,128.483,38.045,379.499,0.063,19.894,5.754,0.001593
20.000,355.056,128.978,37.989,379.662,14.485,19.964,5.743,0.006296
20.100,355.125,129.568,38.023,379.930,-5.582,20.045,5.744,0.005395
20.200,355.298,130.375,37.989,380.365,-5.738,20.150,5.732,0.035572
20.300,355.087,131.111,38.040,380.426,-3.906,20.266,5.739,0.010587
20.400,355.105,131.556,37.979,380.590,3.756,20.328,5.727,0.014045
20.500,355.162,132.145,38.084,380.858,-3.602,20.409,5.739,0.000512
20.600,355.228,132.983,38.053,381.208,-6.616,20.524,5.729,0.001705
20.700,355.050,133.603,38.108,381.264,3.082,20.621,5.736,0.009630
20.800,355.257,134.198,38.119,381.668,-1.986,20.694,5.732,0.000922
20.900,355.075,134.748,38.100,381.689,-4.307,20.781,5.729,0.000752
21.000,355.267,135.682,38.035,382.193,6.786,20.903,5.711,0.011206
21.100,355.148,136.171,38.098,382.262,-4.290,20.978,5.720,0.009691
21.200,355.190,136.810,37.998,382.519,-8.279,21.065,5.701,0.026678
21.300,355.189,137.528,38.070,382.782,8.661,21.166,5.708,0.022684
21.400,355.137,137.986,37.987,382.891,-0.830,21.233,5.694,0.007289
21.500,355.255,138.695,38.051,383.262,-4.542,21.326,5.698,0.002038
21.600,355.210,139.382,38.027,383.468,-6.135,21.425,5.691,0.006634
21.700,355.002,140.040,37.999,383.512,9.675,21.528,5.686,0.000496
21.800,355.227,140.630,38.051,383.941,2.235,21.598,5.688,0.001463
21.900,355.196,141.309,38.064,384.163,-3.465,21.694,5.686,0.008412
22.000,355.262,141.986,38.152,384.483,-1.605,21.785,5.695,0.006852
22.100,355.184,142.748,38.070,384.684,-8.777,21.895,5.680,0.015869
22.200,355.350,143.407,38.017,385.078,-0.278,21.977,5.666,0.002558
22.300,355.000,143.857,38.009,384.922,4.788,22.059,5.667,0.007126
22.400,355.189,144.656,38.033,385.398,3.020,22.159,5.664,0.010460
22.500,355.133,144.949,37.987,385.451,6.941,22.203,5.656,0.002713
22.600,355.108,145.756,38.008,385.735,1.109,22.316,5.655,0.002645
22.700,355.048,146.629,38.069,386.016,3.836,22.440,5.660,0.015490
22.800,354.985,147.189,38.103,386.174,9.374,22.521,5.662,0.005336
22.900,355.140,147.693,38.022,386.501,-1.653,22.581,5.646,0.011641
23.000,354.998,148.274,38.087,386.600,-3.788,22.669,5.654,0.009650
23.100,355.131,149.172,38.062,387.064,-2.516,22.785,5.643,0.004780
23.200,355.278,149.694,38.058,387.401,2.731,22.848,5.638,0.017016
23.300,355.027,150.306,37.999,387.402,-0.966,22.946,5.629,0.000766
23.400,355.088,151.043,38.040,387.748,7.121,23.043,5.630,0.003147
23.500,355.120,151.713,38.048,388.040,-0.393,23.133,5.627,0.004299
23.600,355.060,152.343,38.060,388.233,-2.925,23.222,5.626,0.000658
23.700,355.237,152.763,37.973,388.551,13.702,23.269,5.609,0.010450
23.800,355.211,153.408,38.092,388.792,1.796,23.358,5.623,0.001169
23.900,355.273,154.314,38.035,389.202,-2.039,23.478,5.608,0.009393
24.000,355.107,154.820,38.072,389.256,16.481,23.556,5.613,0.023046
24.100,355.015,155.620,38.062,389.489,2.962,23.670,5.608,0.001559
24.200,355.037,156.232,38.087,389.757,7.405,23.752,5.608,0.000041
24.300,355.209,156.859,37.942,390.151,8.222,23.826,5.581,0.024371
24.400,355.058,157.346,38.104,390.226,-0.302,23.901,5.604,0.011048
24.500,355.130,158.193,38.005,390.623,0.162,24.011,5.583,0.016097
24.600,354.888,158.680,38.081,390.609,-4.505,24.091,5.595,0.006011
24.700,355.231,159.430,38.061,391.223,-0.150,24.171,5.583,0.006185
24.800,355.074,160.069,38.055,391.341,-1.612,24.266,5.580,0.016456
24.900,355.272,160.621,38.000,391.742,-4.126,24.328,5.567,0.001299
25.000,354.986,161.298,38.014,391.762,3.457,24.436,5.568,0.003400
25.100,355.084,162.059,38.053,392.168,0.284,24.532,5.568,0.006734
25.200,355.336,162.637,38.102,392.640,9.998,24.594,5.569,0.002107
25.300,355.103,163.211,38.151,392.672,-0.059,24.684,5.575,0.010958
25.400,355.139,163.871,37.935,392.958,-10.472,24.770,5.540,0.004832
25.500,355.000,164.579,38.052,393.141,10.618,24.873,5.554,0.035712
25.600,355.218,165.192,38.013,393.590,-1.024,24.940,5.542,0.013875
25.700,355.146,165.724,38.017,393.750,5.207,25.015,5.541,0.010171
25.800,355.136,166.348,37.974,393.999,16.662,25.099,5.531,0.011037
25.900,355.078,166.998,38.072,394.231,-9.605,25.188,5.542,0.015466
26.000,354.982,167.773,38.022,394.468,0.354,25.296,5.531,0.019158
26.100,354.978,168.327,38.073,394.706,4.665,25.370,5.535,0.012710
26.200,355.148,169.111,38.039,395.191,3.605,25.462,5.524,0.010585
26.300,355.223,169.601,38.052,395.470,4.147,25.522,5.521,0.003849
26.400,355.116,170.243,38.080,395.652,-2.862,25.613,5.523,0.004309
26.500,355.160,170.860,38.063,395.955,2.841,25.691,5.516,0.016951
26.600,355.168,171.858,37.963,396.385,11.656,25.821,5.496,0.005275
26.700,354.993,172.425,38.013,396.479,-5.017,25.907,5.502,0.004794
26.800,354.941,172.984,37.961,396.671,1.011,25.983,5.492,0.031559
26.900,355.096,173.512,38.045,397.048,-7.298,26.042,5.498,0.003774
27.000,355.010,174.191,37.987,397.263,0.132,26.135,5.487,0.000115
27.100,355.345,174.882,38.039,397.870,18.204,26.204,5.486,0.000087
27.200,355.087,175.427,38.057,397.881,3.489,26.291,5.489,0.004751
27.300,355.094,175.980,38.071,398.133,-3.921,26.362,5.487,0.009582
27.400,355.288,176.883,37.981,398.698,5.985,26.467,5.466,0.037664
27.500,355.194,177.529,38.018,398.905,3.442,26.556,5.469,0.002829
27.600,355.100,178.206,38.137,399.134,6.595,26.650,5.483,0.005692
27.700,355.176,178.595,38.057,399.368,-1.472,26.695,5.468,0.000233
27.800,354.950,179.409,37.987,399.524,2.113,26.814,5.456,0.011671
27.900,355.107,179.925,38.083,399.906,-1.627,26.870,5.465,0.013656
28.000,355.053,180.564,38.048,400.142,17.584,26.956,5.456,0.026065
28.100,355.192,181.180,38.023,400.542,7.463,27.026,5.447,0.010698
28.200,355.096,182.062,38.061,400.859,7.623,27.145,5.448,0.005592
28.300,355.136,182.411,38.040,401.052,-1.643,27.187,5.443,0.000925
28.400,355.261,183.077,38.100,401.471,-2.878,27.263,5.446,0.001195
28.500,355.050,184.020,38.138,401.719,0.129,27.397,5.448,0.006904
28.600,355.125,184.653,38.054,402.068,-4.584,27.473,5.431,0.003577
28.700,355.044,185.193,38.102,402.249,4.106,27.547,5.435,0.007618
28.800,354.994,185.884,37.999,402.514,2.197,27.638,5.417,0.001161
28.900,355.055,186.451,38.063,402.836,9.109,27.706,5.422,0.020726
29.000,355.072,186.949,38.012,403.077,4.721,27.767,5.411,0.029897
29.100,355.061,187.807,38.011,403.465,-2.480,27.876,5.406,0.002221
29.200,355.120,188.323,38.090,403.766,8.813,27.937,5.413,0.003559
29.300,355.236,189.187,38.058,404.269,1.030,28.038,5.402,0.001624
29.400,355.123,189.507,38.085,404.322,-6.628,28.086,5.405,0.049327
29.500,355.048,190.522,38.011,404.725,4.429,28.218,5.389,0.008677
29.600,355.277,190.939,37.962,405.118,3.951,28.255,5.377,0.000610
29.700,355.237,191.732,38.088,405.469,-0.681,28.357,5.390,0.003852
29.800,355.093,192.187,38.040,405.554,20.496,28.424,5.382,0.007101
29.900,355.025,192.788,38.001,405.776,2.025,28.503,5.374,0.002501
