time_s,x_m,y_m,z_m,range_m,v_radial_mps,azimuth_deg,elevation_deg,rcs_m2
3.000,296.822,0.038,22.327,297.660,11.285,0.007,4.302,0.020345
3.100,296.788,0.009,22.792,297.662,-3.243,0.002,4.392,0.004632
3.200,296.757,-0.168,23.087,297.654,-3.892,-0.032,4.449,0.002336
3.300,296.822,-0.043,23.529,297.754,11.139,-0.008,4.532,0.000802
3.400,296.668,0.064,24.036,297.640,21.476,0.012,4.632,0.004653
3.500,296.777,-0.026,24.314,297.772,-3.285,-0.005,4.684,0.020647
3.600,296.666,-0.092,24.780,297.699,-1.342,-0.018,4.775,0.001952
3.700,296.731,0.072,25.157,297.795,-9.669,0.014,4.846,0.009494
3.800,296.915,0.005,25.564,298.013,-14.023,0.001,4.921,0.031798
3.900,296.741,-0.121,25.984,297.877,-7.212,-0.023,5.004,0.000408
4.000,296.745,0.125,26.429,297.919,6.679,0.024,5.089,0.013642
4.100,296.775,-0.103,26.893,297.991,11.661,-0.020,5.178,0.002967
4.200,296.601,-0.058,27.285,297.854,-0.401,-0.011,5.256,0.000072
4.300,296.805,0.033,27.656,298.090,-8.493,0.006,5.323,0.014163
4.400,296.857,0.156,28.097,298.183,6.346,0.030,5.407,0.001687
4.500,296.657,0.093,28.495,298.022,2.580,0.018,5.487,0.041325
4.600,296.717,-0.147,28.878,298.119,-8.065,-0.028,5.559,0.017269
4.700,296.673,-0.078,29.334,298.119,7.442,-0.015,5.647,0.009784
4.800,296.657,0.117,29.760,298.146,6.579,0.023,5.729,0.002819
4.900,296.755,-0.013,30.137,298.281,3.452,-0.002,5.799,0.016858
5.000,296.719,-0.070,30.496,298.282,23.379,-0.013,5.868,0.002834
5.100,296.809,-0.166,31.036,298.427,-0.177,-0.032,5.970,0.008190
5.200,296.773,0.120,31.291,298.419,13.696,0.023,6.019,0.009204
5.300,296.745,-0.001,31.908,298.455,-7.982,-0.000,6.137,0.012810
5.400,296.705,-0.030,32.139,298.441,12.482,-0.006,6.182,0.004888
5.500,296.750,-0.131,32.582,298.533,-10.642,-0.025,6.266,0.000605
5.600,296.741,0.030,32.982,298.568,5.233,0.006,6.342,0.006647
5.700,296.908,0.002,33.403,298.781,3.179,0.000,6.419,0.015138
5.800,296.643,-0.046,33.864,298.569,-3.123,-0.009,6.513,0.022306
5.900,296.721,-0.095,34.246,298.691,-2.950,-0.018,6.584,0.005660
6.000,296.621,-0.020,34.678,298.642,4.018,-0.004,6.668,0.005458
6.100,296.819,-0.070,35.082,298.885,12.269,-0.014,6.741,0.024625
6.200,296.830,-0.075,35.467,298.941,10.924,-0.014,6.814,0.027791
6.300,296.830,0.053,35.835,298.985,-5.838,0.010,6.884,0.009049
6.400,296.820,-0.135,36.329,299.035,-2.459,-0.026,6.978,0.001654
6.500,296.594,-0.098,36.730,298.860,-8.132,-0.019,7.060,0.014693
6.600,296.628,-0.082,37.171,298.948,3.423,-0.016,7.143,0.017216
6.700,296.878,0.070,37.506,299.237,4.382,0.014,7.200,0.002834
6.800,296.860,-0.173,38.033,299.286,1.829,-0.033,7.301,0.013255
6.900,296.880,-0.055,38.345,299.346,5.893,-0.011,7.359,0.009338
7.000,296.675,0.015,38.754,299.196,7.725,0.003,7.442,0.020751
7.100,296.652,-0.059,39.316,299.246,-3.028,-0.011,7.550,0.008680
7.200,296.792,0.131,39.547,299.415,3.353,0.025,7.590,0.008831
7.300,296.715,-0.064,40.038,299.404,-0.345,-0.012,7.685,0.014116
7.400,296.741,-0.139,40.307,299.466,-3.376,-0.027,7.735,0.027343
7.500,296.832,-0.076,40.776,299.620,-7.002,-0.015,7.822,0.021789
7.600,296.657,-0.159,41.312,299.519,6.899,-0.031,7.928,0.017062
7.700,296.913,0.073,41.576,299.810,-9.971,0.014,7.971,0.001656
7.800,296.598,-0.098,42.052,299.564,-5.663,-0.019,8.070,0.039466
7.900,296.801,-0.110,42.461,299.823,-8.820,-0.021,8.142,0.003151
8.000,296.656,-0.104,42.816,299.730,-0.365,-0.020,8.213,0.024601
8.100,296.843,0.083,43.273,299.980,-1.308,0.016,8.294,0.005547
8.200,296.552,0.120,43.675,299.750,1.997,0.023,8.378,0.014219
8.300,296.644,-0.045,44.125,299.908,-4.217,-0.009,8.460,0.001002
8.400,296.654,0.013,44.532,299.977,-6.765,0.003,8.537,0.019699
8.500,296.506,-0.004,44.941,299.893,2.283,-0.001,8.619,0.004029
8.600,296.723,0.154,45.303,300.162,5.907,0.030,8.681,0.005985
8.700,296.665,0.029,45.818,300.183,-8.757,0.006,8.780,0.010729
8.800,296.669,-0.040,46.227,300.249,-6.964,-0.008,8.857,0.003820
8.900,296.893,0.019,46.531,300.517,5.228,0.004,8.907,0.004943
9.000,296.827,0.017,46.992,300.523,-0.514,0.003,8.996,0.012610
9.100,296.777,-0.029,47.386,300.536,11.673,-0.006,9.072,0.005930
9.200,296.704,0.080,47.778,300.526,-4.336,0.015,9.148,0.004354
9.300,296.716,-0.054,48.155,300.598,8.852,-0.010,9.218,0.010213
9.400,296.715,-0.226,48.704,300.685,-1.541,-0.044,9.322,0.035921
9.500,296.661,-0.055,49.061,300.690,-1.976,-0.011,9.391,0.012399
9.600,296.668,-0.123,49.372,300.749,-3.164,-0.024,9.449,0.019452
9.700,296.764,0.036,49.770,300.909,5.066,0.007,9.520,0.012075
9.800,296.719,-0.022,50.221,300.939,-7.129,-0.004,9.607,0.012015
9.900,296.834,-0.079,50.716,301.135,-9.362,-0.015,9.696,0.004564
10.000,296.629,0.153,51.062,300.992,13.418,0.030,9.767,0.009765
10.100,296.684,-0.066,51.498,301.120,-2.163,-0.013,9.847,0.023964
10.200,296.665,0.062,51.943,301.178,-4.485,0.012,9.931,0.014411
10.300,296.684,-0.105,52.252,301.250,0.373,-0.020,9.989,0.023482
10.400,296.743,-0.006,52.742,301.393,4.755,-0.001,10.078,0.014575
10.500,296.816,0.033,53.141,301.536,-3.821,0.006,10.151,0.001712
10.600,296.858,0.134,53.555,301.650,-1.681,0.026,10.227,0.032982
10.700,296.826,-0.010,53.952,301.689,-7.994,-0.002,10.302,0.003047
10.800,296.773,-0.130,54.343,301.707,0.791,-0.025,10.377,0.019511
10.900,296.650,0.124,54.803,301.670,1.832,0.024,10.467,0.002603
11.000,296.813,0.009,55.207,301.904,-3.465,0.002,10.537,0.001154
11.100,296.861,-0.075,55.620,302.026,-0.840,-0.014,10.612,0.009534
11.200,296.735,-0.177,55.994,301.972,12.621,-0.034,10.686,0.003203
11.300,296.733,-0.007,56.476,302.060,8.675,-0.001,10.776,0.011071
11.400,296.835,-0.093,56.844,302.229,-2.732,-0.018,10.841,0.008607
11.500,296.795,-0.072,57.264,302.269,4.378,-0.014,10.921,0.003009
11.600,296.652,0.242,57.546,302.182,11.672,0.047,10.978,0.001852
11.700,296.832,-0.099,58.077,302.460,-11.710,-0.019,11.070,0.019123
11.800,296.717,0.120,58.447,302.419,11.949,0.023,11.143,0.022726
11.900,296.783,-0.014,58.909,302.573,13.440,-0.003,11.227,0.014464
12.000,296.909,0.035,59.319,302.777,2.460,0.007,11.298,0.027783
12.100,296.632,0.226,59.680,302.576,-2.451,0.044,11.376,0.015628
12.200,296.509,-0.042,60.106,302.540,8.256,-0.008,11.459,0.009934
12.300,296.784,-0.021,60.573,302.903,3.742,-0.004,11.536,0.011852
12.400,296.845,-0.059,60.952,303.038,0.512,-0.011,11.603,0.013320
12.500,296.752,-0.024,61.448,303.047,13.610,-0.005,11.699,0.004038
12.600,296.751,-0.062,61.769,303.111,1.877,-0.012,11.758,0.038361
12.700,296.783,-0.048,62.172,303.225,14.365,-0.009,11.832,0.004326
12.800,296.712,0.195,62.602,303.244,-1.606,0.038,11.914,0.004334
12.900,296.713,-0.079,62.987,303.325,-5.780,-0.015,11.985,0.024711
13.000,296.677,0.047,63.395,303.375,7.602,0.009,12.062,0.011246
13.100,296.716,0.015,63.815,303.501,-0.696,0.003,12.138,0.003937
13.200,296.612,0.025,64.253,303.492,4.511,0.005,12.223,0.018685
13.300,296.703,0.028,64.645,303.663,9.528,0.005,12.291,0.001596
13.400,296.768,-0.046,65.038,303.811,0.581,-0.009,12.361,0.005582
13.500,296.681,-0.137,65.483,303.822,4.465,-0.027,12.447,0.001306
13.600,296.810,0.135,65.860,304.029,0.992,0.026,12.511,0.000594
13.700,296.864,0.082,66.331,304.184,-6.942,0.016,12.595,0.016958
13.800,296.628,0.037,66.643,304.022,-6.796,0.007,12.662,0.001565
13.900,296.742,0.061,67.045,304.221,5.747,0.012,12.731,0.018126
14.000,296.781,-0.078,67.487,304.357,8.416,-0.015,12.811,0.043022
14.100,296.733,0.035,67.828,304.386,0.223,0.007,12.876,0.002628
14.200,296.671,0.055,68.297,304.431,8.638,0.011,12.964,0.007878
14.300,296.728,0.059,68.699,304.576,3.812,0.011,13.035,0.015645
14.400,296.661,0.033,69.157,304.615,3.061,0.006,13.122,0.048221
14.500,296.705,-0.078,69.527,304.742,6.573,-0.015,13.188,0.009309
14.600,296.475,0.073,70.039,304.636,9.461,0.014,13.292,0.001886
14.700,296.724,-0.114,70.414,304.965,4.723,-0.022,13.350,0.002698
14.800,296.777,0.044,70.750,305.094,1.197,0.009,13.409,0.003228
14.900,296.737,0.190,71.217,305.164,-3.580,0.037,13.496,0.001270
15.000,296.807,-0.031,71.690,305.342,7.679,-0.006,13.579,0.001509
15.100,296.698,-0.093,71.994,305.308,-1.726,-0.018,13.639,0.002529
15.200,296.727,0.070,72.325,305.414,12.628,0.014,13.698,0.001152
15.300,296.762,0.019,72.904,305.585,0.219,0.004,13.802,0.004310
15.400,296.689,-0.036,73.286,305.606,-2.975,-0.007,13.875,0.044906
15.500,296.662,0.019,73.657,305.669,4.608,0.004,13.944,0.027468
15.600,296.870,0.004,74.131,305.986,-0.928,0.001,14.021,0.017631
15.700,296.541,-0.030,74.433,305.740,6.660,-0.006,14.090,0.000731
15.800,296.869,0.084,74.869,306.164,6.656,0.016,14.155,0.008841
15.900,296.845,0.065,75.218,306.227,-3.744,0.013,14.219,0.013346
16.000,296.811,0.029,75.777,306.331,5.297,0.006,14.322,0.007545
16.100,296.681,-0.133,76.137,306.294,4.528,-0.026,14.393,0.008041
16.200,296.825,-0.018,76.498,306.524,-3.151,-0.003,14.452,0.000485
16.300,296.701,-0.006,76.892,306.503,-4.729,-0.001,14.529,0.011316
16.400,296.675,0.040,77.373,306.598,-8.519,0.008,14.617,0.003167
16.500,296.923,0.101,77.786,306.943,0.902,0.020,14.680,0.005608
16.600,296.633,0.077,78.255,306.782,5.126,0.015,14.778,0.016391
16.700,296.742,0.067,78.616,306.979,4.551,0.013,14.839,0.020626
16.800,296.551,0.084,79.033,306.902,13.097,0.016,14.923,0.007351
16.900,296.667,-0.073,79.355,307.097,-1.417,-0.014,14.975,0.026022
17.000,296.723,0.122,79.811,307.269,-6.946,0.024,15.055,0.026499
17.100,296.703,-0.097,80.213,307.354,0.452,-0.019,15.128,0.002252
17.200,296.586,0.073,80.606,307.344,-1.894,0.014,15.205,0.003663
17.300,296.710,-0.041,81.111,307.597,5.328,-0.008,15.289,0.003034
17.400,296.729,-0.149,81.472,307.711,6.579,-0.029,15.353,0.021033
17.500,296.696,0.022,81.924,307.799,1.909,0.004,15.436,0.002841
17.600,296.920,0.031,82.298,308.114,-3.692,0.006,15.492,0.002032
17.700,296.709,0.040,82.678,308.012,-4.557,0.008,15.571,0.008632
17.800,296.692,-0.019,83.098,308.110,-2.871,-0.004,15.647,0.000272
17.900,296.667,0.018,83.521,308.199,-11.547,0.003,15.724,0.000908
18.000,296.709,-0.063,83.953,308.358,-2.329,-0.012,15.799,0.015159
18.100,296.859,-0.048,84.308,308.599,5.631,-0.009,15.855,0.004081
18.200,296.569,-0.049,84.805,308.456,-4.018,-0.010,15.958,0.006305
18.300,296.805,0.067,85.119,308.769,-15.100,0.013,16.002,0.001494
18.400,296.802,-0.126,85.633,308.909,10.519,-0.024,16.094,0.007447
18.500,296.603,-0.173,85.952,308.806,14.312,-0.033,16.161,0.011688
18.600,296.627,0.026,86.395,308.953,-0.541,0.005,16.239,0.000628
18.700,296.620,0.041,86.816,309.064,6.532,0.008,16.314,0.011003
18.800,296.734,0.053,87.210,309.284,17.988,0.010,16.378,0.002406
18.900,296.700,0.017,87.618,309.367,5.326,0.003,16.452,0.007960
19.000,296.748,-0.077,87.997,309.521,0.267,-0.015,16.517,0.007205
19.100,296.527,0.016,88.487,309.449,-12.334,0.003,16.616,0.005900
19.200,296.779,-0.074,88.818,309.784,6.566,-0.014,16.661,0.023692
19.300,296.639,-0.093,89.269,309.780,0.175,-0.018,16.748,0.011155
19.400,296.811,-0.160,89.727,310.077,6.348,-0.031,16.820,0.005396
19.500,296.724,-0.111,90.126,310.110,-0.275,-0.021,16.896,0.000957
19.600,296.764,0.110,90.470,310.248,12.595,0.021,16.954,0.012166
19.700,296.776,-0.098,90.940,310.397,-2.227,-0.019,17.036,0.007909
19.800,296.771,0.077,91.392,310.525,-5.619,0.015,17.116,0.000661
19.900,296.764,-0.184,91.763,310.628,4.094,-0.035,17.182,0.002049
20.000,296.749,0.040,92.121,310.719,-0.269,0.008,17.246,0.008818
20.100,296.570,0.188,92.617,310.695,-9.059,0.036,17.343,0.008107
20.200,296.717,-0.156,92.896,310.919,0.906,-0.030,17.384,0.015799
20.300,296.732,-0.034,93.437,311.095,-2.027,-0.007,17.478,0.001072
20.400,296.614,0.103,93.867,311.112,-0.228,0.020,17.561,0.007025
20.500,296.888,-0.018,94.181,311.468,-0.010,-0.003,17.600,0.024072
20.600,296.737,0.026,94.562,311.440,5.146,0.005,17.676,0.002020
20.700,296.661,0.136,95.006,311.503,-9.627,0.026,17.758,0.000602
20.800,296.731,-0.144,95.550,311.736,9.690,-0.028,17.849,0.003626
20.900,296.721,0.067,95.809,311.805,1.299,0.013,17.895,0.007359
21.000,296.682,-0.060,96.181,311.884,0.456,-0.012,17.962,0.005862
21.100,296.651,0.141,96.575,311.975,-11.879,0.027,18.033,0.005986
21.200,296.741,0.090,97.133,312.234,5.990,0.017,18.125,0.020457
21.300,296.592,0.215,97.412,312.179,-3.291,0.041,18.182,0.020378
21.400,296.613,0.140,97.891,312.349,-4.754,0.027,18.264,0.014302
21.500,296.575,-0.176,98.328,312.450,-1.173,-0.034,18.343,0.042633
21.600,296.618,0.111,98.728,312.617,-7.710,0.022,18.410,0.018957
21.700,296.799,0.061,99.088,312.903,-8.332,0.012,18.462,0.005350
21.800,296.736,-0.049,99.544,312.987,-8.395,-0.009,18.545,0.000716
21.900,296.636,0.186,100.024,313.046,9.555,0.036,18.634,0.016439
22.000,296.993,-0.250,100.390,313.501,1.352,-0.048,18.676,0.011215
22.100,296.846,-0.095,100.757,313.480,1.329,-0.018,18.749,0.014461
22.200,296.717,0.146,101.198,313.499,-5.164,0.028,18.832,0.018565
22.300,296.652,-0.113,101.624,313.576,-3.981,-0.022,18.910,0.004591
22.400,296.691,0.013,102.019,313.741,4.124,0.003,18.976,0.008379
22.500,296.799,0.006,102.350,313.951,16.612,0.001,19.027,0.000385
22.600,296.805,-0.150,102.876,314.129,7.614,-0.029,19.117,0.001045
22.700,296.756,-0.181,103.340,314.235,8.282,-0.035,19.200,0.005287
22.800,296.768,0.034,103.569,314.321,1.940,0.007,19.238,0.009296
22.900,296.740,-0.012,104.036,314.449,1.076,-0.002,19.320,0.002780
23.000,296.671,-0.037,104.489,314.535,-6.049,-0.007,19.403,0.009238
23.100,296.912,-0.135,104.915,314.903,-9.144,-0.026,19.461,0.002264
23.200,296.599,-0.039,105.265,314.725,-7.894,-0.007,19.540,0.062942
23.300,296.655,-0.026,105.745,314.939,-8.338,-0.005,19.619,0.001446
23.400,296.749,-0.076,106.119,315.153,-0.499,-0.015,19.677,0.012365
23.500,296.749,0.071,106.570,315.305,-3.599,0.014,19.754,0.015401
23.600,296.557,-0.032,106.874,315.227,-9.938,-0.006,19.818,0.007430
23.700,296.653,-0.119,107.388,315.492,2.774,-0.023,19.900,0.001274
23.800,296.691,-0.023,107.646,315.615,-13.596,-0.004,19.942,0.000459
23.900,296.753,0.105,108.154,315.848,-6.553,0.020,20.025,0.009472
24.000,296.611,0.073,108.579,315.860,-9.442,0.014,20.106,0.016777
24.100,296.767,-0.057,109.012,316.155,6.378,-0.011,20.170,0.001526
24.200,296.567,-0.000,109.457,316.121,6.525,-0.000,20.258,0.003924
24.300,296.584,0.064,109.837,316.269,-9.305,0.012,20.322,0.001171
24.400,296.809,0.107,110.360,316.662,3.967,0.021,20.396,0.001157
24.500,296.761,0.055,110.662,316.723,2.488,0.011,20.451,0.014231
24.600,296.832,0.054,111.009,316.911,10.269,0.011,20.505,0.002201
24.700,296.748,0.059,111.378,316.961,-0.523,0.011,20.572,0.021216
24.800,296.878,0.194,111.879,317.259,-8.686,0.037,20.649,0.004742
24.900,296.674,-0.006,112.203,317.183,5.705,-0.001,20.717,0.009156
25.000,296.788,-0.189,112.648,317.448,1.942,-0.036,20.785,0.023831
25.100,296.738,-0.090,113.134,317.573,1.862,-0.017,20.870,0.020717
25.200,296.730,0.080,113.485,317.691,0.745,0.015,20.929,0.026585
25.300,296.528,-0.012,113.903,317.652,11.138,-0.002,21.013,0.004908
25.400,296.799,0.076,114.307,318.050,8.930,0.015,21.063,0.010377
25.500,296.901,-0.022,114.683,318.280,15.093,-0.004,21.120,0.000731
25.600,296.787,0.096,115.129,318.335,6.001,0.019,21.202,0.003401
25.700,296.792,-0.021,115.589,318.506,-0.968,-0.004,21.279,0.036125
25.800,296.851,-0.063,116.015,318.716,-9.994,-0.012,21.347,0.003810
25.900,296.763,0.156,116.482,318.804,6.136,0.030,21.430,0.018931
26.000,296.743,0.131,116.838,318.916,14.478,0.025,21.491,0.000091
26.100,296.693,-0.080,117.187,318.997,14.596,-0.016,21.553,0.011163
26.200,296.681,-0.006,117.516,319.108,12.526,-0.001,21.609,0.006756
26.300,296.642,0.007,118.019,319.257,6.551,0.001,21.695,0.002928
26.400,296.746,0.010,118.434,319.508,1.037,0.002,21.757,0.012014
26.500,296.541,0.008,118.911,319.494,1.501,0.001,21.851,0.031356
26.600,296.783,0.170,119.304,319.865,1.454,0.033,21.900,0.002008
26.700,296.736,0.051,119.606,319.934,-10.527,0.010,21.953,0.017368
26.800,296.694,-0.159,120.108,320.083,10.560,-0.031,22.039,0.004432
26.900,296.986,-0.063,120.450,320.482,-8.521,-0.012,22.076,0.009139
27.000,296.918,0.024,120.906,320.591,-3.924,0.005,22.156,0.006224
27.100,296.738,-0.022,121.219,320.542,1.530,-0.004,22.220,0.009171
27.200,296.777,-0.030,121.704,320.762,0.437,-0.006,22.298,0.003362
27.300,296.691,0.068,122.143,320.849,-2.447,0.013,22.376,0.004676
27.400,296.801,-0.065,122.478,321.079,-0.990,-0.012,22.424,0.001753
27.500,296.912,0.094,122.942,321.359,4.887,0.018,22.493,0.010972
27.600,296.780,0.045,123.405,321.415,-4.356,0.009,22.578,0.040962
27.700,296.713,0.016,123.786,321.499,-9.530,0.003,22.645,0.000920
27.800,296.562,0.133,124.273,321.548,4.250,0.026,22.736,0.019740
27.900,296.864,0.141,124.585,321.946,12.141,0.027,22.766,0.002098
28.000,296.560,0.032,125.076,321.856,-16.708,0.006,22.868,0.000844
28.100,296.861,0.069,125.441,322.276,6.833,0.013,22.907,0.003005
28.200,296.704,0.002,125.796,322.270,9.122,0.000,22.976,0.001041
28.300,296.794,-0.012,126.341,322.566,1.686,-0.002,23.059,0.003299
28.400,296.868,-0.090,126.758,322.798,7.824,-0.017,23.122,0.010581
28.500,296.656,-0.186,127.035,322.712,18.799,-0.036,23.182,0.001080
28.600,296.757,0.036,127.461,322.972,6.723,0.007,23.244,0.003214
28.700,296.697,-0.008,127.873,323.080,0.826,-0.001,23.315,0.003033
28.800,296.772,0.021,128.336,323.332,5.512,0.004,23.386,0.001068
28.900,296.832,0.027,128.639,323.508,6.727,0.005,23.431,0.011517
29.000,296.705,-0.020,129.110,323.579,2.456,-0.004,23.516,0.001843
29.100,296.649,0.065,129.581,323.716,6.215,0.013,23.596,0.009029
29.200,296.720,-0.127,129.956,323.931,-1.412,-0.025,23.652,0.002679
29.300,296.669,0.307,130.467,324.090,0.588,0.059,23.739,0.005418
29.400,296.752,0.116,130.762,324.285,8.109,0.022,23.780,0.005952
29.500,296.623,0.054,131.201,324.344,5.290,0.010,23.860,0.007999
29.600,296.618,-0.072,131.537,324.475,7.034,-0.014,23.915,0.004868
29.700,296.826,-0.020,131.900,324.813,1.916,-0.004,23.959,0.009776
29.800,296.739,-0.090,132.436,324.951,5.542,-0.017,24.051,0.028337
29.900,296.757,-0.072,132.825,325.127,6.492,-0.014,24.113,0.006249
