time_s,x_m,y_m,z_m,range_m,v_radial_mps,azimuth_deg,elevation_deg,rcs_m2
20.800,150.269,-12.165,37.059,155.249,24.664,-4.628,13.810,0.000010
20.900,151.150,-10.772,36.900,155.961,29.321,-4.076,13.686,0.014586
21.000,151.764,-9.033,36.794,156.421,25.485,-3.406,13.605,0.002376
21.100,153.192,-7.486,36.773,157.721,-3.111,-2.798,13.483,0.004226
21.200,153.663,-6.528,36.632,158.104,-12.583,-2.432,13.397,0.023887
21.300,154.742,-4.429,36.506,159.052,10.647,-1.639,13.269,0.000458
21.400,155.574,-3.056,36.134,159.744,4.977,-1.125,13.073,0.011187
21.500,156.305,-1.646,36.331,160.480,-5.311,-0.603,13.084,0.030851
21.600,157.141,-0.051,36.210,161.259,21.107,-0.018,12.976,0.004367
21.700,158.142,0.784,36.095,162.211,17.380,0.284,12.857,0.001152
21.800,159.446,2.343,35.945,163.464,28.506,0.842,12.703,0.005976
21.900,160.015,3.363,35.794,164.004,42.853,1.204,12.606,0.004311
22.000,160.873,5.271,35.748,164.882,-3.914,1.877,12.522,0.006577
22.100,161.870,6.231,35.687,165.874,28.078,2.204,12.424,0.006141
22.200,162.297,6.858,35.612,166.299,10.386,2.419,12.365,0.008215
22.300,163.276,7.731,35.431,167.255,32.650,2.711,12.230,0.013091
22.400,164.079,8.685,35.170,168.030,23.782,3.030,12.082,0.003813
22.500,164.828,9.936,35.303,168.858,19.971,3.450,12.068,0.012431
22.600,165.753,10.420,35.394,169.810,-19.235,3.597,12.031,0.028115
22.700,166.623,11.437,35.321,170.709,15.886,3.927,11.941,0.023592
22.800,167.281,11.667,34.992,171.299,4.400,3.990,11.787,0.005436
22.900,168.268,12.337,35.118,172.336,24.523,4.193,11.758,0.006090
23.000,169.068,13.140,35.185,173.189,-11.467,4.444,11.722,0.005198
23.100,169.752,13.254,35.146,173.858,19.147,4.465,11.663,0.004439
23.200,170.450,13.389,35.004,174.521,3.167,4.491,11.570,0.005016
23.300,171.368,13.565,35.129,175.457,14.727,4.526,11.549,0.001537
23.400,171.724,13.715,35.002,175.791,1.521,4.566,11.485,0.009239
23.500,172.041,14.069,34.932,176.114,3.652,4.675,11.440,0.000561
23.600,172.974,14.186,35.107,177.070,6.412,4.689,11.436,0.015389
23.700,173.700,14.160,34.955,177.747,11.575,4.660,11.341,0.008432
23.800,174.309,14.676,35.132,178.419,-0.640,4.813,11.356,0.000958
23.900,174.936,14.268,35.118,178.996,16.738,4.663,11.314,0.021620
24.000,175.826,14.565,35.033,179.873,-5.897,4.735,11.231,0.002358
24.100,175.476,14.778,35.090,179.559,25.423,4.814,11.269,0.037742
24.200,176.658,14.426,35.111,180.690,1.908,4.668,11.205,0.001421
24.300,176.839,14.251,35.145,180.860,12.441,4.607,11.205,0.001454
24.400,177.059,14.606,35.268,181.127,29.092,4.716,11.228,0.000792
24.500,177.698,14.632,35.184,181.737,2.601,4.707,11.163,0.028426
24.600,178.402,14.338,35.513,182.467,18.282,4.595,11.223,0.007152
24.700,178.480,14.803,35.304,182.539,7.262,4.741,11.152,0.004364
24.800,179.006,14.928,35.429,183.088,15.604,4.767,11.158,0.028806
24.900,179.330,14.888,35.690,183.452,-33.996,4.746,11.218,0.005314
25.000,179.854,14.886,35.608,183.949,9.667,4.731,11.162,0.020075
25.100,180.048,15.485,35.539,184.174,2.668,4.916,11.126,0.006609
25.200,180.135,15.361,35.940,184.327,-17.109,4.874,11.243,0.014365
25.300,180.509,15.610,36.073,184.739,-2.665,4.942,11.260,0.023807
25.400,180.846,16.061,36.032,185.099,-0.563,5.075,11.225,0.010266
25.500,180.537,15.892,35.993,184.774,7.431,5.031,11.233,0.006328
25.600,180.788,15.912,36.073,185.037,4.189,5.030,11.242,0.002457
25.700,181.653,16.364,36.195,185.946,-1.898,5.147,11.224,0.004192
25.800,181.283,16.359,36.461,185.635,1.056,5.156,11.327,0.000127
25.900,180.872,16.486,36.566,185.266,2.565,5.208,11.383,0.000170
26.000,181.674,17.033,36.547,186.095,3.670,5.356,11.326,0.005225
26.100,181.470,17.121,36.975,185.988,1.087,5.390,11.467,0.015453
26.200,181.697,17.640,37.133,186.290,-4.103,5.545,11.498,0.000360
26.300,181.567,17.302,37.329,186.170,11.561,5.443,11.567,0.011194
26.400,181.476,17.153,37.217,186.046,3.021,5.400,11.540,0.008778
26.500,181.690,17.230,37.384,186.294,1.172,5.417,11.576,0.008480
26.600,181.230,17.092,37.696,185.897,-5.794,5.388,11.700,0.004898
26.700,181.209,16.947,38.031,185.931,11.194,5.343,11.803,0.022774
26.800,181.512,16.900,37.944,186.204,26.785,5.319,11.758,0.003803
26.900,180.517,16.678,38.196,185.266,-1.323,5.279,11.898,0.002864
27.000,180.840,16.388,38.425,185.602,13.661,5.178,11.948,0.007704
27.100,180.555,15.258,38.766,185.299,-8.131,4.830,12.076,0.012536
27.200,179.935,14.902,38.729,184.659,-12.692,4.734,12.107,0.003311
27.300,179.870,14.055,39.098,184.606,0.388,4.468,12.227,0.023819
27.400,179.205,13.350,38.969,183.879,-7.651,4.260,12.235,0.005850
27.500,179.365,12.443,39.296,184.041,-30.709,3.968,12.328,0.003796
27.600,178.929,12.036,39.601,183.654,-12.614,3.848,12.452,0.021163
27.700,178.743,10.667,39.752,183.421,19.985,3.415,12.517,0.011363
27.800,178.177,8.768,40.070,182.837,1.986,2.817,12.659,0.000112
27.900,177.679,8.031,40.324,182.374,22.728,2.588,12.774,0.011452
28.000,176.783,6.583,40.575,181.499,9.120,2.133,12.918,0.003383
28.100,176.752,5.783,40.931,181.522,19.592,1.874,13.032,0.001541
28.200,175.990,3.874,40.984,180.741,-5.749,1.261,13.106,0.013098
28.300,175.591,2.792,41.207,180.383,-27.435,0.911,13.205,0.006638
28.400,175.083,1.072,41.556,179.950,-9.228,0.351,13.352,0.006757
28.500,174.782,-0.885,41.838,179.722,11.936,-0.290,13.461,0.005609
28.600,173.967,-1.828,42.026,178.980,-3.392,-0.602,13.580,0.006471
28.700,173.332,-3.327,42.280,178.445,12.711,-1.100,13.706,0.002408
28.800,172.371,-5.037,42.546,177.616,-4.855,-1.674,13.859,0.008203
28.900,172.055,-6.550,42.584,177.367,-10.444,-2.180,13.892,0.055189
29.000,171.404,-8.141,43.026,176.909,-5.664,-2.719,14.076,0.026403
29.100,170.675,-9.772,43.307,176.355,-15.224,-3.277,14.215,0.008667
29.200,170.110,-11.211,43.610,175.968,-5.116,-3.771,14.349,0.010054
29.300,169.226,-12.804,44.126,175.353,24.970,-4.327,14.575,0.007828
29.400,168.677,-13.992,44.257,174.947,-7.548,-4.742,14.654,0.001240
29.500,167.798,-15.516,44.244,174.226,6.280,-5.283,14.711,0.012722
29.600,166.945,-16.251,44.605,173.564,-3.257,-5.560,14.892,0.004717
29.700,166.272,-17.452,44.946,173.122,-11.593,-5.992,15.048,0.007245
29.800,165.611,-18.636,45.129,172.659,-1.686,-6.420,15.152,0.020208
29.900,164.809,-19.287,45.567,172.077,-5.728,-6.675,15.356,0.011357
