time_s,x_m,y_m,z_m,range_m,v_radial_mps,azimuth_deg,elevation_deg,rcs_m2
10.400,218.066,47.443,67.234,233.075,-5.756,12.274,16.766,0.028593
10.500,217.421,47.545,67.256,232.499,-2.708,12.335,16.815,0.004732
10.600,216.780,47.594,67.208,231.896,-6.382,12.383,16.847,0.091202
10.700,216.036,47.588,67.205,231.199,-7.211,12.423,16.899,0.006280
10.800,215.373,47.617,67.217,230.588,-4.147,12.467,16.948,0.005093
10.900,214.714,47.691,67.230,229.992,-3.653,12.523,16.996,0.002360
11.000,214.017,47.674,67.253,229.345,-4.555,12.558,17.052,0.003486
11.100,213.397,47.750,67.285,228.792,-11.656,12.613,17.103,0.005777
11.200,212.745,47.702,67.246,228.162,-6.035,12.638,17.141,0.005925
11.300,211.995,47.740,67.267,227.477,-11.007,12.691,17.200,0.000100
11.400,211.358,47.718,67.254,226.875,-8.823,12.722,17.244,0.002208
11.500,210.696,47.766,67.238,226.264,-8.495,12.773,17.287,0.018968
11.600,210.073,47.626,67.231,225.652,-3.811,12.774,17.334,0.001554
11.700,209.301,47.659,67.233,224.941,-5.654,12.828,17.391,0.008090
11.800,208.655,47.485,67.240,224.305,-6.422,12.821,17.444,0.003224
11.900,207.991,47.555,67.234,223.701,-6.073,12.879,17.491,0.005880
12.000,207.319,47.361,67.251,223.040,-6.820,12.868,17.549,0.017919
12.100,206.595,47.277,67.259,222.352,-7.644,12.890,17.607,0.008130
12.200,205.967,47.255,67.252,221.762,-11.662,12.922,17.654,0.000124
12.300,205.265,47.210,67.206,221.086,-5.654,12.952,17.697,0.008001
12.400,204.636,47.032,67.234,220.473,-9.306,12.944,17.755,0.002819
12.500,204.023,46.820,67.199,219.848,-3.665,12.925,17.798,0.011097
12.600,203.325,46.728,67.233,219.191,-10.154,12.943,17.863,0.003594
12.700,202.720,46.616,67.259,218.614,-5.784,12.950,17.918,0.003270
12.800,201.975,46.398,67.238,217.870,-0.315,12.938,17.976,0.015342
12.900,201.392,46.352,67.251,217.324,-8.537,12.961,18.026,0.010827
13.000,200.745,46.146,67.224,216.673,-7.169,12.946,18.075,0.003963
13.100,200.079,45.942,67.245,216.019,-6.954,12.932,18.137,0.001593
13.200,199.451,45.770,67.216,215.392,-11.257,12.924,18.184,0.026769
13.300,198.763,45.582,67.227,214.718,-10.867,12.916,18.246,0.006110
13.400,198.268,45.473,67.250,214.244,-8.922,12.918,18.294,0.000113
13.500,197.554,45.249,67.249,213.536,-3.518,12.901,18.357,0.007843
13.600,196.939,44.878,67.220,212.879,-9.739,12.837,18.407,0.003629
13.700,196.304,44.739,67.260,212.275,-3.644,12.839,18.473,0.002026
13.800,195.701,44.412,67.222,211.636,-8.605,12.786,18.520,0.010119
13.900,195.001,44.183,67.249,210.951,-5.061,12.767,18.590,0.003685
14.000,194.412,43.971,67.239,210.358,-6.895,12.744,18.641,0.010243
14.100,193.757,43.704,67.227,209.693,-3.659,12.711,18.699,0.013394
14.200,193.202,43.493,67.236,209.139,-2.672,12.687,18.753,0.002291
14.300,192.621,43.212,67.226,208.542,-5.935,12.644,18.806,0.021736
14.400,191.969,42.973,67.242,207.895,-6.786,12.618,18.871,0.013087
14.500,191.407,42.576,67.186,207.276,-0.832,12.540,18.913,0.001856
14.600,190.715,42.266,67.240,206.591,-11.775,12.496,18.994,0.014180
14.700,190.134,41.976,67.231,205.992,-6.870,12.449,19.049,0.001258
14.800,189.648,41.633,67.230,205.474,-8.849,12.382,19.099,0.016427
14.900,189.013,41.241,67.209,204.801,-6.033,12.308,19.158,0.006064
15.000,188.431,40.976,67.208,204.211,-7.269,12.268,19.215,0.018292
15.100,187.882,40.676,67.224,203.650,-1.362,12.216,19.275,0.006356
15.200,187.344,40.263,67.229,203.073,-3.378,12.129,19.333,0.006720
15.300,186.695,39.931,67.234,202.411,-6.854,12.073,19.400,0.001021
15.400,186.122,39.498,67.252,201.802,-8.694,11.981,19.467,0.006391
15.500,185.640,39.098,67.237,201.275,-5.259,11.893,19.515,0.004147
15.600,185.060,38.803,67.222,200.678,-2.912,11.842,19.571,0.000392
15.700,184.577,38.445,67.239,200.169,-9.048,11.766,19.628,0.022954
15.800,183.929,37.924,67.199,199.459,-2.391,11.650,19.689,0.015278
15.900,183.467,37.497,67.208,198.955,-5.816,11.551,19.743,0.001311
16.000,182.953,37.114,67.240,198.419,-8.887,11.467,19.809,0.022440
16.100,182.343,36.524,67.255,197.753,-0.602,11.327,19.883,0.000463
16.200,181.920,36.237,67.250,197.308,1.031,11.265,19.928,0.000362
16.300,181.353,35.880,67.241,196.717,-7.516,11.191,19.988,0.009333
16.400,180.985,35.409,67.229,196.288,-8.965,11.070,20.029,0.006583
16.500,180.366,34.988,67.257,195.651,-6.157,10.978,20.106,0.001302
16.600,179.903,34.456,67.228,195.120,-2.593,10.842,20.154,0.020306
16.700,179.446,33.889,67.213,194.594,-7.702,10.695,20.206,0.009139
16.800,178.992,33.577,67.243,194.132,-7.407,10.625,20.266,0.011807
16.900,178.536,33.015,67.213,193.604,-10.845,10.477,20.314,0.002296
17.000,178.069,32.550,67.231,193.101,-2.183,10.359,20.375,0.003440
17.100,177.586,32.060,67.280,192.590,-3.165,10.233,20.447,0.002009
17.200,177.070,31.550,67.234,192.015,-7.942,10.103,20.497,0.002463
17.300,176.685,31.061,67.230,191.578,-7.284,9.971,20.544,0.011782
17.400,176.308,30.484,67.246,191.143,-6.886,9.810,20.598,0.002685
17.500,175.888,29.998,67.233,190.675,-13.945,9.679,20.647,0.003984
17.600,175.400,29.438,67.250,190.143,-7.419,9.527,20.713,0.006502
17.700,174.879,28.999,67.242,189.592,-5.335,9.415,20.773,0.005333
17.800,174.527,28.410,67.213,189.168,-7.743,9.246,20.812,0.011655
17.900,174.122,27.916,67.237,188.729,-4.143,9.108,20.871,0.014198
18.000,173.788,27.396,67.279,188.359,-2.136,8.958,20.927,0.005251
18.100,173.432,26.835,67.242,187.937,-3.595,8.796,20.965,0.013084
18.200,173.124,26.194,67.234,187.559,0.432,8.604,21.006,0.025941
18.300,172.725,25.641,67.230,187.113,-3.996,8.444,21.057,0.020136
18.400,172.325,25.176,67.223,186.678,-0.276,8.312,21.106,0.005333
18.500,171.982,24.470,67.220,186.267,-9.274,8.098,21.154,0.009409
18.600,171.591,24.045,67.235,185.855,-1.759,7.977,21.208,0.000899
18.700,171.284,23.317,67.255,185.487,-7.223,7.752,21.259,0.003572
18.800,170.982,22.705,67.237,185.125,-5.063,7.564,21.297,0.004275
18.900,170.593,22.235,67.256,184.715,-5.725,7.426,21.353,0.000017
19.000,170.334,21.593,67.227,184.390,-4.136,7.225,21.383,0.043370
19.100,170.051,20.988,67.219,184.055,-5.687,7.036,21.421,0.002785
19.200,169.788,20.374,67.210,183.740,-5.427,6.843,21.456,0.009517
19.300,169.481,19.781,67.219,183.395,-6.018,6.657,21.501,0.009376
19.400,169.168,19.187,67.268,183.060,-0.626,6.471,21.559,0.005311
19.500,168.930,18.583,67.257,182.773,-2.043,6.278,21.591,0.011924
19.600,168.788,18.009,67.268,182.589,-4.953,6.090,21.618,0.002494
19.700,168.425,17.338,67.267,182.188,-5.443,5.878,21.667,0.003713
19.800,168.209,16.628,67.258,181.919,1.736,5.646,21.698,0.017255
19.900,167.922,15.990,67.246,181.592,-0.306,5.440,21.735,0.008541
20.000,167.730,15.344,67.251,181.360,-2.622,5.227,21.766,0.004576
20.100,167.498,14.705,67.265,181.098,-3.905,5.017,21.804,0.006355
20.200,167.361,14.245,67.242,180.926,-2.734,4.865,21.818,0.001370
20.300,167.122,13.532,67.236,180.647,3.054,4.629,21.851,0.012911
20.400,166.993,12.785,67.212,180.465,0.920,4.378,21.866,0.014397
20.500,166.795,12.211,67.255,180.257,-0.933,4.187,21.907,0.011095
20.600,166.560,11.559,67.197,179.976,1.462,3.970,21.923,0.008995
20.700,166.396,10.942,67.243,179.802,-6.319,3.762,21.961,0.003680
20.800,166.337,10.254,67.266,179.716,-2.723,3.528,21.980,0.028080
20.900,166.227,9.603,67.251,179.573,-5.974,3.306,21.994,0.002712
21.000,165.991,8.981,67.224,179.311,-0.285,3.097,22.018,0.017334
21.100,165.908,8.267,67.238,179.205,1.083,2.853,22.037,0.011740
21.200,165.781,7.547,67.238,179.057,2.075,2.607,22.056,0.000728
21.300,165.613,6.937,67.225,178.871,3.196,2.398,22.075,0.019329
21.400,165.483,6.341,67.284,178.751,-1.119,2.194,22.112,0.009124
21.500,165.519,5.617,67.238,178.742,-2.076,1.944,22.097,0.001356
21.600,165.480,4.919,67.230,178.683,0.917,1.703,22.102,0.000998
21.700,165.386,4.270,67.247,178.586,-5.727,1.479,22.120,0.003098
21.800,165.278,3.536,67.232,178.465,4.771,1.226,22.131,0.004062
21.900,165.359,3.051,67.221,178.526,0.214,1.057,22.119,0.000484
22.000,165.248,2.245,67.221,178.411,3.120,0.778,22.134,0.000388
22.100,165.227,1.575,67.211,178.381,0.704,0.546,22.134,0.040629
22.200,165.205,0.874,67.215,178.357,-2.009,0.303,22.139,0.012272
22.300,165.216,0.285,67.200,178.359,1.205,0.099,22.133,0.011243
22.400,165.145,-0.500,67.247,178.312,0.547,-0.173,22.156,0.050471
22.500,165.128,-1.065,67.212,178.286,-3.384,-0.369,22.148,0.006713
22.600,165.113,-1.742,67.209,178.276,-0.568,-0.605,22.148,0.005511
22.700,165.238,-2.456,67.218,178.404,-0.695,-0.852,22.134,0.023774
22.800,165.197,-3.138,67.275,178.398,6.407,-1.088,22.155,0.004351
22.900,165.299,-3.776,67.215,178.483,-5.678,-1.308,22.123,0.023785
23.000,165.443,-4.504,67.241,178.642,4.949,-1.560,22.111,0.001302
23.100,165.514,-5.138,67.215,178.715,-1.835,-1.778,22.092,0.011021
23.200,165.523,-5.817,67.270,178.765,-0.724,-2.013,22.105,0.034167
23.300,165.593,-6.452,67.238,178.839,12.143,-2.231,22.084,0.019340
23.400,165.748,-7.112,67.253,179.014,-0.713,-2.457,22.067,0.042871
23.500,165.906,-7.684,67.221,179.171,-0.401,-2.652,22.035,0.018259
23.600,165.940,-8.426,67.230,179.240,0.009,-2.907,22.030,0.002642
23.700,166.050,-9.117,67.276,179.392,2.940,-3.143,22.026,0.008837
23.800,166.202,-9.684,67.283,179.566,5.400,-3.335,22.006,0.018032
23.900,166.337,-10.311,67.241,179.710,4.900,-3.547,21.973,0.001455
24.000,166.466,-11.096,67.236,179.874,2.582,-3.814,21.950,0.019361
24.100,166.634,-11.672,67.261,180.076,-1.790,-4.007,21.933,0.002946
24.200,166.848,-12.393,67.262,180.322,2.740,-4.248,21.901,0.011806
24.300,166.943,-13.109,67.250,180.456,2.171,-4.490,21.880,0.002624
24.400,167.208,-13.558,67.204,180.717,-0.406,-4.636,21.831,0.000608
24.500,167.393,-14.373,67.241,180.965,-1.150,-4.908,21.812,0.016331
24.600,167.574,-15.001,67.199,181.168,-6.746,-5.115,21.772,0.006316
24.700,167.861,-15.593,67.253,181.503,1.935,-5.307,21.748,0.000786
24.800,168.080,-16.193,67.282,181.769,1.652,-5.503,21.725,0.005822
24.900,168.320,-16.779,67.252,182.033,8.389,-5.693,21.682,0.021983
25.000,168.542,-17.526,67.252,182.309,0.259,-5.937,21.647,0.010163
25.100,168.699,-18.061,67.227,182.497,1.076,-6.111,21.615,0.005323
25.200,169.110,-18.646,67.220,182.933,4.203,-6.292,21.559,0.009306
25.300,169.344,-19.380,67.212,183.222,4.352,-6.529,21.520,0.027128
25.400,169.611,-19.932,67.230,183.535,4.619,-6.702,21.488,0.005645
25.500,169.885,-20.471,67.252,183.855,7.868,-6.871,21.456,0.002266
25.600,170.120,-21.138,67.250,184.148,-2.835,-7.083,21.420,0.021651
25.700,170.422,-21.770,67.238,184.496,2.103,-7.280,21.373,0.010392
25.800,170.676,-22.221,67.224,184.778,2.101,-7.418,21.334,0.014598
25.900,171.028,-22.923,67.242,185.196,4.110,-7.634,21.290,0.003469
26.000,171.358,-23.512,67.210,185.563,12.252,-7.813,21.235,0.013433
26.100,171.688,-24.141,67.213,185.950,0.489,-8.004,21.190,0.008351
26.200,172.092,-24.616,67.247,186.397,2.935,-8.140,21.148,0.005814
26.300,172.410,-25.194,67.228,186.761,-0.827,-8.314,21.098,0.012715
26.400,172.763,-25.784,67.201,187.157,4.867,-8.489,21.043,0.006543
26.500,173.169,-26.373,67.227,187.623,0.991,-8.659,20.996,0.017778
26.600,173.507,-26.867,67.236,188.009,5.903,-8.802,20.954,0.009948
26.700,173.849,-27.524,67.288,188.438,5.287,-8.996,20.921,0.000957
26.800,174.263,-28.058,67.230,188.877,1.075,-9.147,20.851,0.038756
26.900,174.653,-28.624,67.226,189.320,3.343,-9.307,20.799,0.031892
27.000,175.080,-29.092,67.248,189.793,8.179,-9.434,20.752,0.018933
27.100,175.469,-29.605,67.272,190.240,2.549,-9.577,20.709,0.000361
27.200,175.889,-30.142,67.271,190.712,-0.054,-9.724,20.655,0.001713
27.300,176.423,-30.654,67.263,191.283,10.551,-9.857,20.588,0.005977
27.400,176.853,-31.141,67.198,191.735,-1.003,-9.986,20.516,0.002899
27.500,177.307,-31.799,67.228,192.272,4.160,-10.168,20.466,0.008774
27.600,177.630,-32.222,67.273,192.656,9.296,-10.281,20.438,0.004674
27.700,178.220,-32.743,67.224,193.271,15.126,-10.410,20.354,0.002054
27.800,178.664,-33.126,67.259,193.757,5.935,-10.504,20.312,0.001141
27.900,179.071,-33.652,67.241,194.217,6.136,-10.643,20.256,0.008174
28.000,179.633,-34.245,67.226,194.833,-1.589,-10.793,20.184,0.000955
28.100,180.116,-34.575,67.200,195.328,11.397,-10.866,20.123,0.013878
28.200,180.479,-34.970,67.263,195.754,5.272,-10.966,20.097,0.002311
28.300,181.036,-35.432,67.216,196.335,7.896,-11.074,20.020,0.005541
28.400,181.483,-35.945,67.232,196.846,6.334,-11.203,19.971,0.004508
28.500,182.013,-36.360,67.237,197.412,7.264,-11.297,19.913,0.008074
28.600,182.513,-36.836,67.232,197.960,1.470,-11.411,19.854,0.004364
28.700,183.031,-37.197,67.230,198.504,5.917,-11.488,19.797,0.016611
28.800,183.614,-37.690,67.213,199.128,5.169,-11.600,19.727,0.006659
28.900,184.100,-37.974,67.272,199.651,3.602,-11.655,19.691,0.017333
29.000,184.652,-38.457,67.249,200.244,4.087,-11.765,19.623,0.002095
29.100,185.177,-38.871,67.235,200.803,6.810,-11.855,19.562,0.010815
29.200,185.770,-39.247,67.213,201.416,7.822,-11.929,19.494,0.008418
29.300,186.274,-39.639,67.254,201.971,8.516,-12.013,19.450,0.021317
29.400,186.931,-40.054,67.254,202.659,5.773,-12.094,19.382,0.001131
29.500,187.381,-40.394,67.223,203.131,11.967,-12.165,19.326,0.000728
29.600,187.970,-40.655,67.205,203.721,5.379,-12.204,19.262,0.003708
29.700,188.626,-41.087,67.216,204.417,3.122,-12.288,19.197,0.000762
29.800,189.140,-41.370,67.223,204.949,4.471,-12.338,19.147,0.026512
29.900,189.684,-41.713,67.257,205.532,5.309,-12.402,19.101,0.004027
