time_s,x_m,y_m,z_m,range_m,v_radial_mps,azimuth_deg,elevation_deg,rcs_m2
2.500,227.761,6.836,57.139,234.918,-2.012,1.719,14.077,0.000189
2.600,228.411,5.622,57.357,235.570,7.365,1.410,14.092,0.016768
2.700,228.910,3.715,57.684,236.096,-2.078,0.930,14.142,0.017857
2.800,229.818,2.331,58.030,237.043,-9.049,0.581,14.170,0.000088
2.900,230.068,0.759,58.222,237.322,-18.338,0.189,14.201,0.001764
3.000,230.907,-0.968,58.489,238.202,1.132,-0.240,14.214,0.016564
3.100,231.437,-2.215,58.813,238.803,-25.708,-0.548,14.258,0.002771
3.200,231.680,-4.211,58.889,239.084,25.108,-1.041,14.259,0.005251
3.300,232.109,-5.198,59.248,239.608,-11.512,-1.283,14.316,0.019427
3.400,232.850,-6.503,59.346,240.382,13.888,-1.600,14.293,0.033488
3.500,233.411,-7.763,59.641,241.035,5.126,-1.905,14.326,0.003253
3.600,233.938,-9.370,59.868,241.659,-8.857,-2.294,14.344,0.002575
3.700,234.186,-10.432,60.067,241.992,14.778,-2.551,14.372,0.024311
3.800,234.007,-11.241,60.360,241.927,19.058,-2.750,14.448,0.006685
3.900,234.882,-12.569,60.372,242.842,12.640,-3.063,14.395,0.002242
4.000,235.339,-13.107,60.693,243.392,11.279,-3.188,14.440,0.001288
4.100,235.427,-14.098,61.005,243.610,25.222,-3.427,14.502,0.004585
4.200,235.395,-15.079,61.145,243.673,2.553,-3.665,14.533,0.014111
4.300,236.152,-15.569,61.353,244.488,-0.410,-3.772,14.533,0.004702
4.400,236.479,-16.112,61.610,244.904,2.128,-3.898,14.570,0.027050
4.500,236.631,-16.670,61.582,245.081,-4.503,-4.030,14.553,0.000195
4.600,236.662,-16.641,61.985,245.210,-18.667,-4.022,14.642,0.021684
4.700,236.668,-16.916,62.122,245.269,1.413,-4.088,14.672,0.003692
4.800,236.892,-17.093,62.278,245.537,18.250,-4.127,14.693,0.010166
4.900,236.672,-17.513,62.511,245.414,7.953,-4.232,14.757,0.004356
5.000,237.223,-17.646,62.545,245.963,16.125,-4.254,14.731,0.011261
5.100,237.342,-17.377,62.814,246.127,13.383,-4.188,14.786,0.014155
5.200,237.316,-17.517,62.930,246.142,4.425,-4.221,14.813,0.022741
5.300,237.362,-17.220,62.902,246.158,13.147,-4.149,14.805,0.022692
5.400,237.388,-17.435,63.192,246.273,-3.959,-4.200,14.868,0.040675
5.500,237.501,-16.779,63.261,246.354,-13.065,-4.041,14.880,0.001892
5.600,236.884,-16.692,63.373,245.782,4.192,-4.031,14.942,0.007760
5.700,237.035,-16.593,63.580,245.974,3.982,-4.004,14.980,0.007260
5.800,236.775,-15.877,63.765,245.724,-14.198,-3.836,15.040,0.006610
5.900,236.714,-15.998,63.972,245.727,-12.942,-3.866,15.090,0.006700
6.000,236.526,-15.594,63.990,245.525,-3.520,-3.772,15.107,0.012078
6.100,236.232,-15.507,64.019,245.244,-6.144,-3.756,15.132,0.002194
6.200,236.004,-15.296,64.163,245.049,0.461,-3.708,15.179,0.003898
6.300,235.537,-15.033,64.363,244.635,11.981,-3.652,15.254,0.008354
6.400,235.430,-14.808,64.403,244.529,-5.507,-3.599,15.271,0.017543
6.500,234.883,-15.028,64.481,244.036,-14.499,-3.661,15.321,0.001102
6.600,234.278,-14.756,64.426,243.423,1.634,-3.604,15.347,0.002891
6.700,234.805,-14.919,64.572,243.978,5.701,-3.636,15.347,0.007212
6.800,233.496,-14.581,64.683,242.728,-6.724,-3.573,15.455,0.002631
6.900,233.600,-14.261,64.747,242.826,10.594,-3.494,15.464,0.000555
7.000,233.041,-14.700,64.709,242.305,-3.183,-3.609,15.489,0.006869
7.100,232.726,-14.411,64.927,242.042,-21.525,-3.543,15.560,0.026088
7.200,232.045,-14.482,64.965,241.402,1.013,-3.571,15.612,0.011948
7.300,231.337,-14.252,65.020,240.723,-14.485,-3.525,15.670,0.013104
7.400,231.251,-14.302,65.030,240.646,-13.442,-3.539,15.678,0.023400
7.500,230.643,-14.301,65.029,240.061,2.560,-3.548,15.717,0.014382
7.600,229.775,-14.520,64.949,239.219,0.843,-3.616,15.754,0.003843
7.700,229.499,-14.390,65.071,238.979,16.561,-3.588,15.800,0.006032
7.800,229.036,-13.966,65.066,238.508,-23.886,-3.489,15.831,0.033158
7.900,228.213,-14.026,64.855,237.664,-35.408,-3.517,15.836,0.013452
8.000,227.569,-14.140,64.893,237.063,2.124,-3.555,15.887,0.025170
8.100,227.289,-13.545,64.931,236.769,14.169,-3.410,15.917,0.003456
8.200,225.870,-13.382,64.911,235.393,-11.914,-3.391,16.007,0.004778
8.300,224.983,-13.570,64.832,234.530,-4.184,-3.452,16.047,0.007419
8.400,225.057,-12.859,64.849,234.567,-16.252,-3.270,16.049,0.009537
8.500,223.913,-12.572,64.838,233.450,-18.597,-3.214,16.125,0.000186
8.600,223.426,-11.794,64.921,232.966,0.390,-3.022,16.181,0.009430
8.700,222.687,-11.314,64.763,232.189,7.149,-2.909,16.196,0.032997
8.800,221.500,-10.590,64.581,230.965,-33.576,-2.737,16.237,0.026208
8.900,221.054,-10.069,64.592,230.518,-26.124,-2.608,16.272,0.014006
9.000,220.110,-8.782,64.644,229.574,-29.971,-2.285,16.355,0.005714
9.100,219.412,-8.056,64.533,228.847,-20.203,-2.103,16.379,0.028967
9.200,218.545,-6.806,64.518,227.971,-13.446,-1.784,16.440,0.010810
9.300,217.742,-6.483,64.360,227.147,-9.535,-1.705,16.460,0.004978
9.400,216.968,-5.132,64.338,226.364,-10.070,-1.355,16.512,0.017496
9.500,215.958,-3.526,64.199,225.327,1.806,-0.935,16.554,0.007655
9.600,215.111,-2.366,64.122,224.477,-9.062,-0.630,16.598,0.003184
9.700,214.012,-1.347,64.018,223.386,-27.543,-0.361,16.653,0.004199
9.800,213.174,0.010,63.841,222.528,23.683,0.003,16.672,0.002640
9.900,211.953,1.671,63.910,221.385,-24.607,0.452,16.779,0.000203
10.000,211.382,2.906,63.515,220.737,-5.569,0.788,16.723,0.013078
10.100,210.517,4.695,63.395,219.906,1.432,1.278,16.755,0.000785
10.200,209.404,6.368,63.329,218.863,-1.835,1.742,16.819,0.024179
10.300,209.017,7.538,63.150,218.479,4.398,2.066,16.801,0.009109
10.400,207.963,8.873,63.019,217.483,1.881,2.443,16.844,0.000025
10.500,206.712,10.179,62.945,216.323,9.594,2.819,16.917,0.016271
10.600,206.146,11.839,62.576,215.759,-11.040,3.287,16.859,0.009110
10.700,205.324,13.331,62.606,215.070,15.258,3.715,16.924,0.015385
10.800,204.494,14.459,62.544,214.333,-20.531,4.045,16.966,0.003239
10.900,203.418,15.936,62.115,213.287,-37.005,4.480,16.932,0.030858
11.000,202.280,17.371,62.114,212.313,-19.294,4.908,17.011,0.008140
11.100,201.430,18.462,61.965,211.553,25.061,5.237,17.032,0.009630
11.200,200.677,19.194,61.818,210.858,6.580,5.463,17.048,0.003540
11.300,199.674,20.221,61.631,209.945,-5.203,5.783,17.071,0.014946
11.400,199.055,21.222,61.353,209.374,-4.921,6.085,17.039,0.010915
11.500,198.171,21.899,61.024,208.507,3.740,6.306,17.018,0.005340
11.600,197.231,22.515,60.952,207.659,17.984,6.512,17.069,0.008488
11.700,196.230,23.170,60.908,206.768,8.270,6.734,17.132,0.005913
11.800,195.628,23.591,60.590,206.150,-5.072,6.876,17.092,0.006807
11.900,194.807,23.842,60.447,205.358,4.499,6.978,17.118,0.003530
12.000,194.117,23.846,60.065,204.592,-20.781,7.003,17.073,0.000488
12.100,193.032,24.217,59.844,203.541,-9.586,7.151,17.098,0.003033
12.200,192.326,24.071,59.750,202.826,-37.563,7.134,17.133,0.021733
12.300,191.839,23.815,59.412,202.235,-27.143,7.077,17.084,0.003434
12.400,190.674,23.806,59.088,201.034,-21.157,7.117,17.093,0.025648
12.500,190.077,23.429,58.907,200.370,-3.222,7.027,17.097,0.003343
12.600,189.162,22.637,58.658,199.338,-7.078,6.824,17.113,0.001478
12.700,188.895,22.307,58.506,199.002,-17.006,6.735,17.097,0.002921
12.800,187.914,21.485,58.244,197.903,-19.170,6.523,17.116,0.006275
12.900,187.466,20.663,58.069,197.338,0.926,6.290,17.113,0.004389
13.000,186.611,19.925,57.832,196.381,-16.114,6.095,17.127,0.009060
13.100,186.323,19.121,57.432,195.909,-11.082,5.859,17.047,0.012518
13.200,185.393,18.624,57.310,194.940,-19.346,5.737,17.097,0.006723
13.300,184.860,17.125,56.780,194.141,-8.162,5.293,17.006,0.003047
13.400,184.061,16.238,56.633,193.260,17.062,5.042,17.040,0.002866
13.500,183.899,15.537,56.304,192.951,14.415,4.829,16.966,0.012179
13.600,183.036,14.653,56.212,192.033,-11.924,4.577,17.021,0.015078
13.700,182.655,13.634,55.776,191.467,-15.593,4.269,16.936,0.004999
13.800,182.135,12.561,55.409,190.791,8.164,3.945,16.883,0.004195
13.900,181.441,12.055,55.103,190.006,-3.473,3.801,16.858,0.024184
14.000,181.209,10.509,55.133,189.702,4.760,3.319,16.896,0.001257
14.100,180.752,9.883,54.653,189.092,8.392,3.130,16.800,0.009146
14.200,180.448,8.813,54.579,188.727,5.255,2.796,16.810,0.024880
14.300,179.854,7.733,54.039,187.956,-5.618,2.462,16.709,0.001961
14.400,179.958,7.471,54.082,188.057,1.291,2.377,16.713,0.003560
14.500,179.034,6.358,53.587,186.990,-23.670,2.034,16.653,0.021470
14.600,178.899,5.630,53.014,186.674,-6.298,1.802,16.499,0.024836
14.700,178.734,4.914,52.976,186.484,4.132,1.575,16.504,0.001704
14.800,178.209,4.394,52.754,185.905,-3.364,1.412,16.485,0.017667
14.900,178.014,4.146,52.334,185.594,-2.484,1.334,16.379,0.005808
15.000,178.024,3.037,52.032,185.497,-11.344,0.977,16.290,0.001538
15.100,177.588,2.232,51.609,184.949,-13.518,0.720,16.203,0.012714
15.200,177.196,2.170,51.722,184.603,-4.781,0.702,16.271,0.010167
15.300,177.396,1.592,51.202,184.645,1.725,0.514,16.099,0.008114
15.400,177.363,1.154,50.997,184.553,-1.541,0.373,16.041,0.030065
15.500,177.130,0.666,50.675,184.237,10.318,0.215,15.965,0.001849
15.600,177.121,0.170,50.249,184.112,-0.375,0.055,15.839,0.002865
15.700,177.176,0.091,50.037,184.106,-3.535,0.029,15.770,0.009862
15.800,177.075,-0.335,49.855,183.960,-20.905,-0.108,15.724,0.003630
15.900,177.459,-0.591,49.292,184.178,2.454,-0.191,15.523,0.017558
16.000,177.283,-1.329,49.089,183.959,-6.557,-0.429,15.477,0.002586
16.100,177.590,-1.447,48.750,184.165,-22.343,-0.467,15.350,0.025115
16.200,177.364,-2.034,48.430,183.869,15.462,-0.657,15.271,0.001239
16.300,177.628,-2.476,48.185,184.064,10.564,-0.799,15.176,0.010554
16.400,177.996,-3.043,47.969,184.371,6.633,-0.979,15.081,0.008148
16.500,178.289,-3.190,47.567,184.553,12.181,-1.025,14.936,0.022306
16.600,178.591,-4.043,47.278,184.787,9.669,-1.297,14.824,0.009676
16.700,178.660,-4.896,47.142,184.840,-2.310,-1.570,14.776,0.012804
16.800,178.787,-5.360,46.795,184.888,0.341,-1.717,14.661,0.000826
16.900,178.965,-6.319,46.432,184.998,-9.908,-2.022,14.536,0.051654
17.000,179.438,-7.084,46.172,185.419,2.310,-2.261,14.419,0.014575
17.100,179.798,-7.607,45.860,185.710,12.121,-2.423,14.297,0.016552
17.200,180.219,-8.600,45.477,186.068,4.247,-2.732,14.147,0.028688
17.300,180.487,-9.578,45.273,186.325,4.413,-3.038,14.063,0.007906
17.400,180.768,-10.648,44.829,186.548,5.669,-3.371,13.905,0.003145
17.500,181.662,-11.252,44.822,187.448,-3.116,-3.544,13.835,0.000357
17.600,181.988,-12.219,44.453,187.736,-3.218,-3.841,13.697,0.001814
17.700,182.299,-13.453,44.124,188.045,28.785,-4.220,13.571,0.034437
17.800,182.844,-14.639,44.189,188.677,11.225,-4.577,13.545,0.003438
17.900,183.450,-15.446,43.552,189.181,-19.862,-4.813,13.310,0.019456
18.000,184.004,-16.301,43.395,189.754,34.009,-5.063,13.220,0.018228
18.100,184.314,-17.266,43.062,190.063,-20.198,-5.352,13.095,0.009046
18.200,185.451,-18.286,42.878,191.220,-15.238,-5.631,12.958,0.007135
18.300,185.749,-19.728,42.441,191.555,4.052,-6.062,12.801,0.013434
18.400,186.287,-19.801,42.213,192.034,-1.636,-6.067,12.699,0.017418
18.500,187.199,-21.042,42.103,193.026,-5.352,-6.413,12.599,0.005544
18.600,187.899,-21.392,41.754,193.667,-19.252,-6.495,12.450,0.001475
18.700,188.986,-21.982,41.500,194.733,12.244,-6.635,12.305,0.040714
18.800,189.177,-22.614,41.340,194.957,-0.638,-6.817,12.242,0.004757
18.900,190.158,-23.157,41.110,195.924,21.490,-6.943,12.112,0.005890
19.000,190.655,-23.190,40.854,196.357,26.778,-6.935,12.009,0.024285
19.100,191.384,-23.882,40.681,197.112,44.934,-7.113,11.911,0.016146
19.200,192.213,-24.394,40.280,197.897,10.043,-7.233,11.744,0.002154
19.300,193.306,-24.122,40.085,198.887,-0.135,-7.113,11.627,0.000706
19.400,193.673,-24.089,39.912,199.205,-5.627,-7.090,11.558,0.011045
19.500,194.882,-23.849,39.548,200.279,22.322,-6.977,11.389,0.031321
19.600,195.806,-23.310,39.341,201.074,-5.982,-6.789,11.283,0.001516
19.700,196.475,-23.219,39.325,201.713,28.322,-6.740,11.242,0.054404
19.800,197.204,-22.480,39.133,202.302,2.202,-6.503,11.154,0.005916
19.900,198.316,-22.239,38.749,203.287,25.341,-6.398,10.989,0.002879
20.000,198.894,-21.461,38.527,203.725,-15.368,-6.159,10.901,0.029374
20.100,199.878,-20.298,38.563,204.573,15.924,-5.798,10.865,0.000410
20.200,200.732,-19.580,38.221,205.274,9.127,-5.571,10.731,0.000324
20.300,201.633,-18.387,38.065,206.017,24.805,-5.211,10.648,0.031230
20.400,202.392,-17.421,37.814,206.630,2.160,-4.920,10.545,0.007848
20.500,203.222,-16.102,37.593,207.296,1.670,-4.530,10.448,0.017668
20.600,204.349,-14.527,37.548,208.277,3.822,-4.066,10.386,0.006021
20.700,205.304,-13.361,37.613,209.148,19.591,-3.723,10.360,0.000627
20.800,205.847,-12.285,37.321,209.563,-5.842,-3.415,10.259,0.009082
20.900,206.905,-10.633,36.993,210.455,20.105,-2.942,10.124,0.001201
21.000,207.954,-9.224,36.985,211.419,11.559,-2.540,10.075,0.017279
21.100,208.789,-7.567,36.742,212.133,-28.029,-2.075,9.974,0.002911
21.200,209.496,-6.073,36.605,212.757,-2.847,-1.660,9.907,0.005222
21.300,210.507,-4.835,36.639,213.726,-4.408,-1.316,9.871,0.001054
21.400,211.298,-3.126,36.257,214.409,-4.895,-0.848,9.736,0.007807
21.500,211.839,-1.884,36.258,214.928,37.314,-0.510,9.712,0.006636
21.600,213.235,-0.403,36.131,216.275,12.685,-0.108,9.617,0.003397
21.700,214.097,1.027,35.883,217.086,16.622,0.275,9.514,0.014920
21.800,214.645,2.827,35.901,217.645,4.214,0.755,9.494,0.016460
21.900,215.672,3.735,35.831,218.660,14.042,0.992,9.431,0.004649
22.000,216.694,4.966,35.821,219.691,-22.267,1.313,9.384,0.027848
22.100,217.297,6.317,35.696,220.300,0.382,1.665,9.325,0.000325
22.200,218.239,6.821,35.401,221.196,21.645,1.790,9.209,0.004746
22.300,219.136,8.277,35.304,222.116,5.582,2.163,9.146,0.000114
22.400,220.263,8.901,35.306,223.252,14.637,2.314,9.099,0.009814
22.500,220.893,9.750,35.263,223.902,0.732,2.527,9.061,0.010165
22.600,221.743,10.097,35.247,224.753,8.387,2.607,9.023,0.002342
22.700,222.549,10.884,35.464,225.620,-2.173,2.800,9.044,0.006894
22.800,222.969,12.057,35.189,226.051,23.138,3.095,8.956,0.005160
22.900,223.550,12.376,35.067,226.622,11.493,3.169,8.902,0.008478
23.000,224.644,12.751,35.201,227.743,33.220,3.249,8.892,0.004149
23.100,225.139,13.295,34.934,228.221,-6.104,3.380,8.805,0.000233
23.200,226.005,13.158,34.972,229.073,8.000,3.332,8.782,0.050031
23.300,226.908,13.868,34.845,229.986,-4.993,3.497,8.714,0.005201
23.400,227.208,13.891,35.000,230.307,7.039,3.499,8.741,0.061007
23.500,227.978,14.152,35.227,231.117,22.500,3.552,8.767,0.024985
23.600,228.792,14.024,34.925,231.867,29.588,3.508,8.663,0.006741
23.700,229.335,14.397,34.862,232.416,-8.763,3.592,8.627,0.012813
23.800,230.035,13.956,34.990,233.099,2.518,3.472,8.633,0.008408
23.900,230.340,14.144,35.068,233.423,-1.436,3.514,8.640,0.011963
24.000,231.376,14.379,35.117,234.467,17.167,3.556,8.614,0.015974
24.100,231.809,14.274,35.009,234.872,23.299,3.524,8.572,0.011856
24.200,232.325,14.355,35.048,235.392,24.848,3.536,8.563,0.001969
24.300,232.719,14.124,35.282,235.802,20.519,3.473,8.605,0.002132
24.400,232.848,14.582,35.137,235.936,21.950,3.583,8.565,0.011038
24.500,233.770,14.420,35.197,236.845,19.418,3.530,8.546,0.010651
24.600,233.605,14.235,35.495,236.714,4.955,3.487,8.624,0.000872
24.700,234.857,14.344,35.411,237.944,-8.742,3.495,8.559,0.006645
24.800,234.366,14.683,35.383,237.476,-5.337,3.585,8.569,0.000774
24.900,235.411,14.733,35.674,238.554,13.815,3.581,8.600,0.016580
25.000,235.430,14.932,35.545,238.566,-16.224,3.629,8.569,0.010125
25.100,235.615,15.254,35.582,238.774,-4.743,3.704,8.570,0.008564
25.200,235.901,15.619,35.859,239.122,13.959,3.788,8.625,0.008779
25.300,236.394,15.614,35.994,239.628,-14.880,3.779,8.639,0.004792
25.400,236.848,15.794,36.118,240.106,-10.083,3.815,8.651,0.010882
25.500,236.528,15.936,36.181,239.809,-0.761,3.855,8.678,0.004455
25.600,236.569,16.072,36.159,239.856,-2.670,3.887,8.671,0.013518
25.700,237.054,16.598,36.179,240.373,-14.355,4.005,8.657,0.015122
25.800,236.842,16.367,36.515,240.198,-22.542,3.953,8.744,0.001114
25.900,237.061,16.868,36.526,240.451,-1.592,4.070,8.737,0.000211
26.000,237.082,17.025,36.816,240.527,0.757,4.107,8.805,0.026909
26.100,237.413,17.215,36.929,240.884,1.465,4.147,8.819,0.009453
26.200,237.293,17.308,36.859,240.762,-11.775,4.172,8.806,0.000013
26.300,237.129,17.483,37.173,240.661,29.015,4.217,8.886,0.022686
26.400,237.199,17.741,37.382,240.781,-5.198,4.277,8.931,0.025866
26.500,236.941,17.261,37.573,240.522,9.559,4.167,8.987,0.005379
26.600,237.162,16.955,37.604,240.723,17.342,4.089,8.987,0.000995
26.700,237.170,17.560,37.769,240.799,13.264,4.234,9.024,0.000970
26.800,236.711,17.063,38.111,240.366,-7.589,4.123,9.123,0.005230
26.900,236.871,16.616,38.310,240.523,-16.726,4.013,9.165,0.001339
27.000,236.424,15.917,38.448,240.058,-10.662,3.852,9.216,0.006803
27.100,236.043,15.957,38.574,239.706,16.947,3.867,9.261,0.000551
27.200,235.875,14.658,38.997,239.526,18.320,3.556,9.370,0.004259
27.300,235.725,14.189,39.043,239.358,-16.685,3.445,9.388,0.007182
27.400,235.085,13.253,39.178,238.696,-5.479,3.227,9.447,0.001617
27.500,234.667,12.322,39.234,238.243,-10.611,3.006,9.479,0.009021
27.600,234.433,12.082,39.630,238.066,-36.351,2.950,9.582,0.049037
27.700,234.235,10.476,39.851,237.832,-0.172,2.561,9.646,0.013634
27.800,233.625,9.295,39.969,237.202,-2.855,2.278,9.701,0.009732
27.900,233.397,8.146,40.349,236.999,-4.194,1.999,9.802,0.007216
28.000,233.122,6.673,40.531,236.713,-21.585,1.640,9.859,0.044591
28.100,232.040,5.451,40.745,235.653,14.601,1.346,9.957,0.000450
28.200,232.045,3.952,40.839,235.645,-12.632,0.976,9.980,0.003077
28.300,231.334,2.598,41.329,235.011,1.890,0.643,10.129,0.000771
28.400,230.656,0.790,41.392,234.341,8.837,0.196,10.174,0.004502
28.500,230.100,-0.735,41.505,233.814,-15.841,-0.183,10.225,0.000999
28.600,230.070,-2.018,41.969,233.875,9.123,-0.503,10.338,0.005278
28.700,229.071,-3.687,41.954,232.910,-10.174,-0.922,10.377,0.008309
28.800,228.547,-5.302,42.439,232.515,2.254,-1.329,10.517,0.001255
28.900,227.600,-6.694,42.753,231.678,-15.127,-1.685,10.634,0.003195
29.000,227.124,-8.573,43.005,231.319,0.715,-2.162,10.714,0.039206
29.100,226.550,-9.879,43.305,230.863,18.318,-2.497,10.812,0.000925
29.200,226.013,-11.237,43.472,230.430,-18.244,-2.846,10.874,0.000570
29.300,224.796,-12.840,43.794,229.382,9.896,-3.269,11.007,0.002892
29.400,223.855,-14.014,44.164,228.600,-7.268,-3.582,11.139,0.011391
29.500,223.668,-15.247,44.560,228.573,-16.276,-3.900,11.242,0.017913
29.600,223.010,-16.733,44.695,228.060,-21.844,-4.291,11.302,0.011368
29.700,222.134,-17.317,44.989,227.305,-6.204,-4.458,11.416,0.014546
29.800,221.306,-18.361,45.150,226.610,9.965,-4.743,11.493,0.005064
29.900,220.547,-19.191,45.417,225.991,-22.599,-4.973,11.594,0.010923
