timestamp,congestion_index,avg_speed_mph,travel_time_multiplier
2024-07-01T18:45:00,0.842,12.3,1.42
2024-07-01T19:00:00,0.79,13.4,1.4
2024-07-01T19:15:00,0.781,13.6,1.39
2024-07-01T19:30:00,0.754,14.2,1.38
2024-07-01T19:45:00,0.74,14.5,1.37
2024-07-01T20:00:00,0.383,22.0,1.19
2024-07-01T20:15:00,0.489,19.7,1.24
2024-07-01T20:30:00,0.421,21.2,1.21
2024-07-01T20:45:00,0.309,23.5,1.15
2024-07-01T21:00:00,0.35,22.7,1.17
2024-07-01T21:15:00,0.422,21.1,1.21
2024-07-01T21:30:00,0.248,24.8,1.12
2024-07-01T21:45:00,0.356,22.5,1.18
2024-07-01T22:00:00,0.018,29.6,1.01
2024-07-01T22:15:00,0.199,25.8,1.1
2024-07-01T22:30:00,0.035,29.3,1.02
2024-07-01T22:45:00,0.0,30.0,1.0
2024-07-01T23:00:00,0.186,26.1,1.09
2024-07-01T23:15:00,0.225,25.3,1.11
2024-07-01T23:30:00,0.092,28.1,1.05
2024-07-01T23:45:00,0.067,28.6,1.03
2024-07-02T00:00:00,0.205,25.7,1.1
2024-07-02T00:15:00,0.0,30.0,1.0
2024-07-02T00:30:00,0.222,25.3,1.11
2024-07-02T00:45:00,0.0,30.0,1.0
2024-07-02T01:00:00,0.134,27.2,1.07
2024-07-02T01:15:00,0.176,26.3,1.09
2024-07-02T01:30:00,0.161,26.6,1.08
2024-07-02T01:45:00,0.146,26.9,1.07
2024-07-02T02:00:00,0.1,27.9,1.05
2024-07-02T02:15:00,0.239,25.0,1.12
2024-07-02T02:30:00,0.224,25.3,1.11
2024-07-02T02:45:00,0.084,28.2,1.04
2024-07-02T03:00:00,0.216,25.5,1.11
2024-07-02T03:15:00,0.124,27.4,1.06
2024-07-02T03:30:00,0.0,30.0,1.0
2024-07-02T03:45:00,0.129,27.3,1.06
2024-07-02T04:00:00,0.0,30.0,1.0
2024-07-02T04:15:00,0.005,29.9,1.0
2024-07-02T04:30:00,0.247,24.8,1.12
2024-07-02T04:45:00,0.106,27.8,1.05
2024-07-02T05:00:00,0.05,29.0,1.02
2024-07-02T05:15:00,0.101,27.9,1.05
2024-07-02T05:30:00,0.295,23.8,1.15
2024-07-02T05:45:00,0.122,27.4,1.06
2024-07-02T06:00:00,0.393,21.7,1.2
2024-07-02T06:15:00,0.402,21.5,1.2
2024-07-02T06:30:00,0.413,21.3,1.21
2024-07-02T06:45:00,0.241,24.9,1.12
2024-07-02T07:00:00,0.843,12.3,1.42
2024-07-02T07:15:00,0.801,13.2,1.4
2024-07-02T07:30:00,0.649,16.4,1.32
2024-07-02T07:45:00,0.819,12.8,1.41
2024-07-02T08:00:00,0.444,20.7,1.22
2024-07-02T08:15:00,0.741,14.4,1.37
2024-07-02T08:30:00,0.618,17.0,1.31
2024-07-02T08:45:00,0.743,14.4,1.37
2024-07-02T09:00:00,0.898,11.1,1.45
2024-07-02T09:15:00,0.668,16.0,1.33
2024-07-02T09:30:00,0.64,16.6,1.32
2024-07-02T09:45:00,0.743,14.4,1.37
2024-07-02T10:00:00,0.507,19.4,1.25
2024-07-02T10:15:00,0.342,22.8,1.17
2024-07-02T10:30:00,0.242,24.9,1.12
2024-07-02T10:45:00,0.456,20.4,1.23
2024-07-02T11:00:00,0.399,21.6,1.2
2024-07-02T11:15:00,0.554,18.4,1.28
2024-07-02T11:30:00,0.31,23.5,1.15
2024-07-02T11:45:00,0.465,20.2,1.23
2024-07-02T12:00:00,0.454,20.5,1.23
2024-07-02T12:15:00,0.414,21.3,1.21
2024-07-02T12:30:00,0.444,20.7,1.22
2024-07-02T12:45:00,0.532,18.8,1.27
2024-07-02T13:00:00,0.576,17.9,1.29
2024-07-02T13:15:00,0.496,19.6,1.25
2024-07-02T13:30:00,0.519,19.1,1.26
2024-07-02T13:45:00,0.407,21.5,1.2
2024-07-02T14:00:00,0.338,22.9,1.17
2024-07-02T14:15:00,0.455,20.4,1.23
2024-07-02T14:30:00,0.359,22.5,1.18
2024-07-02T14:45:00,0.359,22.5,1.18
2024-07-02T15:00:00,0.298,23.7,1.15
2024-07-02T15:15:00,0.349,22.7,1.17
2024-07-02T15:30:00,0.323,23.2,1.16
2024-07-02T15:45:00,0.38,22.0,1.19
2024-07-02T16:00:00,1.0,9.0,1.5
2024-07-02T16:15:00,1.0,9.0,1.5
2024-07-02T16:30:00,0.788,13.5,1.39
2024-07-02T16:45:00,0.826,12.7,1.41
2024-07-02T17:00:00,0.771,13.8,1.39
2024-07-02T17:15:00,0.739,14.5,1.37
2024-07-02T17:30:00,0.707,15.2,1.35
2024-07-02T17:45:00,0.902,11.0,1.45
2024-07-02T18:00:00,0.933,10.4,1.47
2024-07-02T18:15:00,0.783,13.5,1.39
2024-07-02T18:30:00,0.848,12.2,1.42
2024-07-02T18:45:00,0.839,12.4,1.42
2024-07-02T19:00:00,0.927,10.5,1.46
2024-07-02T19:15:00,0.737,14.5,1.37
2024-07-02T19:30:00,0.645,16.5,1.32
2024-07-02T19:45:00,0.634,16.7,1.32
2024-07-02T20:00:00,0.333,23.0,1.17
2024-07-02T20:15:00,0.483,19.8,1.24
2024-07-02T20:30:00,0.314,23.4,1.16
2024-07-02T20:45:00,0.446,20.6,1.22
2024-07-02T21:00:00,0.547,18.5,1.27
2024-07-02T21:15:00,0.215,25.5,1.11
2024-07-02T21:30:00,0.451,20.5,1.23
2024-07-02T21:45:00,0.421,21.2,1.21
2024-07-02T22:00:00,0.111,27.7,1.06
2024-07-02T22:15:00,0.123,27.4,1.06
2024-07-02T22:30:00,0.099,27.9,1.05
2024-07-02T22:45:00,0.048,29.0,1.02
2024-07-02T23:00:00,0.0,30.0,1.0
2024-07-02T23:15:00,0.084,28.2,1.04
2024-07-02T23:30:00,0.0,30.0,1.0
2024-07-02T23:45:00,0.0,30.0,1.0
2024-07-03T00:00:00,0.137,27.1,1.07
2024-07-03T00:15:00,0.124,27.4,1.06
2024-07-03T00:30:00,0.0,30.0,1.0
2024-07-03T00:45:00,0.252,24.7,1.13
2024-07-03T01:00:00,0.028,29.4,1.01
2024-07-03T01:15:00,0.299,23.7,1.15
2024-07-03T01:30:00,0.069,28.5,1.03
2024-07-03T01:45:00,0.092,28.1,1.05
2024-07-03T02:00:00,0.058,28.8,1.03
2024-07-03T02:15:00,0.118,27.5,1.06
2024-07-03T02:30:00,0.129,27.3,1.06
2024-07-03T02:45:00,0.186,26.1,1.09
2024-07-03T03:00:00,0.151,26.8,1.08
2024-07-03T03:15:00,0.199,25.8,1.1
2024-07-03T03:30:00,0.242,24.9,1.12
2024-07-03T03:45:00,0.085,28.2,1.04
2024-07-03T04:00:00,0.149,26.9,1.07
2024-07-03T04:15:00,0.0,30.0,1.0
2024-07-03T04:30:00,0.0,30.0,1.0
2024-07-03T04:45:00,0.118,27.5,1.06
2024-07-03T05:00:00,0.035,29.3,1.02
2024-07-03T05:15:00,0.163,26.6,1.08
2024-07-03T05:30:00,0.149,26.9,1.07
2024-07-03T05:45:00,0.096,28.0,1.05
2024-07-03T06:00:00,0.502,19.5,1.25
2024-07-03T06:15:00,0.488,19.7,1.24
2024-07-03T06:30:00,0.363,22.4,1.18
2024-07-03T06:45:00,0.277,24.2,1.14
2024-07-03T07:00:00,0.638,16.6,1.32
2024-07-03T07:15:00,0.815,12.9,1.41
2024-07-03T07:30:00,0.62,17.0,1.31
2024-07-03T07:45:00,0.602,17.4,1.3
2024-07-03T08:00:00,0.749,14.3,1.37
2024-07-03T08:15:00,0.747,14.3,1.37
2024-07-03T08:30:00,0.688,15.6,1.34
2024-07-03T08:45:00,0.685,15.6,1.34
2024-07-03T09:00:00,0.841,12.3,1.42
2024-07-03T09:15:00,0.687,15.6,1.34
2024-07-03T09:30:00,0.86,11.9,1.43
2024-07-03T09:45:00,0.719,14.9,1.36
2024-07-03T10:00:00,0.492,19.7,1.25
2024-07-03T10:15:00,0.498,19.5,1.25
2024-07-03T10:30:00,0.365,22.3,1.18
2024-07-03T10:45:00,0.4,21.6,1.2
2024-07-03T11:00:00,0.478,20.0,1.24
2024-07-03T11:15:00,0.372,22.2,1.19
2024-07-03T11:30:00,0.341,22.8,1.17
2024-07-03T11:45:00,0.349,22.7,1.17
2024-07-03T12:00:00,0.352,22.6,1.18
2024-07-03T12:15:00,0.338,22.9,1.17
2024-07-03T12:30:00,0.446,20.6,1.22
2024-07-03T12:45:00,0.368,22.3,1.18
2024-07-03T13:00:00,0.438,20.8,1.22
2024-07-03T13:15:00,0.393,21.7,1.2
2024-07-03T13:30:00,0.637,16.6,1.32
2024-07-03T13:45:00,0.55,18.5,1.27
2024-07-03T14:00:00,0.445,20.7,1.22
2024-07-03T14:15:00,0.338,22.9,1.17
2024-07-03T14:30:00,0.35,22.6,1.18
2024-07-03T14:45:00,0.452,20.5,1.23
2024-07-03T15:00:00,0.569,18.0,1.28
2024-07-03T15:15:00,0.652,16.3,1.33
2024-07-03T15:30:00,0.35,22.7,1.17
2024-07-03T15:45:00,0.492,19.7,1.25
2024-07-03T16:00:00,0.754,14.2,1.38
2024-07-03T16:15:00,0.817,12.8,1.41
2024-07-03T16:30:00,0.734,14.6,1.37
2024-07-03T16:45:00,0.753,14.2,1.38
2024-07-03T17:00:00,0.814,12.9,1.41
2024-07-03T17:15:00,0.78,13.6,1.39
2024-07-03T17:30:00,0.706,15.2,1.35
2024-07-03T17:45:00,0.816,12.9,1.41
2024-07-03T18:00:00,0.943,10.2,1.47
2024-07-03T18:15:00,0.82,12.8,1.41
2024-07-03T18:30:00,0.904,11.0,1.45
2024-07-03T18:45:00,0.843,12.3,1.42
2024-07-03T19:00:00,0.808,13.0,1.4
2024-07-03T19:15:00,0.883,11.5,1.44
2024-07-03T19:30:00,0.779,13.7,1.39
2024-07-03T19:45:00,0.885,11.4,1.44
2024-07-03T20:00:00,0.432,20.9,1.22
2024-07-03T20:15:00,0.371,22.2,1.19
2024-07-03T20:30:00,0.451,20.5,1.23
2024-07-03T20:45:00,0.495,19.6,1.25
2024-07-03T21:00:00,0.467,20.2,1.23
2024-07-03T21:15:00,0.266,24.4,1.13
2024-07-03T21:30:00,0.493,19.6,1.25
2024-07-03T21:45:00,0.56,18.2,1.28
2024-07-03T22:00:00,0.167,26.5,1.08
2024-07-03T22:15:00,0.0,30.0,1.0
2024-07-03T22:30:00,0.106,27.8,1.05
2024-07-03T22:45:00,0.15,26.9,1.07
2024-07-03T23:00:00,0.034,29.3,1.02
2024-07-03T23:15:00,0.041,29.1,1.02
2024-07-03T23:30:00,0.036,29.2,1.02
2024-07-03T23:45:00,0.0,30.0,1.0
2024-07-04T00:00:00,0.195,25.9,1.1
2024-07-04T00:15:00,0.006,29.9,1.0
2024-07-04T00:30:00,0.161,26.6,1.08
2024-07-04T00:45:00,0.182,26.2,1.09
2024-07-04T01:00:00,0.25,24.8,1.12
2024-07-04T01:15:00,0.001,30.0,1.0
2024-07-04T01:30:00,0.233,25.1,1.12
2024-07-04T01:45:00,0.0,30.0,1.0
2024-07-04T02:00:00,0.303,23.6,1.15
2024-07-04T02:15:00,0.112,27.6,1.06
2024-07-04T02:30:00,0.135,27.2,1.07
2024-07-04T02:45:00,0.154,26.8,1.08
2024-07-04T03:00:00,0.0,30.0,1.0
2024-07-04T03:15:00,0.093,28.0,1.05
2024-07-04T03:30:00,0.0,30.0,1.0
2024-07-04T03:45:00,0.071,28.5,1.04
2024-07-04T04:00:00,0.13,27.3,1.07
2024-07-04T04:15:00,0.0,30.0,1.0
2024-07-04T04:30:00,0.085,28.2,1.04
2024-07-04T04:45:00,0.096,28.0,1.05
2024-07-04T05:00:00,0.241,24.9,1.12
2024-07-04T05:15:00,0.184,26.1,1.09
2024-07-04T05:30:00,0.013,29.7,1.01
2024-07-04T05:45:00,0.222,25.3,1.11
2024-07-04T06:00:00,0.298,23.8,1.15
2024-07-04T06:15:00,0.351,22.6,1.18
2024-07-04T06:30:00,0.237,25.0,1.12
2024-07-04T06:45:00,0.356,22.5,1.18
2024-07-04T07:00:00,0.792,13.4,1.4
2024-07-04T07:15:00,0.767,13.9,1.38
2024-07-04T07:30:00,0.634,16.7,1.32
2024-07-04T07:45:00,0.627,16.8,1.31
2024-07-04T08:00:00,0.506,19.4,1.25
2024-07-04T08:15:00,0.747,14.3,1.37
2024-07-04T08:30:00,0.751,14.2,1.38
2024-07-04T08:45:00,0.771,13.8,1.39
2024-07-04T09:00:00,0.663,16.1,1.33
2024-07-04T09:15:00,0.735,14.6,1.37
2024-07-04T09:30:00,0.852,12.1,1.43
2024-07-04T09:45:00,0.702,15.3,1.35
2024-07-04T10:00:00,0.303,23.6,1.15
2024-07-04T10:15:00,0.297,23.8,1.15
2024-07-04T10:30:00,0.35,22.6,1.18
2024-07-04T10:45:00,0.367,22.3,1.18
2024-07-04T11:00:00,0.471,20.1,1.24
2024-07-04T11:15:00,0.584,17.7,1.29
2024-07-04T11:30:00,0.313,23.4,1.16
2024-07-04T11:45:00,0.39,21.8,1.2
2024-07-04T12:00:00,0.697,15.4,1.35
2024-07-04T12:15:00,0.588,17.7,1.29
2024-07-04T12:30:00,0.44,20.7,1.22
2024-07-04T12:45:00,0.348,22.7,1.17
2024-07-04T13:00:00,0.342,22.8,1.17
2024-07-04T13:15:00,0.525,19.0,1.26
2024-07-04T13:30:00,0.333,23.0,1.17
2024-07-04T13:45:00,0.533,18.8,1.27
2024-07-04T14:00:00,0.333,23.0,1.17
2024-07-04T14:15:00,0.45,20.5,1.23
2024-07-04T14:30:00,0.393,21.8,1.2
2024-07-04T14:45:00,0.276,24.2,1.14
2024-07-04T15:00:00,0.473,20.1,1.24
2024-07-04T15:15:00,0.375,22.1,1.19
2024-07-04T15:30:00,0.351,22.6,1.18
2024-07-04T15:45:00,0.38,22.0,1.19
2024-07-04T16:00:00,0.802,13.2,1.4
2024-07-04T16:15:00,0.776,13.7,1.39
2024-07-04T16:30:00,0.85,12.2,1.42
2024-07-04T16:45:00,0.676,15.8,1.34
2024-07-04T17:00:00,0.728,14.7,1.36
2024-07-04T17:15:00,0.981,9.4,1.49
2024-07-04T17:30:00,1.0,9.0,1.5
2024-07-04T17:45:00,0.629,16.8,1.31
2024-07-04T18:00:00,0.711,15.1,1.36
2024-07-04T18:15:00,0.828,12.6,1.41
2024-07-04T18:30:00,0.754,14.2,1.38
2024-07-04T18:45:00,0.788,13.5,1.39
2024-07-04T19:00:00,0.859,12.0,1.43
2024-07-04T19:15:00,0.797,13.3,1.4
2024-07-04T19:30:00,0.712,15.0,1.36
2024-07-04T19:45:00,0.866,11.8,1.43
2024-07-04T20:00:00,0.525,19.0,1.26
2024-07-04T20:15:00,0.468,20.2,1.23
2024-07-04T20:30:00,0.365,22.3,1.18
2024-07-04T20:45:00,0.344,22.8,1.17
2024-07-04T21:00:00,0.285,24.0,1.14
2024-07-04T21:15:00,0.466,20.2,1.23
2024-07-04T21:30:00,0.414,21.3,1.21
2024-07-04T21:45:00,0.319,23.3,1.16
2024-07-04T22:00:00,0.163,26.6,1.08
2024-07-04T22:15:00,0.148,26.9,1.07
2024-07-04T22:30:00,0.212,25.5,1.11
2024-07-04T22:45:00,0.099,27.9,1.05
2024-07-04T23:00:00,0.133,27.2,1.07
2024-07-04T23:15:00,0.204,25.7,1.1
2024-07-04T23:30:00,0.111,27.7,1.06
2024-07-04T23:45:00,0.149,26.9,1.07
2024-07-05T00:00:00,0.184,26.1,1.09
2024-07-05T00:15:00,0.084,28.2,1.04
2024-07-05T00:30:00,0.025,29.5,1.01
2024-07-05T00:45:00,0.221,25.3,1.11
2024-07-05T01:00:00,0.165,26.5,1.08
2024-07-05T01:15:00,0.068,28.6,1.03
2024-07-05T01:30:00,0.0,30.0,1.0
2024-07-05T01:45:00,0.11,27.7,1.06
2024-07-05T02:00:00,0.02,29.6,1.01
2024-07-05T02:15:00,0.114,27.6,1.06
2024-07-05T02:30:00,0.171,26.4,1.09
2024-07-05T02:45:00,0.037,29.2,1.02
2024-07-05T03:00:00,0.076,28.4,1.04
2024-07-05T03:15:00,0.0,30.0,1.0
2024-07-05T03:30:00,0.0,30.0,1.0
2024-07-05T03:45:00,0.207,25.6,1.1
2024-07-05T04:00:00,0.033,29.3,1.02
2024-07-05T04:15:00,0.159,26.7,1.08
2024-07-05T04:30:00,0.171,26.4,1.09
2024-07-05T04:45:00,0.124,27.4,1.06
2024-07-05T05:00:00,0.06,28.7,1.03
2024-07-05T05:15:00,0.186,26.1,1.09
2024-07-05T05:30:00,0.0,30.0,1.0
2024-07-05T05:45:00,0.0,30.0,1.0
2024-07-05T06:00:00,0.465,20.2,1.23
2024-07-05T06:15:00,0.194,25.9,1.1
2024-07-05T06:30:00,0.434,20.9,1.22
2024-07-05T06:45:00,0.42,21.2,1.21
2024-07-05T07:00:00,0.603,17.3,1.3
2024-07-05T07:15:00,0.694,15.4,1.35
2024-07-05T07:30:00,0.748,14.3,1.37
2024-07-05T07:45:00,0.564,18.1,1.28
2024-07-05T08:00:00,0.832,12.5,1.42
2024-07-05T08:15:00,0.586,17.7,1.29
2024-07-05T08:30:00,0.714,15.0,1.36
2024-07-05T08:45:00,0.783,13.5,1.39
2024-07-05T09:00:00,0.542,18.6,1.27
2024-07-05T09:15:00,0.816,12.9,1.41
2024-07-05T09:30:00,0.61,17.2,1.3
2024-07-05T09:45:00,0.841,12.3,1.42
2024-07-05T10:00:00,0.385,21.9,1.19
2024-07-05T10:15:00,0.269,24.4,1.13
2024-07-05T10:30:00,0.39,21.8,1.19
2024-07-05T10:45:00,0.245,24.9,1.12
2024-07-05T11:00:00,0.38,22.0,1.19
2024-07-05T11:15:00,0.401,21.6,1.2
2024-07-05T11:30:00,0.346,22.7,1.17
2024-07-05T11:45:00,0.381,22.0,1.19
2024-07-05T12:00:00,0.388,21.9,1.19
2024-07-05T12:15:00,0.361,22.4,1.18
2024-07-05T12:30:00,0.44,20.8,1.22
2024-07-05T12:45:00,0.423,21.1,1.21
2024-07-05T13:00:00,0.474,20.0,1.24
2024-07-05T13:15:00,0.484,19.8,1.24
2024-07-05T13:30:00,0.312,23.4,1.16
2024-07-05T13:45:00,0.236,25.0,1.12
2024-07-05T14:00:00,0.519,19.1,1.26
2024-07-05T14:15:00,0.405,21.5,1.2
2024-07-05T14:30:00,0.482,19.9,1.24
2024-07-05T14:45:00,0.509,19.3,1.25
2024-07-05T15:00:00,0.543,18.6,1.27
2024-07-05T15:15:00,0.352,22.6,1.18
2024-07-05T15:30:00,0.366,22.3,1.18
2024-07-05T15:45:00,0.386,21.9,1.19
2024-07-05T16:00:00,0.583,17.8,1.29
2024-07-05T16:15:00,0.668,16.0,1.33
2024-07-05T16:30:00,0.667,16.0,1.33
2024-07-05T16:45:00,0.924,10.6,1.46
2024-07-05T17:00:00,0.654,16.3,1.33
2024-07-05T17:15:00,0.913,10.8,1.46
2024-07-05T17:30:00,0.74,14.5,1.37
2024-07-05T17:45:00,0.989,9.2,1.49
2024-07-05T18:00:00,0.812,12.9,1.41
2024-07-05T18:15:00,0.745,14.4,1.37
2024-07-05T18:30:00,0.894,11.2,1.45
2024-07-05T18:45:00,0.855,12.0,1.43
2024-07-05T19:00:00,0.968,9.7,1.48
2024-07-05T19:15:00,0.729,14.7,1.36
2024-07-05T19:30:00,0.778,13.7,1.39
2024-07-05T19:45:00,0.961,9.8,1.48
2024-07-05T20:00:00,0.38,22.0,1.19
2024-07-05T20:15:00,0.399,21.6,1.2
2024-07-05T20:30:00,0.363,22.4,1.18
2024-07-05T20:45:00,0.414,21.3,1.21
2024-07-05T21:00:00,0.399,21.6,1.2
2024-07-05T21:15:00,0.353,22.6,1.18
2024-07-05T21:30:00,0.502,19.5,1.25
2024-07-05T21:45:00,0.504,19.4,1.25
2024-07-05T22:00:00,0.105,27.8,1.05
2024-07-05T22:15:00,0.184,26.1,1.09
2024-07-05T22:30:00,0.028,29.4,1.01
2024-07-05T22:45:00,0.189,26.0,1.09
2024-07-05T23:00:00,0.064,28.7,1.03
2024-07-05T23:15:00,0.135,27.2,1.07
2024-07-05T23:30:00,0.242,24.9,1.12
2024-07-05T23:45:00,0.016,29.7,1.01
2024-07-06T00:00:00,0.316,23.4,1.16
2024-07-06T00:15:00,0.325,23.2,1.16
2024-07-06T00:30:00,0.0,30.0,1.0
2024-07-06T00:45:00,0.114,27.6,1.06
2024-07-06T01:00:00,0.307,23.6,1.15
2024-07-06T01:15:00,0.357,22.5,1.18
2024-07-06T01:30:00,0.327,23.1,1.16
2024-07-06T01:45:00,0.194,25.9,1.1
2024-07-06T02:00:00,0.305,23.6,1.15
2024-07-06T02:15:00,0.435,20.9,1.22
2024-07-06T02:30:00,0.188,26.0,1.09
2024-07-06T02:45:00,0.358,22.5,1.18
2024-07-06T03:00:00,0.37,22.2,1.19
2024-07-06T03:15:00,0.34,22.9,1.17
2024-07-06T03:30:00,0.319,23.3,1.16
2024-07-06T03:45:00,0.378,22.1,1.19
2024-07-06T04:00:00,0.153,26.8,1.08
2024-07-06T04:15:00,0.131,27.2,1.07
2024-07-06T04:30:00,0.213,25.5,1.11
2024-07-06T04:45:00,0.064,28.6,1.03
2024-07-06T05:00:00,0.171,26.4,1.09
2024-07-06T05:15:00,0.177,26.3,1.09
2024-07-06T05:30:00,0.15,26.9,1.07
2024-07-06T05:45:00,0.299,23.7,1.15
2024-07-06T06:00:00,0.049,29.0,1.02
2024-07-06T06:15:00,0.285,24.0,1.14
2024-07-06T06:30:00,0.172,26.4,1.09
2024-07-06T06:45:00,0.161,26.6,1.08
2024-07-06T07:00:00,0.0,30.0,1.0
2024-07-06T07:15:00,0.304,23.6,1.15
2024-07-06T07:30:00,0.292,23.9,1.15
2024-07-06T07:45:00,0.148,26.9,1.07
2024-07-06T08:00:00,0.242,24.9,1.12
2024-07-06T08:15:00,0.284,24.0,1.14
2024-07-06T08:30:00,0.333,23.0,1.17
2024-07-06T08:45:00,0.194,25.9,1.1
2024-07-06T09:00:00,0.19,26.0,1.09
2024-07-06T09:15:00,0.296,23.8,1.15
2024-07-06T09:30:00,0.196,25.9,1.1
2024-07-06T09:45:00,0.109,27.7,1.05
2024-07-06T10:00:00,0.469,20.1,1.23
2024-07-06T10:15:00,0.603,17.3,1.3
2024-07-06T10:30:00,0.419,21.2,1.21
2024-07-06T10:45:00,0.542,18.6,1.27
2024-07-06T11:00:00,0.699,15.3,1.35
2024-07-06T11:15:00,0.396,21.7,1.2
2024-07-06T11:30:00,0.462,20.3,1.23
2024-07-06T11:45:00,0.456,20.4,1.23
2024-07-06T12:00:00,0.546,18.5,1.27
2024-07-06T12:15:00,0.582,17.8,1.29
2024-07-06T12:30:00,0.536,18.7,1.27
2024-07-06T12:45:00,0.617,17.0,1.31
2024-07-06T13:00:00,0.672,15.9,1.34
2024-07-06T13:15:00,0.474,20.1,1.24
2024-07-06T13:30:00,0.431,21.0,1.22
2024-07-06T13:45:00,0.498,19.5,1.25
2024-07-06T14:00:00,0.604,17.3,1.3
2024-07-06T14:15:00,0.481,19.9,1.24
2024-07-06T14:30:00,0.429,21.0,1.21
2024-07-06T14:45:00,0.518,19.1,1.26
2024-07-06T15:00:00,0.044,29.1,1.02
2024-07-06T15:15:00,0.054,28.9,1.03
2024-07-06T15:30:00,0.213,25.5,1.11
2024-07-06T15:45:00,0.083,28.2,1.04
2024-07-06T16:00:00,0.236,25.1,1.12
2024-07-06T16:15:00,0.171,26.4,1.09
2024-07-06T16:30:00,0.177,26.3,1.09
2024-07-06T16:45:00,0.162,26.6,1.08
2024-07-06T17:00:00,0.091,28.1,1.05
2024-07-06T17:15:00,0.137,27.1,1.07
2024-07-06T17:30:00,0.134,27.2,1.07
2024-07-06T17:45:00,0.261,24.5,1.13
2024-07-06T18:00:00,0.094,28.0,1.05
2024-07-06T18:15:00,0.124,27.4,1.06
2024-07-06T18:30:00,0.424,21.1,1.21
2024-07-06T18:45:00,0.174,26.3,1.09
2024-07-06T19:00:00,0.563,18.2,1.28
