timestamp,temperature_f,precipitation_in,condition,wind_speed_mph,humidity
2024-07-02T13:00:00,94.6,0.0,clear,6.1,79.9
2024-07-02T14:00:00,92.3,0.0,clear,4.3,80.9
2024-07-02T15:00:00,86.1,0.0,clear,12.9,70.9
2024-07-02T16:00:00,89.7,0.0,clear,7.0,79.1
2024-07-02T17:00:00,88.2,0.0,clear,11.2,39.0
2024-07-02T18:00:00,82.1,0.0,clear,1.6,43.8
2024-07-02T19:00:00,77.5,0.0,clear,4.1,74.4
2024-07-02T20:00:00,78.8,0.0,clear,4.0,42.8
2024-07-02T21:00:00,85.6,0.09,clear,9.5,43.3
2024-07-02T22:00:00,76.5,0.0,clear,2.3,73.5
2024-07-02T23:00:00,67.8,0.0,clear,4.1,86.4
2024-07-03T00:00:00,71.0,0.0,clear,23.9,72.7
2024-07-03T01:00:00,77.6,0.0,clear,4.3,68.8
2024-07-03T02:00:00,65.7,0.0,clear,23.9,82.5
2024-07-03T03:00:00,72.3,0.21,light_rain,3.0,72.3
2024-07-03T04:00:00,67.1,0.11,light_rain,13.3,68.5
2024-07-03T05:00:00,71.4,0.0,clear,1.9,54.1
2024-07-03T06:00:00,83.3,0.0,clear,23.6,53.6
2024-07-03T07:00:00,80.9,0.0,clear,1.2,35.0
2024-07-03T08:00:00,79.0,0.0,clear,13.1,82.9
2024-07-03T09:00:00,91.9,0.0,clear,2.6,58.7
2024-07-03T10:00:00,94.3,0.0,clear,9.6,42.0
2024-07-03T11:00:00,93.5,0.0,clear,8.4,54.7
2024-07-03T12:00:00,90.4,0.0,clear,3.2,82.9
2024-07-03T13:00:00,106.8,0.0,clear,0.1,46.5
2024-07-03T14:00:00,91.0,0.0,clear,6.2,46.7
2024-07-03T15:00:00,90.3,0.05,clear,2.5,84.5
2024-07-03T16:00:00,84.0,0.0,clear,4.2,62.2
2024-07-03T17:00:00,85.2,0.0,clear,8.8,43.9
2024-07-03T18:00:00,76.5,0.0,clear,0.1,84.5
2024-07-03T19:00:00,82.0,0.0,clear,16.5,66.6
2024-07-03T20:00:00,71.6,0.0,clear,9.5,89.1
2024-07-03T21:00:00,57.3,0.0,clear,4.1,60.8
2024-07-03T22:00:00,72.2,0.58,heavy_rain,1.2,36.6
2024-07-03T23:00:00,70.9,0.0,clear,9.7,80.7
2024-07-04T00:00:00,66.0,0.0,clear,3.4,79.8
2024-07-04T01:00:00,66.3,0.0,clear,5.5,32.1
2024-07-04T02:00:00,64.8,0.0,clear,3.9,41.2
2024-07-04T03:00:00,72.1,0.03,clear,9.6,83.6
2024-07-04T04:00:00,67.9,0.0,clear,0.4,32.3
2024-07-04T05:00:00,76.1,0.0,clear,1.5,49.8
2024-07-04T06:00:00,63.7,0.0,clear,1.0,35.4
2024-07-04T07:00:00,91.5,0.0,clear,1.0,30.9
2024-07-04T08:00:00,88.8,0.0,clear,3.8,37.4
2024-07-04T09:00:00,91.8,0.0,clear,10.2,87.2
2024-07-04T10:00:00,88.6,0.0,clear,4.2,50.2
2024-07-04T11:00:00,89.5,0.1,light_rain,3.2,84.7
2024-07-04T12:00:00,90.9,0.0,clear,9.1,68.4
2024-07-04T13:00:00,98.9,0.0,clear,9.8,84.0
2024-07-04T14:00:00,83.0,0.0,clear,19.7,52.3
2024-07-04T15:00:00,87.7,0.15,light_rain,1.9,84.8
2024-07-04T16:00:00,84.3,0.0,clear,0.3,43.7
2024-07-04T17:00:00,80.7,0.0,clear,5.6,84.8
2024-07-04T18:00:00,77.6,0.0,clear,5.0,67.0
2024-07-04T19:00:00,74.9,0.0,clear,0.3,61.4
2024-07-04T20:00:00,71.4,0.0,clear,8.5,84.1
2024-07-04T21:00:00,72.1,0.0,clear,1.9,87.6
2024-07-04T22:00:00,70.4,0.08,clear,0.8,70.1
2024-07-04T23:00:00,66.5,0.0,clear,6.8,34.3
2024-07-05T00:00:00,72.6,0.0,clear,1.0,61.4
2024-07-05T01:00:00,70.6,0.0,clear,0.4,66.0
2024-07-05T02:00:00,71.9,0.0,clear,4.3,68.5
2024-07-05T03:00:00,70.3,0.0,clear,4.3,45.7
2024-07-05T04:00:00,86.7,0.0,clear,5.7,67.5
2024-07-05T05:00:00,80.1,0.0,clear,3.4,57.3
2024-07-05T06:00:00,73.7,0.08,clear,3.0,47.7
2024-07-05T07:00:00,89.6,0.11,light_rain,6.1,43.0
2024-07-05T08:00:00,78.2,0.22,light_rain,3.5,74.5
2024-07-05T09:00:00,88.1,0.27,light_rain,1.2,75.1
2024-07-05T10:00:00,98.8,0.0,clear,4.1,53.6
2024-07-05T11:00:00,87.6,0.0,clear,2.6,44.1
2024-07-05T12:00:00,91.7,0.0,clear,1.2,70.5
2024-07-05T13:00:00,88.5,0.0,clear,2.6,63.6
2024-07-05T14:00:00,87.3,0.0,clear,2.6,73.3
2024-07-05T15:00:00,92.9,0.0,clear,4.6,86.5
2024-07-05T16:00:00,75.7,0.0,clear,7.3,55.2
2024-07-05T17:00:00,90.6,0.0,clear,0.9,30.7
2024-07-05T18:00:00,75.8,0.0,clear,19.7,75.8
2024-07-05T19:00:00,76.1,0.0,clear,2.1,59.6
2024-07-05T20:00:00,77.7,0.0,clear,4.7,31.7
2024-07-05T21:00:00,71.0,0.0,clear,14.4,52.6
2024-07-05T22:00:00,71.9,0.0,clear,0.9,79.2
2024-07-05T23:00:00,61.8,0.0,clear,12.3,57.5
2024-07-06T00:00:00,75.7,0.0,clear,4.4,63.6
2024-07-06T01:00:00,69.8,0.0,clear,2.0,57.5
2024-07-06T02:00:00,74.1,0.0,clear,13.8,66.5
2024-07-06T03:00:00,70.3,0.09,clear,12.3,54.0
2024-07-06T04:00:00,77.6,0.0,clear,2.8,77.2
2024-07-06T05:00:00,85.1,0.02,clear,5.5,63.0
2024-07-06T06:00:00,81.8,0.0,clear,2.2,59.6
2024-07-06T07:00:00,83.5,0.0,clear,36.7,71.6
2024-07-06T08:00:00,78.9,0.0,clear,5.9,67.4
2024-07-06T09:00:00,82.3,0.0,clear,7.1,57.4
2024-07-06T10:00:00,88.2,0.0,clear,23.4,52.3
2024-07-06T11:00:00,89.6,0.01,clear,15.6,79.8
2024-07-06T12:00:00,85.3,0.02,clear,35.0,65.8
2024-07-06T13:00:00,85.4,0.0,clear,0.7,35.8
2024-07-06T14:00:00,94.4,0.0,clear,5.4,87.7
2024-07-06T15:00:00,83.8,0.18,light_rain,12.2,67.6
2024-07-06T16:00:00,85.8,0.0,clear,23.2,87.5
2024-07-06T17:00:00,81.0,0.0,clear,0.9,58.3
2024-07-06T18:00:00,87.4,0.0,clear,17.7,40.6
2024-07-06T19:00:00,80.1,0.0,clear,18.3,78.2
2024-07-06T20:00:00,78.9,0.0,clear,1.3,43.0
2024-07-06T21:00:00,64.6,0.0,clear,13.4,33.3
2024-07-06T22:00:00,66.7,0.0,clear,4.5,65.4
2024-07-06T23:00:00,67.9,0.0,clear,4.3,80.7
2024-07-07T00:00:00,66.4,0.0,clear,8.3,45.7
2024-07-07T01:00:00,65.4,0.0,clear,4.5,47.3
2024-07-07T02:00:00,75.3,0.0,clear,12.8,37.3
2024-07-07T03:00:00,74.5,0.0,clear,0.0,86.5
2024-07-07T04:00:00,75.0,0.0,clear,3.3,54.0
2024-07-07T05:00:00,72.3,0.0,clear,5.3,53.0
2024-07-07T06:00:00,83.0,0.0,clear,9.0,68.9
2024-07-07T07:00:00,73.8,0.0,clear,3.5,83.0
2024-07-07T08:00:00,83.6,0.0,clear,5.7,64.8
2024-07-07T09:00:00,83.5,0.0,clear,19.1,62.7
2024-07-07T10:00:00,90.5,0.0,clear,13.3,36.6
2024-07-07T11:00:00,93.9,0.0,clear,3.4,51.7
2024-07-07T12:00:00,78.9,0.0,clear,1.1,61.7
2024-07-07T13:00:00,91.5,0.0,clear,7.0,77.7
2024-07-07T14:00:00,82.1,0.0,clear,4.3,66.9
2024-07-07T15:00:00,84.7,0.0,clear,5.1,45.2
2024-07-07T16:00:00,85.8,0.0,clear,11.0,80.1
2024-07-07T17:00:00,84.5,0.0,clear,6.4,58.3
2024-07-07T18:00:00,93.6,0.0,clear,6.6,67.1
2024-07-07T19:00:00,77.8,0.02,clear,7.7,42.9
2024-07-07T20:00:00,79.4,0.0,clear,13.6,86.6
2024-07-07T21:00:00,70.3,0.0,clear,7.6,44.6
2024-07-07T22:00:00,76.3,0.0,clear,9.1,85.0
2024-07-07T23:00:00,67.8,0.0,clear,10.3,76.5
2024-07-08T00:00:00,63.9,0.0,clear,4.3,53.9
2024-07-08T01:00:00,63.5,0.0,clear,6.8,61.4
2024-07-08T02:00:00,66.3,0.01,clear,3.2,44.0
2024-07-08T03:00:00,79.3,0.0,clear,10.7,77.0
2024-07-08T04:00:00,76.1,0.0,clear,13.0,45.4
2024-07-08T05:00:00,77.7,0.0,clear,11.1,80.9
2024-07-08T06:00:00,83.1,0.0,clear,3.8,57.9
2024-07-08T07:00:00,84.4,0.0,clear,12.0,34.0
2024-07-08T08:00:00,88.3,0.0,clear,8.9,70.0
2024-07-08T09:00:00,87.4,0.0,clear,2.1,85.9
2024-07-08T10:00:00,86.8,0.0,clear,0.7,49.3
2024-07-08T11:00:00,86.9,0.0,clear,8.1,63.3
2024-07-08T12:00:00,88.2,0.0,clear,4.1,41.6
2024-07-08T13:00:00,89.2,0.0,clear,3.2,52.6
2024-07-08T14:00:00,85.3,0.0,clear,3.7,66.0
2024-07-08T15:00:00,84.4,0.0,clear,9.4,56.2
2024-07-08T16:00:00,79.3,0.0,clear,22.9,74.6
2024-07-08T17:00:00,83.5,0.0,clear,2.7,80.2
2024-07-08T18:00:00,76.1,0.0,clear,3.3,85.4
2024-07-08T19:00:00,83.5,0.15,light_rain,7.7,58.9
2024-07-08T20:00:00,72.0,0.0,clear,0.2,30.1
2024-07-08T21:00:00,71.8,0.0,clear,9.1,77.0
2024-07-08T22:00:00,70.4,0.0,clear,2.2,48.4
2024-07-08T23:00:00,61.6,0.0,clear,4.6,31.6
2024-07-09T00:00:00,63.6,0.0,clear,1.5,79.0
2024-07-09T01:00:00,64.4,0.0,clear,11.9,51.4
2024-07-09T02:00:00,73.0,0.0,clear,5.8,65.5
2024-07-09T03:00:00,66.1,0.0,clear,3.8,31.1
2024-07-09T04:00:00,83.8,0.0,clear,5.5,79.3
2024-07-09T05:00:00,70.8,0.0,clear,12.9,54.7
2024-07-09T06:00:00,73.9,0.42,light_rain,18.4,57.2
2024-07-09T07:00:00,82.3,0.0,clear,0.9,82.4
2024-07-09T08:00:00,81.9,0.0,clear,4.8,55.4
2024-07-09T09:00:00,88.1,0.3,light_rain,2.1,33.0
2024-07-09T10:00:00,91.0,0.0,clear,1.4,46.2
2024-07-09T11:00:00,86.1,0.0,clear,0.3,44.2
2024-07-09T12:00:00,101.3,0.19,light_rain,17.0,34.5
2024-07-09T13:00:00,89.0,0.0,clear,5.6,40.8
2024-07-09T14:00:00,88.2,0.06,clear,6.4,59.9
2024-07-09T15:00:00,82.2,0.0,clear,1.1,46.7
2024-07-09T16:00:00,81.2,0.0,clear,0.4,89.0
2024-07-09T17:00:00,80.4,0.0,clear,13.1,59.1
2024-07-09T18:00:00,81.7,0.05,clear,4.7,30.4
2024-07-09T19:00:00,74.1,0.0,clear,1.7,51.5
2024-07-09T20:00:00,70.8,0.1,clear,2.2,70.7
2024-07-09T21:00:00,76.2,0.0,clear,5.2,60.4
2024-07-09T22:00:00,73.2,0.0,clear,9.1,53.1
2024-07-09T23:00:00,67.4,0.1,light_rain,9.4,52.2
2024-07-10T00:00:00,71.1,0.0,clear,2.1,69.5
2024-07-10T01:00:00,70.8,0.0,clear,10.6,39.4
2024-07-10T02:00:00,59.1,0.0,clear,2.6,53.5
2024-07-10T03:00:00,67.0,0.0,clear,11.3,70.4
2024-07-10T04:00:00,73.3,0.0,clear,10.9,83.7
2024-07-10T05:00:00,73.9,0.0,clear,35.6,89.6
2024-07-10T06:00:00,80.5,0.04,clear,0.1,51.6
2024-07-10T07:00:00,82.6,0.0,clear,4.9,67.5
2024-07-10T08:00:00,87.8,0.0,clear,5.1,75.5
2024-07-10T09:00:00,81.1,0.0,clear,0.9,85.8
2024-07-10T10:00:00,90.3,0.0,clear,3.9,70.7
2024-07-10T11:00:00,92.6,0.0,clear,8.0,31.1
2024-07-10T12:00:00,90.6,0.0,clear,6.3,51.0
2024-07-10T13:00:00,87.8,0.0,clear,2.9,33.9
2024-07-10T14:00:00,84.9,0.0,clear,6.0,77.3
2024-07-10T15:00:00,87.6,0.0,clear,0.4,81.3
2024-07-10T16:00:00,94.5,0.0,clear,12.0,52.6
2024-07-10T17:00:00,70.3,0.0,clear,6.7,44.5
2024-07-10T18:00:00,77.2,0.0,clear,1.9,71.0
2024-07-10T19:00:00,73.5,0.0,clear,1.3,32.9
2024-07-10T20:00:00,71.3,0.01,clear,9.8,37.0
2024-07-10T21:00:00,71.1,0.0,clear,3.6,76.0
2024-07-10T22:00:00,64.4,0.14,light_rain,24.6,75.4
2024-07-10T23:00:00,64.6,0.03,clear,4.1,57.6
2024-07-11T00:00:00,68.5,0.0,clear,0.6,32.3
2024-07-11T01:00:00,67.6,0.0,clear,22.1,46.1
2024-07-11T02:00:00,64.1,0.0,clear,17.1,58.9
2024-07-11T03:00:00,74.7,0.0,clear,1.5,60.3
2024-07-11T04:00:00,79.4,0.0,clear,19.2,68.1
2024-07-11T05:00:00,81.7,0.0,clear,2.6,89.1
2024-07-11T06:00:00,76.0,0.0,clear,5.1,62.8
2024-07-11T07:00:00,84.3,0.0,clear,3.9,65.4
2024-07-11T08:00:00,90.3,0.0,clear,7.3,30.2
2024-07-11T09:00:00,95.6,0.0,clear,1.6,40.7
2024-07-11T10:00:00,96.8,0.0,clear,8.1,38.6
2024-07-11T11:00:00,86.6,0.0,clear,2.0,82.6
2024-07-11T12:00:00,84.1,0.0,clear,6.8,67.3
2024-07-11T13:00:00,83.6,0.0,clear,3.4,33.9
2024-07-11T14:00:00,89.7,0.0,clear,1.3,71.8
2024-07-11T15:00:00,84.6,0.0,clear,9.3,83.5
2024-07-11T16:00:00,79.4,0.0,clear,1.4,61.3
2024-07-11T17:00:00,77.8,0.0,clear,8.8,42.8
2024-07-11T18:00:00,77.9,0.16,light_rain,2.8,63.3
2024-07-11T19:00:00,81.0,0.0,clear,0.8,61.8
2024-07-11T20:00:00,70.9,0.0,clear,5.0,89.0
2024-07-11T21:00:00,71.4,0.0,clear,1.7,34.8
2024-07-11T22:00:00,75.0,0.0,clear,21.8,89.0
2024-07-11T23:00:00,66.0,0.0,clear,5.2,84.8
2024-07-12T00:00:00,64.0,0.0,clear,13.8,33.1
2024-07-12T01:00:00,70.7,0.0,clear,10.1,87.5
2024-07-12T02:00:00,66.8,0.0,clear,6.4,47.9
2024-07-12T03:00:00,67.6,0.0,clear,10.3,33.1
2024-07-12T04:00:00,72.7,0.0,clear,1.9,33.1
2024-07-12T05:00:00,69.3,0.0,clear,8.2,67.5
2024-07-12T06:00:00,70.7,0.0,clear,16.1,73.0
2024-07-12T07:00:00,84.0,0.0,clear,0.2,82.9
2024-07-12T08:00:00,87.6,0.0,clear,13.5,73.3
2024-07-12T09:00:00,78.5,0.14,light_rain,12.1,67.3
2024-07-12T10:00:00,88.2,0.0,clear,5.9,70.9
2024-07-12T11:00:00,84.4,0.0,clear,1.0,50.1
2024-07-12T12:00:00,84.6,0.0,clear,2.1,52.6
2024-07-12T13:00:00,78.9,0.0,clear,6.1,57.6
2024-07-12T14:00:00,97.5,0.0,clear,11.7,40.6
2024-07-12T15:00:00,85.3,0.0,clear,1.4,55.1
2024-07-12T16:00:00,95.0,0.0,clear,27.3,37.6
2024-07-12T17:00:00,81.5,0.0,clear,0.8,57.5
2024-07-12T18:00:00,72.3,0.0,clear,16.4,38.8
2024-07-12T19:00:00,76.4,0.03,clear,16.5,51.6
2024-07-12T20:00:00,64.4,0.0,clear,9.8,48.7
2024-07-12T21:00:00,80.7,0.0,clear,3.0,80.2
2024-07-12T22:00:00,74.1,0.0,clear,7.8,64.1
2024-07-12T23:00:00,69.9,0.0,clear,8.0,39.5
2024-07-13T00:00:00,71.6,0.03,clear,7.2,60.1
2024-07-13T01:00:00,68.3,0.0,clear,6.3,55.0
2024-07-13T02:00:00,78.7,0.0,clear,4.2,47.7
2024-07-13T03:00:00,70.4,0.0,clear,5.3,77.8
2024-07-13T04:00:00,75.6,0.0,clear,1.7,39.8
2024-07-13T05:00:00,78.1,0.0,clear,3.2,30.3
2024-07-13T06:00:00,75.6,0.0,clear,10.4,82.2
2024-07-13T07:00:00,79.8,0.0,clear,1.9,46.6
2024-07-13T08:00:00,81.1,0.0,clear,1.9,47.9
2024-07-13T09:00:00,90.0,0.0,clear,73.8,63.0
2024-07-13T10:00:00,86.1,0.0,clear,16.9,77.4
2024-07-13T11:00:00,89.4,0.0,clear,8.4,43.4
2024-07-13T12:00:00,88.4,0.0,clear,6.4,45.8
2024-07-13T13:00:00,82.3,0.0,clear,5.7,77.8
2024-07-13T14:00:00,87.3,0.0,clear,15.9,38.5
2024-07-13T15:00:00,83.7,0.01,clear,11.8,31.6
2024-07-13T16:00:00,86.0,0.0,clear,3.9,51.0
2024-07-13T17:00:00,82.8,0.0,clear,3.6,36.7
2024-07-13T18:00:00,75.4,0.0,clear,22.1,74.5
2024-07-13T19:00:00,72.7,0.12,light_rain,7.1,73.2
2024-07-13T20:00:00,82.9,0.0,clear,0.4,58.5
2024-07-13T21:00:00,59.1,0.0,clear,0.2,37.7
2024-07-13T22:00:00,72.6,0.0,clear,18.7,66.8
2024-07-13T23:00:00,70.7,0.0,clear,20.9,66.6
2024-07-14T00:00:00,71.8,0.0,clear,5.7,68.0
2024-07-14T01:00:00,73.0,0.0,clear,0.9,58.4
2024-07-14T02:00:00,66.7,0.0,clear,11.9,88.8
2024-07-14T03:00:00,76.1,0.0,clear,3.5,82.5
2024-07-14T04:00:00,69.3,0.0,clear,2.3,78.1
2024-07-14T05:00:00,71.2,0.05,clear,18.5,39.5
2024-07-14T06:00:00,80.3,0.0,clear,0.6,84.2
2024-07-14T07:00:00,77.4,0.0,clear,23.9,44.7
2024-07-14T08:00:00,87.2,0.0,clear,8.7,65.9
2024-07-14T09:00:00,93.8,0.0,clear,9.8,78.7
2024-07-14T10:00:00,83.2,0.0,clear,0.3,73.8
2024-07-14T11:00:00,93.9,0.0,clear,3.9,53.7
2024-07-14T12:00:00,92.7,0.02,clear,6.5,31.8
2024-07-14T13:00:00,86.9,0.0,clear,0.6,55.3
2024-07-14T14:00:00,83.9,0.0,clear,2.4,48.6
2024-07-14T15:00:00,85.2,0.0,clear,4.3,70.0
2024-07-14T16:00:00,85.8,0.0,clear,34.2,71.0
2024-07-14T17:00:00,79.9,0.0,clear,0.1,63.6
2024-07-14T18:00:00,70.1,0.0,clear,4.8,56.3
2024-07-14T19:00:00,72.0,0.0,clear,6.8,56.3
2024-07-14T20:00:00,66.7,0.0,clear,6.8,32.5
2024-07-14T21:00:00,70.2,0.06,clear,6.1,83.4
2024-07-14T22:00:00,61.0,0.0,clear,2.4,87.3
2024-07-14T23:00:00,64.4,0.0,clear,5.5,80.9
2024-07-15T00:00:00,71.3,0.09,clear,13.2,57.4
2024-07-15T01:00:00,66.6,0.0,clear,12.3,79.2
2024-07-15T02:00:00,70.4,0.0,clear,3.0,62.7
2024-07-15T03:00:00,69.6,0.0,clear,3.7,86.8
2024-07-15T04:00:00,74.9,0.0,clear,1.6,82.6
2024-07-15T05:00:00,75.2,0.01,clear,11.1,52.8
2024-07-15T06:00:00,77.4,0.0,clear,3.6,78.5
2024-07-15T07:00:00,81.2,0.0,clear,17.4,46.3
2024-07-15T08:00:00,78.3,0.0,clear,8.8,71.5
2024-07-15T09:00:00,91.3,0.0,clear,7.1,36.5
2024-07-15T10:00:00,88.5,0.0,clear,10.5,43.7
2024-07-15T11:00:00,81.4,0.16,light_rain,7.4,88.2
2024-07-15T12:00:00,81.9,0.0,clear,33.2,82.3
2024-07-15T13:00:00,91.4,0.0,clear,22.8,44.0
2024-07-15T14:00:00,86.2,0.0,clear,13.5,89.0
2024-07-15T15:00:00,87.0,0.02,clear,3.2,84.0
2024-07-15T16:00:00,88.8,0.0,clear,3.4,69.0
2024-07-15T17:00:00,79.8,0.0,clear,13.5,55.5
2024-07-15T18:00:00,77.3,0.0,clear,2.0,54.1
2024-07-15T19:00:00,74.6,0.0,clear,23.2,49.8
2024-07-15T20:00:00,74.2,0.0,clear,1.8,35.3
2024-07-15T21:00:00,77.3,0.0,clear,22.0,56.2
2024-07-15T22:00:00,65.3,0.0,clear,7.8,31.8
2024-07-15T23:00:00,64.7,0.0,clear,11.3,83.3
2024-07-16T00:00:00,75.0,0.0,clear,0.0,67.4
2024-07-16T01:00:00,67.6,0.0,clear,7.9,70.9
2024-07-16T02:00:00,73.2,0.0,clear,17.9,54.7
2024-07-16T03:00:00,74.7,0.0,clear,9.8,43.1
2024-07-16T04:00:00,75.9,0.0,clear,1.2,72.1
2024-07-16T05:00:00,82.6,0.0,clear,0.9,73.1
2024-07-16T06:00:00,81.3,0.0,clear,0.9,35.2
2024-07-16T07:00:00,82.7,0.0,clear,9.2,63.0
2024-07-16T08:00:00,84.1,0.0,clear,2.3,77.0
2024-07-16T09:00:00,82.9,0.08,clear,5.6,64.4
2024-07-16T10:00:00,81.5,0.0,clear,9.1,38.6
2024-07-16T11:00:00,87.4,0.0,clear,5.2,38.4
2024-07-16T12:00:00,99.4,0.0,clear,12.2,44.4
2024-07-16T13:00:00,86.1,0.0,clear,1.7,81.2
2024-07-16T14:00:00,92.9,0.07,clear,9.8,88.8
2024-07-16T15:00:00,91.4,0.13,light_rain,3.3,44.1
2024-07-16T16:00:00,90.7,0.0,clear,1.1,50.6
2024-07-16T17:00:00,79.4,0.0,clear,6.2,83.3
2024-07-16T18:00:00,74.6,0.0,clear,0.3,66.9
2024-07-16T19:00:00,72.5,0.0,clear,14.5,38.2
2024-07-16T20:00:00,70.4,0.0,clear,2.3,76.1
2024-07-16T21:00:00,71.6,0.0,clear,0.0,32.5
2024-07-16T22:00:00,68.8,0.0,clear,21.5,84.0
2024-07-16T23:00:00,74.4,0.0,clear,7.8,47.2
2024-07-17T00:00:00,67.0,0.0,clear,4.1,76.1
2024-07-17T01:00:00,67.3,0.0,clear,17.6,32.5
2024-07-17T02:00:00,67.8,0.0,clear,0.7,37.3
2024-07-17T03:00:00,73.3,0.0,clear,2.7,38.2
2024-07-17T04:00:00,72.7,0.11,light_rain,24.2,62.8
2024-07-17T05:00:00,76.6,0.0,clear,5.5,31.3
2024-07-17T06:00:00,70.4,0.0,clear,0.5,31.3
2024-07-17T07:00:00,72.8,0.0,clear,3.5,40.7
2024-07-17T08:00:00,84.3,0.08,clear,19.5,71.8
2024-07-17T09:00:00,87.7,0.0,clear,11.8,66.0
2024-07-17T10:00:00,82.3,0.0,clear,0.8,40.9
2024-07-17T11:00:00,84.9,0.0,clear,3.6,52.8
2024-07-17T12:00:00,78.4,0.0,clear,0.5,55.1
2024-07-17T13:00:00,77.0,0.0,clear,17.3,88.0
2024-07-17T14:00:00,91.2,0.02,clear,7.3,75.6
2024-07-17T15:00:00,77.5,0.0,clear,4.4,85.0
2024-07-17T16:00:00,83.5,0.0,clear,1.7,47.6
2024-07-17T17:00:00,75.1,0.0,clear,1.2,68.9
2024-07-17T18:00:00,68.9,0.0,clear,5.2,82.0
2024-07-17T19:00:00,74.0,0.0,clear,0.8,43.6
2024-07-17T20:00:00,72.1,0.0,clear,10.5,71.1
2024-07-17T21:00:00,59.1,0.0,clear,16.0,42.7
2024-07-17T22:00:00,67.0,0.0,clear,0.9,33.8
2024-07-17T23:00:00,64.7,0.0,clear,4.7,88.1
2024-07-18T00:00:00,65.2,0.0,clear,18.4,58.3
2024-07-18T01:00:00,67.6,0.0,clear,12.5,73.8
2024-07-18T02:00:00,67.5,0.0,clear,3.4,30.6
2024-07-18T03:00:00,67.7,0.0,clear,15.3,61.3
2024-07-18T04:00:00,61.8,0.0,clear,9.9,46.8
2024-07-18T05:00:00,66.7,0.01,clear,24.6,59.9
2024-07-18T06:00:00,77.3,0.04,clear,9.2,46.9
2024-07-18T07:00:00,85.4,0.0,clear,6.4,49.3
2024-07-18T08:00:00,77.9,0.0,clear,4.4,66.6
2024-07-18T09:00:00,78.7,0.0,clear,10.9,79.5
2024-07-18T10:00:00,76.4,0.0,clear,10.7,47.1
2024-07-18T11:00:00,84.4,0.0,clear,15.5,30.3
2024-07-18T12:00:00,86.9,0.0,clear,14.1,38.3
2024-07-18T13:00:00,87.6,0.0,clear,2.3,35.8
2024-07-18T14:00:00,95.1,0.0,clear,19.5,73.2
2024-07-18T15:00:00,86.2,0.0,clear,14.6,86.5
2024-07-18T16:00:00,81.3,0.0,clear,0.6,54.3
2024-07-18T17:00:00,70.6,0.0,clear,2.8,80.3
2024-07-18T18:00:00,79.1,0.06,clear,7.7,75.0
2024-07-18T19:00:00,78.9,0.0,clear,5.9,81.7
2024-07-18T20:00:00,73.4,0.0,clear,6.6,68.8
2024-07-18T21:00:00,73.7,0.0,clear,11.3,83.8
2024-07-18T22:00:00,77.8,0.0,clear,3.0,48.7
2024-07-18T23:00:00,71.8,0.03,clear,4.9,89.4
2024-07-19T00:00:00,75.6,0.0,clear,1.7,51.9
