timestamp,city,competitor_1_multiplier,competitor_2_multiplier,competitor_1_available,competitor_2_available
2024-07-09T00:00:00,New York,0.95,1.12,True,True
2024-07-09T02:00:00,New York,0.9,1.34,True,True
2024-07-09T06:00:00,New York,0.94,1.12,True,False
2024-07-09T08:00:00,New York,1.18,1.12,True,True
2024-07-09T10:00:00,New York,1.06,1.09,True,True
2024-07-09T12:00:00,New York,0.93,0.94,True,True
2024-07-09T17:00:00,New York,1.43,0.99,True,True
2024-07-09T18:00:00,New York,1.05,0.87,True,False
2024-07-09T19:00:00,New York,2.19,1.29,True,True
2024-07-10T00:00:00,New York,1.34,1.03,True,True
2024-07-10T02:00:00,New York,1.1,0.86,True,True
2024-07-10T03:00:00,New York,1.07,1.03,True,True
2024-07-10T05:00:00,New York,1.08,1.11,True,False
2024-07-10T07:00:00,New York,1.06,0.91,True,True
2024-07-10T08:00:00,New York,1.2,1.02,True,True
2024-07-10T13:00:00,New York,1.06,1.33,True,True
2024-07-10T18:00:00,New York,1.02,0.99,True,True
2024-07-10T20:00:00,New York,1.07,0.88,True,True
2024-07-10T21:00:00,New York,0.93,0.95,True,True
2024-07-10T23:00:00,New York,0.92,0.85,True,True
2024-07-11T00:00:00,New York,1.06,0.99,True,True
2024-07-11T01:00:00,New York,1.3,1.15,True,True
2024-07-11T02:00:00,New York,0.93,1.0,True,True
2024-07-11T05:00:00,New York,0.97,1.14,True,True
2024-07-11T07:00:00,New York,1.48,0.85,True,True
2024-07-11T08:00:00,New York,1.03,1.07,True,True
2024-07-11T10:00:00,New York,1.03,1.04,True,True
2024-07-11T15:00:00,New York,1.03,1.12,True,True
2024-07-11T17:00:00,New York,0.92,1.05,True,True
2024-07-11T22:00:00,New York,2.5,1.79,True,True
2024-07-11T23:00:00,New York,0.95,1.05,True,True
2024-07-12T00:00:00,New York,1.18,1.1,True,True
2024-07-12T04:00:00,New York,1.03,1.14,True,True
2024-07-12T09:00:00,New York,1.26,1.06,True,True
2024-07-12T12:00:00,New York,1.02,0.89,True,True
2024-07-12T13:00:00,New York,0.99,0.9,True,True
2024-07-12T22:00:00,New York,1.57,1.21,True,True
2024-07-13T00:00:00,New York,1.01,0.99,True,True
2024-07-13T08:00:00,New York,1.1,1.03,True,False
2024-07-13T12:00:00,New York,0.98,0.95,True,True
2024-07-13T13:00:00,New York,1.19,0.99,False,True
2024-07-13T14:00:00,New York,1.24,0.86,True,True
2024-07-13T17:00:00,New York,1.09,1.31,True,True
2024-07-13T18:00:00,New York,1.36,1.72,True,True
2024-07-13T19:00:00,New York,1.25,0.86,True,True
2024-07-13T20:00:00,New York,0.96,1.06,True,True
2024-07-13T23:00:00,New York,1.07,1.47,True,True
2024-07-14T02:00:00,New York,1.04,1.04,True,True
2024-07-14T03:00:00,New York,1.11,1.04,True,True
2024-07-14T04:00:00,New York,1.07,1.07,True,False
2024-07-14T08:00:00,New York,1.08,1.05,False,True
2024-07-14T18:00:00,New York,1.37,1.24,True,True
2024-07-14T23:00:00,New York,1.12,1.09,True,True
2024-07-15T05:00:00,New York,1.02,1.03,True,False
2024-07-15T06:00:00,New York,0.96,0.95,True,True
2024-07-15T07:00:00,New York,1.03,1.19,True,True
2024-07-15T14:00:00,New York,0.96,1.06,True,True
2024-07-15T16:00:00,New York,1.49,1.01,True,True
2024-07-15T18:00:00,New York,1.29,1.04,True,True
2024-07-16T00:00:00,New York,1.29,1.02,True,True
2024-07-16T01:00:00,New York,0.91,1.13,True,True
2024-07-16T02:00:00,New York,1.2,1.1,True,False
2024-07-16T07:00:00,New York,1.36,1.34,False,True
2024-07-16T08:00:00,New York,1.09,1.65,True,False
2024-07-16T10:00:00,New York,0.99,1.04,False,True
2024-07-16T15:00:00,New York,0.97,0.98,True,True
2024-07-16T18:00:00,New York,1.06,1.15,True,True
2024-07-16T21:00:00,New York,0.95,0.97,True,False
2024-07-16T22:00:00,New York,1.11,1.07,True,True
2024-07-17T02:00:00,New York,1.86,1.04,True,True
2024-07-17T05:00:00,New York,1.02,0.97,True,True
2024-07-17T11:00:00,New York,1.01,0.99,True,True
2024-07-17T13:00:00,New York,1.08,0.87,True,True
2024-07-17T15:00:00,New York,0.97,0.9,True,True
2024-07-17T21:00:00,New York,1.03,0.97,True,True
2024-07-18T00:00:00,New York,0.92,1.03,True,True
2024-07-18T02:00:00,New York,1.04,1.09,False,True
2024-07-18T07:00:00,New York,1.06,1.76,True,True
2024-07-18T08:00:00,New York,0.93,0.98,False,True
2024-07-18T10:00:00,New York,0.91,0.93,True,True
2024-07-18T18:00:00,New York,1.4,0.99,True,True
2024-07-19T00:00:00,New York,0.97,1.18,True,True
2024-07-19T01:00:00,New York,0.96,1.08,True,False
2024-07-19T02:00:00,New York,0.95,1.01,True,True
2024-07-19T08:00:00,New York,1.13,0.98,True,True
2024-07-19T14:00:00,New York,0.93,0.9,False,True
2024-07-19T17:00:00,New York,1.12,1.37,True,True
2024-07-19T19:00:00,New York,1.15,0.87,True,True
2024-07-19T20:00:00,New York,1.07,1.04,True,True
2024-07-19T21:00:00,New York,0.95,1.05,True,True
2024-07-19T22:00:00,New York,1.1,1.0,True,True
2024-07-20T00:00:00,New York,1.54,1.1,True,True
2024-07-20T01:00:00,New York,1.06,0.9,True,True
2024-07-20T02:00:00,New York,1.03,0.97,True,True
2024-07-20T06:00:00,New York,1.03,0.9,True,True
2024-07-20T08:00:00,New York,1.15,1.42,True,True
2024-07-20T11:00:00,New York,1.09,0.92,True,True
2024-07-20T12:00:00,New York,1.06,1.03,True,True
2024-07-20T15:00:00,New York,0.92,1.03,True,True
2024-07-20T16:00:00,New York,1.35,1.11,True,True
2024-07-20T19:00:00,New York,1.19,1.15,False,True
2024-07-21T03:00:00,New York,0.99,1.0,True,True
2024-07-21T04:00:00,New York,1.08,1.12,True,True
2024-07-21T07:00:00,New York,1.15,1.45,True,False
2024-07-21T08:00:00,New York,1.59,0.86,False,True
2024-07-21T10:00:00,New York,1.56,0.9,True,True
2024-07-21T11:00:00,New York,1.1,0.95,False,True
2024-07-21T12:00:00,New York,0.92,1.02,True,True
2024-07-21T13:00:00,New York,1.25,1.02,True,True
2024-07-21T17:00:00,New York,1.14,1.11,True,True
2024-07-22T00:00:00,New York,1.28,0.96,True,False
2024-07-22T02:00:00,New York,1.48,1.01,False,True
2024-07-22T05:00:00,New York,0.93,0.99,True,True
2024-07-22T06:00:00,New York,0.99,0.87,True,False
2024-07-22T07:00:00,New York,1.03,1.23,False,True
2024-07-22T10:00:00,New York,1.69,0.93,True,True
2024-07-22T11:00:00,New York,0.99,0.98,True,True
2024-07-22T12:00:00,New York,1.04,1.03,True,True
2024-07-22T15:00:00,New York,1.02,1.11,True,True
2024-07-22T16:00:00,New York,0.91,1.14,True,True
2024-07-22T21:00:00,New York,0.91,1.0,False,True
2024-07-23T00:00:00,New York,1.05,1.09,False,True
2024-07-23T01:00:00,New York,1.29,1.15,True,True
2024-07-23T06:00:00,New York,0.91,1.11,True,True
2024-07-23T07:00:00,New York,1.72,1.25,True,False
2024-07-23T11:00:00,New York,1.07,1.05,True,True
2024-07-23T16:00:00,New York,1.15,0.99,True,True
2024-07-24T06:00:00,New York,1.08,0.98,True,True
2024-07-24T07:00:00,New York,1.45,1.09,True,True
2024-07-24T11:00:00,New York,1.1,0.87,True,True
2024-07-24T13:00:00,New York,0.94,1.08,True,True
2024-07-24T14:00:00,New York,1.08,1.03,True,True
2024-07-24T16:00:00,New York,0.92,1.1,True,True
2024-07-24T19:00:00,New York,1.06,1.24,True,True
2024-07-24T21:00:00,New York,0.92,1.13,True,True
2024-07-24T23:00:00,New York,1.27,0.97,True,False
2024-07-25T00:00:00,New York,0.92,1.15,True,True
2024-07-25T02:00:00,New York,1.05,1.01,True,True
2024-07-25T03:00:00,New York,1.05,1.0,False,False
2024-07-25T04:00:00,New York,1.05,1.13,True,False
2024-07-25T06:00:00,New York,0.94,1.04,True,True
2024-07-25T08:00:00,New York,1.02,0.96,True,False
2024-07-25T12:00:00,New York,0.98,0.88,True,True
2024-07-25T13:00:00,New York,0.98,0.91,True,True
2024-07-25T14:00:00,New York,1.04,1.15,True,True
2024-07-25T19:00:00,New York,1.09,1.18,True,False
2024-07-25T20:00:00,New York,0.98,1.04,True,True
2024-07-25T21:00:00,New York,1.06,0.88,True,True
2024-07-26T00:00:00,New York,1.64,1.08,True,True
2024-07-26T04:00:00,New York,1.02,1.04,True,True
2024-07-26T09:00:00,New York,1.01,1.05,True,True
2024-07-26T10:00:00,New York,1.05,0.94,True,True
2024-07-26T11:00:00,New York,1.04,1.89,True,True
2024-07-26T17:00:00,New York,2.5,1.28,True,True
2024-07-27T02:00:00,New York,1.01,1.05,True,True
2024-07-27T05:00:00,New York,0.96,0.93,True,True
2024-07-27T06:00:00,New York,0.94,0.92,True,True
2024-07-27T11:00:00,New York,0.95,0.88,True,True
2024-07-27T13:00:00,New York,0.95,1.05,False,True
2024-07-27T14:00:00,New York,1.0,0.98,True,False
2024-07-27T15:00:00,New York,0.96,0.96,True,True
2024-07-27T22:00:00,New York,1.03,1.08,True,True
2024-07-28T02:00:00,New York,1.12,1.32,True,True
2024-07-28T04:00:00,New York,1.09,1.12,True,True
2024-07-28T06:00:00,New York,1.05,1.04,True,True
2024-07-28T14:00:00,New York,1.01,0.91,True,True
2024-07-28T16:00:00,New York,1.07,1.44,True,True
2024-07-28T18:00:00,New York,0.92,1.03,True,True
2024-07-28T19:00:00,New York,1.89,0.93,True,True
2024-07-28T23:00:00,New York,1.07,1.17,True,False
2024-07-29T00:00:00,New York,0.92,0.91,True,True
2024-07-29T02:00:00,New York,1.07,0.99,True,True
2024-07-29T04:00:00,New York,0.93,1.11,True,True
2024-07-29T08:00:00,New York,0.95,1.11,True,True
2024-07-29T15:00:00,New York,1.0,0.95,True,True
2024-07-29T18:00:00,New York,0.94,2.0,True,True
2024-07-30T01:00:00,New York,0.98,0.92,True,True
2024-07-30T08:00:00,New York,1.07,1.71,True,True
2024-07-30T14:00:00,New York,0.96,1.08,True,True
2024-07-30T15:00:00,New York,1.06,1.09,True,True
2024-07-30T17:00:00,New York,1.53,1.11,False,True
2024-07-30T20:00:00,New York,1.0,1.0,False,True
2024-07-30T23:00:00,New York,0.94,1.14,True,True
2024-07-31T01:00:00,New York,1.05,0.89,True,True
2024-07-31T02:00:00,New York,1.08,2.13,True,True
2024-07-31T07:00:00,New York,1.3,0.92,True,True
2024-07-31T12:00:00,New York,0.91,1.01,True,False
2024-07-31T21:00:00,New York,1.04,1.13,True,True
2024-08-01T00:00:00,New York,1.63,1.18,True,False
2024-08-01T02:00:00,New York,0.94,1.12,True,True
2024-08-01T07:00:00,New York,0.95,0.96,True,True
2024-08-01T09:00:00,New York,0.92,1.03,True,True
2024-08-01T14:00:00,New York,0.99,1.13,True,True
2024-08-01T16:00:00,New York,1.04,1.6,True,True
2024-08-01T20:00:00,New York,1.02,1.69,True,True
2024-08-02T03:00:00,New York,0.9,0.92,True,True
2024-08-02T07:00:00,New York,1.05,1.05,True,True
2024-08-02T08:00:00,New York,0.99,0.9,True,True
2024-08-02T09:00:00,New York,1.33,1.38,True,True
2024-08-02T10:00:00,New York,1.04,1.01,True,True
2024-08-02T15:00:00,New York,1.03,0.94,True,True
2024-08-02T16:00:00,New York,0.92,1.45,True,True
2024-08-02T17:00:00,New York,1.16,1.92,True,True
2024-08-02T19:00:00,New York,1.0,1.05,True,True
2024-08-02T21:00:00,New York,0.93,2.02,True,True
2024-08-03T01:00:00,New York,0.94,1.05,True,False
2024-08-03T09:00:00,New York,1.28,0.94,False,True
2024-08-03T12:00:00,New York,1.09,0.87,True,True
2024-08-03T16:00:00,New York,1.06,1.0,True,True
2024-08-03T18:00:00,New York,1.09,1.14,True,True
2024-08-04T01:00:00,New York,1.01,1.08,True,True
2024-08-04T03:00:00,New York,0.95,1.04,True,True
2024-08-04T05:00:00,New York,1.06,1.07,True,True
2024-08-04T06:00:00,New York,1.07,0.86,True,True
2024-08-04T11:00:00,New York,1.04,1.13,False,True
2024-08-04T13:00:00,New York,0.97,0.86,False,True
2024-08-04T15:00:00,New York,0.92,1.03,True,True
2024-08-04T16:00:00,New York,0.98,1.48,True,True
2024-08-04T18:00:00,New York,1.3,1.26,False,True
2024-08-04T19:00:00,New York,1.09,0.91,True,True
2024-08-04T23:00:00,New York,0.96,1.07,True,True
2024-08-05T01:00:00,New York,0.97,1.26,True,True
2024-08-05T03:00:00,New York,1.03,1.13,True,True
2024-08-05T06:00:00,New York,0.94,1.03,True,True
2024-08-05T09:00:00,New York,1.31,1.04,True,False
2024-08-05T10:00:00,New York,0.91,1.07,True,False
2024-08-05T11:00:00,New York,1.16,1.02,True,False
2024-08-05T20:00:00,New York,1.07,0.94,True,False
2024-08-06T01:00:00,New York,0.97,0.97,True,False
2024-08-06T03:00:00,New York,0.98,0.96,True,False
2024-08-06T05:00:00,New York,1.03,0.96,True,False
2024-08-06T09:00:00,New York,0.97,1.14,True,True
2024-08-06T11:00:00,New York,1.08,0.93,True,True
2024-08-06T12:00:00,New York,1.09,1.08,True,True
2024-08-06T17:00:00,New York,1.0,1.3,True,True
2024-08-06T19:00:00,New York,1.13,0.95,True,True
2024-08-06T21:00:00,New York,1.0,1.04,True,True
2024-08-06T22:00:00,New York,1.31,1.22,True,True
2024-08-07T02:00:00,New York,0.97,0.98,True,True
2024-08-07T05:00:00,New York,0.91,1.07,True,True
2024-08-07T07:00:00,New York,1.06,1.0,True,True
2024-08-07T10:00:00,New York,1.07,0.98,True,True
2024-08-07T15:00:00,New York,0.92,0.99,True,True
2024-08-07T19:00:00,New York,1.01,1.12,True,False
2024-08-08T00:00:00,New York,0.93,1.36,True,True
2024-08-08T02:00:00,New York,1.04,1.13,True,True
2024-08-08T05:00:00,New York,1.07,1.14,True,True
2024-08-08T15:00:00,New York,0.99,0.97,True,True
2024-08-08T17:00:00,New York,1.13,1.05,True,True
2024-08-08T18:00:00,New York,1.03,1.02,True,True
2024-08-08T21:00:00,New York,1.0,1.01,True,True
2024-08-09T00:00:00,New York,1.2,1.03,True,True
2024-08-09T02:00:00,New York,1.0,1.05,True,True
2024-08-09T05:00:00,New York,1.08,0.9,True,True
2024-08-09T07:00:00,New York,1.03,1.08,True,True
2024-08-09T08:00:00,New York,1.4,0.98,True,True
2024-08-09T12:00:00,New York,0.92,1.75,True,True
2024-08-09T13:00:00,New York,1.05,0.99,True,True
2024-08-09T14:00:00,New York,0.93,1.09,True,True
2024-08-09T15:00:00,New York,1.08,1.12,True,True
2024-08-09T17:00:00,New York,1.34,1.52,True,True
2024-08-09T18:00:00,New York,1.3,0.94,False,True
2024-08-10T03:00:00,New York,1.04,0.93,True,True
2024-08-10T05:00:00,New York,0.9,0.95,True,True
2024-08-10T06:00:00,New York,1.11,1.07,True,True
2024-08-10T10:00:00,New York,0.97,1.04,True,True
2024-08-10T11:00:00,New York,1.03,1.04,False,False
2024-08-10T14:00:00,New York,1.0,0.96,True,False
2024-08-10T15:00:00,New York,1.08,0.89,True,False
2024-08-10T16:00:00,New York,0.94,1.03,True,True
2024-08-10T20:00:00,New York,1.03,0.91,True,True
2024-08-10T21:00:00,New York,0.9,0.89,True,True
2024-08-11T01:00:00,New York,1.41,1.16,True,True
2024-08-11T13:00:00,New York,0.99,0.94,True,True
2024-08-11T16:00:00,New York,1.02,0.88,True,True
2024-08-11T20:00:00,New York,1.05,0.85,True,True
2024-08-11T21:00:00,New York,1.1,1.35,False,True
2024-08-11T22:00:00,New York,0.98,1.17,True,True
2024-08-12T01:00:00,New York,0.98,1.04,True,True
2024-08-12T06:00:00,New York,1.0,1.08,True,True
2024-08-12T07:00:00,New York,1.02,1.02,True,True
2024-08-12T08:00:00,New York,1.48,0.96,True,True
2024-08-12T14:00:00,New York,1.05,1.1,True,True
2024-08-12T18:00:00,New York,0.91,1.06,True,True
2024-08-12T20:00:00,New York,1.09,1.13,True,True
2024-08-12T21:00:00,New York,1.01,1.14,True,True
2024-08-12T23:00:00,New York,1.18,1.01,True,True
2024-08-13T12:00:00,New York,1.01,0.93,True,True
2024-08-13T18:00:00,New York,1.06,1.16,True,True
2024-08-14T00:00:00,New York,0.97,1.03,True,True
2024-08-14T05:00:00,New York,0.97,1.09,True,True
2024-08-14T06:00:00,New York,1.05,1.14,False,True
2024-08-14T08:00:00,New York,1.15,0.91,True,True
2024-08-14T11:00:00,New York,1.52,0.98,True,True
2024-08-14T13:00:00,New York,1.05,1.14,True,True
2024-08-14T14:00:00,New York,1.3,0.91,True,True
2024-08-14T18:00:00,New York,1.07,1.11,True,False
2024-08-14T22:00:00,New York,0.93,1.09,True,True
2024-08-14T23:00:00,New York,1.04,1.15,True,False
2024-08-15T02:00:00,New York,1.04,1.09,True,True
2024-08-15T05:00:00,New York,1.03,1.11,True,True
2024-08-15T06:00:00,New York,1.05,0.97,True,False
2024-08-15T09:00:00,New York,0.93,1.22,True,False
2024-08-15T10:00:00,New York,0.96,1.53,True,True
2024-08-15T13:00:00,New York,1.0,1.08,True,True
2024-08-15T14:00:00,New York,1.0,0.89,True,True
2024-08-15T15:00:00,New York,1.09,1.07,True,False
2024-08-15T16:00:00,New York,1.04,1.19,True,True
2024-08-15T17:00:00,New York,1.22,0.89,False,True
2024-08-15T18:00:00,New York,1.07,1.76,True,True
2024-08-15T21:00:00,New York,1.03,1.08,True,True
2024-08-15T23:00:00,New York,1.66,1.26,True,True
2024-08-16T06:00:00,New York,1.07,1.03,True,True
2024-08-16T07:00:00,New York,1.27,1.22,True,True
2024-08-16T09:00:00,New York,1.31,0.94,True,True
2024-08-16T14:00:00,New York,1.06,0.96,True,True
2024-08-16T15:00:00,New York,0.99,1.16,True,True
2024-08-16T16:00:00,New York,0.99,1.02,True,True
2024-08-16T23:00:00,New York,1.18,1.1,True,True
2024-08-17T05:00:00,New York,0.91,0.99,True,True
2024-08-17T08:00:00,New York,1.13,1.16,True,True
2024-08-17T12:00:00,New York,0.91,0.88,True,True
2024-08-17T13:00:00,New York,0.92,1.06,True,True
2024-08-17T17:00:00,New York,1.01,0.99,True,True
2024-08-17T18:00:00,New York,1.08,0.97,True,True
2024-08-17T20:00:00,New York,1.0,0.94,True,True
2024-08-17T22:00:00,New York,1.06,0.96,True,True
2024-08-18T03:00:00,New York,1.04,1.03,True,True
2024-08-18T04:00:00,New York,0.91,1.1,True,True
2024-08-18T08:00:00,New York,1.16,0.85,True,True
2024-08-18T11:00:00,New York,1.02,1.37,True,True
2024-08-18T15:00:00,New York,0.91,1.09,True,True
2024-08-18T19:00:00,New York,1.32,1.08,True,False
2024-08-18T21:00:00,New York,0.93,0.86,True,True
2024-08-18T23:00:00,New York,1.46,1.06,True,False
2024-08-19T03:00:00,New York,1.09,1.06,True,False
2024-08-19T05:00:00,New York,0.95,0.87,True,True
2024-08-19T08:00:00,New York,0.9,1.8,True,False
2024-08-19T09:00:00,New York,1.25,1.29,True,True
2024-08-19T18:00:00,New York,0.95,0.94,True,True
2024-08-19T23:00:00,New York,1.22,1.04,True,True
2024-08-20T05:00:00,New York,1.02,1.1,True,True
2024-08-20T06:00:00,New York,1.07,1.1,True,True
2024-08-20T07:00:00,New York,1.04,1.71,True,True
2024-08-20T09:00:00,New York,1.61,0.94,True,True
2024-08-20T12:00:00,New York,1.03,1.12,True,True
2024-08-20T15:00:00,New York,1.08,0.86,True,True
2024-08-20T17:00:00,New York,1.24,0.92,True,True
2024-08-20T23:00:00,New York,1.05,1.04,True,True
2024-08-21T00:00:00,New York,1.05,1.4,True,True
2024-08-21T04:00:00,New York,1.35,1.13,False,True
2024-08-21T07:00:00,New York,1.04,1.09,True,False
2024-08-21T08:00:00,New York,0.91,1.15,True,True
2024-08-21T10:00:00,New York,0.93,0.94,True,True
2024-08-21T14:00:00,New York,0.98,1.14,True,True
2024-08-21T17:00:00,New York,1.31,1.13,True,True
2024-08-21T21:00:00,New York,0.94,1.14,True,True
2024-08-22T01:00:00,New York,0.96,0.94,False,True
2024-08-22T02:00:00,New York,1.2,1.0,True,True
2024-08-22T07:00:00,New York,1.39,1.4,True,True
2024-08-22T09:00:00,New York,1.28,1.11,True,True
2024-08-22T10:00:00,New York,1.03,0.91,True,True
2024-08-22T12:00:00,New York,1.03,0.99,True,False
2024-08-22T17:00:00,New York,1.43,0.96,True,True
2024-08-22T22:00:00,New York,2.19,1.05,True,True
2024-08-23T00:00:00,New York,1.46,1.64,True,True
2024-08-23T01:00:00,New York,1.04,1.43,True,True
2024-08-23T04:00:00,New York,0.96,1.01,True,True
2024-08-23T08:00:00,New York,1.1,1.0,True,True
2024-08-23T12:00:00,New York,0.93,0.89,True,True
2024-08-23T16:00:00,New York,1.02,1.05,True,True
2024-08-23T17:00:00,New York,1.08,1.09,True,True
2024-08-23T18:00:00,New York,1.15,1.15,True,True
2024-08-24T00:00:00,New York,0.98,0.85,True,True
2024-08-24T11:00:00,New York,0.93,1.06,True,True
2024-08-24T13:00:00,New York,0.94,0.89,True,True
2024-08-24T15:00:00,New York,0.92,1.1,True,True
2024-08-24T17:00:00,New York,1.35,0.99,True,True
2024-08-24T20:00:00,New York,0.97,1.1,True,True
2024-08-24T21:00:00,New York,1.07,0.88,True,True
2024-08-24T22:00:00,New York,1.3,1.44,True,True
2024-08-25T01:00:00,New York,1.35,1.41,True,True
2024-08-25T02:00:00,New York,1.04,0.88,True,False
2024-08-25T04:00:00,New York,1.09,0.89,True,True
2024-08-25T08:00:00,New York,1.16,1.39,True,True
2024-08-25T11:00:00,New York,2.03,1.08,True,True
2024-08-25T15:00:00,New York,1.18,1.04,True,True
2024-08-25T16:00:00,New York,1.16,0.87,True,True
2024-08-25T21:00:00,New York,1.04,0.88,True,True
2024-08-26T01:00:00,New York,1.49,0.91,True,True
2024-08-26T07:00:00,New York,1.12,1.34,True,False
2024-08-26T14:00:00,New York,1.03,1.07,False,True
2024-08-26T17:00:00,New York,1.12,1.21,True,True
2024-08-27T00:00:00,New York,1.04,1.03,True,True
2024-08-27T01:00:00,New York,0.94,1.08,True,True
2024-08-27T03:00:00,New York,0.99,0.88,True,True
2024-08-27T10:00:00,New York,1.07,0.99,True,True
2024-08-27T12:00:00,New York,0.98,0.9,True,True
2024-08-27T21:00:00,New York,1.0,1.12,True,True
2024-08-27T22:00:00,New York,1.08,1.61,True,True
2024-08-27T23:00:00,New York,0.97,1.06,False,True
2024-08-28T00:00:00,New York,1.14,0.9,False,True
2024-08-28T07:00:00,New York,1.03,1.24,True,True
2024-08-28T09:00:00,New York,1.64,0.88,True,True
2024-08-28T10:00:00,New York,1.06,0.89,True,True
2024-08-28T12:00:00,New York,1.18,1.09,True,True
2024-08-28T17:00:00,New York,0.93,1.11,True,True
2024-08-28T20:00:00,New York,0.97,0.95,True,True
2024-08-29T03:00:00,New York,1.06,0.9,True,True
2024-08-29T06:00:00,New York,2.11,0.93,True,True
2024-08-29T07:00:00,New York,1.93,0.86,True,True
2024-08-29T10:00:00,New York,0.93,1.16,True,True
2024-08-29T11:00:00,New York,1.36,1.1,True,True
2024-08-29T16:00:00,New York,1.09,1.17,True,True
2024-08-29T18:00:00,New York,1.41,0.91,True,True
2024-08-29T19:00:00,New York,0.96,1.31,True,True
2024-08-29T20:00:00,New York,0.91,1.03,True,True
2024-08-30T01:00:00,New York,1.08,1.02,True,False
2024-08-30T03:00:00,New York,1.03,1.14,True,False
2024-08-30T04:00:00,New York,0.97,1.0,False,False
2024-08-30T06:00:00,New York,0.92,1.0,True,True
2024-08-30T10:00:00,New York,0.94,1.12,True,True
2024-08-30T14:00:00,New York,0.95,1.07,True,True
2024-08-30T17:00:00,New York,1.06,1.24,True,True
2024-08-30T19:00:00,New York,1.07,1.09,True,True
2024-08-30T20:00:00,New York,0.93,1.07,True,True
2024-08-30T21:00:00,New York,0.9,1.03,True,True
2024-08-31T04:00:00,New York,1.74,1.07,True,True
2024-08-31T07:00:00,New York,1.23,1.67,True,True
2024-08-31T12:00:00,New York,0.95,1.02,True,True
2024-08-31T18:00:00,New York,0.97,1.19,True,True
2024-08-31T20:00:00,New York,1.3,0.87,True,False
2024-08-31T23:00:00,New York,1.19,1.16,True,False
2024-09-01T02:00:00,New York,0.9,0.91,True,False
2024-09-01T04:00:00,New York,1.05,1.08,True,True
2024-09-01T06:00:00,New York,1.0,0.9,True,True
2024-09-01T10:00:00,New York,1.09,1.04,True,True
